Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
21960	-195.1923	-182.5495	-12.64274	341169.4	8.115966	0.0903413	0.208228	0.0331016	0.0806935	0.0207581	0.0485403	0.0351469	0.0118235	0.100889	0.243651	0.104853	0.0403398	0.107847	0.0745496	0.272231	0.0229616	0.0237894	0.122348	0.0357123	0.421138	0.141769	0.557423	0.00356111	0.116809	0.112085	0.997825	0.999443	1.00055	1.00218	3.030591
21970	-197.3617	-186.6395	-10.72224	384686.1	7.693065	0.0469491	0.104293	0.0337125	0.044601	0.0315579	0.0254671	0.0384139	0.0734334	0.137304	0.191643	0.0353761	0.0304793	0.082155	0.0519786	0.570651	0.0172285	0.0261168	0.268818	0.0641031	0.314559	0.111967	0.347943	0.00525465	0.035176	0.0954584	0.997951	0.999476	1.00052	1.00205	2.784639
21980	-205.7775	-189.2503	-16.52724	579337.2	9.837474	0.0218807	0.153574	0.0532595	0.278583	0.0303642	0.0157782	0.0798578	0.138418	0.149794	0.106785	0.0605195	0.0562315	0.219989	0.036588	0.225111	0.00855434	0.0475279	0.276339	0.194097	0.440962	0.0780013	0.219794	0.0148421	0.0963342	0.345796	0.99833	0.999573	1.00043	1.00167	3.348981
21990	-201.5502	-189.3851	-12.16503	273667.9	9.203074	0.044426	0.109319	0.0515117	0.197623	0.0661845	0.0470185	0.0653291	0.0973571	0.131807	0.229624	0.1446	0.0135905	0.0937417	0.0316431	0.0942678	0.00280545	0.0522786	0.34616	0.075222	0.126336	0.072526	0.544635	0.0465248	0.114528	0.139486	0.997571	0.999378	1.00062	1.00243	2.938545
22000	-203.171	-188.0553	-15.11576	870962.2	6.213139	0.0828334	0.103522	0.069071	0.131434	0.172191	0.0626611	0.151156	0.0796309	0.4153	0.111845	0.0309077	0.101055	0.043263	0.0159562	0.0350227	0.00468383	0.162811	0.187338	0.235085	0.279799	0.139225	0.54126	0.0111882	0.090532	0.0852376	0.998638	0.999652	1.00035	1.00136	3.34301
22010	-196.6296	-186.6839	-9.945682	862880	9.564294	0.0386989	0.118881	0.0879438	0.0923112	0.135936	0.0497409	0.0439789	0.0866605	0.10942	0.149754	0.0106204	0.120283	0.0173717	0.0342134	0.0437471	0.00603832	0.133753	0.0446962	0.275701	0.341226	0.201491	0.3011	0.0320321	0.160432	0.0525682	0.998632	0.99965	1.00035	1.00137	2.688598
22020	-202.9668	-189.447	-13.51986	771140.5	7.207802	0.0155615	0.0731935	0.176882	0.122513	0.0862724	0.0626036	0.082259	0.0633242	0.186197	0.165767	0.0644327	0.161551	0.0443631	0.0125391	0.0163405	0.025423	0.219008	0.0554896	0.434218	0.470654	0.074513	0.313189	0.00598605	0.164867	0.0505799	0.998553	0.99963	1.00037	1.00145	3.147727
22030	-200.507	-186.3914	-14.11569	966724.3	7.530427	0.00530346	0.0805276	0.0765053	0.115076	0.135125	0.123489	0.0406143	0.0473796	0.359956	0.277799	0.081672	0.149753	0.10472	0.0172718	0.0138506	0.0177531	0.112171	0.307395	0.141672	0.361433	0.0530939	0.449638	0.00716793	0.0909677	0.0584588	0.998707	0.999669	1.00033	1.00129	3.228793
22040	-197.5527	-184.4141	-13.1386	363233.8	8.039878	0.00169875	0.01849	0.091587	0.12324	0.156465	0.0624074	0.0556317	0.098713	0.354285	0.281586	0.0504526	0.0675023	0.063295	0.019694	0.0537397	0.013272	0.371062	0.0567328	0.237683	0.362692	0.030047	0.376977	0.0102318	0.0758335	0.0602322	0.997892	0.999461	1.00054	1.00211	3.09355
22050	-203.0872	-186.7103	-16.37691	621057.6	6.71681	0.00528896	0.0905023	0.181375	0.209383	0.0726406	0.0755341	0.0374313	0.0578408	0.103349	0.199673	0.0318864	0.0590741	0.0315499	0.0129681	0.0836374	0.00859431	0.655396	0.0823633	0.192932	0.762679	0.0223462	0.469785	0.00927132	0.0473362	0.0523744	0.998388	0.999588	1.00041	1.00161	3.555211
22060	-202.4356	-189.5188	-12.91676	468639.2	8.106175	0.00888368	0.092252	0.174117	0.160159	0.086067	0.0756796	0.121144	0.103529	0.100174	0.147568	0.096	0.206821	0.0196626	0.0149252	0.132619	0.0106899	0.254415	0.132528	0.10485	0.32743	0.00842235	0.474392	0.00453191	0.191096	0.0166175	0.998144	0.999525	1.00047	1.00186	3.064574
22070	-207.2154	-192.7772	-14.43824	344900.3	6.665736	0.0136541	0.114068	0.214548	0.16838	0.227194	0.0954982	0.100263	0.148853	0.14467	0.0933978	0.0599833	0.0820069	0.0637638	0.0390782	0.0389358	0.0121412	0.301848	0.1586	0.103107	0.356518	0.0115851	0.439968	0.00558109	0.179871	0.0910023	0.997836	0.999446	1.00055	1.00217	3.264516
22080	-206.7191	-186.7606	-19.95852	201975	4.97175	0.00360206	0.175387	0.116689	0.13745	0.113052	0.038181	0.0549184	0.0906265	0.356708	0.090851	0.0541202	0.0432314	0.102095	0.0885965	0.0781661	0.0255382	0.954462	0.0687067	0.321001	0.26864	0.0245866	0.460987	0.00760262	0.092496	0.313215	0.997173	0.999276	1.00072	1.00283	4.08091
22090	-211.4898	-191.4465	-20.04329	297211.4	5.09228	0.0102235	0.0764769	0.0435694	0.111743	0.114356	0.0221207	0.114221	0.333832	0.531879	0.0187038	0.150071	0.0271873	0.117419	0.111109	0.171532	0.0271386	0.949664	0.0348963	0.0969704	0.211819	0.0224249	0.173512	0.0256385	0.202067	0.415256	0.997669	0.999404	1.00059	1.00233	4.113831
22100	-217.3065	-194.7949	-22.51161	268861.4	6.142283	0.00717743	0.0407679	0.0226942	0.185451	0.13592	0.0135723	0.101668	0.525849	0.247101	0.0114554	0.0899906	0.0904647	0.101774	0.1743	0.416487	0.138955	0.755023	0.00889846	0.219431	0.631158	0.0365885	0.110254	0.0322117	0.244711	0.199382	0.99755	0.999373	1.00063	1.00245	4.541286
22110	-218.5676	-191.8314	-26.73619	252993.6	3.652964	0.0524033	0.0772058	0.00585578	0.159967	0.251202	0.0423814	0.166667	0.29781	0.438365	0.0209049	0.0996251	0.0624529	0.122707	0.501785	0.250997	0.0858399	0.526979	0.00809483	0.39348	0.5647	0.104155	0.137591	0.145301	0.679373	0.176472	0.997474	0.999353	1.00064	1.00253	5.372314
22120	-212.5486	-188.3464	-24.20213	271057.5	4.505743	0.102682	0.0487739	0.0116153	0.283236	0.186413	0.0455373	0.193399	0.12799	0.197236	0.215231	0.0525343	0.220284	0.0547526	0.401324	0.329641	0.048892	0.445237	0.00710145	0.207081	0.16332	0.1055	0.0930886	0.0738222	1.0456	0.259118	0.99756	0.999375	1.00062	1.00244	4.91941
22130	-211.7031	-187.6848	-24.0183	163176.1	7.535627	0.0883099	0.0301189	0.0243511	0.153466	0.119293	0.0621045	0.0789633	0.10798	0.255438	0.368441	0.0491327	0.117066	0.0316967	0.202065	0.185101	0.0277812	0.951116	0.00899979	0.133239	0.184676	0.177832	0.0678728	0.0457494	0.722824	0.349206	0.996855	0.999195	1.0008	1.00315	4.542824
22140	-208.5211	-189.5386	-18.98257	135160.8	5.366347	0.103199	0.0335514	0.0642219	0.140467	0.0917928	0.0216631	0.0228754	0.116091	0.133628	0.160055	0.0731509	0.162808	0.0311969	0.137814	0.138283	0.059603	0.745837	0.0489443	0.174774	0.137301	0.115029	0.0761168	0.0431242	0.966265	0.142278	0.996545	0.999115	1.00088	1.00346	3.94007
22150	-210.0452	-189.5644	-20.48077	234090.8	5.335121	0.195161	0.0408703	0.0594982	0.115956	0.328822	0.0529962	0.00787698	0.0611863	0.162556	0.37549	0.103524	0.0764415	0.0457995	0.230325	0.144476	0.087838	0.392676	0.0331572	0.0541323	0.316658	0.23167	0.112689	0.0797099	0.751636	0.156629	0.997374	0.999328	1.00067	1.00263	4.217773
22160	-212.5248	-191.9128	-20.61197	103121.7	6.868008	0.128773	0.148807	0.0497722	0.0468682	0.234795	0.0622631	0.00660354	0.0300757	0.148949	0.137013	0.124293	0.110292	0.166467	0.296081	0.0852493	0.0682728	0.324349	0.0111705	0.0563276	0.24052	0.368318	0.193019	0.119127	0.899523	0.11328	0.996044	0.998986	1.00101	1.00396	4.170208
22170	-207.2281	-189.865	-17.36314	885522.1	7.82111	0.054285	0.0458755	0.0165342	0.0387015	0.254816	0.130772	0.00641578	0.0125061	0.229198	0.0982021	0.0986362	0.0558975	0.0620108	0.258414	0.0586809	0.0699526	0.296346	0.0161211	0.0402878	0.338828	0.604347	0.0363881	0.0991534	0.555798	0.159471	0.99865	0.999655	1.00034	1.00135	3.637639
22180	-204.7037	-187.5232	-17.18056	156708.5	8.925552	0.114223	0.0369572	0.0357338	0.0681626	0.299981	0.104149	0.0114829	0.019145	0.170466	0.314733	0.121452	0.0328143	0.0883035	0.230982	0.0191768	0.122418	0.230125	0.0122991	0.0252012	0.108741	0.541712	0.0660738	0.14993	0.47098	0.117056	0.996791	0.999178	1.00082	1.00321	3.512298
22190	-204.6291	-191.1911	-13.43799	101393.7	6.455382	0.192798	0.215906	0.0312103	0.15395	0.230784	0.0690227	0.0562394	0.0199645	0.179907	0.207413	0.0321257	0.0670163	0.0490305	0.175187	0.0137191	0.0150632	0.291067	0.00252355	0.0571428	0.148597	0.112595	0.0441213	0.0794662	0.502144	0.151286	0.996011	0.998978	1.00102	1.00399	3.098278
22200	-205.5519	-189.4077	-16.14422	526393.5	7.92623	0.0843863	0.0533889	0.0424668	0.290142	0.118041	0.0873352	0.0164948	0.0130001	0.545379	0.18337	0.0257857	0.0980022	0.0576842	0.396495	0.00661318	0.0408051	0.251525	0.000523651	0.0379119	0.120818	0.231785	0.0425731	0.199028	0.36315	0.168367	0.998249	0.999552	1.00045	1.00175	3.475071
22210	-205.0563	-186.7603	-18.29594	594889.7	6.15522	0.0577285	0.0328768	0.0235162	0.376018	0.124575	0.0940113	0.0828388	0.0110118	0.414913	0.130195	0.0186685	0.173147	0.0621766	0.318582	0.010962	0.0779292	0.263939	0.0009571	0.0107264	0.127458	0.201779	0.0652386	0.239235	0.780655	0.155838	0.998352	0.999579	1.00042	1.00165	3.854973
22220	-202.1053	-184.9315	-17.17385	843705	5.302886	0.0471049	0.148506	0.0104636	0.168301	0.296742	0.0557757	0.17677	0.00342872	0.249141	0.175166	0.0108554	0.0977957	0.0511473	0.341206	0.0175928	0.126996	0.384812	0.00414494	0.00448835	0.0491098	0.232124	0.0284526	0.107939	0.71251	0.0918745	0.998616	0.999646	1.00035	1.00138	3.592449
22230	-203.4479	-188.0539	-15.394	625672.4	5.556121	0.037673	0.0569235	0.00971558	0.100424	0.213971	0.0347303	0.203991	0.00521024	0.242135	0.0950496	0.00501597	0.0555946	0.0285881	0.315603	0.0146775	0.198283	0.346417	0.0032718	0.0201108	0.044974	0.320943	0.0405281	0.255885	0.402135	0.257306	0.998393	0.999589	1.00041	1.00161	3.309157
22240	-205.676	-187.5223	-18.15372	46251.01	5.699829	0.0239291	0.0854997	0.0264071	0.214816	0.195199	0.00951069	0.0959971	0.00835575	0.0636793	0.208844	0.00493434	0.202272	0.0171331	0.595279	0.0159258	0.141673	0.394637	0.00506565	0.0268283	0.0127171	0.490734	0.0994515	0.0915718	0.579239	0.207161	0.994096	0.998484	1.0015	1.00592	3.816861
22250	-211.3648	-188.7715	-22.59329	193468.7	5.854112	0.0888839	0.0960963	0.0397097	0.20843	0.185536	0.0883201	0.225259	0.00797066	0.041736	0.177312	0.00677352	0.109961	0.0648702	0.0995013	0.018018	0.164087	1.10884	0.0022061	0.071363	0.0176679	0.48328	0.0834717	0.0908811	0.827665	0.275585	0.997112	0.99926	1.00074	1.00289	4.583422
22260	-211.7358	-193.5783	-18.15754	162912.7	7.9081	0.0571338	0.102041	0.0779693	0.215051	0.116003	0.0539784	0.386691	0.00350226	0.0434615	0.151876	0.00983738	0.0484119	0.218834	0.0532527	0.00921929	0.093649	0.859932	0.00206424	0.0830376	0.0162982	0.278621	0.0871545	0.120293	0.418892	0.223641	0.996853	0.999194	1.0008	1.00315	3.730846
22270	-212.0374	-189.489	-22.5484	499951.2	6.382237	0.0444104	0.0989666	0.124567	0.114478	0.146027	0.0763246	0.14452	0.00433774	0.134552	0.170951	0.0219977	0.0386319	0.249967	0.0379496	0.014545	0.0698723	1.48357	0.00313432	0.152402	0.0305726	0.352766	0.0791045	0.176234	0.541136	0.207882	0.998203	0.99954	1.00046	1.0018	4.518905
22280	-211.9888	-193.0469	-18.94192	351559.5	6.03389	0.0140489	0.0504962	0.0916872	0.0937563	0.057496	0.167452	0.0283753	0.00228185	0.113332	0.432198	0.0379742	0.0600461	0.192901	0.0304883	0.00840405	0.13917	0.762075	0.00640553	0.155122	0.114322	0.182087	0.14212	0.308866	0.639209	0.130769	0.997857	0.999452	1.00055	1.00214	3.961083
22290	-206.7828	-192.3231	-14.4597	954923.3	10.84635	0.012027	0.0389096	0.0416041	0.0671211	0.0661623	0.0626956	0.0610351	0.00503717	0.272892	0.40704	0.0353793	0.0508369	0.181315	0.0533029	0.110283	0.084365	0.125156	0.00429992	0.183578	0.140755	0.184914	0.0637396	0.325235	0.351059	0.124536	0.9987	0.999667	1.00033	1.0013	3.05328
22300	-200.7017	-184.0787	-16.62298	872996.3	5.392319	0.00438035	0.125003	0.055785	0.256136	0.0668365	0.0643508	0.129165	0.00856711	0.193547	0.389709	0.0182684	0.0321271	0.0567488	0.094752	0.256035	0.0595823	0.0609421	0.00469154	0.202403	0.0712188	0.0636328	0.0699219	0.275273	0.694265	0.251588	0.99864	0.999652	1.00035	1.00136	3.50493
22310	-199.7783	-186.8629	-12.91542	851795.3	5.793825	0.00444865	0.278209	0.0227297	0.0824474	0.0438636	0.00841135	0.0576051	0.00707707	0.135294	0.162224	0.0180346	0.0128426	0.134291	0.0843011	0.281852	0.15345	0.0897104	0.0109645	0.19975	0.100669	0.112705	0.128515	0.226654	0.452858	0.109245	0.998623	0.999648	1.00035	1.00138	2.918152
22320	-204.3423	-189.4386	-14.90368	497000	7.133878	0.00322677	0.349653	0.0256705	0.23684	0.0489038	0.018514	0.176102	0.00970184	0.249033	0.147107	0.0458341	0.0132839	0.0894763	0.052187	0.260246	0.206429	0.0764395	0.0139666	0.0545279	0.195613	0.14309	0.0502174	0.284557	0.523638	0.0660115	0.998198	0.999539	1.00046	1.0018	3.34027
22330	-201.4142	-184.9447	-16.46952	993001.4	7.903733	0.00397532	0.0972768	0.0482209	0.161225	0.0888309	0.0530786	0.0539803	0.00696615	0.200005	0.191511	0.0125958	0.0210032	0.0409364	0.0680697	0.318531	0.154089	0.0778715	0.0276018	0.174034	0.236335	0.29669	0.0107992	0.501711	0.63915	0.0332124	0.998725	0.999674	1.00033	1.00128	3.517699
22340	-199.2207	-186.8944	-12.32636	882366.7	11.15286	0.0110986	0.0645907	0.167999	0.099471	0.0673668	0.0367217	0.0296342	0.00954669	0.175747	0.10086	0.0524442	0.0373689	0.0208092	0.0532529	0.225941	0.0741896	0.193628	0.0433231	0.170068	0.245581	0.216207	0.0322696	0.324896	0.330885	0.051156	0.998647	0.999654	1.00035	1.00135	2.835056
22350	-203.6119	-188.3315	-15.28037	341189.5	6.929446	0.00527063	0.0837997	0.181963	0.134363	0.158502	0.11295	0.0374038	0.00574665	0.178029	0.145938	0.0790298	0.0303806	0.049884	0.180179	0.207169	0.0845116	0.14521	0.0769134	0.100134	0.349971	0.229738	0.0662803	0.123542	0.421206	0.206063	0.997825	0.999443	1.00055	1.00218	3.394178
22360	-206.0937	-189.726	-16.3677	253135.6	5.217744	0.00542159	0.120273	0.0715957	0.115887	0.125375	0.0166072	0.0311972	0.0128529	0.504985	0.0976074	0.0560283	0.0735326	0.0883858	0.129728	0.152891	0.223042	0.171537	0.0360092	0.141709	0.162308	0.25904	0.0327195	0.0735295	0.625888	0.0941289	0.997475	0.999354	1.00064	1.00253	3.422278
22370	-206.7249	-191.1364	-15.58855	896945.9	11.09913	0.00430241	0.122259	0.0642776	0.0701886	0.166256	0.0129858	0.084576	0.0505139	0.53479	0.092446	0.182245	0.0627617	0.038389	0.147711	0.0477136	0.0976066	0.247096	0.0169786	0.0726701	0.297537	0.0551482	0.0242447	0.059461	0.335886	0.244742	0.998658	0.999657	1.00034	1.00134	3.132785
22380	-202.5033	-186.6219	-15.88141	628738	6.960922	0.00311693	0.0970466	0.120111	0.0836702	0.188871	0.0361694	0.0754748	0.0489566	0.370037	0.190464	0.152754	0.0578184	0.0120478	0.150311	0.0536604	0.044771	0.116569	0.0185709	0.0306076	0.532742	0.182878	0.0361088	0.205775	0.432859	0.239158	0.998397	0.99959	1.00041	1.0016	3.480548
22390	-204.0943	-187.5172	-16.57709	775516.3	6.311976	0.00243567	0.030724	0.144265	0.138564	0.0975108	0.0130431	0.0557641	0.0250058	0.106922	0.0776097	0.260581	0.071182	0.00426118	0.123331	0.39482	0.123202	0.0947439	0.0153622	0.0167956	0.55457	0.301408	0.0927023	0.0842399	0.38815	0.364366	0.998557	0.999631	1.00037	1.00144	3.581559
22400	-216.2715	-196.5733	-19.69818	602983.8	5.054912	0.000735808	0.0388312	0.0525477	0.176827	0.219613	0.0385465	0.0386211	0.0449248	0.132312	0.0733016	0.0775707	0.0726352	0.0132711	0.151786	0.410596	0.130913	0.327989	0.00436325	0.0125702	0.611278	0.109263	0.167423	0.167073	0.454184	0.513843	0.998364	0.999581	1.00042	1.00164	4.041021
22410	-202.0334	-185.7845	-16.24888	565578.6	6.939197	0.000741064	0.0202802	0.0650947	0.2365	0.0858006	0.0560603	0.0805758	0.0263224	0.160382	0.0766746	0.135837	0.0540105	0.0158831	0.294325	0.386675	0.0732378	0.329539	0.0176775	0.00802767	0.141428	0.0814434	0.0327226	0.140149	0.820399	0.193977	0.99831	0.999568	1.00043	1.00169	3.533764
22420	-205.8379	-192.2895	-13.54833	504466.6	6.237534	0.00219059	0.0488636	0.121872	0.190287	0.0259732	0.0438883	0.162925	0.0425419	0.147858	0.0805441	0.0633208	0.0686401	0.0165088	0.0280412	0.360167	0.0862583	0.0921668	0.0511537	0.0378839	0.0925427	0.104609	0.0441601	0.213432	0.84296	0.124783	0.998211	0.999542	1.00046	1.00179	3.093569
22430	-204.7256	-193.9871	-10.73849	811527.3	9.41021	0.00339631	0.163497	0.0578522	0.0351888	0.0336747	0.0374491	0.0374899	0.100407	0.306241	0.156308	0.159452	0.257894	0.0212314	0.0621922	0.268185	0.120527	0.0847801	0.0720001	0.0191786	0.141355	0.0918848	0.0095362	0.183485	0.28809	0.0657018	0.998589	0.999639	1.00036	1.00141	2.776997
22440	-199.7354	-190.7875	-8.947924	958363.5	8.646995	0.00381206	0.066083	0.031662	0.0284805	0.0292486	0.0597716	0.0241661	0.0447503	0.171283	0.0985064	0.155352	0.0443377	0.0253251	0.0528345	0.133529	0.146635	0.132286	0.116211	0.0080855	0.169046	0.0615611	0.0179678	0.0830357	0.845004	0.0391623	0.998702	0.999668	1.00033	1.0013	2.588138
22450	-196.5027	-187.7629	-8.739838	710314.3	10.01777	0.0265968	0.0452902	0.0233649	0.0144011	0.0325066	0.0495274	0.0246918	0.0255294	0.232948	0.0818539	0.0839832	0.238194	0.0218533	0.0246982	0.0851592	0.0909385	0.203272	0.131689	0.0065717	0.0974558	0.0431387	0.0145705	0.139145	0.796479	0.0192149	0.998492	0.999614	1.00038	1.00151	2.553073
22460	-201.9677	-190.9127	-11.05504	957465.2	12.83736	0.014868	0.0717237	0.0808232	0.0238231	0.0970853	0.0216548	0.0338099	0.0940954	0.264908	0.0644522	0.0265877	0.16971	0.0125859	0.0330646	0.122776	0.280904	0.130087	0.125733	0.0108862	0.079339	0.0198002	0.00688656	0.261127	0.519125	0.0458454	0.998701	0.999668	1.00033	1.0013	2.611702
22470	-195.5884	-188.1581	-7.43028	581317.4	9.385104	0.0361648	0.0623309	0.0503478	0.0202427	0.136147	0.0683444	0.066572	0.0338317	0.188448	0.0553441	0.0511455	0.0404986	0.0144679	0.124879	0.132227	0.194372	0.0584307	0.177512	0.0110372	0.012642	0.0661194	0.0164707	0.228998	0.515213	0.0635615	0.998333	0.999574	1.00043	1.00167	2.425349
22480	-203.5392	-184.8889	-18.65024	798790.8	7.976528	0.0314658	0.183737	0.0265824	0.0149581	0.173493	0.069909	0.0383345	0.0351274	0.33304	0.032761	0.0298345	0.0849682	0.100731	0.129507	0.216781	0.106929	0.0351402	0.382704	0.0176033	0.0196862	0.171173	0.0369562	0.308267	1.08595	0.120262	0.998578	0.999636	1.00036	1.00142	3.785897
22490	-203.6644	-186.6877	-16.97671	209326.9	4.804417	0.0414138	0.263175	0.0584595	0.0124845	0.0490805	0.00783288	0.0423366	0.18888	0.236909	0.0299546	0.0389655	0.0665525	0.107033	0.0425615	0.200231	0.11712	0.0251398	0.293239	0.0066383	0.0288411	0.0952793	0.0626283	0.300303	1.0392	0.0769611	0.997223	0.999289	1.00071	1.00278	3.43122
22500	-203.1906	-188.2422	-14.94845	297250.1	5.551207	0.0554412	0.0875016	0.0712108	0.00192829	0.0662789	0.00973973	0.0350996	0.0905691	0.217194	0.0460926	0.0856305	0.0627606	0.217506	0.0439088	0.21068	0.173592	0.0364507	0.323499	0.0113671	0.0171791	0.0509124	0.0570941	0.27892	0.736527	0.240933	0.99767	0.999404	1.00059	1.00233	3.228017
22510	-201.0642	-191.1559	-9.908292	449242.9	9.241567	0.0363876	0.223228	0.0458264	0.000950894	0.017543	0.0204593	0.0512384	0.0131972	0.103944	0.118026	0.0263742	0.0249229	0.113217	0.0182779	0.253499	0.089647	0.0852904	0.164722	0.022962	0.0133232	0.0764103	0.0480048	0.305575	0.487099	0.332445	0.998104	0.999515	1.00048	1.0019	2.69257
22520	-194.0587	-184.7767	-9.282035	959251.3	10.80785	0.0668635	0.083074	0.178861	0.00109025	0.0103605	0.010705	0.021365	0.00680433	0.170924	0.180521	0.00992242	0.0425545	0.0761873	0.0645083	0.0890018	0.21581	0.231755	0.249884	0.0780113	0.0128055	0.0243548	0.0216211	0.140424	0.319058	0.271111	0.998702	0.999668	1.00033	1.0013	2.577578
22530	-202.6783	-188.6737	-14.00455	65682.56	8.444946	0.0479142	0.0869842	0.135955	0.0011598	0.024759	0.00328595	0.0340775	0.00628967	0.105072	0.335356	0.0177858	0.0375547	0.237203	0.0370401	0.261622	0.148445	0.379797	0.133164	0.163208	0.0238296	0.0345579	0.00767991	0.101218	0.620574	0.199095	0.995045	0.998729	1.00126	1.00496	3.183627
22540	-194.7631	-182.7272	-12.03592	279586	9.681366	0.0884261	0.0340143	0.0994716	0.0108144	0.031663	0.00335918	0.0655516	0.00500385	0.216699	0.30445	0.00871392	0.0998542	0.110525	0.104134	0.0730233	0.136637	0.239442	0.145197	0.107763	0.0995562	0.0376081	0.012981	0.0484994	0.728614	0.0889869	0.997597	0.999385	1.00061	1.0024	2.900987
22550	-199.5757	-185.1738	-14.4019	194716.5	7.997215	0.0464867	0.0556088	0.0393477	0.146889	0.0227848	0.00499779	0.0456094	0.00890034	0.280817	0.121146	0.035674	0.187495	0.170061	0.0978322	0.0370919	0.175371	0.112825	0.123952	0.181785	0.267975	0.0701353	0.0371739	0.0500939	0.77389	0.158513	0.997121	0.999263	1.00073	1.00288	3.252456
22560	-209.4406	-192.2655	-17.17513	529438.9	8.773235	0.0982259	0.113049	0.0346524	0.0748334	0.058759	0.0147778	0.0328142	0.0342719	0.422195	0.210703	0.0131938	0.078364	0.207891	0.113066	0.0856144	0.213158	0.0919484	0.203411	0.168694	0.113728	0.0752752	0.0378739	0.0276693	0.866475	0.13644	0.998254	0.999553	1.00045	1.00175	3.527082
22570	-212.9936	-192.4487	-20.54492	796384.3	3.819063	0.0450401	0.0754881	0.027843	0.0417836	0.0941119	0.0162506	0.107576	0.0279636	0.252285	0.210853	0.0228933	0.242088	0.0682046	0.358513	0.120142	0.110297	0.0780772	0.322342	0.062682	0.110513	0.0483486	0.130798	0.0297067	1.11029	0.0857962	0.998576	0.999636	1.00036	1.00142	3.799892
22580	-201.8736	-187.1215	-14.75204	274857.5	6.614751	0.0513959	0.0966307	0.0311209	0.0834447	0.214752	0.0379131	0.0620999	0.106324	0.14721	0.141331	0.0226179	0.100239	0.0429779	0.124029	0.10192	0.134012	0.0811024	0.770537	0.149819	0.235965	0.117364	0.0759509	0.0141987	0.34843	0.0182554	0.997577	0.99938	1.00062	1.00243	3.30964
22590	-206.1363	-190.8172	-15.31907	181600.8	5.08582	0.0294798	0.073233	0.0364778	0.179509	0.201077	0.0181605	0.0724328	0.0552709	0.122749	0.199468	0.0130992	0.0705942	0.0274377	0.136819	0.152642	0.140534	0.0658675	0.408179	0.084373	0.14632	0.177419	0.0514665	0.202952	0.467975	0.0506329	0.997019	0.999237	1.00076	1.00298	3.184168
22600	-205.7049	-191.184	-14.52088	259056.5	6.327454	0.0198641	0.122797	0.0330877	0.240987	0.0735866	0.0335261	0.0361783	0.00426615	0.146771	0.0609749	0.00518205	0.0280943	0.0430016	0.470282	0.280993	0.12963	0.0529752	0.245214	0.113196	0.0810075	0.0519968	0.018288	0.190583	0.644518	0.13002	0.997504	0.999361	1.00064	1.0025	3.257019
