Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
14090	-626.1167	-604.6952	-21.42147	670727.3	10.66575	0.161538	0.196486	0.0661788	0.0558861	0.160414	0.0320647	0.252577	0.0267706	0.199784	0.058524	0.0400503	0.383334	0.122814	0.0169003	0.002761	0.0340601	0.0441801	0.0582079	0.0114758	0.0274034	0.116884	0.056551	0.0697747	0.174751	0.150997	0.136365	0.037116	0.00932137	0.104628	0.00694571	0.00384843	0.140267	0.0339004	0.125546	0.0129039	0.007326	0.27591	0.028907	0.150984	0.108615	0.02369	0.250558	0.00912783	0.0824804	0.10006	0.121627	0.0285355	0.0435992	0.0723847	0.0568226	0.066362	0.119252	0.0241558	0.0792115	0.00280048	0.0362528	0.0231771	0.235702	0.124334	0.108795	0.0251721	0.0901475	0.00660875	0.0586128	0.0428741	0.153896	0.0324294	0.998448	0.999603	1.0004	1.00155	5.721619
14100	-627.7463	-611.947	-15.79927	284257.8	13.51296	0.170585	0.13298	0.0824995	0.0263957	0.0666833	0.0126739	0.337446	0.0224781	0.157614	0.0541516	0.0430504	0.21741	0.222048	0.0100296	0.00370239	0.0275756	0.0551938	0.158303	0.0159274	0.0383003	0.0342524	0.0450672	0.168977	0.289572	0.038059	0.109658	0.0481323	0.0175482	0.0644329	0.0137313	0.00620856	0.0998139	0.0751687	0.0989632	0.00499979	0.00401334	0.383916	0.0272904	0.121559	0.0233961	0.0370882	0.171921	0.0295612	0.118854	0.0865903	0.06488	0.0577366	0.0173467	0.0407374	0.17408	0.0265088	0.0734987	0.0124123	0.0619253	0.00156872	0.0347885	0.0157722	0.16584	0.0929615	0.113125	0.0345028	0.0722121	0.0153315	0.0457958	0.0277489	0.0774548	0.0309818	0.997617	0.99939	1.00061	1.00239	5.23103
14110	-634.7954	-607.49	-27.30541	696812.6	9.166131	0.201252	0.233643	0.123462	0.0331312	0.0376663	0.0281183	0.407037	0.0262584	0.105594	0.0906714	0.0313928	0.130349	0.206667	0.00725396	0.0153726	0.0400843	0.132107	0.0583674	0.015151	0.0362516	0.0630982	0.0709467	0.0884416	0.298053	0.0777696	0.0471372	0.0984061	0.0143767	0.0162149	0.122122	0.0208815	0.308598	0.0533753	0.160307	0.00305445	0.0165754	0.221899	0.0518759	0.137005	0.0765377	0.198876	0.0265758	0.0663331	0.0505096	0.0970105	0.086686	0.0534492	0.0309076	0.0186357	0.198317	0.10519	0.0437908	0.0142559	0.151318	0.00158351	0.0173226	0.0672847	0.185891	0.17571	0.165327	0.0628372	0.121766	0.0357778	0.0473998	0.141399	0.0615945	0.0925386	0.998478	0.999611	1.00039	1.00152	6.224789
14120	-642.6245	-610.9686	-31.65592	94883.69	8.464276	0.0910146	0.0644267	0.0396483	0.0706194	0.0386322	0.0373976	0.301585	0.0377456	0.195267	0.144308	0.143702	0.206469	0.184658	0.00171767	0.00283257	0.0538735	0.140959	0.059233	0.029132	0.15355	0.0551778	0.0623196	0.0389193	0.194462	0.103719	0.0470498	0.0521657	0.0818828	0.0119132	0.0765144	0.0285311	0.319901	0.0472867	0.207687	0.00964974	0.039004	0.240291	0.0216316	0.133323	0.0782257	0.202066	0.0531165	0.0573447	0.179671	0.183348	0.0904823	0.17285	0.0741348	0.0134511	0.0604923	0.0716318	0.0424184	0.032249	0.104197	0.00594844	0.0473094	0.0523766	0.2054	0.220287	0.146575	0.0703473	0.119808	0.213294	0.130847	0.152582	0.0468539	0.0454441	0.995876	0.998943	1.00105	1.00413	6.64095
14130	-655.6547	-617.5162	-38.13847	11356.61	10.70275	0.183455	0.0687556	0.0350116	0.050432	0.0252548	0.0486757	0.292401	0.0986129	0.175234	0.182509	0.121576	0.250456	0.306609	0.00268064	0.000940678	0.0446073	0.167432	0.17191	0.0155089	0.207333	0.177704	0.110883	0.0538152	0.0750604	0.185254	0.0388926	0.0363274	0.0926927	0.00236486	0.231376	0.0394431	0.125618	0.0927186	0.102597	0.0223288	0.0992099	0.205848	0.0231987	0.145262	0.090482	0.179335	0.0701821	0.109531	0.265499	0.17342	0.106045	0.0809466	0.107683	0.0138871	0.129847	0.0378954	0.126568	0.0833693	0.0372224	0.0498975	0.0663117	0.109616	0.188689	0.117493	0.0460794	0.0449791	0.053649	0.16456	0.0919461	0.29458	0.0399072	0.0951529	0.988098	0.996928	1.00302	1.01195	7.284762
14140	-645.5497	-613.5421	-32.00767	6766.149	10.03011	0.161871	0.118994	0.0521377	0.0985989	0.0648401	0.0240148	0.134614	0.124139	0.0948134	0.0837888	0.0840536	0.211332	0.139224	0.00312498	0.00089679	0.0986883	0.104642	0.0872973	0.0515851	0.273661	0.186399	0.0312341	0.0449869	0.103044	0.136842	0.0614163	0.0126139	0.0325372	0.00393365	0.0376747	0.0392483	0.158862	0.0610086	0.0650067	0.0742743	0.306028	0.0951026	0.025463	0.0945618	0.137882	0.0422894	0.182131	0.0526633	0.157692	0.186511	0.0950222	0.0759442	0.0372369	0.0319821	0.105853	0.0407047	0.127832	0.16653	0.0175152	0.0311394	0.0259851	0.158696	0.46489	0.100097	0.0537409	0.0439624	0.0428253	0.154988	0.232903	0.27828	0.0390622	0.0749688	0.98459	0.996011	1.0039	1.01549	6.741881
14150	-621.7101	-601.0583	-20.65182	18361.79	11.69022	0.220859	0.117273	0.0516156	0.0330163	0.0901393	0.0127441	0.0923346	0.0902926	0.0929496	0.139636	0.165223	0.264719	0.138562	0.00618826	0.00133557	0.018668	0.127037	0.0924401	0.0794354	0.047497	0.130305	0.0406865	0.0319468	0.256313	0.148516	0.0824157	0.00418951	0.00870523	0.00142776	0.0468334	0.0453111	0.094557	0.0443352	0.167331	0.0490638	0.0437995	0.0676223	0.00753319	0.188582	0.0651191	0.030706	0.0940603	0.0301443	0.125696	0.0844207	0.148325	0.244217	0.0645006	0.0456629	0.0496576	0.0781372	0.0690531	0.070291	0.00709798	0.0293832	0.0358569	0.0293018	0.27586	0.0526881	0.0442381	0.202097	0.0201982	0.0981969	0.0337833	0.122257	0.0220996	0.147999	0.990635	0.997589	1.00238	1.0094	5.662487
14160	-638.0428	-606.1842	-31.85861	80452.9	9.588413	0.115115	0.0798209	0.218711	0.0397284	0.159335	0.00665648	0.320834	0.123399	0.0663301	0.176836	0.0654157	0.265858	0.180599	0.0197104	0.0069409	0.0297827	0.0541554	0.0803001	0.0791723	0.0733564	0.135015	0.0310021	0.0462504	0.166026	0.117046	0.137493	0.00254802	0.0203288	0.00159113	0.0350963	0.0408225	0.330566	0.0185916	0.356933	0.0425421	0.148957	0.0613965	0.00381048	0.208901	0.0640928	0.0123049	0.102795	0.0240623	0.316747	0.128155	0.214731	0.116399	0.0607534	0.0300775	0.0402265	0.0533534	0.119305	0.175193	0.0185185	0.0200335	0.0208106	0.0386786	0.309485	0.0753815	0.106112	0.1369	0.0312936	0.109447	0.136849	0.0612442	0.0501901	0.0913064	0.995522	0.998852	1.00114	1.00448	6.731422
14170	-648.7464	-613.1704	-35.57604	849715.7	7.795418	0.127949	0.0460868	0.0661248	0.134098	0.165734	0.006158	0.159952	0.131845	0.128549	0.0680207	0.0616701	0.232109	0.296364	0.053578	0.0361246	0.0184804	0.0887578	0.0298978	0.0447004	0.0392174	0.146598	0.0792382	0.10185	0.22297	0.0937636	0.185452	0.00428694	0.0195043	0.00174336	0.105774	0.0409037	0.0511468	0.048918	0.120101	0.0907496	0.0691999	0.0473454	0.00351417	0.257675	0.147684	0.00751846	0.0914383	0.0306941	0.38634	0.12595	0.183404	0.321223	0.0760175	0.0187541	0.0370742	0.0663035	0.25637	0.168827	0.025499	0.0124743	0.0452941	0.0226681	0.223502	0.2139	0.0943944	0.217379	0.0253603	0.0277722	0.191969	0.219135	0.118557	0.0416275	0.998621	0.999647	1.00035	1.00138	7.02328
14180	-647.9438	-620.8213	-27.12248	435587.3	11.15524	0.0321182	0.113591	0.0846439	0.124674	0.0982166	0.00196835	0.132218	0.0511303	0.184553	0.12631	0.0222229	0.221854	0.185071	0.0146041	0.0156765	0.0140915	0.0912071	0.0353996	0.0585968	0.124015	0.209125	0.0621836	0.257173	0.115363	0.0863738	0.0366877	0.0043624	0.0651784	0.00127739	0.1014	0.0340102	0.123793	0.067393	0.0595692	0.0668409	0.076682	0.0567998	0.028321	0.188822	0.187612	0.00817719	0.121004	0.102024	0.209033	0.140226	0.310239	0.0879177	0.0758738	0.0131132	0.077154	0.0464811	0.127789	0.0827979	0.0325048	0.0221096	0.01573	0.045394	0.160142	0.0851928	0.0791879	0.111989	0.0223916	0.0450955	0.224112	0.230966	0.185273	0.0192994	0.998075	0.999507	1.00049	1.00193	6.242348
14190	-624.9808	-594.3562	-30.62459	232743.2	9.004708	0.00763876	0.0764176	0.158301	0.123797	0.206452	0.0200881	0.305995	0.110988	0.142581	0.0501481	0.00859309	0.14031	0.201676	0.00243844	0.0162382	0.00840229	0.107294	0.0229464	0.0645128	0.120022	0.124708	0.0417072	0.166262	0.10195	0.184279	0.0376875	0.00231964	0.0124137	0.00126926	0.0318468	0.0957999	0.1363	0.020222	0.276203	0.025545	0.0474788	0.0122139	0.0681166	0.0703145	0.309472	0.0186757	0.229082	0.0861838	0.356303	0.146971	0.268025	0.0213202	0.119278	0.0155992	0.122947	0.0204833	0.197011	0.0631391	0.0148059	0.038156	0.0231331	0.0159896	0.323198	0.22395	0.0893885	0.0707348	0.0134952	0.0596306	0.138802	0.0996979	0.118207	0.0212126	0.997366	0.999326	1.00067	1.00264	6.576366
14200	-643.8777	-610.891	-32.98677	837559.8	8.323137	0.0249421	0.177317	0.106417	0.0910773	0.312587	0.11111	0.165501	0.139176	0.103738	0.0582154	0.0109279	0.201295	0.309717	0.00381865	0.00797059	0.0128024	0.107395	0.111646	0.141201	0.0807927	0.0671439	0.0915809	0.208374	0.194795	0.145655	0.0661058	0.00159299	0.00823774	0.00163716	0.0446215	0.0817757	0.038041	0.00654252	0.144733	0.0197864	0.152854	0.0107144	0.20825	0.153337	0.110565	0.0295145	0.220698	0.0498145	0.084593	0.156241	0.206621	0.0318771	0.0805455	0.0106449	0.195347	0.0256795	0.151612	0.063135	0.0445985	0.0885817	0.040165	0.0575137	0.211933	0.0618609	0.0919142	0.249702	0.0212294	0.0674538	0.148931	0.181222	0.168584	0.00748981	0.998611	0.999645	1.00035	1.00139	6.781493
14210	-629.7926	-592.5722	-37.22045	86809.24	6.983572	0.0304607	0.306312	0.148028	0.0438516	0.274088	0.0428745	0.186556	0.13271	0.0742594	0.123614	0.0192674	0.109188	0.271409	0.00640754	0.00612375	0.015423	0.106681	0.106772	0.171002	0.0722455	0.0817977	0.0483165	0.164532	0.229416	0.163499	0.0747293	0.00112785	0.00792403	0.0015478	0.167084	0.0357931	0.0536556	0.00770683	0.319611	0.0575611	0.114878	0.00968483	0.153388	0.0922805	0.126914	0.0963949	0.201242	0.0310036	0.14486	0.17836	0.201638	0.0664292	0.0753878	0.00339609	0.183635	0.0283516	0.150585	0.0723803	0.0450534	0.0285571	0.0456497	0.0416116	0.183728	0.0709632	0.261939	0.145114	0.0304152	0.138459	0.13406	0.154468	0.152307	0.018651	0.995689	0.998895	1.0011	1.00432	7.04336
14220	-645.8849	-614.7622	-31.12262	314630.7	9.182081	0.0151078	0.129697	0.0970599	0.0329705	0.152606	0.0850494	0.411519	0.153541	0.0610172	0.0898822	0.0160015	0.209408	0.16665	0.00886276	0.00302857	0.0295023	0.148036	0.134665	0.25729	0.0518795	0.191214	0.052718	0.107376	0.173944	0.0844303	0.0794861	0.00221613	0.0161185	0.00526917	0.126361	0.104513	0.152564	0.0170849	0.298654	0.137911	0.0997463	0.0242171	0.0494079	0.17004	0.119679	0.0443897	0.0547093	0.0269916	0.130413	0.132231	0.13798	0.0269304	0.078959	0.00853871	0.0851247	0.0166377	0.0685963	0.156399	0.0287167	0.015776	0.0439754	0.0190883	0.171244	0.104338	0.220937	0.285513	0.0288273	0.0526225	0.170431	0.148104	0.0668015	0.0510402	0.997735	0.99942	1.00058	1.00227	6.642038
14230	-644.361	-610.3769	-33.98405	471528.1	8.053424	0.0101304	0.067422	0.13277	0.0167984	0.0948118	0.0509625	0.330752	0.105847	0.225694	0.337751	0.0359696	0.171578	0.24115	0.0132435	0.00228504	0.00978164	0.0654177	0.0844894	0.208231	0.048239	0.104567	0.158862	0.124385	0.328458	0.0611686	0.0837447	0.00127705	0.034309	0.00327121	0.111558	0.152205	0.0960339	0.0421677	0.10381	0.082482	0.0448686	0.0620182	0.148964	0.158974	0.124313	0.100437	0.0481529	0.0613286	0.0626217	0.100067	0.563704	0.0352044	0.0267181	0.0311811	0.102301	0.0236591	0.0793993	0.0379046	0.0385003	0.0275433	0.0364053	0.0151756	0.101166	0.0588544	0.11558	0.391447	0.0111782	0.0298838	0.13435	0.175682	0.11401	0.0618632	0.99815	0.999527	1.00047	1.00185	6.86508
14240	-644.5259	-614.1927	-30.33316	675555.6	9.914628	0.0123895	0.0263346	0.22491	0.0512627	0.0392281	0.0295224	0.246194	0.0756607	0.313607	0.256225	0.0287761	0.275741	0.163726	0.0173391	0.00533631	0.019907	0.105861	0.151526	0.0766695	0.0302357	0.115883	0.402319	0.0951965	0.086769	0.102672	0.150753	0.000582449	0.00692285	0.00691883	0.0571052	0.0429084	0.32245	0.012661	0.112262	0.0585783	0.0549094	0.0506285	0.209463	0.132811	0.137899	0.112999	0.18917	0.0214811	0.0427022	0.0918956	0.414246	0.0419052	0.0229099	0.0441478	0.0764258	0.0164158	0.0708671	0.0311514	0.097566	0.0311053	0.0293026	0.0232428	0.260782	0.0809823	0.0653368	0.189485	0.0116907	0.0275153	0.0477673	0.0597505	0.117179	0.0474218	0.998454	0.999605	1.00039	1.00155	6.575588
14250	-641.3857	-606.8074	-34.57835	627953.8	12.09598	0.0230657	0.179197	0.227985	0.118804	0.196232	0.0391152	0.189936	0.0354689	0.132055	0.12732	0.0338888	0.115219	0.241984	0.0486088	0.0577343	0.0118528	0.149655	0.134147	0.184427	0.0393354	0.220089	0.188764	0.114218	0.179853	0.199221	0.125606	0.00109562	0.00483485	0.00665556	0.0313065	0.0849956	0.28209	0.0351366	0.109398	0.11338	0.0438473	0.100733	0.114468	0.0387697	0.1218	0.0513957	0.166909	0.0228207	0.0550166	0.0637075	0.282357	0.0308255	0.0953861	0.0195871	0.168181	0.00468593	0.125937	0.0157884	0.178876	0.0115573	0.0593635	0.0510487	0.245276	0.0539552	0.0932245	0.138328	0.00554795	0.0443811	0.0280258	0.154332	0.100937	0.136416	0.998396	0.99959	1.00041	1.0016	6.806159
14260	-650.2186	-612.2626	-37.95594	905691.8	10.89928	0.0378178	0.0788951	0.270832	0.111133	0.160404	0.0385421	0.232712	0.0663234	0.149303	0.0612479	0.0229683	0.143661	0.141338	0.0596806	0.0180674	0.0150802	0.0882238	0.125328	0.29253	0.0400065	0.242099	0.336988	0.0588877	0.253863	0.126179	0.0840163	0.00523166	0.0127124	0.0323135	0.0676597	0.118441	0.104463	0.0360073	0.0672604	0.0345127	0.0955503	0.0864908	0.0933111	0.0537201	0.168088	0.0952204	0.232081	0.0156622	0.0432266	0.219314	0.35574	0.0277972	0.246124	0.0651184	0.119581	0.00569045	0.222459	0.0129058	0.117389	0.0190159	0.0251035	0.0460707	0.277427	0.0360678	0.274575	0.138832	0.0109707	0.141431	0.0995793	0.0681014	0.0600878	0.037449	0.998665	0.999659	1.00034	1.00134	7.244909
14270	-653.9821	-620.9953	-32.98678	715661.3	9.058965	0.0416551	0.0668986	0.182588	0.0558363	0.0909066	0.0405658	0.367127	0.0561814	0.114036	0.0407085	0.0268523	0.0941248	0.11456	0.0533516	0.0589401	0.0514285	0.0377855	0.0918361	0.122268	0.133199	0.161106	0.140796	0.111088	0.246931	0.0922553	0.303836	0.00366888	0.0591737	0.0135989	0.101695	0.0930704	0.154317	0.106803	0.168897	0.0267442	0.0629757	0.0136473	0.102044	0.020169	0.194085	0.0384935	0.485097	0.04164	0.0103643	0.180632	0.205586	0.00876603	0.0954419	0.0378458	0.0540906	0.0210735	0.0603272	0.172361	0.279463	0.0512496	0.0470339	0.0546496	0.0978893	0.0221251	0.232334	0.103257	0.0126069	0.0368762	0.133703	0.275867	0.0363251	0.0281185	0.998498	0.999616	1.00038	1.0015	6.840967
14280	-648.7265	-613.9271	-34.79947	885790.6	9.607443	0.0305897	0.176475	0.189358	0.12995	0.0376638	0.0142154	0.26005	0.0460965	0.175151	0.0831982	0.106775	0.133644	0.23856	0.0307514	0.0957851	0.0898395	0.0618555	0.16852	0.081593	0.202764	0.0561793	0.193224	0.0285231	0.283322	0.0331367	0.223719	0.00179991	0.0298837	0.0188277	0.161758	0.0775619	0.173179	0.05719	0.275081	0.0507881	0.0522846	0.0211475	0.0197594	0.0248469	0.136086	0.0403276	0.415121	0.0857629	0.0320917	0.183678	0.275126	0.0331754	0.0263156	0.0605775	0.0396258	0.0893311	0.040779	0.123212	0.18787	0.203466	0.0342587	0.0454971	0.237912	0.0294489	0.286575	0.0425602	0.0043124	0.035018	0.0520917	0.135569	0.0143864	0.0124013	0.99865	0.999655	1.00034	1.00135	7.037622
14290	-636.9087	-605.8348	-31.07391	228136.4	8.931205	0.0502939	0.0908709	0.259677	0.0796668	0.0891129	0.0209793	0.200868	0.105272	0.093974	0.135336	0.0342069	0.132739	0.184443	0.0298985	0.182851	0.101043	0.12545	0.112477	0.136779	0.0721433	0.115867	0.0377511	0.0439149	0.312675	0.0412409	0.212443	0.00281166	0.0522418	0.0264575	0.193873	0.0470587	0.113996	0.0414671	0.195137	0.0254366	0.0642372	0.00796073	0.0135402	0.00693083	0.124322	0.0232157	0.259714	0.0792392	0.0510862	0.350211	0.152108	0.0184799	0.0232391	0.151568	0.018359	0.133324	0.01324	0.099651	0.187012	0.088264	0.0755302	0.00876776	0.0905945	0.113668	0.10338	0.251729	0.00841869	0.120873	0.101369	0.145546	0.0127194	0.0222081	0.99734	0.999319	1.00068	1.00266	6.620957
14300	-636.2159	-607.9111	-28.30483	186268.8	11.39966	0.0617939	0.105502	0.171941	0.122514	0.10871	0.040946	0.308875	0.148757	0.150702	0.124745	0.0199999	0.208358	0.164035	0.049091	0.0399176	0.0402753	0.0374928	0.155211	0.0764571	0.0880672	0.125926	0.0472139	0.0677466	0.180271	0.0962023	0.21207	0.004739	0.0254688	0.0418312	0.284522	0.0214539	0.243106	0.0657528	0.227282	0.044119	0.0804017	0.00817249	0.0230418	0.00535923	0.123495	0.0121138	0.0700248	0.0478466	0.0640384	0.122932	0.187366	0.0783104	0.00355535	0.100918	0.0094602	0.119659	0.0243985	0.113061	0.187196	0.0872918	0.0452766	0.023535	0.0904759	0.158813	0.0730966	0.138224	0.0187013	0.282432	0.0357558	0.0640355	0.0170332	0.00820481	0.997056	0.999246	1.00075	1.00295	6.335322
14310	-659.3729	-624.9694	-34.40346	321258	8.917914	0.0774267	0.199412	0.105639	0.208742	0.0415722	0.0291446	0.315098	0.107704	0.106157	0.200816	0.0170795	0.1777	0.0832541	0.0418302	0.0265326	0.0146862	0.0924653	0.0374139	0.0483915	0.165197	0.134814	0.061561	0.0683642	0.219789	0.0751319	0.152523	0.00130694	0.036766	0.060962	0.316158	0.0195971	0.0927926	0.0301977	0.341469	0.0874594	0.190985	0.0139112	0.0268685	0.010461	0.132511	0.0116706	0.112879	0.0534296	0.0536181	0.0874249	0.253654	0.0466051	0.0280426	0.142502	0.0465012	0.101422	0.0374106	0.167161	0.223884	0.162696	0.00660744	0.0458121	0.406672	0.249152	0.0744859	0.119254	0.0852465	0.110956	0.021869	0.138467	0.0260539	0.00992285	0.997758	0.999426	1.00057	1.00224	6.99329
14320	-644.8807	-611.8825	-32.99827	751938.6	9.718595	0.143132	0.142262	0.0878549	0.143424	0.0643732	0.133202	0.27881	0.110746	0.0359102	0.188531	0.0204433	0.156186	0.220331	0.143775	0.01933	0.0272295	0.0351754	0.0739221	0.0305309	0.103835	0.108435	0.0631963	0.152431	0.184353	0.147416	0.147284	0.00333247	0.0827805	0.094284	0.236921	0.0104511	0.108104	0.0381084	0.396526	0.0150172	0.0772804	0.0192738	0.0299523	0.0302651	0.16144	0.015644	0.0490355	0.08559	0.202385	0.0677563	0.239198	0.0566062	0.0420607	0.146577	0.0510139	0.106638	0.0393252	0.0683573	0.074326	0.0335804	0.00461664	0.0204902	0.276941	0.308379	0.0804796	0.290664	0.0552681	0.055459	0.0344767	0.121032	0.03733	0.0197228	0.998535	0.999625	1.00037	1.00147	6.848811
14330	-644.768	-608.1843	-36.58365	707215.8	9.564929	0.135315	0.164748	0.309438	0.120636	0.124562	0.102423	0.0852457	0.124412	0.123733	0.101371	0.0141818	0.263595	0.12932	0.0867511	0.0734333	0.00961741	0.181177	0.0534258	0.0232492	0.0895656	0.137657	0.0683844	0.14354	0.21231	0.131556	0.0649989	0.00126801	0.0661935	0.220858	0.188536	0.0321196	0.114167	0.0349921	0.313221	0.0411281	0.147402	0.0114988	0.0578038	0.0325776	0.0989082	0.0342669	0.0796189	0.0669113	0.109074	0.0959818	0.350864	0.123073	0.0484415	0.0300925	0.0657992	0.0180606	0.0279377	0.0565837	0.0909759	0.0441962	0.00757083	0.0264229	0.370247	0.431792	0.0734727	0.240905	0.0685849	0.0639244	0.0791034	0.0495297	0.0388235	0.0976842	0.998489	0.999614	1.00039	1.00151	7.22526
14340	-642.2008	-608.908	-33.2928	692488.3	9.160487	0.126148	0.124579	0.28036	0.0875307	0.0772203	0.0420919	0.0925119	0.017494	0.164427	0.104087	0.0104078	0.166704	0.162717	0.121391	0.0163702	0.00630823	0.101505	0.0802534	0.0299117	0.203639	0.0870199	0.0574787	0.155673	0.125782	0.079009	0.0827485	0.00328569	0.0462879	0.0880146	0.124731	0.0164988	0.053025	0.0944125	0.147927	0.00177727	0.371939	0.0103149	0.03671	0.0108845	0.116729	0.0549915	0.0484084	0.0883201	0.122278	0.0539045	0.315996	0.257848	0.0410867	0.0524462	0.0613013	0.0360565	0.0514479	0.0718465	0.136652	0.153009	0.00731167	0.0234914	0.213708	0.318069	0.0739219	0.054352	0.142561	0.236739	0.225773	0.0860868	0.104705	0.119635	0.998473	0.999609	1.00039	1.00153	6.877852
14350	-624.359	-596.4793	-27.8797	346625.4	8.7214	0.24382	0.100837	0.0895676	0.0349263	0.0819802	0.0155725	0.178716	0.00935013	0.139032	0.209927	0.00251028	0.167182	0.202769	0.167906	0.00884683	0.0491739	0.117669	0.0223555	0.108984	0.183146	0.138021	0.058522	0.135701	0.186498	0.0518411	0.0391492	0.003453	0.0438686	0.150138	0.114971	0.0909879	0.0413747	0.0700958	0.145391	0.00076604	0.198317	0.0316854	0.0431889	0.0111717	0.0417475	0.0488428	0.0996405	0.0815057	0.119777	0.110487	0.145799	0.0501274	0.0854357	0.116084	0.163209	0.100633	0.117102	0.0146374	0.0810119	0.0922603	0.00552671	0.0144464	0.238253	0.138616	0.0437114	0.0986329	0.115658	0.111618	0.0924663	0.0896411	0.0771001	0.0527921	0.997842	0.999448	1.00055	1.00216	6.236177
14360	-629.3747	-605.1134	-24.2613	828578.3	10.96959	0.144794	0.0852757	0.186036	0.0471211	0.162475	0.0062471	0.214784	0.0664543	0.172603	0.206018	0.00148268	0.216898	0.0712039	0.0715168	0.0225898	0.0974397	0.188882	0.0100398	0.137631	0.0765221	0.155198	0.138944	0.111704	0.103254	0.0957688	0.0217085	0.00747501	0.0370957	0.0956164	0.0354548	0.0953406	0.0380705	0.0368752	0.110902	0.0043416	0.179796	0.0211391	0.0151041	0.0327464	0.0595395	0.169593	0.0709731	0.140114	0.0702259	0.11301	0.104881	0.0185028	0.148647	0.0684228	0.156531	0.0909791	0.144488	0.00434029	0.0354318	0.102218	0.00542548	0.011524	0.122176	0.0471878	0.064502	0.0826652	0.101323	0.250293	0.0410917	0.0345259	0.0845816	0.122303	0.998604	0.999643	1.00036	1.0014	5.988046
14370	-638.6919	-613.0639	-25.62796	190377	10.80989	0.244293	0.0365395	0.130883	0.0857589	0.113058	0.00458331	0.275781	0.0522233	0.0562679	0.168749	0.00187221	0.275618	0.0823565	0.116631	0.0300588	0.0952804	0.239866	0.00899828	0.131923	0.233015	0.149628	0.0744361	0.116327	0.111762	0.131311	0.129305	0.00480142	0.0555285	0.167086	0.0657686	0.027114	0.0424278	0.0298581	0.342013	0.00588562	0.12353	0.014321	0.0130409	0.0471431	0.09095	0.0396317	0.108855	0.0960074	0.101387	0.140389	0.0526787	0.0599569	0.0427	0.0342413	0.115993	0.0361252	0.184404	0.00163828	0.0912057	0.133704	0.00231334	0.00959205	0.219278	0.035387	0.0332465	0.0585171	0.0319898	0.0803516	0.0248576	0.0426199	0.135324	0.0766086	0.997088	0.999254	1.00074	1.00291	6.114995
14380	-639.6907	-612.2881	-27.4026	397443	9.678547	0.229024	0.0512074	0.022663	0.213954	0.125582	0.00399755	0.150321	0.0604455	0.0693706	0.196013	0.00172302	0.566021	0.0889462	0.0564794	0.147352	0.143049	0.146347	0.0245332	0.0528706	0.183294	0.243046	0.0483979	0.0786154	0.116497	0.0942029	0.0282502	0.00902914	0.0800158	0.22454	0.0354523	0.0221102	0.0423661	0.0566172	0.331791	0.00290846	0.179524	0.0312853	0.0193372	0.0439553	0.0211838	0.0485697	0.0607045	0.133229	0.14806	0.210872	0.0738282	0.0376295	0.0681011	0.0206352	0.0876181	0.016958	0.131345	0.0011018	0.105104	0.0427589	0.002259	0.00312991	0.122348	0.0577025	0.0486955	0.0639805	0.10446	0.160819	0.0616822	0.134881	0.0146641	0.0677846	0.997984	0.999484	1.00051	1.00202	6.271241
14390	-640.4627	-613.5538	-26.90895	230329.6	11.74455	0.18909	0.0330604	0.10275	0.197448	0.11623	0.00703373	0.140947	0.0186024	0.0855535	0.152515	0.00141937	0.325888	0.136947	0.189976	0.122845	0.032369	0.0603949	0.0168545	0.0410719	0.180394	0.123685	0.0567374	0.0357233	0.165102	0.0827369	0.0374223	0.00759901	0.0625959	0.0972031	0.117192	0.0172677	0.0781581	0.0414266	0.331419	0.0196922	0.260541	0.0309114	0.0277222	0.0423927	0.0195317	0.0550228	0.012871	0.225569	0.0425015	0.104821	0.278244	0.0397841	0.0701463	0.0110477	0.136458	0.0262131	0.240945	0.000468787	0.148071	0.0454429	0.00227489	0.00613031	0.155045	0.103339	0.0807248	0.029447	0.16139	0.0992771	0.0454474	0.0776798	0.037951	0.151825	0.997353	0.999322	1.00068	1.00265	6.194588
