Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
4330	-650.2403	-619.1774	-31.06295	998937.7	9.933474	0.0914837	0.193728	0.100687	0.0436029	0.165039	0.0419618	0.172342	0.204708	0.0765959	0.189885	0.144959	0.0275914	0.0502934	0.0130202	0.0719145	0.0703747	0.113103	0.0756964	0.206552	0.058259	0.0682342	0.0343324	0.0573434	0.0700975	0.0879543	0.0761183	0.057278	0.151247	0.0599827	0.106933	0.0181967	0.0641955	0.00935577	0.0737932	0.121025	0.0495313	0.025825	0.168157	0.0832219	0.352327	0.215241	0.0223055	0.321688	0.0609873	0.0363892	0.0197344	0.00058102	0.17461	0.0311729	0.164477	0.1964	0.0688249	0.167831	0.0969221	0.025031	0.0135577	0.011265	0.103095	0.0978792	0.0770693	0.0259299	0.0201161	0.261005	0.280398	0.013923	0.000420319	0.29521	0.998729	0.999675	1.00032	1.00127	6.64901
4340	-644.732	-615.1728	-29.5592	912025.4	10.62448	0.0672703	0.131682	0.096916	0.0539142	0.278221	0.0283806	0.147565	0.0891656	0.0774817	0.202911	0.0791409	0.260064	0.0278167	0.0241695	0.076466	0.034885	0.117896	0.115798	0.177957	0.0171845	0.151834	0.100754	0.0360594	0.0438375	0.0983167	0.133971	0.0725039	0.0439839	0.151136	0.0389209	0.0120941	0.168663	0.0336101	0.117578	0.0184806	0.0340122	0.00931037	0.409415	0.0779969	0.107923	0.185054	0.0085659	0.163585	0.0478398	0.0687136	0.0151423	0.00113387	0.291593	0.0495978	0.215083	0.193182	0.0616285	0.121953	0.101292	0.0170832	0.032303	0.00715396	0.175917	0.0423143	0.0763807	0.02225	0.0218565	0.145772	0.37295	0.00656524	0.000362348	0.0755595	0.998669	0.99966	1.00034	1.00133	6.486115
4350	-647.9139	-615.021	-32.89285	607806	8.710998	0.0506992	0.0865181	0.107263	0.0478469	0.0909963	0.0814419	0.161332	0.0673049	0.197046	0.0753541	0.0527198	0.267523	0.0145508	0.0126011	0.0520088	0.0231583	0.10695	0.029771	0.165112	0.0402704	0.187139	0.120858	0.0937196	0.0311513	0.096095	0.0899938	0.0361533	0.021131	0.123397	0.013806	0.0206532	0.701288	0.0515701	0.200665	0.0343715	0.0906902	0.0267967	0.226311	0.086212	0.0783789	0.214397	0.0112514	0.306408	0.108742	0.174585	0.0108147	0.0013663	0.179521	0.0530754	0.238295	0.0562271	0.244324	0.141574	0.0782505	0.0092071	0.0500104	0.00116685	0.13349	0.0567066	0.0578619	0.0487584	0.0230581	0.1379	0.380126	0.00700627	0.00117144	0.0240378	0.99837	0.999583	1.00042	1.00163	6.810179
4360	-647.1004	-616.7839	-30.31643	346473	10.66641	0.0280815	0.140526	0.0915034	0.0988022	0.0909321	0.0373796	0.206407	0.101859	0.155191	0.0779983	0.0120558	0.24576	0.00504326	0.0264481	0.0815459	0.0310443	0.0515666	0.0537904	0.1819	0.109301	0.0604402	0.0991214	0.145365	0.13671	0.107546	0.0895411	0.0604519	0.0257536	0.221051	0.0225827	0.042103	0.370888	0.0526805	0.200165	0.0260314	0.129053	0.12475	0.194092	0.136744	0.103353	0.0704746	0.0555848	0.220996	0.125266	0.219932	0.0247286	0.000534426	0.126308	0.15349	0.144784	0.0341367	0.13398	0.111772	0.181972	0.0108439	0.0183232	0.00224936	0.161803	0.0614458	0.0769389	0.00918878	0.0958371	0.184763	0.0908557	0.0318316	0.000788719	0.0311813	0.997841	0.999448	1.00055	1.00216	6.555564
4370	-649.8826	-619.9744	-29.90825	774916.4	9.380345	0.198181	0.114811	0.105041	0.132247	0.0534929	0.0280751	0.259934	0.0950291	0.261763	0.119608	0.0127997	0.155419	0.00306219	0.0122562	0.0238397	0.0190945	0.0819808	0.0605418	0.156996	0.0403452	0.073064	0.156745	0.07919	0.361067	0.0779981	0.0468765	0.0485868	0.0267933	0.104803	0.0277053	0.0392242	0.434827	0.0670118	0.286913	0.0869899	0.0380235	0.0950306	0.0940422	0.0884107	0.0537151	0.0800085	0.0581908	0.150201	0.0498856	0.167027	0.12933	0.000768482	0.173494	0.12468	0.104897	0.026568	0.12585	0.0170551	0.217004	0.068084	0.150053	0.0278676	0.0918472	0.0930418	0.044687	0.0216768	0.0226054	0.120864	0.0911001	0.100712	0.000652094	0.040867	0.998556	0.999631	1.00037	1.00144	6.520551
4380	-645.6078	-620.1515	-25.45628	285021.9	11.11564	0.168731	0.0949881	0.119889	0.0361072	0.0542692	0.0626891	0.348861	0.195544	0.183793	0.0675974	0.0639948	0.177651	0.00959134	0.00454767	0.0312655	0.0199732	0.0855698	0.121842	0.147551	0.03162	0.102326	0.175814	0.123962	0.2037	0.133758	0.0162992	0.061724	0.0291077	0.0313211	0.0240307	0.0160709	0.186632	0.0364875	0.206364	0.0198373	0.0387467	0.0501235	0.217811	0.0660918	0.0271134	0.0762532	0.0665122	0.0382998	0.0946318	0.10204	0.0661531	0.000966007	0.235769	0.0740295	0.0127389	0.0813195	0.194196	0.00393655	0.132065	0.0312267	0.170024	0.0440465	0.164716	0.0951215	0.0738488	0.0732002	0.0116855	0.0875964	0.0927036	0.238338	0.000978586	0.0381753	0.99762	0.999391	1.00061	1.00238	6.093967
4390	-635.7052	-615.9854	-19.71974	409084.7	11.43791	0.174415	0.145892	0.120097	0.0378063	0.0480322	0.0537032	0.196341	0.041779	0.135502	0.25367	0.0291937	0.116979	0.0396825	0.00389088	0.0379144	0.032555	0.129877	0.217478	0.0603293	0.0371299	0.119385	0.221341	0.0784404	0.125298	0.0600774	0.0187769	0.0597663	0.0298565	0.0657136	0.0120024	0.0145656	0.130486	0.0257576	0.211796	0.0641746	0.0361378	0.104726	0.105863	0.0258654	0.0298409	0.166056	0.106847	0.147435	0.209422	0.0282358	0.0594504	0.000659744	0.15948	0.067996	0.0257584	0.0577798	0.108172	0.00777365	0.15759	0.0247813	0.0481831	0.00228857	0.144978	0.104649	0.031642	0.0872887	0.0221883	0.0452529	0.0911104	0.200845	0.000763917	0.0237442	0.998013	0.999492	1.00051	1.00199	5.582506
4400	-634.6859	-609.809	-24.87681	131727.6	8.86974	0.274122	0.257754	0.0555737	0.127434	0.246858	0.0389867	0.290098	0.0698376	0.115567	0.174064	0.0314743	0.285134	0.0977337	0.00472777	0.0373591	0.00694727	0.117318	0.105325	0.0725638	0.0819492	0.0839622	0.056012	0.0280481	0.108298	0.099331	0.0144184	0.0405528	0.0591954	0.0797143	0.00602487	0.0108036	0.0344726	0.0383672	0.179129	0.0517962	0.101325	0.0495664	0.0498125	0.0155887	0.130129	0.0297479	0.176021	0.110561	0.10224	0.0456743	0.0315972	0.00204933	0.129176	0.0589287	0.0458841	0.0441506	0.185968	0.0202508	0.126854	0.0639692	0.142486	0.00203065	0.0722141	0.124491	0.00863965	0.18684	0.0790311	0.0227354	0.213224	0.143637	0.000665451	0.0209381	0.9965	0.999103	1.00089	1.0035	5.917381
4410	-636.4166	-606.5175	-29.8991	433081.6	10.93006	0.111888	0.0999054	0.125198	0.133646	0.0840211	0.0356092	0.222751	0.113735	0.194072	0.0894271	0.0616284	0.119003	0.144722	0.00385888	0.0315012	0.00307469	0.113331	0.0399474	0.0536795	0.104888	0.0485905	0.0825743	0.00728916	0.191144	0.191551	0.0539874	0.0965501	0.160535	0.0908352	0.0152375	0.00706704	0.0502409	0.0724108	0.314829	0.113158	0.192837	0.197264	0.159708	0.011296	0.18047	0.100662	0.174921	0.202366	0.103066	0.0279632	0.0299174	0.00313514	0.130922	0.0465648	0.10718	0.198972	0.141257	0.0268908	0.206232	0.0331565	0.0679098	0.00152074	0.106607	0.014459	0.0120331	0.133759	0.0184133	0.0106209	0.262525	0.131783	0.000761972	0.0870395	0.998069	0.999506	1.00049	1.00193	6.504103
4420	-634.5696	-608.393	-26.1766	106924.2	14.93145	0.132942	0.0512487	0.0836951	0.103958	0.0809195	0.019439	0.240272	0.103276	0.125864	0.0371406	0.0347611	0.051354	0.201504	0.00521817	0.0410957	0.0032423	0.078378	0.0531701	0.0367063	0.167627	0.0570799	0.169105	0.00992908	0.0956387	0.0698612	0.0483256	0.0878445	0.0334559	0.174278	0.0325943	0.0101116	0.0744904	0.0901041	0.129966	0.0338366	0.139291	0.165576	0.070802	0.0395358	0.297926	0.0650536	0.164716	0.145767	0.0693913	0.0535899	0.11036	0.00181786	0.0623094	0.113452	0.0440174	0.252445	0.0770927	0.0894584	0.280004	0.0224394	0.0869201	0.00344703	0.121586	0.0403335	0.0366537	0.110808	0.0205706	0.0157652	0.240569	0.0951388	0.00121909	0.0515034	0.996115	0.999004	1.00099	1.00389	5.857992
4430	-656.9146	-622.4739	-34.44068	747389.2	8.704488	0.125778	0.0524323	0.0763725	0.101582	0.108184	0.0264028	0.383179	0.204301	0.133208	0.088173	0.0483238	0.0442537	0.234105	0.00255422	0.0738554	0.00502689	0.0585328	0.0437369	0.0794869	0.125712	0.0707043	0.123441	0.013771	0.245561	0.0279938	0.0661055	0.17844	0.0460324	0.437155	0.0208254	0.0137609	0.104547	0.124798	0.288199	0.00626848	0.207786	0.11521	0.0569148	0.0506219	0.174815	0.0462327	0.0991826	0.234976	0.0509886	0.0589619	0.0620936	0.00280159	0.0253375	0.144288	0.0700475	0.156388	0.020558	0.0635937	0.414614	0.0193856	0.0739232	0.0370654	0.163369	0.0403379	0.0626226	0.195291	0.268593	0.00880813	0.145974	0.112639	0.00115071	0.0201117	0.99853	0.999624	1.00038	1.00147	6.987488
4440	-645.6053	-617.3867	-28.21864	474467.6	9.714775	0.204856	0.0806491	0.0813197	0.0515144	0.08794	0.0258411	0.145051	0.111467	0.119588	0.106906	0.0718257	0.211427	0.0922757	0.00342337	0.045302	0.00996672	0.0549767	0.108729	0.162564	0.0497312	0.0951016	0.0758939	0.0517538	0.151751	0.0577078	0.065671	0.0643984	0.0392459	0.293609	0.0350013	0.00960863	0.0872945	0.0546467	0.214698	0.0290321	0.0829277	0.0617287	0.116202	0.0780651	0.138344	0.0427643	0.0467852	0.226606	0.025695	0.0761381	0.198877	0.0111762	0.039014	0.158424	0.0843517	0.187531	0.0513697	0.0928121	0.410571	0.0200308	0.131742	0.0544827	0.0817978	0.0462458	0.0776971	0.0800573	0.375808	0.0259927	0.117479	0.0496538	0.00121603	0.0145212	0.998155	0.999528	1.00047	1.00185	6.356876
4450	-644.5454	-615.8457	-28.69974	850381.8	10.04095	0.13869	0.0880013	0.0540136	0.0883931	0.135713	0.0305862	0.213295	0.070582	0.0205738	0.0707175	0.032696	0.219463	0.10333	0.0572397	0.0213445	0.00934213	0.20378	0.102456	0.0843067	0.0228657	0.106147	0.129406	0.0334184	0.39438	0.108663	0.0303964	0.109306	0.0215637	0.166769	0.113651	0.0145429	0.0800896	0.0440233	0.213608	0.0157186	0.152534	0.0528241	0.300184	0.0193897	0.124782	0.0817481	0.0902612	0.112729	0.0190008	0.0841953	0.155637	0.0386558	0.0576606	0.0537043	0.0814154	0.0872597	0.079161	0.00810974	0.378103	0.0241241	0.140776	0.0377407	0.0883317	0.0978409	0.096514	0.103153	0.183874	0.0593218	0.104747	0.12829	0.0016857	0.0193251	0.998622	0.999648	1.00035	1.00138	6.41215
4460	-639.1842	-612.0173	-27.16691	511159.1	12.08437	0.125998	0.114189	0.0283672	0.0446061	0.0766193	0.0740657	0.186231	0.169776	0.0511135	0.10566	0.0346889	0.445121	0.248561	0.118162	0.0223261	0.00756861	0.0835223	0.199276	0.0734225	0.0232847	0.12057	0.163319	0.0222533	0.093554	0.160776	0.0284113	0.0298689	0.0283544	0.106176	0.126931	0.00863443	0.0443823	0.0907846	0.157434	0.0171625	0.262832	0.0642791	0.240543	0.0588793	0.128576	0.0828007	0.0691096	0.048538	0.0297874	0.0589737	0.0501877	0.0251381	0.0556649	0.0426223	0.0950668	0.0168404	0.0797159	0.0154238	0.130283	0.0711033	0.0616477	0.0928413	0.0731897	0.102848	0.137754	0.0539545	0.127816	0.15323	0.191665	0.0916717	0.00302137	0.0470837	0.998223	0.999545	1.00045	1.00178	6.194259
4470	-653.2731	-622.9245	-30.34863	743356.8	8.606995	0.0697956	0.0687115	0.106657	0.0444991	0.0953574	0.0473155	0.153444	0.143065	0.073582	0.271678	0.0232676	0.428565	0.106562	0.0742265	0.0901519	0.0162235	0.0826382	0.173644	0.113113	0.0716643	0.189004	0.201774	0.0459107	0.142517	0.210034	0.0696812	0.121674	0.0220494	0.0273819	0.139025	0.0177698	0.0198955	0.176632	0.222759	0.0757674	0.0703539	0.0668723	0.0651331	0.0401496	0.165429	0.107186	0.132426	0.113055	0.0586004	0.0325887	0.0687777	0.0230806	0.0368549	0.0464534	0.27427	0.00665952	0.0706522	0.0117634	0.0657836	0.143118	0.0181248	0.0771371	0.120599	0.0912261	0.0466421	0.110508	0.0771281	0.198784	0.120097	0.0522147	0.00579807	0.052288	0.998526	0.999623	1.00038	1.00147	6.505789
4480	-635.365	-606.7997	-28.56527	308722.7	10.6423	0.0493686	0.109918	0.115377	0.0232577	0.0638751	0.150377	0.168992	0.0778499	0.0444062	0.143853	0.0130966	0.410331	0.118077	0.197082	0.0837554	0.010643	0.0958765	0.0270993	0.171323	0.0480644	0.314557	0.0658754	0.0349935	0.198395	0.0594062	0.0821876	0.044107	0.0145867	0.0321983	0.167362	0.0183118	0.0314712	0.0222725	0.291863	0.16184	0.131181	0.0337538	0.0614255	0.0327335	0.15174	0.143005	0.118593	0.192798	0.152617	0.0637832	0.0976787	0.0201618	0.0116792	0.0336854	0.0792162	0.00284788	0.13476	0.0155279	0.0560704	0.420286	0.0218217	0.0197102	0.075422	0.0347642	0.051339	0.0826251	0.0192307	0.274072	0.0340748	0.030606	0.00856234	0.124255	0.997713	0.999415	1.00058	1.00229	6.392076
4490	-630.1629	-601.8279	-28.33494	414954.5	12.70041	0.109304	0.0820205	0.0868413	0.0706693	0.088767	0.0611224	0.155427	0.192336	0.112328	0.100299	0.0342187	0.290431	0.129201	0.0760241	0.100758	0.0859785	0.161104	0.021458	0.155439	0.0960054	0.200449	0.109537	0.0889074	0.15365	0.0612384	0.146332	0.0164726	0.00988262	0.0973144	0.121365	0.0382598	0.0316118	0.0349192	0.138416	0.0976199	0.240017	0.0246063	0.0536537	0.119058	0.127471	0.195479	0.0726595	0.1255	0.06517	0.0303713	0.062321	0.027132	0.0112752	0.0527431	0.0522346	0.00427623	0.113489	0.0280911	0.175622	0.140079	0.0261113	0.00581768	0.0685521	0.0719765	0.044693	0.0853696	0.00807171	0.441919	0.0908811	0.0421304	0.00961685	0.0662759	0.998027	0.999495	1.0005	1.00197	6.238372
4500	-636.1767	-607.6227	-28.55402	155715.3	10.12816	0.0392684	0.166559	0.0329296	0.0295822	0.076139	0.0191059	0.366139	0.256368	0.128415	0.0498455	0.0712003	0.209078	0.17607	0.0807954	0.0735956	0.101777	0.10508	0.0072578	0.0661527	0.103988	0.0443331	0.24256	0.135325	0.0814124	0.0351652	0.0824509	0.00557159	0.00739082	0.0998722	0.0673194	0.0636802	0.0310891	0.0229217	0.14188	0.0854856	0.120675	0.0385388	0.124993	0.0321544	0.0525138	0.260981	0.157335	0.146747	0.122879	0.0644306	0.0725883	0.0262145	0.0100225	0.119512	0.0869576	0.0132773	0.135912	0.0534323	0.314027	0.109353	0.0341085	0.00549927	0.0232683	0.0577626	0.14626	0.0305568	0.0557501	0.398992	0.111854	0.0459011	0.0248823	0.0948527	0.996781	0.999175	1.00082	1.00322	6.398036
4510	-628.9653	-607.6873	-21.27798	103216.5	12.05182	0.0204245	0.0832432	0.0798568	0.0148458	0.0883122	0.0657272	0.150177	0.0443282	0.247295	0.0939881	0.0667645	0.138493	0.325444	0.088007	0.106552	0.092515	0.10061	0.00533314	0.0729115	0.0663868	0.0107949	0.161929	0.0952729	0.077746	0.0945	0.072809	0.00182588	0.0139195	0.030185	0.124779	0.0298027	0.0315219	0.0348685	0.204532	0.0182238	0.133145	0.0119481	0.0744359	0.0304887	0.0787403	0.178792	0.123015	0.0404217	0.276165	0.0425744	0.144457	0.0165024	0.00831733	0.0253985	0.050871	0.0267426	0.248298	0.0824009	0.11171	0.0808947	0.0814444	0.00953358	0.00927208	0.0436852	0.15786	0.0147434	0.118873	0.26177	0.0280246	0.0483962	0.0470857	0.147969	0.996046	0.998987	1.00101	1.00396	5.707901
4520	-624.0456	-600.285	-23.76061	540931.6	10.55478	0.018751	0.137123	0.0943845	0.0380815	0.105339	0.0837789	0.177484	0.0330308	0.141988	0.0367846	0.00623747	0.196333	0.122228	0.0748082	0.0866382	0.0830705	0.162249	0.00250547	0.0166039	0.0514291	0.0391328	0.182855	0.0421227	0.170119	0.112702	0.0790243	0.0027084	0.0297218	0.0300819	0.0519908	0.0131205	0.0589809	0.0448013	0.12812	0.0258531	0.0582345	0.0184559	0.10788	0.0321705	0.0530181	0.17496	0.258739	0.0430612	0.242456	0.0241337	0.163691	0.0670822	0.0267783	0.0661158	0.0497692	0.0310118	0.162645	0.136263	0.33287	0.108725	0.128314	0.0128373	0.00361643	0.0415285	0.289887	0.0140943	0.183055	0.226728	0.0471707	0.0189503	0.048752	0.0859289	0.998272	0.999558	1.00044	1.00173	5.939106
4530	-633.7459	-607.2433	-26.50259	767907.8	9.354853	0.0440628	0.110001	0.0474763	0.0835529	0.0548447	0.0724861	0.120431	0.0173537	0.119136	0.0818458	0.00770822	0.226521	0.159503	0.141236	0.0266141	0.0443634	0.0731134	0.00456222	0.021051	0.177651	0.0300917	0.136813	0.0843931	0.117268	0.515953	0.0948459	0.00112762	0.0112047	0.0250713	0.0356434	0.0261434	0.0180574	0.0531113	0.098967	0.0242137	0.0451172	0.00407129	0.0248309	0.0212312	0.0696154	0.226131	0.141033	0.27208	0.127943	0.0363462	0.0717766	0.121313	0.0242261	0.0441988	0.239407	0.0607898	0.107782	0.059253	0.103094	0.179729	0.189303	0.0223366	0.00659229	0.0221373	0.230083	0.0167949	0.150542	0.272185	0.0431541	0.0566072	0.0703365	0.188862	0.99855	0.999629	1.00037	1.00145	6.15532
4540	-627.1971	-607.1002	-20.09691	248433.8	10.32055	0.0535471	0.0869083	0.118381	0.0768219	0.162027	0.0463099	0.144948	0.00732796	0.178639	0.0605992	0.010219	0.115687	0.0994413	0.0918517	0.0223271	0.037855	0.162878	0.016381	0.0460876	0.222034	0.0596087	0.0568626	0.279719	0.237416	0.358345	0.0301756	0.000661961	0.0101852	0.0339155	0.0494247	0.0351911	0.0308223	0.0239646	0.109636	0.0188807	0.0529466	0.00265505	0.0107888	0.0320223	0.0397355	0.11222	0.17353	0.0795152	0.298618	0.0470932	0.0357648	0.0609771	0.0610912	0.00702811	0.0842728	0.242688	0.105252	0.0954824	0.0602282	0.0735492	0.121746	0.0183556	0.00631421	0.0319762	0.180259	0.0316543	0.0621561	0.110658	0.0357035	0.0493738	0.0382793	0.120741	0.997451	0.999347	1.00065	1.00255	5.577755
4550	-633.4494	-604.9013	-28.54815	78172.1	9.020211	0.0690936	0.135714	0.127279	0.112575	0.0972308	0.108951	0.21564	0.0228218	0.174048	0.243891	0.0319932	0.108255	0.180689	0.0973048	0.0150629	0.0591708	0.0702072	0.0209795	0.0196271	0.286712	0.0475413	0.0955108	0.115244	0.237762	0.208513	0.143705	0.00120573	0.0211315	0.036318	0.0670554	0.040489	0.0397192	0.0469466	0.212364	0.0107711	0.101638	0.00254203	0.0186495	0.094774	0.0857546	0.0808714	0.246114	0.0588987	0.200315	0.0879706	0.162055	0.0986612	0.0146298	0.0245952	0.0846461	0.0610675	0.0472421	0.0344182	0.107096	0.108603	0.106734	0.016044	0.00440557	0.021843	0.153169	0.0213373	0.0339855	0.303959	0.13682	0.0581061	0.0245887	0.224239	0.995457	0.998835	1.00116	1.00455	6.347297
4560	-628.8441	-597.8116	-31.03252	20280.2	8.501439	0.0730026	0.161243	0.157979	0.0291117	0.0605922	0.0681053	0.300484	0.0494966	0.166309	0.110825	0.0568306	0.114809	0.156032	0.0294004	0.00522169	0.0408336	0.128308	0.0420595	0.00783796	0.0629085	0.1056	0.063151	0.145691	0.181697	0.157452	0.244956	0.000755513	0.0267176	0.0288086	0.143229	0.0644756	0.0596032	0.0291742	0.333032	0.0380154	0.0775231	0.019544	0.0134514	0.154521	0.0657855	0.266344	0.220442	0.08417	0.0625093	0.0275359	0.101181	0.102946	0.0176823	0.1583	0.0588241	0.0459503	0.0474697	0.0220866	0.214368	0.106582	0.0926939	0.0825777	0.00345637	0.036125	0.159694	0.143145	0.0335561	0.208128	0.205326	0.102414	0.0467628	0.147401	0.991088	0.997706	1.00227	1.00894	6.572243
4570	-647.6814	-612.3783	-35.30306	44330.43	12.38124	0.12174	0.0972745	0.11846	0.0444102	0.135469	0.0272148	0.109691	0.253427	0.285141	0.104696	0.0439156	0.274244	0.388799	0.012094	0.00654412	0.018526	0.0123067	0.0183683	0.0164816	0.0753299	0.0364096	0.160291	0.0846365	0.129499	0.105413	0.290901	0.000706125	0.0899205	0.0324822	0.0907771	0.0919201	0.0611688	0.0436698	0.150257	0.0315443	0.0407401	0.00984857	0.0672423	0.102075	0.0731086	0.19981	0.174228	0.113549	0.121671	0.0929934	0.0539827	0.170517	0.025006	0.168554	0.0897197	0.0447513	0.0743453	0.023191	0.175671	0.0977369	0.0816791	0.0945776	0.0251463	0.0272677	0.119177	0.117805	0.0172633	0.226084	0.249502	0.117829	0.0419136	0.228695	0.993969	0.998452	1.00154	1.00604	6.829409
4580	-638.021	-605.7039	-32.31713	40047.29	10.76702	0.0759977	0.0763179	0.265866	0.122823	0.260408	0.0167342	0.113583	0.249446	0.0587019	0.120181	0.0168188	0.286049	0.202265	0.0172349	0.00391193	0.0624442	0.0115537	0.0817714	0.024911	0.16712	0.169712	0.138971	0.14806	0.123193	0.054889	0.31087	0.000844553	0.0787576	0.0133858	0.113879	0.0616447	0.147875	0.0191678	0.224109	0.033071	0.0343633	0.0032954	0.182506	0.107812	0.212654	0.115742	0.113154	0.0861021	0.0542677	0.161855	0.0449493	0.118116	0.0156479	0.112833	0.150667	0.0356799	0.084256	0.0115092	0.134942	0.0626468	0.150091	0.111163	0.0600099	0.0517721	0.0949203	0.141298	0.0648698	0.0919289	0.0546822	0.0888345	0.0210107	0.0905277	0.993655	0.998371	1.00162	1.00636	6.736676
4590	-640.8159	-612.3258	-28.49008	253550.2	11.1016	0.0907436	0.152726	0.237486	0.0514668	0.0610425	0.0141128	0.238412	0.108882	0.105911	0.0736074	0.00530641	0.357071	0.191481	0.037814	0.00442379	0.0538363	0.0569831	0.00859628	0.052542	0.103055	0.0634905	0.187256	0.137528	0.193064	0.0349643	0.243658	0.00264051	0.0966251	0.0147884	0.0563252	0.0513727	0.0514082	0.0472996	0.404727	0.032988	0.0184786	0.00145688	0.148903	0.156559	0.0824834	0.0771568	0.160291	0.0657368	0.0448612	0.114915	0.0177904	0.0706061	0.00803597	0.0727098	0.160841	0.0619754	0.0357959	0.0179013	0.464775	0.0241377	0.0450627	0.0834284	0.107541	0.0282055	0.134091	0.22459	0.0942639	0.0641866	0.022747	0.0444728	0.00562172	0.0843174	0.997477	0.999354	1.00064	1.00253	6.367574
4600	-632.7002	-607.1343	-25.56596	236236.6	13.64334	0.033788	0.0767265	0.0799739	0.0506522	0.0628888	0.0734992	0.268814	0.0352741	0.218074	0.0898297	0.00201671	0.141803	0.156258	0.0318963	0.0259979	0.121039	0.0904914	0.0143389	0.0463543	0.111935	0.0639875	0.102317	0.150695	0.383991	0.118094	0.246203	0.0081203	0.0309916	0.0326267	0.104226	0.0288511	0.0209093	0.0623026	0.229406	0.0733187	0.0307155	0.00136014	0.113782	0.0590568	0.14714	0.0365077	0.250187	0.0531765	0.095977	0.115217	0.0500491	0.094968	0.0215157	0.103384	0.161553	0.0274356	0.0258149	0.200871	0.166838	0.0103948	0.0552945	0.0397789	0.0329422	0.0493563	0.170529	0.11599	0.0767297	0.0285983	0.101273	0.0424991	0.00345308	0.0720624	0.997386	0.999331	1.00067	1.00262	5.942142
4610	-642.3106	-613.9558	-28.35476	554995.9	10.75348	0.073103	0.0803383	0.185247	0.0767125	0.0950729	0.051347	0.129969	0.0521193	0.206764	0.112165	0.00322127	0.0843651	0.0936655	0.0130112	0.0464132	0.0943156	0.131477	0.00599709	0.00704334	0.0783405	0.129107	0.235034	0.127806	0.205407	0.166572	0.169054	0.0098401	0.0380813	0.0849022	0.0314382	0.0225145	0.0202253	0.114944	0.293431	0.21054	0.0195957	0.000874727	0.2373	0.0516639	0.0522367	0.023982	0.138614	0.0590311	0.077962	0.109221	0.173212	0.0441248	0.0106587	0.383266	0.120177	0.0312369	0.027829	0.348846	0.229542	0.0175382	0.0636485	0.0131988	0.0491532	0.144202	0.0676973	0.0604126	0.0577877	0.0263163	0.0883006	0.0749243	0.00672653	0.0802329	0.998294	0.999564	1.00044	1.00171	6.369097
4620	-649.5708	-621.8079	-27.76292	842882.2	8.661888	0.10109	0.124304	0.105156	0.090401	0.0673376	0.040404	0.127205	0.0322556	0.189714	0.0753417	0.00807368	0.0478607	0.291054	0.00956458	0.0492894	0.181591	0.108591	0.00544208	0.0101533	0.0590614	0.0941864	0.120921	0.093062	0.213361	0.161186	0.18502	0.0109197	0.0143238	0.0738277	0.0267926	0.0367109	0.0245576	0.0944613	0.136646	0.112639	0.0116921	0.000922554	0.147453	0.107255	0.0132393	0.0255219	0.0587342	0.0329223	0.241478	0.185474	0.363749	0.0288345	0.00740874	0.244629	0.151932	0.0351424	0.03092	0.322803	0.251897	0.0745819	0.0510392	0.0111788	0.0609236	0.108052	0.0180535	0.0986129	0.0515477	0.0883927	0.101364	0.101994	0.0328641	0.0308376	0.998616	0.999646	1.00035	1.00138	6.213952
4630	-634.3535	-611.1534	-23.20007	827598	10.17326	0.159701	0.0643556	0.0712291	0.0546719	0.105229	0.0146266	0.301333	0.0410518	0.10692	0.125898	0.00864928	0.0529974	0.201142	0.00897684	0.0164655	0.0534629	0.270991	0.00678149	0.0263	0.12532	0.175273	0.073325	0.240282	0.221072	0.227137	0.034725	0.00899492	0.0107318	0.139351	0.0533107	0.0580119	0.11511	0.11415	0.15567	0.0363845	0.0200404	0.011935	0.0592099	0.0938819	0.0123203	0.0634459	0.0559081	0.0421884	0.168837	0.300177	0.213404	0.023593	0.00604546	0.081077	0.0294465	0.0200937	0.0482858	0.131118	0.307162	0.0615494	0.0537284	0.0118558	0.0537975	0.0693634	0.0143333	0.0541175	0.0606603	0.0601391	0.145141	0.0683029	0.0134426	0.0375362	0.998603	0.999643	1.00036	1.0014	5.87177
