Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
400	-486.7335	-473.6811	-13.05242	283900.3	10.07811	0.0857077	0.0749455	0.0721235	0.145171	0.10197	0.0336797	0.0865132	0.0297643	0.0192589	0.238606	0.118559	0.00365008	0.00802203	0.208094	0.0539347	0.0229327	0.0293333	0.035531	0.0127699	0.0747437	0.133255	0.0150089	0.0126621	0.378275	0.0625624	0.163808	0.212183	0.0968933	0.13524	0.0757382	0.0704348	0.0961307	0.0105689	0.0666603	0.0764452	0.0358393	0.144599	0.0153623	0.00505224	0.609005	0.0858908	0.997615	0.99939	1.00061	1.00239	3.956925
410	-482.3671	-470.6038	-11.7633	312093.7	10.15922	0.0190174	0.0197099	0.0651882	0.184406	0.129264	0.0445166	0.101727	0.0480473	0.00892931	0.279887	0.0646716	0.00435562	0.00714312	0.0689246	0.0436767	0.0340629	0.0709801	0.0299023	0.00516863	0.0400716	0.258742	0.0140154	0.0344983	0.335796	0.0439063	0.168917	0.0866726	0.0845279	0.144678	0.124888	0.0849119	0.0826771	0.00789107	0.0361117	0.0888758	0.0861236	0.157412	0.0332915	0.012248	0.411778	0.261583	0.997726	0.999418	1.00058	1.00228	3.829195
420	-484.147	-470.4056	-13.74141	252815.1	9.678657	0.00951479	0.0320385	0.0149134	0.271055	0.0130553	0.0253782	0.148559	0.101254	0.00781556	0.310506	0.0497833	0.00569067	0.00813515	0.163659	0.035501	0.00961119	0.0736104	0.0146634	0.00346094	0.0972764	0.101374	0.00849045	0.0293217	0.643714	0.076277	0.185054	0.0586886	0.118979	0.211265	0.0986313	0.0227603	0.176427	0.00645262	0.0566557	0.17544	0.141676	0.0701225	0.0569676	0.0133555	0.307036	0.0741845	0.997473	0.999353	1.00064	1.00253	4.028355
430	-480.8658	-469.6512	-11.21464	827549.6	14.95905	0.0107244	0.0182274	0.0121181	0.174878	0.0183303	0.0441929	0.101565	0.114457	0.0119506	0.0707202	0.0876696	0.00710993	0.0281231	0.153654	0.0300301	0.00368234	0.0327503	0.0129178	0.00415903	0.0772236	0.126681	0.0140328	0.0325519	0.266621	0.0799445	0.0316991	0.0463193	0.0856392	0.189525	0.121387	0.145107	0.0882599	0.00584708	0.094305	0.339955	0.203603	0.0233166	0.0437667	0.0463169	0.369202	0.191646	0.998603	0.999643	1.00036	1.0014	3.560208
440	-471.8881	-463.5798	-8.308364	839369.5	12.52774	0.0729536	0.0436839	0.0086008	0.144949	0.0350966	0.0292163	0.239012	0.0505551	0.0151346	0.0863345	0.123543	0.0224998	0.0662253	0.150217	0.0545442	0.00576033	0.0170074	0.00631232	0.00412508	0.0273683	0.0511145	0.015622	0.0360936	0.440401	0.0498168	0.0603772	0.0435222	0.126033	0.0884071	0.168579	0.0676281	0.0875081	0.00713832	0.0479449	0.0698614	0.0511332	0.0809389	0.0210353	0.0717581	0.463316	0.226124	0.998613	0.999645	1.00035	1.00139	3.477491
450	-472.1287	-459.154	-12.97463	822744.8	10.47205	0.0439535	0.023205	0.0181126	0.1274	0.182216	0.120796	0.246467	0.071952	0.0151554	0.0322269	0.0790038	0.00815714	0.0842548	0.274414	0.0500843	0.0089745	0.0534786	0.00390582	0.00245808	0.0387499	0.0114216	0.0414933	0.0508469	0.216843	0.0299609	0.0448968	0.0164598	0.181351	0.0739515	0.404876	0.0185409	0.18748	0.0221574	0.0268853	0.124324	0.037811	0.0554295	0.0143782	0.0618821	0.627597	0.209693	0.998599	0.999642	1.00036	1.0014	3.943245
460	-478.2312	-468.2676	-9.963673	576405.9	9.719331	0.0269222	0.0413419	0.0226485	0.0970469	0.0888977	0.0722784	0.213388	0.0389849	0.0450156	0.0127566	0.0386902	0.0186216	0.123121	0.0943356	0.0699213	0.00731727	0.0355726	0.0122039	0.00473258	0.0386915	0.0180033	0.0805726	0.0437477	0.303491	0.0170352	0.0155972	0.0134103	0.108762	0.0327803	0.235606	0.0145556	0.180382	0.111967	0.0405845	0.141895	0.0972101	0.0739475	0.0121816	0.087651	0.796623	0.111175	0.998326	0.999572	1.00043	1.00167	3.639667
470	-476.1657	-462.3706	-13.79503	608062.5	11.68233	0.0194471	0.0339052	0.0227876	0.222164	0.0682779	0.138826	0.117899	0.0113299	0.0127426	0.151771	0.130573	0.00390142	0.168815	0.0432171	0.020272	0.0082201	0.0422652	0.0451204	0.0042724	0.10333	0.015071	0.0715549	0.047048	0.332437	0.0641071	0.0277425	0.0297816	0.174472	0.0989989	0.0715548	0.0126594	0.21647	0.117603	0.0381517	0.0489955	0.0780423	0.184994	0.012185	0.099692	0.814071	0.0433004	0.99837	0.999583	1.00042	1.00163	3.968068
480	-474.0005	-464.275	-9.725478	838573.7	10.12383	0.0421578	0.0539896	0.0227892	0.150289	0.050525	0.133847	0.0901729	0.028115	0.0360125	0.309732	0.0793848	0.00396882	0.172612	0.00532831	0.027629	0.0176071	0.0446006	0.0225113	0.00715853	0.0702027	0.0296777	0.0293392	0.152246	0.407897	0.0798895	0.00797612	0.0130025	0.0876506	0.259867	0.0958974	0.00498864	0.117685	0.214476	0.0468665	0.049925	0.14152	0.063254	0.0245652	0.0424587	0.338143	0.0518989	0.998612	0.999645	1.00035	1.00139	3.627858
490	-476.3256	-462.6549	-13.67072	633563.2	8.355623	0.0952934	0.0474251	0.0132774	0.113944	0.0523063	0.236393	0.0735884	0.0363824	0.0356015	0.238362	0.0854412	0.00165077	0.126328	0.0025896	0.0343191	0.00907098	0.206492	0.124124	0.0088925	0.125191	0.0146018	0.0721818	0.082146	0.39967	0.0558986	0.00441743	0.0275696	0.0133427	0.0543861	0.135609	0.0172222	0.210616	0.178391	0.0629159	0.0809447	0.329014	0.021406	0.0181636	0.0281764	0.387456	0.107359	0.998404	0.999592	1.00041	1.0016	3.96816
500	-481.3208	-469.1337	-12.18709	280262.1	11.18379	0.0742576	0.01391	0.0160282	0.146101	0.0583029	0.356212	0.0658078	0.054879	0.0271446	0.158706	0.130323	0.00779303	0.0582392	0.00603881	0.0337833	0.0105722	0.2306	0.0948791	0.132204	0.150074	0.00200394	0.0574871	0.089043	0.346827	0.0431296	0.00327119	0.0291274	0.0131179	0.0847576	0.0918032	0.0564327	0.113305	0.115376	0.0535415	0.0770826	0.289932	0.0379674	0.0242332	0.0166396	0.437135	0.0421433	0.9976	0.999386	1.00061	1.0024	3.850211
510	-478.146	-467.339	-10.80699	180598.9	9.860659	0.0836606	0.0152316	0.0159534	0.17752	0.125319	0.108099	0.0587783	0.0555167	0.0505832	0.339564	0.0997081	0.0227192	0.0428987	0.00531095	0.0673999	0.011222	0.106644	0.017171	0.0750753	0.0643187	0.00371208	0.0430244	0.0738878	0.126795	0.00998517	0.00628885	0.0804987	0.0682497	0.0589593	0.085553	0.114446	0.118586	0.180355	0.081013	0.0597693	0.375598	0.143109	0.0200445	0.00935452	0.492926	0.0353335	0.997011	0.999234	1.00076	1.00299	3.730183
520	-473.1081	-466.0266	-7.081536	782143.6	13.89545	0.0645355	0.0121668	0.0167943	0.131246	0.262288	0.0659953	0.0440088	0.0937828	0.0515495	0.211878	0.0955892	0.0576615	0.0937071	0.0207369	0.0334868	0.0132405	0.077833	0.0202702	0.0739592	0.058627	0.00286879	0.0687399	0.0954806	0.286508	0.00953714	0.0209711	0.111503	0.0250571	0.0466261	0.0830225	0.0526499	0.144874	0.171807	0.0648275	0.0296482	0.0684473	0.0376466	0.022184	0.0112609	0.474159	0.00578755	0.998563	0.999633	1.00037	1.00144	3.332961
530	-485.3646	-464.8527	-20.51191	367284.1	8.927588	0.0827733	0.0264749	0.00841982	0.206448	0.260382	0.139188	0.107706	0.10342	0.0684838	0.224058	0.0868766	0.0315067	0.099558	0.0513102	0.0410276	0.00791284	0.121555	0.0233571	0.0240783	0.036679	0.00390059	0.174519	0.481096	0.447258	0.00751546	0.00502125	0.0251659	0.062101	0.100195	0.0352295	0.0187853	0.194767	0.277681	0.0816324	0.0317694	0.131282	0.176934	0.0571369	0.00782797	0.690749	0.00971021	0.997903	0.999464	1.00053	1.0021	4.771493
540	-486.1842	-470.8201	-15.36406	891247.4	11.17303	0.12705	0.0239988	0.000534626	0.173978	0.058837	0.0406669	0.151396	0.0469865	0.0547455	0.238541	0.124725	0.0756704	0.0724825	0.0579354	0.0660395	0.0413999	0.106942	0.011164	0.10342	0.0319078	0.00187905	0.114483	0.219277	0.613214	0.0014789	0.00844624	0.0161072	0.137281	0.250933	0.0439591	0.0317244	0.0697714	0.0966795	0.092436	0.0496362	0.151424	0.129086	0.159527	0.00834713	0.322622	0.00818747	0.998654	0.999656	1.00034	1.00135	4.134922
550	-471.3746	-464.0608	-7.313756	437437.5	11.02314	0.0309935	0.0469578	0.000382529	0.138592	0.0426718	0.117038	0.0591363	0.0338959	0.0494178	0.0977764	0.138712	0.0202182	0.0273354	0.0279016	0.0372284	0.0799024	0.0344231	0.00867625	0.0319177	0.0287186	0.00579002	0.160277	0.290978	0.658912	0.0017885	0.00702365	0.0181185	0.055939	0.118386	0.0476712	0.0248624	0.0232478	0.124969	0.0766225	0.0374321	0.0946754	0.166928	0.0405584	0.0125306	0.39207	0.00264679	0.998079	0.999508	1.00049	1.00192	3.413322
560	-465.873	-459.2826	-6.590392	569846.1	14.3145	0.0424369	0.0577977	7.41953e-05	0.222296	0.0283762	0.0761906	0.0352911	0.0463183	0.0247517	0.126037	0.0490822	0.0256728	0.0246136	0.0277236	0.0991205	0.0234869	0.0378326	0.00379405	0.0430725	0.0345401	0.00751753	0.158604	0.119037	0.374029	0.00468769	0.0403954	0.0205379	0.0438765	0.153029	0.0540189	0.101827	0.0103655	0.141714	0.02801	0.11045	0.113513	0.202775	0.0290872	0.0443118	0.491495	0.00253624	0.998317	0.999569	1.00043	1.00168	3.280326
570	-463.8458	-458.2393	-5.606453	258948	13.08287	0.0293965	0.0815819	0.000295829	0.14259	0.0215854	0.101976	0.0657376	0.0355251	0.0164419	0.127563	0.0958254	0.0129521	0.056296	0.0930379	0.03769	0.0503264	0.033475	0.00880988	0.0797557	0.0461443	0.0117399	0.12557	0.142233	0.4842	0.00755109	0.0245922	0.00660941	0.0372177	0.0963527	0.0431236	0.078675	0.00956421	0.165349	0.00755332	0.099895	0.0634037	0.194667	0.00551321	0.0285669	0.439205	0.0422182	0.997503	0.999361	1.00064	1.0025	3.250806
580	-477.0294	-465.1654	-11.86395	760448.7	9.264602	0.0192192	0.0343057	0.00233795	0.170353	0.0701033	0.205042	0.0737098	0.0247367	0.0252207	0.238314	0.0594673	0.00974397	0.0309247	0.121899	0.0213766	0.0422786	0.0452021	0.00764497	0.195005	0.0128859	0.0596293	0.153693	0.114732	0.618399	0.00812657	0.0629099	0.0130167	0.0223277	0.0774813	0.0996044	0.0796383	0.00355337	0.155131	0.0308592	0.165264	0.0576726	0.180693	0.00248534	0.0185075	0.457822	0.0298726	0.998543	0.999627	1.00037	1.00146	3.82119
590	-476.3782	-466.0595	-10.31869	220855.4	13.67553	0.00649166	0.027607	0.00138666	0.126561	0.0244626	0.19895	0.110928	0.0128217	0.0425642	0.0865344	0.0843328	0.00281085	0.030611	0.169678	0.00486855	0.115043	0.0235239	0.0117252	0.0969514	0.00914203	0.0905807	0.12333	0.201342	0.402559	0.0298357	0.0977694	0.00662495	0.0293433	0.0655603	0.0712033	0.162222	0.00418018	0.183751	0.0631957	0.0573406	0.115518	0.220117	0.000969301	0.0199457	0.378612	0.0676657	0.997297	0.999308	1.00069	1.00271	3.578659
600	-474.1903	-468.3929	-5.797373	16461.98	10.37704	0.00260202	0.0134374	0.00141374	0.102843	0.0277585	0.145635	0.120326	0.0051792	0.024768	0.0410364	0.109056	0.00220517	0.0764026	0.318104	0.00392737	0.093184	0.0699644	0.0358565	0.0400015	0.00956906	0.0752619	0.139422	0.177489	0.34979	0.132372	0.152735	0.0122222	0.00642233	0.143084	0.117625	0.0748617	0.00693238	0.0417322	0.0297798	0.0660741	0.0763106	0.0551435	0.0021546	0.0482457	0.249621	0.0529723	0.99011	0.997452	1.00251	1.00992	3.253521
610	-479.8613	-471.0529	-8.808356	27720.88	14.99639	0.00277444	0.0319758	0.00164861	0.0443155	0.0961164	0.135472	0.103501	0.0106742	0.0346276	0.0227053	0.0991885	0.0065611	0.0355949	0.22496	0.0195224	0.070858	0.0602917	0.0158323	0.0192154	0.115942	0.11686	0.174457	0.330867	0.295921	0.142686	0.13523	0.0124041	0.0109997	0.163914	0.117481	0.0286065	0.013298	0.0253631	0.0131684	0.109384	0.0874445	0.100717	0.0021516	0.0611395	0.271475	0.0318602	0.992376	0.99804	1.00194	1.00764	3.397204
620	-483.1847	-474.7611	-8.423555	16488.02	13.90043	0.00601746	0.0283083	0.000701127	0.068667	0.0379937	0.0664087	0.096314	0.0244849	0.0409446	0.0291145	0.14102	0.0152589	0.0434224	0.110336	0.0107561	0.105728	0.0839991	0.0106521	0.0190542	0.130012	0.0550883	0.198677	0.107083	0.567757	0.0413016	0.0746482	0.00673363	0.00145283	0.129858	0.209781	0.025224	0.298928	0.01896	0.0432786	0.0238032	0.0299891	0.122792	0.00159723	0.238871	0.127639	0.0366405	0.990118	0.997454	1.00251	1.00992	3.429298
630	-477.369	-470.5782	-6.79087	5876.49	8.435123	0.00661425	0.0297535	0.000593865	0.258349	0.117437	0.0955454	0.0525506	0.0252021	0.0198377	0.00679487	0.145485	0.0243803	0.142041	0.0460568	0.00389552	0.0550819	0.0637097	0.00524052	0.0226588	0.0891082	0.104715	0.0602793	0.211012	0.343891	0.027824	0.0559232	0.0120293	0.00482156	0.114948	0.11782	0.0490434	0.0958741	0.037309	0.0186816	0.0101003	0.0436768	0.0571983	0.00282903	0.229171	0.309932	0.0418691	0.983468	0.995716	1.00419	1.01663	3.159285
640	-472.2235	-461.514	-10.70946	46748.52	16.27939	0.00372242	0.0278409	0.000161755	0.164006	0.235279	0.121657	0.0615735	0.0899737	0.0280317	0.00865721	0.0786377	0.012917	0.102456	0.102781	0.00572531	0.0427093	0.05798	0.0162943	0.031493	0.119454	0.183886	0.0790595	0.108302	0.395884	0.0321428	0.156831	0.0441076	0.012117	0.0658545	0.0531342	0.063788	0.0550637	0.0268192	0.012967	0.0198505	0.0797394	0.0237981	0.00162453	0.0634362	0.52276	0.124714	0.994127	0.998492	1.0015	1.00589	3.437231
650	-470.3274	-467.5642	-2.763268	191541.9	13.41544	0.00502618	0.0398952	6.27736e-05	0.227269	0.04165	0.112735	0.118166	0.0734221	0.0216519	0.00959534	0.0673384	0.0451824	0.154642	0.132971	0.0215004	0.0468619	0.0138241	0.0377183	0.0626214	0.030049	0.0306559	0.129857	0.115375	0.224191	0.0162326	0.137251	0.013738	0.0299051	0.0749518	0.0764691	0.0599759	0.0298265	0.0416871	0.0291675	0.024667	0.12653	0.00840298	0.00140733	0.0575505	0.459289	0.080732	0.997097	0.999257	1.00074	1.00291	3.030044
660	-474.0265	-463.409	-10.61747	275907.4	15.71854	0.00388575	0.0938255	6.35925e-05	0.165715	0.03695	0.156983	0.0335724	0.0534097	0.0690224	0.0226516	0.0918759	0.0286836	0.161209	0.14353	0.0430578	0.0792533	0.0150345	0.060019	0.0653501	0.0325227	0.0296322	0.186432	0.0954736	0.428549	0.017278	0.14163	0.0116357	0.0237488	0.105811	0.0863019	0.0723286	0.0452337	0.102688	0.0572182	0.0198196	0.0540254	0.00610766	0.00265025	0.0917064	0.494246	0.04058	0.997581	0.999381	1.00062	1.00242	3.46971
670	-482.1993	-472.795	-9.404278	409924.6	9.048379	0.0155181	0.0253349	0.000299489	0.171087	0.059161	0.0376955	0.0831424	0.0453872	0.119576	0.0102164	0.182747	0.0198397	0.114705	0.0694914	0.0952285	0.163196	0.00601737	0.0613124	0.0342861	0.0295407	0.0587533	0.122302	0.12807	0.30353	0.0511992	0.11947	0.00289474	0.0276215	0.083241	0.0915907	0.113451	0.0541749	0.0698831	0.0272447	0.167922	0.103094	0.0190554	0.00120276	0.0846139	0.48271	0.0826341	0.998015	0.999492	1.00051	1.00199	3.53844
680	-481.1186	-467.8443	-13.27426	309064	10.52478	0.0226113	0.034228	0.00128985	0.134561	0.179652	0.0386412	0.0816152	0.146838	0.0960048	0.00592725	0.0691517	0.0128758	0.285136	0.0725334	0.0396513	0.0524748	0.00597322	0.163453	0.0122187	0.0475144	0.098584	0.0595175	0.0522953	0.407366	0.0950059	0.10065	0.00330853	0.0118685	0.0894312	0.150684	0.0973073	0.0644196	0.229817	0.00827904	0.0936333	0.0813029	0.0516382	0.00126884	0.0542007	0.613482	0.104111	0.997714	0.999415	1.00058	1.00229	3.970521
690	-493.2823	-475.0175	-18.26488	669158.7	7.987322	0.0240075	0.0228855	0.000772315	0.133912	0.177239	0.0610644	0.0317292	0.142399	0.0672941	0.0211389	0.118786	0.0113108	0.118307	0.0606291	0.0317384	0.0479316	0.0119792	0.278099	0.0184792	0.103741	0.178908	0.144393	0.0949432	0.561345	0.0257257	0.268663	0.00727404	0.00386175	0.151141	0.267529	0.0592117	0.122075	0.32243	0.00498699	0.0866237	0.059589	0.0164544	0.00115944	0.0197762	0.611245	0.013361	0.998447	0.999603	1.0004	1.00155	4.504141
700	-488.4574	-475.4722	-12.98511	913662.6	8.01252	0.0308985	0.0234173	0.0016487	0.122576	0.204603	0.0986181	0.0453096	0.0610222	0.0724433	0.0185806	0.0345464	0.0071465	0.0514318	0.0375105	0.0493895	0.0640294	0.00867532	0.336682	0.032828	0.215027	0.10899	0.212296	0.231652	0.194839	0.0225651	0.262354	0.022418	0.00503246	0.0981017	0.155957	0.0118631	0.141864	0.233146	0.0518964	0.0748968	0.0317753	0.00756852	0.00883386	0.0104062	0.437177	0.00650829	0.998671	0.99966	1.00034	1.00133	3.846525
710	-482.1708	-471.5284	-10.64243	648093.2	10.72169	0.0216487	0.0221261	0.000888451	0.173861	0.0863457	0.0689148	0.0204453	0.102025	0.0194301	0.016304	0.0188861	0.00618262	0.0444656	0.0871916	0.0643762	0.0544959	0.0288755	0.28151	0.0413039	0.191618	0.126756	0.177762	0.183275	0.231336	0.056335	0.360064	0.209266	0.00217778	0.0556413	0.0654138	0.00603929	0.157361	0.237134	0.0815463	0.0365737	0.0858026	0.00393094	0.0047101	0.0315538	0.253643	0.00212696	0.998422	0.999596	1.0004	1.00158	3.719344
720	-484.8257	-474.6493	-10.17642	722042.2	10.30218	0.0212197	0.0695211	0.00128291	0.172049	0.0427105	0.0537371	0.0336864	0.0854688	0.0147145	0.0381642	0.0180301	0.00402203	0.0208112	0.237022	0.0246433	0.109327	0.0473806	0.0405979	0.0929642	0.203554	0.0930544	0.105881	0.190608	0.149304	0.0509881	0.243637	0.223511	0.0016039	0.0363577	0.0218601	0.00350351	0.126551	0.263988	0.0784055	0.0391484	0.165534	0.00198793	0.00710057	0.0307208	0.50912	0.00109039	0.998505	0.999618	1.00038	1.0015	3.674862
730	-498.5889	-478.7696	-19.81926	62809.07	15.18566	0.036414	0.105979	0.00362095	0.174269	0.0864263	0.151	0.00671202	0.0863868	0.0365573	0.091494	0.0129918	0.00821847	0.0947176	0.0504377	0.0473418	0.124414	0.102643	0.0168448	0.112415	0.0288253	0.0322862	0.0158338	0.204377	0.638239	0.185322	0.180256	0.160475	0.00414318	0.0406601	0.0170772	0.0118039	0.124256	0.281552	0.0800094	0.0642825	0.191878	0.00261297	0.00772393	0.0699997	0.42003	0.00079297	0.994933	0.9987	1.00129	1.00508	4.111318
740	-463.5387	-461.07	-2.468728	79769.5	18.13005	0.022188	0.038262	0.0042774	0.103182	0.0443192	0.0787934	0.00434895	0.100152	0.0333715	0.0804815	0.0118969	0.00385855	0.11823	0.0153046	0.0177271	0.035628	0.0405082	0.00885726	0.0310185	0.0828217	0.0124779	0.0483514	0.0618795	0.374875	0.14151	0.0930534	0.0997968	0.0359457	0.0692173	0.0583854	0.0360131	0.0737855	0.104926	0.0248595	0.0233481	0.164453	0.0057941	0.0105861	0.0459751	0.490375	0.00407404	0.995503	0.998847	1.00115	1.0045	2.85491
750	-466.4803	-461.1594	-5.320875	53259.82	12.06897	0.0194142	0.0549406	0.00385278	0.11175	0.0606635	0.06387	0.0154551	0.106888	0.0723986	0.0962208	0.00984433	0.00215876	0.094394	0.0297372	0.0282368	0.0196145	0.0587352	0.0124144	0.0130714	0.0361	0.0162891	0.0436722	0.124185	0.43968	0.256817	0.110659	0.0764819	0.0323193	0.121473	0.038374	0.067154	0.144341	0.064223	0.00920474	0.0407031	0.198071	0.00479847	0.00178747	0.0611305	0.471229	0.0106556	0.994498	0.998588	1.0014	1.00551	3.243007
760	-484.3487	-476.286	-8.062777	287247.5	11.46639	0.0871082	0.178104	0.00994988	0.0836147	0.142889	0.126324	0.0042408	0.16636	0.10925	0.0445963	0.00608233	0.00238926	0.120217	0.0188957	0.0510639	0.0513345	0.0734915	0.00847891	0.0133455	0.0495677	0.0144208	0.0365761	0.0430098	0.330512	0.117691	0.0887806	0.125523	0.0884656	0.0371357	0.0749154	0.0986123	0.214448	0.0395989	0.0120735	0.0370007	0.121134	0.00428905	0.000731872	0.0841388	0.554156	0.0094163	0.997629	0.999393	1.0006	1.00237	3.479932
770	-498.21	-480.0504	-18.15963	657427.2	8.072867	0.0425301	0.104599	0.0148084	0.161527	0.167806	0.103973	0.00558929	0.21058	0.10925	0.101881	0.0261514	0.00247541	0.299586	0.197447	0.0611582	0.0534345	0.153223	0.0309266	0.01199	0.027324	0.0364521	0.0804197	0.0614189	0.791673	0.0598265	0.364862	0.0877032	0.0316212	0.00658465	0.0557681	0.0900052	0.167807	0.0571407	0.0221154	0.0464354	0.183926	0.00549563	0.000296817	0.0985583	0.357466	0.00352416	0.998433	0.999599	1.0004	1.00157	4.49536
780	-484.7303	-468.8639	-15.86641	350114.1	9.97752	0.0335147	0.035155	0.0828138	0.126551	0.04135	0.154746	0.0101673	0.0971903	0.095545	0.127011	0.0343613	0.0104996	0.165164	0.0964056	0.0279116	0.0413185	0.0635226	0.0123178	0.0495911	0.0367921	0.0260292	0.0430194	0.13738	0.677081	0.150819	0.260665	0.0238242	0.0978206	0.0147381	0.143445	0.0610694	0.133596	0.157855	0.0569509	0.170744	0.0580711	0.00750039	0.000673043	0.0437971	0.625561	0.00707864	0.997853	0.99945	1.00055	1.00215	4.239646
790	-474.1799	-463.8085	-10.37143	583714.3	12.95556	0.0358976	0.0729021	0.0936358	0.131476	0.0450571	0.157284	0.0186105	0.0339643	0.0579159	0.0615653	0.0621542	0.0240089	0.18991	0.122058	0.0302871	0.0146063	0.0401004	0.00749947	0.023739	0.048565	0.102451	0.0881363	0.0376658	0.594539	0.0486004	0.352435	0.0383553	0.0843021	0.0131889	0.136542	0.0928473	0.107018	0.0845277	0.0838963	0.164978	0.11323	0.0121008	0.000301931	0.0282897	0.160716	0.00620444	0.998337	0.999575	1.00042	1.00166	3.621564
800	-473.6862	-463.7456	-9.940611	486011.4	11.73593	0.0420728	0.0540945	0.0711322	0.0999709	0.109478	0.0964104	0.0171579	0.0828471	0.0276903	0.0799111	0.0819521	0.0162125	0.0623493	0.0755486	0.0325635	0.0378788	0.0643271	0.00525088	0.0152829	0.0114395	0.0725484	0.138624	0.0754081	0.421643	0.183995	0.0822005	0.0946788	0.0247252	0.010012	0.29012	0.0435673	0.191123	0.0787246	0.07628	0.0484256	0.0895714	0.0150963	0.00119375	0.152155	0.438886	0.0240454	0.998177	0.999534	1.00047	1.00182	3.636594
810	-464.6306	-468.7232	4.092594	895679.4	17.76632	0.0247681	0.0543559	0.0497216	0.0563478	0.0642307	0.125842	0.0144851	0.0130985	0.00997357	0.0356755	0.0383524	0.0190627	0.0624972	0.069411	0.023764	0.0163526	0.162424	0.00263977	0.0462801	0.0165877	0.0338124	0.165117	0.126791	0.329073	0.0886644	0.106742	0.0320141	0.0196275	0.00648098	0.0493636	0.0355662	0.0388056	0.0809154	0.0480906	0.0541775	0.0523795	0.0202138	0.00111022	0.0511619	0.216258	0.0391357	0.998657	0.999657	1.00034	1.00134	2.501371
820	-469.6592	-463.6555	-6.003705	905220.1	10.99291	0.0414688	0.0245914	0.0473051	0.0604214	0.103466	0.0928028	0.00924773	0.0197342	0.00695385	0.0974033	0.0155977	0.0221755	0.0457582	0.0789528	0.0336473	0.0412051	0.0896459	0.00161601	0.0297244	0.0606236	0.0503594	0.0969756	0.0943569	0.556902	0.0784165	0.0906669	0.0290329	0.0382569	0.0162171	0.0434342	0.10664	0.0496294	0.117098	0.00777932	0.0370122	0.0872601	0.0906959	0.00653637	0.0806788	0.642896	0.0506576	0.998664	0.999658	1.00034	1.00134	3.293844
830	-467.5034	-467.3918	-0.1115947	678295.4	13.21441	0.0364889	0.0108075	0.0428107	0.0807949	0.109915	0.0135716	0.0082874	0.029632	0.018809	0.187689	0.0118071	0.0256752	0.046764	0.0411966	0.0316986	0.0197001	0.0360303	0.00477213	0.0209704	0.0452751	0.041526	0.082722	0.0960636	0.377049	0.0513306	0.0416427	0.0347743	0.0222428	0.0164281	0.100042	0.0863688	0.13277	0.0458079	0.0260822	0.207454	0.0797442	0.0940251	0.0077608	0.119788	0.279369	0.0659854	0.998457	0.999605	1.00039	1.00154	2.831672
840	-466.6322	-459.3145	-7.317697	921940.1	15.67018	0.0529305	0.0111278	0.0248247	0.125634	0.120803	0.0148708	0.0237152	0.0513005	0.019399	0.152417	0.0459144	0.0169726	0.0608335	0.0521044	0.0433309	0.00670052	0.0236132	0.00128979	0.015921	0.0204112	0.0500666	0.244206	0.110341	0.315442	0.0434813	0.0623998	0.0566313	0.0844205	0.0302339	0.071494	0.0264455	0.113722	0.0853034	0.0183491	0.117216	0.087162	0.149288	0.00466429	0.0888116	0.512825	0.105779	0.998676	0.999662	1.00034	1.00132	3.262396
850	-469.3223	-458.7999	-10.52237	481190.4	8.208844	0.0633188	0.0102432	0.0331229	0.137138	0.0860187	0.045199	0.0600697	0.0418872	0.0287145	0.0458441	0.0838104	0.025557	0.191109	0.0867392	0.0344544	0.0103291	0.0266503	0.00289661	0.0116052	0.00951664	0.036136	0.0893721	0.0383595	0.313526	0.0551591	0.0476169	0.0209747	0.095378	0.0886931	0.183675	0.128854	0.220054	0.0452364	0.02131	0.259143	0.0908452	0.146154	0.0104167	0.142222	0.460724	0.0425665	0.998168	0.999531	1.00047	1.00183	3.57064
860	-465.181	-459.7447	-5.43637	374659.8	11.57513	0.0369366	0.0174628	0.0534388	0.156143	0.100389	0.0488564	0.0352079	0.0485981	0.0387993	0.0354839	0.0981566	0.0292098	0.123671	0.056419	0.0336944	0.00660099	0.0342681	0.00229517	0.00889366	0.00661444	0.0239558	0.104188	0.0386093	0.429228	0.0481101	0.0359159	0.0282958	0.0446514	0.0774173	0.0853866	0.17754	0.127592	0.0421668	0.00938497	0.134161	0.0365374	0.0971144	0.0180251	0.0387524	0.555452	0.128269	0.997924	0.999469	1.00053	1.00208	3.251893
