Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
710	-813.8074	-794.4106	-19.3968	773388.6	5.489116	0.355843	0.248708	0.0425607	0.298636	0.0329856	0.38877	0.080962	0.0111445	0.00172543	0.0568297	0.0423945	0.0415972	0.0155115	0.0816509	0.0206497	0.912988	0.367059	0.554176	0.300628	0.0162875	0.00508172	0.998555	0.99963	1.00037	1.00145	3.876188
720	-817.5467	-795.2004	-22.34622	749069.5	5.834407	0.441873	0.170418	0.0594941	0.860515	0.0930647	0.353384	0.0413243	0.00540314	0.00339592	0.0429649	0.0678802	0.0503256	0.0166561	0.056274	0.00633087	0.54358	0.575352	0.650135	0.259835	0.0606412	0.00120491	0.998532	0.999624	1.00037	1.00147	4.360053
730	-818.0728	-792.3142	-25.75857	552030.8	5.018509	0.399528	0.244209	0.12388	0.397367	0.31748	0.393924	0.086668	0.00164658	0.00627053	0.0986036	0.0709778	0.0409985	0.0192956	0.069073	0.00922195	0.76082	0.726934	1.029	0.2809	0.073501	0.00071711	0.99829	0.999563	1.00044	1.00171	5.151015
740	-818.1296	-792.1034	-26.02626	853744.6	3.796617	0.41088	0.134211	0.0776424	0.394211	0.443496	0.325176	0.0638986	0.0031668	0.00324212	0.0703589	0.126855	0.0413228	0.0230493	0.0708071	0.025643	1.46563	0.32713	0.575356	0.456029	0.36156	0.000674813	0.998625	0.999648	1.00035	1.00138	5.400336
750	-814.4071	-791.3285	-23.07863	886976.7	4.72684	0.438486	0.21223	0.210179	0.344114	0.432042	0.345243	0.0448502	0.00831308	0.00137563	0.0880867	0.0682504	0.0480277	0.0286556	0.0700772	0.0215331	1.22705	0.10848	0.447849	0.314923	0.185796	0.00266431	0.998651	0.999655	1.00034	1.00135	4.648225
760	-816.8314	-792.4928	-24.33864	516476.8	3.277897	0.544409	0.148177	0.305128	0.226366	0.293045	0.364285	0.0470919	0.0315687	0.00180947	0.0823443	0.0894169	0.0377919	0.0097294	0.0514086	0.0664686	0.570176	0.187416	0.957003	0.325539	0.490418	0.000962837	0.998232	0.999548	1.00045	1.00177	4.830555
770	-814.1999	-791.76	-22.4399	513736.7	4.011584	0.427945	0.11412	0.166482	0.132981	0.17956	0.256067	0.0377039	0.0101387	0.00494446	0.0520373	0.0757302	0.0560757	0.040499	0.024715	0.0670848	0.873945	0.163269	1.07394	0.27598	0.460568	0.000760167	0.998227	0.999546	1.00045	1.00177	4.494548
780	-814.3658	-794.9585	-19.40727	433074.6	4.400829	0.451187	0.157439	0.174805	0.0658939	0.376113	0.357789	0.0415842	0.00531201	0.0165507	0.0182056	0.0704698	0.0502993	0.0325715	0.0324606	0.104365	0.502017	0.124255	0.504651	0.400526	0.344498	0.00113197	0.998069	0.999506	1.00049	1.00193	3.832123
790	-812.518	-792.6832	-19.83478	526975.5	4.677012	0.365311	0.14905	0.0565338	0.0860416	0.275589	0.528778	0.015759	0.00305189	0.00801913	0.0448683	0.028999	0.0383185	0.0277796	0.0218173	0.0319502	0.845613	0.0674354	0.511306	0.443014	0.407634	0.00185208	0.99825	0.999552	1.00045	1.00175	3.958721
800	-815.1975	-796.1259	-19.07161	561338.7	4.606051	0.512631	0.0568705	0.0331895	0.0828705	0.394436	0.429029	0.0402835	0.00523511	0.0121789	0.0688406	0.0236564	0.0334405	0.0122688	0.0448672	0.0281427	1.03665	0.0439889	0.215641	0.407473	0.304167	0.00154172	0.998304	0.999566	1.00043	1.0017	3.787397
810	-811.8012	-792.7552	-19.046	499984.1	7.687936	0.340496	0.0761468	0.0534416	0.103642	0.208007	0.435423	0.0353082	0.00380928	0.00480178	0.107701	0.0226283	0.055172	0.0276855	0.0379659	0.0424256	0.71382	0.0829142	0.548695	0.262451	0.420587	0.0018297	0.998203	0.99954	1.00046	1.0018	3.58495
820	-817.8672	-795.8875	-21.97972	927453.9	4.100224	0.466553	0.151717	0.137313	0.417219	0.268033	0.262961	0.0595537	0.00303913	0.00438611	0.0943549	0.0461708	0.0319895	0.108041	0.00960404	0.0828422	1.08551	0.110575	0.266804	0.396971	0.383868	0.00526026	0.99868	0.999663	1.00034	1.00132	4.392762
830	-816.9959	-793.2044	-23.79152	912130	3.799628	0.257327	0.238405	0.271556	0.987138	0.069046	0.382534	0.0617525	0.00188468	0.00188481	0.0801243	0.0850021	0.0503616	0.09015	0.0217055	0.045526	0.659627	0.0689431	0.762967	0.284792	0.382023	0.0093861	0.998669	0.99966	1.00034	1.00133	4.812134
840	-815.9138	-791.9602	-23.95362	982466	3.861027	0.405113	0.236953	0.073019	0.901443	0.297198	0.284492	0.0427236	0.00118817	0.000439443	0.0783038	0.0563366	0.0510459	0.0958312	0.0275831	0.0578251	1.23751	0.0500604	0.560635	0.0527503	0.332782	0.0183683	0.998718	0.999672	1.00033	1.00128	4.861601
850	-816.3497	-793.2817	-23.06806	324288.2	5.135725	0.473569	0.106448	0.0240194	0.907473	0.208992	0.435632	0.0326239	0.000487386	0.000299374	0.0586368	0.0173812	0.0253846	0.138863	0.0166519	0.0268405	0.864245	0.0216526	0.498078	0.0229165	0.70148	0.017736	0.997769	0.999429	1.00057	1.00223	4.599412
860	-813.2835	-791.1203	-22.16325	135621.1	3.749949	0.364047	0.069599	0.0347378	0.717422	0.0818424	0.348088	0.0694741	0.000412705	0.000949428	0.0737077	0.0185497	0.0189605	0.0983045	0.015988	0.0141768	1.40929	0.0116501	0.568014	0.0324493	0.413357	0.00960101	0.996551	0.999116	1.00088	1.00345	4.370622
870	-815.4802	-794.3087	-21.17145	15943.1	6.582003	0.440627	0.0571503	0.0510876	0.60335	0.147648	0.28851	0.0939976	0.00115262	0.000697791	0.0415702	0.0623573	0.0329123	0.0757254	0.0188995	0.0108782	1.15069	0.00239652	0.548752	0.019405	0.374625	0.0258651	0.989951	0.997411	1.00255	1.01008	4.048301
880	-814.9968	-793.6974	-21.29944	33088.04	4.440789	0.599852	0.0742052	0.283851	0.351659	0.169949	0.526862	0.0543519	0.0044039	0.00122139	0.0459981	0.0169777	0.091289	0.0855139	0.0201821	0.00531586	0.879013	0.00605094	0.578649	0.0291578	0.433196	0.00697394	0.993021	0.998207	1.00178	1.007	4.264673
890	-817.6249	-795.8216	-21.80335	117542.5	5.511829	0.359627	0.199244	0.252201	0.296664	0.381554	0.363783	0.107164	0.0120688	0.000692698	0.0892364	0.0105817	0.0686396	0.120755	0.00600492	0.00329319	1.36197	0.00518683	0.542353	0.0248357	0.103933	0.00195399	0.996295	0.999051	1.00094	1.00371	4.31174
900	-818.5432	-794.7642	-23.77894	228689.2	4.084223	0.404636	0.202115	0.281888	0.446437	0.162726	0.550156	0.0600861	0.0247577	0.000328603	0.0431378	0.0147718	0.0842566	0.0776311	0.0035722	0.00374011	1.54681	0.00596179	0.559791	0.0316804	0.323324	0.00337096	0.997343	0.99932	1.00068	1.00266	4.831179
910	-818.0302	-797.1114	-20.91878	576767.8	5.058924	0.52489	0.0465218	0.401694	0.279022	0.291223	0.54897	0.0756118	0.0161945	0.000679038	0.0671281	0.00954404	0.0578131	0.113316	0.00956521	0.00179049	0.910372	0.00567341	0.521341	0.0255603	0.27178	0.00618832	0.998327	0.999572	1.00043	1.00167	4.18488
920	-822.9842	-795.0667	-27.91748	499483.9	5.615647	0.300922	0.0411799	0.633838	0.8417	0.19361	0.451557	0.131787	0.00661441	0.00131924	0.039348	0.0735812	0.0269435	0.0553965	0.0492132	0.0047731	2.05249	0.00543159	0.350349	0.0413603	0.0800745	0.00539092	0.998202	0.99954	1.00046	1.0018	5.386877
930	-815.5145	-791.5031	-24.01131	401275	3.599268	0.260192	0.105537	0.765155	0.865935	0.124046	0.293989	0.0432501	0.00593824	0.000785131	0.0522961	0.0194129	0.0505325	0.0724509	0.24846	0.0164101	1.31577	0.0103962	0.289975	0.0239634	0.268923	0.00271915	0.997994	0.999487	1.00051	1.00201	4.836138
940	-822.4318	-797.9312	-24.50056	527254	4.94614	0.474188	0.0297979	0.781669	0.356164	0.21014	0.375739	0.0492878	0.00410903	0.000772412	0.148576	0.0646053	0.0546273	0.12837	0.765354	0.0183103	0.896212	0.0299752	0.372827	0.0140217	0.121843	0.0167076	0.99825	0.999552	1.00045	1.00175	4.913296
950	-824.3032	-795.6226	-28.68058	859264.8	2.865201	0.33125	0.0311789	0.554908	0.371556	0.332853	0.24154	0.0512101	0.00080612	0.00250101	0.12364	0.156351	0.0251742	0.106899	0.881092	0.00362663	2.165	0.0222595	0.52803	0.0108194	0.134015	0.00957734	0.998629	0.999649	1.00035	1.00137	6.084286
960	-815.4346	-790.6054	-24.82924	762189.3	4.141793	0.618687	0.0435842	0.450392	0.600392	0.477834	0.182252	0.0814074	0.000444008	0.00714871	0.0368358	0.0322828	0.0298131	0.0970547	0.311967	0.00692075	1.39074	0.026715	0.380618	0.0217239	0.272665	0.0163252	0.998544	0.999628	1.00037	1.00146	5.085803
970	-819.0629	-796.4348	-22.62809	923647.2	5.095281	0.519435	0.0467557	0.302775	0.0955178	0.530342	0.352605	0.0620888	0.00160335	0.0102952	0.099393	0.0536188	0.0483994	0.0782745	0.91628	0.016658	0.868284	0.0880534	0.315974	0.0204294	0.0839005	0.00789067	0.998678	0.999662	1.00034	1.00132	4.518574
980	-820.7785	-796.3098	-24.46865	671741.8	2.933095	0.530134	0.0754715	0.217028	0.0381652	0.504432	0.653091	0.146224	0.00476475	0.00385165	0.0514586	0.0410935	0.0327961	0.0696244	0.324483	0.0592173	1.18586	0.0492616	0.552045	0.0197585	0.107749	0.00398423	0.99845	0.999603	1.0004	1.00155	4.670498
990	-820.0421	-798.6676	-21.37454	830649.4	3.659205	0.4182	0.135139	0.297414	0.0787695	0.572558	0.305824	0.0454049	0.00354271	0.00965059	0.0197105	0.0399875	0.0655683	0.121698	0.152217	0.0941278	0.672036	0.0299202	0.927639	0.0273418	0.102188	0.00890658	0.998606	0.999643	1.00036	1.0014	4.127843
1000	-823.0684	-795.5076	-27.5608	419584.4	3.36221	0.289662	0.252566	0.625304	0.555487	0.362503	0.424555	0.0594718	0.00228165	0.0147672	0.0270956	0.0937203	0.0186026	0.0538532	0.153451	0.0621521	2.05163	0.0182369	0.662468	0.0312803	0.0480049	0.0142852	0.998038	0.999498	1.0005	1.00196	5.821375
1010	-824.3306	-794.747	-29.58361	947821	2.543494	0.350981	0.194867	0.452951	0.0765613	0.817901	0.648577	0.0277069	0.00291887	0.0222796	0.0264342	0.0682313	0.0449045	0.0943457	0.787613	0.0656707	1.89973	0.0228712	0.497845	0.0660992	0.0432534	0.0391008	0.998695	0.999666	1.00033	1.00131	6.250845
1020	-819.6336	-793.9632	-25.67038	685146.6	3.230597	0.60851	0.142407	0.444572	0.0691675	0.34994	0.465128	0.0624349	0.00124871	0.0219505	0.0180641	0.0260069	0.0501252	0.080778	0.472882	0.0664678	1.62041	0.0145482	0.55054	0.0527446	0.0392448	0.0647838	0.998465	0.999607	1.00039	1.00154	5.221954
1030	-828.5269	-797.8462	-30.68064	549026	2.718406	0.431259	0.0666333	0.508994	0.0197097	0.474572	1.04667	0.043545	0.00261879	0.00509661	0.0242639	0.075257	0.0864185	0.101083	0.550169	0.0450665	2.37654	0.0557281	0.695808	0.0540091	0.0375108	0.0521482	0.998285	0.999561	1.00044	1.00172	6.753102
1040	-824.1737	-795.3133	-28.86034	617121.1	3.399242	0.334204	0.06875	0.759321	0.0396968	1.20368	0.352731	0.0679023	0.0279721	0.00394715	0.0159416	0.0636855	0.0559127	0.0418078	0.271069	0.0131075	1.37568	0.0316904	1.17614	0.0884373	0.164979	0.0490967	0.998382	0.999586	1.00041	1.00162	6.205752
1050	-833.9791	-800.2374	-33.74167	140718.8	4.540009	0.0954233	0.0640467	0.651338	0.0336732	0.978122	0.288724	0.0198575	0.0172223	0.00435262	0.00745454	0.0284331	0.0432928	0.139146	0.254262	0.0249928	1.71916	0.0224568	2.38863	0.0120987	0.179012	0.0381849	0.996614	0.999132	1.00086	1.00339	7.009883
1060	-820.6834	-795.7077	-24.97567	656903.4	4.671373	0.236968	0.138542	0.667696	0.0147779	0.910877	0.327083	0.0280651	0.0220973	0.00125762	0.034733	0.0819474	0.0321514	0.187573	0.517191	0.0487274	0.53892	0.0618065	0.98631	0.0224592	0.146111	0.053534	0.998432	0.999599	1.0004	1.00157	5.058828
1070	-817.5769	-795.6845	-21.89239	391348.9	5.472025	0.424904	0.166008	0.21669	0.0164393	0.206688	0.113471	0.0294009	0.0280923	0.00156996	0.0254452	0.0303619	0.0429511	0.864816	0.395583	0.0426543	0.586231	0.0361973	0.859895	0.0240264	0.146321	0.0752694	0.997969	0.99948	1.00052	1.00203	4.333015
1080	-817.9706	-794.6016	-23.36897	898842.2	4.910907	0.321686	0.0733944	0.232309	0.0317055	0.272	0.11424	0.0613237	0.019818	0.00138546	0.0172621	0.0618107	0.0765187	0.234684	0.973231	0.0391633	0.162602	0.030325	1.59536	0.0184185	0.269272	0.0824789	0.99866	0.999657	1.00034	1.00134	4.688987
1090	-824.382	-797.2421	-27.13992	671282.2	5.363409	0.8475	0.113667	0.201046	0.0214828	0.240107	0.510308	0.0622483	0.0365168	0.00223865	0.0217685	0.0832274	0.0673903	0.299014	0.998855	0.0505074	0.133642	0.0533378	1.19231	0.019949	0.308247	0.0613483	0.998449	0.999603	1.0004	1.00155	5.324709
1100	-825.9585	-800.6429	-25.31563	381419.6	4.059558	0.433973	0.041916	0.232087	0.0194064	0.3988	0.641636	0.0375437	0.0462354	0.000399922	0.0546179	0.0856693	0.061403	0.238145	1.26867	0.0272672	0.24618	0.0462416	0.798257	0.0788008	0.362965	0.088736	0.997943	0.999474	1.00052	1.00206	5.20895
1110	-821.13	-796.4506	-24.6794	978759.8	3.83356	0.493059	0.0188913	0.171165	0.0445878	0.351157	0.621961	0.139216	0.031304	0.00415848	0.0638915	0.123926	0.0201536	0.230691	0.651794	0.0156926	0.675814	0.0257937	0.829171	0.0253602	0.427751	0.0825418	0.998715	0.999672	1.00033	1.00129	5.04808
1120	-816.6335	-794.6546	-21.97886	962043.7	4.672152	0.397166	0.0140186	0.160403	0.039662	0.384466	0.336444	0.0906321	0.0391343	0.00636744	0.0755943	0.0743104	0.05522	0.111584	0.914329	0.0306036	0.912998	0.0411269	0.271924	0.0572631	0.37004	0.0339931	0.998704	0.999669	1.00033	1.0013	4.417279
1130	-816.0423	-796.0998	-19.94252	777745.3	5.769397	0.395684	0.00341372	0.325042	0.0328832	0.194086	0.336975	0.0560541	0.0103861	0.00255647	0.0799815	0.0329605	0.0411193	0.0737463	0.760161	0.0298762	0.76423	0.0401064	0.539487	0.078246	0.13642	0.0206063	0.998559	0.999631	1.00037	1.00144	3.954022
1140	-814.1858	-790.9667	-23.21908	758776.5	5.433928	0.395607	0.00122005	0.434013	0.125076	0.355442	0.228153	0.0305848	0.0167546	0.00066861	0.0674687	0.0690169	0.0183857	0.0463067	1.1239	0.0153221	0.476033	0.0269329	0.799076	0.0558124	0.229932	0.0662394	0.998541	0.999627	1.00037	1.00146	4.581945
1150	-810.2433	-789.455	-20.78829	516311.8	5.414725	0.507673	0.0014968	0.138744	0.165936	0.327574	0.428371	0.0142701	0.00818707	0.000806493	0.122498	0.0742827	0.0179786	0.0328068	0.655305	0.0161102	0.572678	0.0207966	0.32469	0.0917943	0.506378	0.107876	0.998232	0.999548	1.00045	1.00177	4.136252
1160	-811.105	-792.7537	-18.35134	954833.7	5.560066	0.371254	0.0066684	0.299668	0.271588	0.162437	0.316725	0.00881986	0.0149658	0.000966047	0.114853	0.105849	0.0394823	0.0151536	0.630615	0.038435	0.245772	0.00569818	0.384587	0.0443995	0.534418	0.0722952	0.998699	0.999667	1.00033	1.0013	3.68465
1170	-812.1267	-792.4464	-19.68026	879564.8	5.127198	0.423427	0.0599304	0.380667	0.218488	0.226613	0.284463	0.0145608	0.0109038	0.00120896	0.0727127	0.0747298	0.0600787	0.0265119	0.26961	0.111639	0.31356	0.00672335	0.909982	0.0314919	0.393425	0.0491108	0.998645	0.999654	1.00035	1.00136	3.939836
1180	-814.5044	-792.1602	-22.34424	438315.4	5.69977	0.694939	0.0417473	0.256597	0.345115	0.126605	0.606678	0.0103085	0.0110758	0.00074005	0.0808637	0.0555818	0.0663356	0.0195222	0.134769	0.0896613	0.50177	0.0078455	0.949073	0.0170836	0.241067	0.124024	0.998081	0.999509	1.00049	1.00192	4.381402
1190	-816.7693	-789.3164	-27.45289	830706.7	4.207419	0.675635	0.119742	0.18724	0.755248	0.151427	0.489638	0.0373574	0.00557706	0.000345167	0.0732557	0.0371634	0.0405789	0.0554136	0.0997854	0.107965	1.52838	0.00759023	0.914087	0.0522465	0.322429	0.0442925	0.998606	0.999643	1.00036	1.00139	5.705399
1200	-813.587	-791.5319	-22.05513	889017.8	5.208309	0.383152	0.093763	0.0936796	0.523994	0.490199	0.471566	0.066939	0.00982921	0.000663138	0.0840272	0.0333356	0.0755432	0.0421016	0.221615	0.0653681	0.869298	0.00783441	0.379284	0.051962	0.408019	0.0224541	0.998652	0.999655	1.00034	1.00135	4.394629
1210	-810.2903	-788.3293	-21.96098	900314.2	5.438762	0.517067	0.0763958	0.0420412	0.428038	0.161054	0.364977	0.0591869	0.0053782	0.000480083	0.0470189	0.090962	0.0554998	0.0215857	0.239966	0.0635026	1.02108	0.0150715	0.759063	0.0441502	0.321811	0.01548	0.998661	0.999658	1.00034	1.00134	4.349808
1220	-810.4878	-789.2655	-21.22229	694171.2	5.27135	0.400655	0.105935	0.0168118	0.2558	0.166084	0.378643	0.0378685	0.00238286	0.000806095	0.0792537	0.044048	0.0220901	0.0228231	0.165594	0.0612714	0.663009	0.0109662	1.13104	0.0727137	0.540986	0.0508389	0.998475	0.99961	1.00039	1.00153	4.229617
1230	-824.5979	-799.1519	-25.44598	548457.7	3.481035	0.616227	0.0217401	0.00862004	0.778043	0.528983	0.81299	0.03753	0.00246085	0.000773664	0.149029	0.0563555	0.0186914	0.00744171	0.147401	0.0513927	0.379129	0.0112733	1.18407	0.0642272	0.271436	0.0700182	0.998284	0.999561	1.00044	1.00172	5.217831
1240	-819.5144	-795.8651	-23.64927	732008.4	4.228882	0.684906	0.0169272	0.00757568	0.667327	0.228433	0.554656	0.030513	0.00393631	0.00115651	0.0389405	0.104187	0.0351654	0.0241656	0.180383	0.027446	0.489733	0.00231777	1.53173	0.0164983	0.0889603	0.0662948	0.998515	0.99962	1.00038	1.00149	4.801256
1250	-821.4543	-796.5954	-24.8589	431282.4	3.322518	0.506148	0.0149454	0.00526143	0.434585	0.496551	0.444566	0.0206642	0.0026551	0.00111505	0.0594417	0.0564528	0.0407605	0.00793347	0.219596	0.0329805	0.596148	0.0138186	1.85666	0.0187473	0.105169	0.0708368	0.998065	0.999505	1.00049	1.00194	5.005041
1260	-817.8578	-792.0525	-25.80535	65864.62	3.751239	0.338109	0.00769533	0.0279565	0.517042	0.530747	0.342206	0.0567071	0.0033343	0.000806843	0.0604116	0.0752406	0.0418067	0.0140844	0.697407	0.117857	0.795033	0.0329429	1.54552	0.0185551	0.0925868	0.0258303	0.995051	0.998731	1.00126	1.00496	5.341881
1270	-811.7587	-787.7216	-24.03711	145256.5	3.988652	0.524313	0.00958187	0.0509808	0.72931	0.183569	0.592886	0.0591167	0.000801508	0.00198957	0.0430636	0.0660332	0.0904204	0.0103957	0.575197	0.57071	0.437303	0.0126936	0.813603	0.0563849	0.0453062	0.0181333	0.996667	0.999146	1.00085	1.00334	4.891792
1280	-815.6445	-791.881	-23.76357	683222.4	3.515787	0.588758	0.0311299	0.07864	0.565451	0.277969	0.460728	0.0911564	0.00057979	0.000626252	0.0596767	0.0836672	0.0250724	0.0345433	0.739167	0.212597	0.805303	0.0137056	0.570889	0.0377896	0.0447543	0.0228812	0.998463	0.999607	1.00039	1.00154	4.745083
1290	-815.2393	-793.5553	-21.68409	486411.5	4.919414	0.450096	0.047947	0.120236	0.53373	0.231011	0.680601	0.0622364	0.000687511	0.00165169	0.0431554	0.032475	0.0084047	0.0788259	0.481171	0.213148	0.422173	0.0149644	0.726222	0.0490674	0.0915005	0.0561202	0.998178	0.999534	1.00046	1.00182	4.345424
1300	-811.3372	-790.4567	-20.88047	698266.7	4.430259	0.381116	0.0542398	0.0679776	0.56329	0.29915	0.394834	0.0721082	0.000539331	0.00548382	0.0654221	0.0527686	0.00999971	0.0294544	0.624313	0.636743	0.400389	0.0217596	0.347624	0.0236424	0.0655476	0.0530603	0.998479	0.999611	1.00039	1.00152	4.169462
1310	-815.5393	-792.2443	-23.29502	220922.1	4.401251	0.447323	0.0730704	0.116428	0.486225	0.354676	0.382745	0.0585814	0.000572869	0.000759558	0.0659416	0.0501448	0.0186194	0.00720145	0.795078	0.453166	0.597815	0.0560792	0.552186	0.0420742	0.0663243	0.0905095	0.997297	0.999308	1.00069	1.00271	4.715521
1320	-812.0552	-790.1338	-21.92135	376912.6	4.865884	0.556002	0.0986332	0.0958755	0.614892	0.22709	0.493802	0.0582918	0.00107897	0.000880548	0.069057	0.0569572	0.0092917	0.00825157	0.385281	0.716533	0.550881	0.107719	0.259892	0.0243148	0.029171	0.0330761	0.99793	0.99947	1.00053	1.00207	4.396971
1330	-807.6519	-787.3795	-20.27238	462697.4	4.837864	0.462893	0.102049	0.0562461	0.533621	0.103096	0.475044	0.0162493	0.0032993	0.00109198	0.0614128	0.0815183	0.00909984	0.00701701	0.625453	0.577571	0.500594	0.0918135	0.237047	0.031749	0.0236429	0.0571722	0.998132	0.999522	1.00048	1.00187	4.05768
1340	-809.2131	-789.2402	-19.97295	530160.9	4.294863	0.340457	0.0800087	0.124286	0.733629	0.0527802	0.279915	0.010787	0.00593584	0.00221122	0.0675696	0.0491685	0.0208886	0.0301564	0.738443	0.276073	0.580643	0.102959	0.31399	0.0194421	0.02273	0.0920677	0.998255	0.999554	1.00045	1.00175	3.944141
1350	-821.7986	-797.459	-24.33965	497978.3	2.980296	0.687422	0.142422	0.0751516	0.846639	0.0298027	0.449081	0.0312174	0.0163934	0.00615886	0.0545207	0.0333248	0.0873305	0.0229529	0.722616	0.411365	0.452233	0.121883	0.310928	0.0302635	0.0155175	0.11534	0.998199	0.999539	1.00046	1.0018	4.662564
1360	-818.5459	-799.746	-18.79987	554618.8	5.672117	0.418136	0.0619076	0.066733	0.666297	0.0487404	0.310907	0.0547392	0.00724258	0.0161411	0.087876	0.0205298	0.0576811	0.020153	0.53067	0.530799	0.479487	0.08476	0.0579945	0.0614913	0.0188398	0.15973	0.998294	0.999564	1.00044	1.00171	3.760855
1370	-819.0869	-795.7054	-23.38151	549400.5	3.576629	0.53434	0.143204	0.0953151	0.455367	0.0844239	0.284249	0.0253105	0.00599955	0.0127482	0.0879369	0.0260139	0.0551385	0.014297	0.537936	1.53352	0.512768	0.123336	0.0543872	0.0072177	0.0280699	0.0332962	0.998286	0.999561	1.00044	1.00172	4.65488
1380	-825.5497	-801.0684	-24.48131	263593.1	4.450229	0.362632	0.0273875	0.108787	1.00824	0.031642	0.239864	0.099496	0.00761937	0.00626345	0.0972652	0.0405762	0.0656832	0.0309711	1.23306	0.944631	0.423623	0.0951791	0.0530923	0.0158345	0.0614739	0.0268881	0.997525	0.999367	1.00063	1.00248	4.980213
1390	-817.3459	-793.4702	-23.87573	303342.9	6.882732	0.55822	0.031554	0.173524	0.718006	0.0916211	0.288365	0.0589675	0.00722317	0.00140646	0.0946256	0.0686298	0.0934541	0.140201	0.464447	0.746828	0.46379	0.163334	0.0223798	0.0123301	0.144172	0.0488215	0.997693	0.99941	1.00059	1.00231	4.3919
1400	-813.2362	-791.2126	-22.02366	790711.7	5.926642	0.42075	0.025826	0.177387	0.664173	0.117419	0.230037	0.0418919	0.00298181	0.0117596	0.0297512	0.0524596	0.0708133	0.0356638	0.474395	0.706986	0.574583	0.159371	0.0509187	0.00346262	0.386802	0.0528049	0.998571	0.999635	1.00036	1.00143	4.290237
1410	-816.1349	-795.8173	-20.31757	423021.6	4.462885	0.667831	0.0195432	0.143006	0.223831	0.202528	0.232388	0.0536058	0.0102372	0.0328842	0.0268479	0.0421217	0.046101	0.0404063	0.448824	0.582078	0.324456	0.34909	0.051803	0.00147029	0.442123	0.10474	0.998046	0.9995	1.0005	1.00196	4.045916
1420	-813.3413	-794.9511	-18.39022	969536.8	5.140893	0.444366	0.00990823	0.139915	0.278473	0.211841	0.247811	0.0276214	0.00331737	0.0114685	0.0459809	0.0332596	0.040545	0.0264197	0.497839	0.514919	0.346238	0.229692	0.051803	0.00222313	0.415841	0.109285	0.998709	0.99967	1.00033	1.00129	3.688768
1430	-813.1257	-791.693	-21.43265	989077	4.493039	0.568783	0.00916613	0.120974	0.374355	0.415253	0.302539	0.0621469	0.00548433	0.00494847	0.0756092	0.0262804	0.0264581	0.0126	1.02191	0.260093	0.434407	0.0919587	0.0637029	0.00140545	0.373182	0.0458125	0.998722	0.999673	1.00033	1.00128	4.297073
1440	-820.7778	-796.3907	-24.38713	815183.8	4.193554	0.426413	0.0119271	0.328805	0.528874	0.548864	0.411639	0.0154331	0.00427288	0.00917831	0.0575353	0.0205807	0.0139988	0.013832	0.893422	0.27756	0.578363	0.0922288	0.0495812	0.000976604	0.591002	0.102842	0.998593	0.99964	1.00036	1.00141	4.977328
1450	-817.8569	-789.3323	-28.52458	946772.6	2.86472	0.445048	0.0618816	0.169644	1.04476	0.283018	0.374266	0.0639665	0.00529446	0.00554667	0.148198	0.0665078	0.0266994	0.02849	1.18543	0.952075	0.315165	0.0437009	0.034128	0.00058274	0.715864	0.0593868	0.998694	0.999666	1.00033	1.00131	6.029657
1460	-814.2205	-790.8494	-23.37109	269279	4.034828	0.397154	0.130493	0.223119	0.262334	0.187412	0.234719	0.0450306	0.0110429	0.00341116	0.0728194	0.122507	0.0393595	0.0572758	0.735349	0.681142	0.290222	0.0580241	0.0303121	0.00169599	1.13435	0.0105849	0.997552	0.999373	1.00062	1.00245	4.728359
1470	-810.8309	-790.2423	-20.58862	359787.3	6.863459	0.385903	0.0930639	0.052339	0.390904	0.122366	0.355534	0.0237182	0.0116015	0.00346455	0.0736037	0.0978481	0.0344485	0.0656608	0.574943	0.266549	0.414531	0.0283208	0.0537512	0.00425001	0.848199	0.016285	0.997882	0.999458	1.00054	1.00212	3.917285
1480	-820.5745	-796.2801	-24.29437	604907	7.630367	0.345023	0.0946534	0.0494904	0.488729	0.132609	0.58431	0.0236784	0.00583666	0.0086765	0.0797419	0.135869	0.101902	0.0499988	0.5494	0.0907506	0.645959	0.0256955	0.0894796	0.00552109	0.758089	0.0152344	0.998366	0.999582	1.00042	1.00163	4.280647
1490	-819.2165	-797.17	-22.04649	421939.1	4.360107	0.387318	0.126529	0.0680608	0.267444	0.394999	0.462211	0.00646604	0.00779454	0.0054408	0.0591181	0.0907076	0.167212	0.0929276	0.761936	0.155026	0.343048	0.0705869	0.0247073	0.0222831	0.880594	0.0359092	0.998044	0.9995	1.0005	1.00196	4.430318
1500	-817.3528	-792.9206	-24.43212	921928.1	5.483604	0.604473	0.0353579	0.0749726	0.493822	0.556547	0.322581	0.00440933	0.00629963	0.000953828	0.0956852	0.0920698	0.081135	0.309496	0.317202	0.393451	0.450994	0.093607	0.0271362	0.0252846	0.763626	0.0455821	0.998676	0.999662	1.00034	1.00132	4.794688
