Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
46180	-388.3527	-386.5502	-1.802495	699057.2	13.52474	0.180995	0.0361038	0.0375421	0.0429125	0.0672067	0.123093	0.032076	0.00480456	0.0329606	0.00693243	0.0163505	0.0504582	0.0470932	0.08603	0.0837496	0.0339932	0.0772153	0.00207583	0.0525586	0.0438742	0.0127735	0.0337636	0.00819283	0.126795	0.0563719	0.0491456	0.148426	0.0173912	0.218717	0.00866083	0.062797	0.0739522	0.584187	0.99848	0.999611	1.00039	1.00152	2.459199
46190	-397.4614	-391.0109	-6.450497	396735	11.35123	0.140642	0.0678194	0.0789729	0.0268638	0.0190648	0.301664	0.102885	0.00947365	0.05509	0.00587571	0.0279514	0.15602	0.0521004	0.130553	0.0178121	0.0154	0.0476796	0.00108209	0.0373194	0.0568174	0.00982512	0.0583282	0.00347295	0.139293	0.0731372	0.0239917	0.252736	0.0228108	0.197427	0.0153121	0.0255562	0.12214	0.573409	0.997983	0.999484	1.00051	1.00202	2.868527
46200	-401.1713	-392.0804	-9.090901	308809.6	9.442991	0.178236	0.0244009	0.109943	0.0233235	0.0209696	0.124746	0.0352218	0.0213147	0.0879797	0.0147946	0.0368401	0.169711	0.018954	0.181292	0.0399626	0.0158232	0.0502565	0.00239669	0.0543704	0.144928	0.0172977	0.0395368	0.00978082	0.106102	0.103291	0.150827	0.182068	0.0373619	0.230489	0.0152081	0.0377669	0.143802	0.69603	0.997714	0.999415	1.00058	1.00229	3.125027
46210	-406.468	-398.8692	-7.598712	56969.45	11.18767	0.193405	0.0232726	0.0454292	0.00479366	0.0536982	0.137052	0.0907172	0.00710533	0.0388859	0.0124041	0.0265409	0.098614	0.0217876	0.188015	0.0931562	0.0126376	0.0721347	0.00492747	0.0580536	0.110064	0.00634375	0.163585	0.0137427	0.304338	0.0852107	0.0927857	0.221404	0.0623926	0.38739	0.00972469	0.0370438	0.103353	0.193203	0.99468	0.998635	1.00136	1.00533	2.973209
46220	-405.2474	-393.2337	-12.01362	432260	7.826997	0.217723	0.0243091	0.100785	0.00529997	0.0192574	0.178878	0.151217	0.00639597	0.0227643	0.025875	0.0854526	0.118774	0.0547228	0.183722	0.0178333	0.024694	0.0786492	0.00825401	0.0863261	0.0979782	0.00772595	0.204367	0.0219843	0.142244	0.0731428	0.0884731	0.105884	0.106263	0.538108	0.00669887	0.109062	0.0622797	0.418449	0.998067	0.999506	1.00049	1.00193	3.39359
46230	-405.6854	-392.6914	-12.994	434032.6	7.904796	0.245808	0.056822	0.194726	0.00697388	0.0543436	0.121422	0.037514	0.0173809	0.106013	0.0194614	0.115411	0.10373	0.0696185	0.13644	0.0135532	0.0226984	0.0313852	0.0105321	0.078819	0.0552687	0.0116525	0.11014	0.00802701	0.18939	0.0985745	0.103675	0.0828706	0.0435274	0.73201	0.0171705	0.192238	0.0117485	0.42459	0.998071	0.999507	1.00049	1.00193	3.523536
46240	-411.5975	-401.1146	-10.48284	892215.2	9.634156	0.241628	0.0141459	0.0949151	0.0115878	0.105543	0.223307	0.0486954	0.0338387	0.0735997	0.0452121	0.149697	0.221845	0.0316091	0.0688657	0.0288748	0.022723	0.0268795	0.00551206	0.226622	0.0329533	0.00636257	0.195336	0.00628423	0.192077	0.0602157	0.0495897	0.165348	0.0380038	0.433259	0.0159496	0.0758832	0.023771	0.302044	0.998655	0.999656	1.00034	1.00135	3.272179
46250	-415.1268	-404.6508	-10.476	808200.7	8.511022	0.362303	0.0116958	0.0808005	0.0322274	0.0930604	0.0593005	0.0870511	0.0663379	0.0272994	0.0434971	0.0528556	0.279266	0.0266043	0.116979	0.0303029	0.0165941	0.030492	0.0273219	0.230449	0.0235396	0.0180189	0.249906	0.0029755	0.148433	0.0693967	0.0109696	0.248317	0.0447906	0.271443	0.0282277	0.0469326	0.0249413	0.386638	0.998586	0.999639	1.00036	1.00141	3.248968
46260	-398.2421	-390.3611	-7.881001	557497.5	9.376001	0.190237	0.00885294	0.115103	0.00578627	0.0807849	0.133455	0.0816178	0.0423443	0.00411125	0.0193445	0.0192506	0.104176	0.0513272	0.0724987	0.0631266	0.0101292	0.0193595	0.0191733	0.0636463	0.0256248	0.00731581	0.235945	0.00329732	0.141621	0.0751288	0.013064	0.24028	0.0793909	0.474789	0.0261498	0.0475359	0.0310722	0.489144	0.998298	0.999565	1.00043	1.0017	2.994684
46270	-398.8349	-387.6018	-11.2331	180941.8	12.24477	0.406446	0.0123243	0.259587	0.00401348	0.0106512	0.195863	0.0450328	0.049892	0.00473197	0.0214791	0.0233398	0.159504	0.0900583	0.116003	0.0502991	0.0576967	0.00627976	0.0331332	0.0777088	0.0559539	0.0236686	0.116392	0.0122397	0.171787	0.0658585	0.0192123	0.142264	0.0251675	0.157002	0.0566906	0.0697406	0.0769162	0.622464	0.997013	0.999235	1.00076	1.00299	3.2394
46280	-396.0228	-387.7021	-8.320726	775654.9	8.79917	0.154508	0.0299211	0.182943	0.00767617	0.0314302	0.266092	0.0211846	0.0518621	0.00429858	0.0234028	0.0216979	0.0725359	0.0540416	0.153946	0.0182405	0.0132703	0.00740347	0.00278059	0.0736381	0.128598	0.0199302	0.122606	0.00539375	0.0936939	0.124266	0.0136066	0.168971	0.0172354	0.39972	0.0533782	0.0851563	0.0958568	0.496667	0.998557	0.999631	1.00037	1.00144	3.015953
46290	-398.2898	-386.1246	-12.16526	669239.8	12.87917	0.127166	0.0114349	0.23643	0.00852704	0.0140666	0.136559	0.0546325	0.0422584	0.00662203	0.0128054	0.0681934	0.0404862	0.0795556	0.163819	0.019052	0.0231913	0.0103764	0.00478407	0.0606561	0.0729298	0.0416143	0.0782677	0.0862797	0.112712	0.0928347	0.00997534	0.231397	0.0675646	0.428561	0.0266985	0.0813555	0.0755562	0.745424	0.998447	0.999603	1.0004	1.00155	3.271786
46300	-406.9952	-398.6497	-8.345496	540991.4	8.840298	0.0755873	0.00590144	0.166527	0.0484387	0.0457267	0.102678	0.0274276	0.0792594	0.00339303	0.0186435	0.063706	0.0244167	0.085621	0.266974	0.0212585	0.0214875	0.0251249	0.0119433	0.0709884	0.0660346	0.0887868	0.0851259	0.136076	0.0576751	0.0889638	0.0366362	0.515119	0.0247101	0.319565	0.0147077	0.0322386	0.100402	0.290057	0.998272	0.999558	1.00044	1.00173	3.0212
46310	-399.6453	-391.8022	-7.843069	655113.2	12.11357	0.12624	0.015591	0.323991	0.0195863	0.0529259	0.139189	0.0271417	0.04711	0.00222765	0.00966009	0.00851377	0.0346148	0.0357092	0.14307	0.034499	0.00820756	0.0406367	0.0192138	0.086234	0.0752249	0.0697117	0.136783	0.0207934	0.127237	0.0738195	0.0305215	0.251318	0.064425	0.142434	0.0209908	0.0468455	0.125289	0.607696	0.99843	0.999598	1.0004	1.00157	2.96745
46320	-404.4978	-390.2636	-14.23419	812776.9	6.25495	0.277637	0.0280599	0.27377	0.0304666	0.00652346	0.136969	0.0801571	0.0470339	0.00173861	0.00641454	0.0157964	0.00659272	0.0361846	0.207153	0.0436927	0.00863198	0.0409015	0.0248	0.120899	0.0536042	0.045045	0.179694	0.0241091	0.0961124	0.135619	0.0326465	0.34161	0.0970312	0.0949373	0.0205787	0.108122	0.114553	0.731818	0.99859	0.99964	1.00036	1.00141	3.468901
46330	-404.0471	-399.5676	-4.479444	747563.2	11.17494	0.304356	0.0517353	0.0910563	0.0609846	0.00635893	0.063244	0.114475	0.0481686	0.00637975	0.0265812	0.0941763	0.00883277	0.018696	0.175288	0.0738786	0.0225252	0.026893	0.011769	0.278137	0.0508263	0.0684824	0.0584363	0.0273497	0.153835	0.0565983	0.0220996	0.0850971	0.0799573	0.170137	0.0389168	0.0974932	0.0604966	0.241071	0.99853	0.999624	1.00038	1.00147	2.694331
46340	-405.5501	-396.3001	-9.250028	374090.1	8.300341	0.152373	0.0789118	0.236735	0.070936	0.00863819	0.129031	0.0675919	0.0412487	0.0218496	0.0315486	0.11156	0.00897307	0.0394799	0.123929	0.062421	0.0507998	0.00798553	0.00726678	0.312458	0.0225592	0.0350081	0.0682967	0.0270613	0.114236	0.0859133	0.0240922	0.0902225	0.10842	0.171964	0.0201982	0.0799845	0.0677502	0.609712	0.997923	0.999468	1.00053	1.00208	3.089155
46350	-413.2797	-406.1596	-7.12011	426849	10.55436	0.132113	0.0995247	0.0984445	0.105062	0.00942362	0.134808	0.121172	0.0294318	0.00682934	0.0169648	0.0181498	0.00386527	0.0121476	0.180408	0.103198	0.0223699	0.0123632	0.0111417	0.442676	0.163165	0.0110557	0.167639	0.0758732	0.183401	0.0950316	0.0183604	0.0501515	0.0677441	0.232077	0.00637341	0.105618	0.0146023	0.184883	0.998055	0.999502	1.0005	1.00195	2.936068
46360	-401.9331	-394.2445	-7.688584	904108.4	12.71155	0.213098	0.167352	0.0441993	0.0489223	0.00222802	0.122478	0.0757183	0.009808	0.00351758	0.039698	0.0148299	0.0183464	0.0296962	0.229589	0.0292858	0.0118204	0.0129335	0.0295168	0.190246	0.206782	0.0946848	0.144272	0.00819106	0.21344	0.159046	0.0327427	0.0538417	0.0378145	0.277451	0.00610567	0.0892258	0.00700928	0.307494	0.998664	0.999658	1.00034	1.00134	2.931384
46370	-397.2251	-397.2744	0.04934759	825765	10.77016	0.360053	0.0934298	0.054586	0.122878	0.00751689	0.0695475	0.0301328	0.0226492	0.00342797	0.0203882	0.00946473	0.0189081	0.0199985	0.115055	0.0572072	0.0179463	0.00777422	0.0240214	0.0791731	0.123226	0.0489158	0.162943	0.0070195	0.0560867	0.100344	0.0195042	0.0893752	0.0233961	0.06295	0.013915	0.107405	0.00416386	0.316169	0.998602	0.999642	1.00036	1.0014	2.26957
46380	-394.609	-390.217	-4.391957	483248	12.40873	0.194901	0.0989629	0.0875443	0.0813036	0.00532222	0.113175	0.0534236	0.0169591	0.00385221	0.0414706	0.0147405	0.0186788	0.0267723	0.210501	0.0183795	0.0264391	0.0055551	0.0283507	0.0737923	0.126562	0.101292	0.0841628	0.0141509	0.0633934	0.069195	0.106841	0.0662477	0.0479626	0.0708863	0.00476528	0.0959894	0.00655994	0.699879	0.998172	0.999532	1.00047	1.00183	2.678011
46390	-398.9546	-398.9661	0.01152942	942126.1	15.79378	0.181722	0.0539675	0.174315	0.0190334	0.0127304	0.12769	0.109537	0.0272789	0.00226912	0.022719	0.0256776	0.0251453	0.0463164	0.0727663	0.0192409	0.0467687	0.0144757	0.0313169	0.0192088	0.174583	0.0857016	0.102758	0.0100791	0.0855628	0.0719283	0.0332296	0.0172121	0.0666298	0.0664527	0.00446333	0.190919	0.00410577	0.340562	0.998691	0.999665	1.00033	1.00131	2.286365
46400	-395.3753	-388.468	-6.907289	983602.8	9.303446	0.271589	0.0151527	0.122324	0.0746176	0.0121064	0.0799953	0.120008	0.0150899	0.00285666	0.0237746	0.0426465	0.0339169	0.0884068	0.308514	0.0204874	0.0235618	0.0175428	0.0162927	0.0297867	0.198356	0.0340408	0.133658	0.0151864	0.0955761	0.0971338	0.206309	0.0202684	0.068612	0.0231083	0.00549599	0.186825	0.00666034	0.47748	0.998719	0.999672	1.00033	1.00128	2.887381
46410	-403.7468	-394.3358	-9.410918	534909.2	8.619108	0.151021	0.0884883	0.293501	0.12272	0.00672745	0.100428	0.170758	0.0269504	0.00194657	0.01838	0.0204409	0.0329624	0.0324729	0.0976093	0.0297328	0.0397555	0.0168197	0.0304297	0.0262401	0.171287	0.0568071	0.111652	0.0188966	0.127783	0.104381	0.219376	0.0187859	0.0745735	0.0755277	0.00936172	0.143273	0.0115321	0.679841	0.998263	0.999556	1.00044	1.00174	3.130461
46420	-401.8686	-393.1079	-8.760682	653221.2	10.43393	0.203134	0.0956524	0.212102	0.0324273	0.00295599	0.168867	0.122558	0.0353777	0.00425827	0.0248426	0.0575808	0.0448032	0.0471079	0.0811569	0.0211992	0.025186	0.0398199	0.0288367	0.128566	0.0800562	0.0754745	0.112512	0.0547725	0.228377	0.0610298	0.143623	0.0335671	0.0572828	0.0748279	0.00305575	0.0405976	0.0178258	0.73377	0.998428	0.999598	1.0004	1.00157	3.093203
46430	-412.5244	-397.7677	-14.75666	146720.1	9.689848	0.0930057	0.2842	0.294212	0.0520447	0.0124393	0.30868	0.160112	0.0120803	0.0027819	0.0423162	0.104884	0.12355	0.0274595	0.282681	0.0266654	0.0992113	0.026771	0.0269185	0.098927	0.0959735	0.168193	0.141701	0.0244951	0.117422	0.0878294	0.126872	0.0109694	0.0743127	0.0385435	0.00334399	0.102095	0.0374003	0.604826	0.996683	0.99915	1.00085	1.00332	3.712915
46440	-413.7553	-397.9665	-15.78878	431355.6	7.850634	0.27352	0.330738	0.195133	0.0703752	0.00899369	0.173878	0.0472734	0.015714	0.0107684	0.00862591	0.0951622	0.168517	0.0282328	0.342416	0.0613242	0.0497414	0.0642616	0.0235159	0.120055	0.052052	0.112617	0.144557	0.0545916	0.233237	0.171653	0.0548436	0.0187016	0.0927447	0.0677446	0.00578433	0.314948	0.0458416	0.418755	0.998065	0.999505	1.00049	1.00194	3.876319
46450	-411.3096	-396.3015	-15.00817	566006.6	8.398578	0.192856	0.0751445	0.0553192	0.0934973	0.00541987	0.0922554	0.0521509	0.0388744	0.0278741	0.0102938	0.0432749	0.0765998	0.053768	0.27516	0.0712223	0.0466036	0.0483111	0.0284083	0.0768644	0.155828	0.384003	0.057266	0.0243862	0.162036	0.15847	0.0228528	0.0448167	0.112024	0.118169	0.00453564	0.317035	0.077116	0.780088	0.998311	0.999568	1.00043	1.00169	3.782522
46460	-410.9761	-397.7022	-13.27386	470525.2	10.17125	0.119643	0.0407305	0.179374	0.100341	0.0392611	0.103311	0.0657976	0.0340033	0.0171654	0.0138694	0.00931968	0.0607227	0.0990033	0.160123	0.0690214	0.0439715	0.0687168	0.0258678	0.059683	0.103521	0.29131	0.210441	0.0281129	0.207932	0.108651	0.0898183	0.0411777	0.136325	0.112933	0.0042568	0.201537	0.106238	0.587065	0.998148	0.999526	1.00047	1.00185	3.539246
46470	-419.9049	-401.7672	-18.13766	668230.8	6.515976	0.235026	0.0597848	0.134846	0.13492	0.06458	0.133436	0.0278627	0.0117574	0.0234677	0.0217517	0.00845933	0.0690783	0.0944712	0.212952	0.0994133	0.116756	0.0731751	0.00818472	0.205893	0.107939	0.247128	0.132969	0.014468	0.306724	0.143176	0.213509	0.0743799	0.0810664	0.0434754	0.00882177	0.471419	0.0292049	0.51795	0.998445	0.999602	1.0004	1.00156	4.128045
46480	-416.5361	-397.879	-18.65715	646208	12.4528	0.107347	0.0381074	0.133518	0.144905	0.0315635	0.0723228	0.0321994	0.0108947	0.0196172	0.00751455	0.0299186	0.100309	0.0329827	0.278885	0.120712	0.115341	0.021934	0.00776163	0.112228	0.104744	0.367231	0.133736	0.0610833	0.124084	0.130942	0.166815	0.113119	0.0586838	0.0433588	0.00520404	0.634082	0.0590848	0.402533	0.998419	0.999596	1.0004	1.00158	3.822761
46490	-415.0128	-399.5735	-15.43924	856627.8	7.033957	0.275843	0.123056	0.135754	0.0629991	0.0503084	0.1191	0.14478	0.00771191	0.0117493	0.0110099	0.0278542	0.0706691	0.0134688	0.243874	0.0624425	0.12297	0.0126734	0.00865462	0.0967952	0.236084	0.250371	0.250202	0.197632	0.0618543	0.109677	0.196731	0.0473366	0.0198903	0.0857088	0.00602861	0.270857	0.0170258	0.433453	0.998627	0.999649	1.00035	1.00137	3.784566
46500	-414.3921	-401.5025	-12.88959	100394.4	10.59508	0.230409	0.0474541	0.0647744	0.0736899	0.0592142	0.0649364	0.086759	0.0250688	0.0103923	0.0201543	0.0589875	0.0143672	0.00862972	0.227229	0.0660005	0.037657	0.0129761	0.0185516	0.0407471	0.428757	0.155079	0.229907	0.136209	0.0651596	0.0957867	0.13802	0.0525086	0.0239764	0.0784227	0.0124077	0.297706	0.0164583	0.582156	0.995991	0.998972	1.00102	1.00401	3.480553
46510	-402.4791	-394.8673	-7.611794	78752.1	11.77807	0.219484	0.0851128	0.140523	0.101489	0.004651	0.0579092	0.0472752	0.0218569	0.0305695	0.0134378	0.0363412	0.0208881	0.00534618	0.231305	0.0691916	0.076074	0.0265548	0.0296497	0.0146634	0.301531	0.188732	0.210975	0.0969011	0.0591959	0.0210551	0.0684477	0.0222579	0.00970608	0.0907235	0.0605475	0.178415	0.01629	0.402246	0.995474	0.998839	1.00115	1.00453	2.959345
46520	-405.0158	-397.4341	-7.581679	55235.83	11.2347	0.203781	0.159252	0.0999726	0.10646	0.00686131	0.166478	0.0439495	0.018365	0.0877876	0.0303262	0.0542325	0.0341836	0.00475779	0.151455	0.0608389	0.0448779	0.0441042	0.0154102	0.00242702	0.300002	0.169221	0.089003	0.204452	0.0553287	0.00872022	0.0671259	0.0280723	0.0103963	0.0891686	0.0103046	0.115096	0.0239669	0.464353	0.994597	0.998613	1.00138	1.00541	2.970731
46530	-424.1753	-410.4868	-13.6885	283081.3	19.88287	0.10884	0.185647	0.0734545	0.104149	0.00215803	0.165736	0.0246611	0.0384194	0.0621969	0.0280094	0.0128398	0.179951	0.030823	0.291728	0.0871095	0.0529865	0.107212	0.0272502	0.00618162	0.272642	0.0303024	0.0195216	0.315688	0.0343424	0.0102807	0.0366753	0.0409904	0.00530195	0.173424	0.0117102	0.0278298	0.148324	0.12981	0.997612	0.999389	1.00061	1.00239	2.846196
46540	-412.9745	-402.0609	-10.91364	793312	10.8762	0.0581991	0.144024	0.0884314	0.0805004	0.000945138	0.134612	0.0228301	0.0384381	0.0763827	0.0799869	0.0129298	0.0850008	0.0399224	0.280858	0.213346	0.0200145	0.0677299	0.0378027	0.018427	0.185271	0.0120726	0.113545	0.300904	0.0113097	0.00992997	0.159973	0.123326	0.00559621	0.201305	0.0356529	0.0875763	0.133253	0.403104	0.998573	0.999635	1.00036	1.00143	3.2832
46550	-406.2352	-398.6446	-7.590601	299900.4	9.702328	0.212255	0.163006	0.149091	0.101289	0.000473063	0.138978	0.0221397	0.0835084	0.0102471	0.021572	0.0193367	0.0807833	0.0264045	0.118349	0.119709	0.0461406	0.08116	0.0249808	0.0120779	0.151047	0.00567169	0.174231	0.231491	0.0128953	0.0189967	0.142164	0.104634	0.00389467	0.123287	0.0517843	0.0470825	0.268775	0.206214	0.99768	0.999406	1.00059	1.00232	2.973668
46560	-400.2158	-396.2764	-3.939397	774268.7	16.82749	0.164666	0.0595081	0.185101	0.069043	0.00074944	0.162278	0.0222495	0.0641052	0.0304376	0.0156659	0.00791933	0.0711121	0.10073	0.114593	0.12709	0.0136643	0.0493113	0.00864182	0.0272269	0.0142933	0.0106203	0.132737	0.152739	0.0127565	0.00917195	0.236623	0.074538	0.0030783	0.0731355	0.103427	0.0709851	0.0961092	0.20844	0.998556	0.999631	1.00037	1.00144	2.492746
46570	-404.0121	-398.2215	-5.790638	789472.1	11.38224	0.187858	0.0430783	0.193242	0.0889208	9.75031e-05	0.227403	0.00788334	0.0431679	0.0236993	0.0152047	0.0181189	0.154211	0.0944688	0.219603	0.117983	0.0137765	0.0398091	0.00339496	0.0666608	0.017288	0.013373	0.0735247	0.188203	0.0129171	0.067151	0.0770687	0.0395358	0.0103152	0.0131765	0.0928645	0.105014	0.176666	0.364425	0.99857	0.999634	1.00037	1.00143	2.810104
46580	-399.9314	-397.2061	-2.72528	445143.3	10.22652	0.160576	0.0523665	0.106441	0.062415	0.000138028	0.145999	0.0162266	0.0227408	0.077743	0.00933038	0.0394253	0.137808	0.0557087	0.178439	0.048223	0.00788102	0.0312117	0.00761815	0.0785488	0.0177407	0.0324034	0.120993	0.0993472	0.00470455	0.0698796	0.0304882	0.056521	0.0242803	0.034514	0.0878512	0.339345	0.137676	0.210447	0.998095	0.999513	1.00049	1.00191	2.505032
46590	-397.7294	-393.2837	-4.445728	155450.2	11.05501	0.145108	0.0836267	0.0723316	0.0633715	0.000263599	0.0992045	0.0243066	0.0345086	0.0834565	0.00888518	0.0299357	0.150067	0.0107425	0.0965748	0.0103699	0.0154615	0.0242899	0.00782989	0.0665235	0.0321766	0.0165541	0.132651	0.245142	0.00389373	0.082869	0.0474435	0.0497691	0.0229364	0.0515661	0.132664	0.268578	0.150422	0.426949	0.996778	0.999175	1.00082	1.00323	2.690471
46600	-404.923	-401.1303	-3.792665	128781.4	12.95425	0.0736896	0.127748	0.0452487	0.107536	0.00191159	0.0849821	0.0190573	0.0546149	0.0775551	0.00348101	0.018512	0.183619	0.00119071	0.138149	0.00681217	0.0132165	0.0117624	0.00134394	0.0481418	0.0284003	0.0267984	0.0792107	0.34474	0.0112085	0.127959	0.0222808	0.0540926	0.0577839	0.0584653	0.143404	0.363316	0.143836	0.140083	0.99646	0.999093	1.0009	1.00354	2.620152
46610	-414.5463	-399.2563	-15.29002	356949.3	9.61242	0.0572387	0.143584	0.186935	0.170118	0.0149952	0.256909	0.0273824	0.0374397	0.0140447	0.00360192	0.0250153	0.0434505	0.00364316	0.240133	0.0253331	0.0197012	0.0706955	0.00178352	0.0247989	0.034807	0.0636587	0.120927	0.967528	0.016638	0.0919208	0.0468907	0.0500422	0.0195017	0.147353	0.346684	0.127381	0.19695	0.175293	0.997873	0.999456	1.00054	1.00213	3.772377
46620	-398.7988	-392.3509	-6.44794	113789.5	10.13427	0.26994	0.0609884	0.0778371	0.116357	0.0169069	0.0896852	0.0351713	0.0280497	0.0754895	0.00703181	0.0215838	0.0403303	0.00294431	0.154335	0.0379855	0.0174391	0.0569625	0.00204216	0.0078552	0.088686	0.152063	0.0826185	0.211105	0.00636227	0.0711184	0.103545	0.0648959	0.010865	0.190925	0.214822	0.119225	0.0909334	0.341382	0.996234	0.999035	1.00096	1.00377	2.867481
46630	-405.1595	-395.2988	-9.860725	299406.2	10.10898	0.425741	0.035678	0.297372	0.10248	0.0235125	0.0417678	0.0297185	0.0551501	0.0941888	0.00936124	0.0628922	0.0112282	0.0199583	0.208896	0.0306644	0.0109891	0.0259298	0.0031291	0.00433662	0.0705454	0.0771045	0.0647692	0.282296	0.0184652	0.0426939	0.0927359	0.014452	0.018334	0.317862	0.180317	0.218271	0.218904	0.0948551	0.997678	0.999406	1.00059	1.00232	3.204598
46640	-398.8893	-398.0653	-0.8239778	191756.3	13.53376	0.198575	0.0223748	0.218646	0.118066	0.0332816	0.0676435	0.043565	0.0234505	0.0477853	0.00988547	0.0550661	0.0177846	0.0324988	0.104594	0.0311343	0.0607364	0.0549029	0.00122935	0.00861309	0.0290618	0.0891331	0.0486584	0.198718	0.00702344	0.0190609	0.131625	0.0351023	0.0126714	0.219018	0.130914	0.112595	0.126369	0.0769671	0.997099	0.999257	1.00074	1.0029	2.38675
46650	-397.2307	-392.98	-4.250659	583459.1	16.28289	0.272217	0.00810492	0.0755716	0.0840625	0.0421331	0.0484003	0.0150719	0.0170297	0.0306287	0.0192399	0.0558826	0.0339565	0.0350822	0.219052	0.0205068	0.0322884	0.0662685	0.000873567	0.00574097	0.0337578	0.0999084	0.0248257	0.157771	0.0100327	0.0521182	0.13127	0.0349266	0.00999704	0.343308	0.0850244	0.175742	0.16312	0.131336	0.998336	0.999574	1.00042	1.00166	2.535248
46660	-399.9579	-394.5307	-5.427248	151902.5	9.928932	0.183276	0.00223866	0.0905731	0.0628392	0.0885482	0.0750592	0.00233899	0.0269665	0.0317129	0.00292626	0.0642027	0.0545662	0.0262975	0.176582	0.0264937	0.0859035	0.173346	0.00194683	0.00709266	0.0688518	0.0605912	0.0432138	0.268447	0.0208615	0.0350717	0.0264365	0.0243992	0.00909653	0.44072	0.0466978	0.207952	0.187575	0.137261	0.996741	0.999165	1.00083	1.00326	2.760086
46670	-399.7926	-393.2112	-6.581354	121735.7	16.15911	0.228904	0.0080843	0.0234692	0.0473152	0.140273	0.275454	0.00528843	0.0379944	0.00490092	0.00328622	0.0394865	0.0433241	0.0319852	0.205481	0.0486691	0.104415	0.0520203	0.00253738	0.0162283	0.0346434	0.0153186	0.0542967	0.219378	0.0355901	0.0389227	0.0117177	0.0437775	0.0316124	0.29216	0.0500725	0.215411	0.245814	0.0770192	0.996359	0.999067	1.00093	1.00365	2.684851
46680	-401.5452	-398.2575	-3.287683	42570.18	15.65576	0.131099	0.00872875	0.0228007	0.114496	0.087248	0.144663	0.00686198	0.0462699	0.0290029	0.00887073	0.0267602	0.0361322	0.0619454	0.280962	0.0344852	0.0455173	0.127197	0.00745548	0.0163724	0.0217499	0.0620281	0.103834	0.179825	0.0770702	0.0979815	0.0146445	0.0300577	0.032191	0.224145	0.0565481	0.125503	0.123525	0.114545	0.993846	0.99842	1.00157	1.00617	2.500518
46690	-399.6618	-396.5279	-3.13397	908914.6	10.49485	0.0994289	0.00577182	0.0186612	0.0907761	0.0907436	0.141299	0.00317171	0.023858	0.0442023	0.00362467	0.0270228	0.0448871	0.043759	0.120821	0.107454	0.0518552	0.146895	0.0205042	0.0247749	0.0236371	0.00843869	0.0715655	0.142414	0.0788729	0.158722	0.0195217	0.0292476	0.0298017	0.497319	0.0777036	0.0425604	0.0684623	0.198477	0.998667	0.999659	1.00034	1.00133	2.556252
46700	-407.0624	-401.0462	-6.016211	83408.66	10.32351	0.130623	0.0104007	0.0288024	0.242663	0.140109	0.111528	0.00248365	0.0107481	0.0859441	0.00927855	0.0154563	0.0452786	0.101704	0.142103	0.0184462	0.0795665	0.206222	0.0104959	0.0279591	0.0105157	0.0103783	0.110697	0.130779	0.132245	0.100129	0.0789104	0.0852754	0.0434657	0.401439	0.0824503	0.112186	0.0334257	0.0768642	0.995602	0.998872	1.00112	1.0044	2.828572
46710	-401.0316	-393.55	-7.481658	467998.6	10.05787	0.122376	0.00378556	0.0287711	0.0945262	0.043342	0.140345	0.00469301	0.0193665	0.0387263	0.00718794	0.0101606	0.0269153	0.0752189	0.147078	0.0652264	0.0935023	0.0432669	0.00529682	0.0111614	0.0140094	0.0649197	0.0226253	0.126279	0.20257	0.131831	0.0319214	0.203243	0.131036	0.580921	0.079661	0.17796	0.0352517	0.185555	0.998143	0.999525	1.00047	1.00186	2.968731
46720	-400.191	-390.7851	-9.40595	907003.9	10.35182	0.290635	0.00193918	0.0430842	0.0591068	0.0228131	0.118844	0.00737005	0.0296113	0.0455137	0.00647215	0.0167166	0.0927925	0.0261821	0.205604	0.080912	0.0887591	0.0335202	0.00318246	0.00691703	0.0113919	0.0562325	0.027217	0.115409	0.168183	0.161324	0.0575164	0.399708	0.120078	0.479633	0.111566	0.117989	0.0299875	0.120262	0.998666	0.999659	1.00034	1.00133	3.156473
46730	-398.6691	-393.4803	-5.188831	527353.7	15.09755	0.151355	0.00518972	0.0133418	0.069168	0.0345545	0.207975	0.0124167	0.0624844	0.0659435	0.00765972	0.0360896	0.0345628	0.0284045	0.119461	0.0547765	0.0424167	0.0200801	0.00235502	0.00159737	0.0282384	0.0632613	0.0623291	0.0556678	0.200684	0.201556	0.0237685	0.273135	0.11641	0.293623	0.0358551	0.0658714	0.075083	0.181617	0.99825	0.999552	1.00045	1.00175	2.646932
