Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
16150	-396.9664	-390.7663	-6.200102	449536.9	11.46029	0.280739	0.00272755	0.0809494	0.00576024	0.111708	0.109564	0.0566363	0.00209404	0.0676148	0.0339488	0.0299245	0.0503549	0.0982656	0.193552	0.0485339	0.00624699	0.0658417	0.0234084	0.118327	0.00272737	0.0236079	0.198965	0.0791432	0.011165	0.0763838	0.496308	0.00145143	0.0605783	0.286366	0.0250336	0.132833	0.0130879	0.0511614	0.998105	0.999515	1.00048	1.0019	2.84501
16160	-393.4399	-389.5759	-3.86404	259714.5	13.58663	0.266981	0.00322756	0.0705571	0.019289	0.0267225	0.132919	0.0353925	0.0027655	0.101106	0.0257135	0.0446106	0.0853481	0.12119	0.215489	0.0417932	0.0155979	0.0499374	0.00399965	0.0807481	0.0236974	0.0371687	0.137313	0.121979	0.026421	0.0818161	0.290035	0.00365093	0.0950447	0.191289	0.0926826	0.0736857	0.0228736	0.0688628	0.997507	0.999362	1.00064	1.0025	2.609908
16170	-391.4201	-387.1586	-4.261504	309503.6	9.989468	0.255955	0.00664122	0.0363714	0.0228327	0.0209431	0.105251	0.0502912	0.00500466	0.0442545	0.0178489	0.0540145	0.0366731	0.0661182	0.185894	0.0908107	0.0225695	0.107733	0.0068419	0.0731663	0.0131229	0.0186045	0.132185	0.0737654	0.118872	0.103895	0.302157	0.00432573	0.0336655	0.347756	0.0794588	0.0627342	0.013692	0.132083	0.997716	0.999415	1.00058	1.00229	2.64553
16180	-400.0528	-396.2992	-3.75367	946249.1	13.07779	0.226183	0.00516118	0.107216	0.0200442	0.0413946	0.107691	0.0303695	0.00207552	0.061801	0.00935589	0.0245113	0.0171503	0.072366	0.193116	0.0431509	0.0095873	0.038589	0.00901088	0.0656996	0.0565646	0.00850226	0.157885	0.251324	0.175591	0.150667	0.247517	0.00345984	0.0252578	0.191946	0.0516648	0.0455883	0.00391758	0.160121	0.998694	0.999666	1.00033	1.00131	2.61448
16190	-397.9782	-394.7588	-3.219425	756244.9	8.419762	0.128941	0.0020812	0.0823255	0.0210857	0.0259466	0.212118	0.028883	0.00158862	0.104983	0.00599775	0.0355147	0.0233369	0.0110837	0.0958125	0.0146633	0.00423657	0.00954932	0.0229653	0.189816	0.0520506	0.00549518	0.0796793	0.106576	0.0849433	0.0974096	0.35912	0.00902236	0.0172894	0.26158	0.0373106	0.120279	0.00827772	0.122286	0.998539	0.999626	1.00037	1.00146	2.382248
16200	-392.8282	-387.9047	-4.923515	988881.4	9.281714	0.206826	0.00129548	0.189134	0.0159296	0.0275075	0.122869	0.0318424	0.00157823	0.116826	0.00994816	0.0431731	0.032193	0.0179931	0.159327	0.0826372	0.00945229	0.00654169	0.0161363	0.102442	0.0449083	0.0490143	0.134727	0.0251334	0.0530101	0.161573	0.283526	0.039381	0.0306052	0.331792	0.0376118	0.112029	0.0167115	0.158892	0.998722	0.999673	1.00033	1.00128	2.672566
16210	-407.4149	-397.4499	-9.965029	452669.5	11.98408	0.280397	0.000516485	0.228071	0.0157164	0.0788686	0.260272	0.107264	0.00120221	0.202428	0.0211914	0.0273151	0.0927342	0.056509	0.0923448	0.124232	0.0187929	0.0046637	0.0098071	0.0243837	0.102268	0.068116	0.0452918	0.0270284	0.0361081	0.165927	0.302401	0.0609486	0.185793	0.157832	0.0989989	0.10814	0.0217762	0.121807	0.998111	0.999517	1.00048	1.00189	3.149146
16220	-397.9142	-388.2276	-9.686534	614138.6	7.389301	0.264161	0.000204985	0.0985848	0.0361792	0.0738513	0.252861	0.102818	0.000507045	0.0708733	0.0207607	0.0188564	0.0440648	0.0954792	0.0978503	0.0505072	0.0200314	0.00629118	0.0189516	0.0345872	0.0711569	0.0978568	0.0850093	0.038102	0.0788552	0.1281	0.455917	0.172004	0.056954	0.217526	0.121703	0.117119	0.0403023	0.0465047	0.998378	0.999585	1.00041	1.00162	3.034531
16230	-426.1492	-407.6491	-18.50012	741369.3	5.042661	0.175034	0.000219277	0.196519	0.0960962	0.115455	0.0796066	0.110308	0.00107402	0.0859097	0.0375107	0.0567262	0.103954	0.185983	0.139948	0.153435	0.0151442	0.00373327	0.0567924	0.053246	0.0180021	0.106545	0.181787	0.0189689	0.0822647	0.129995	0.822201	0.0790466	0.11919	0.199615	0.113963	0.151581	0.027096	0.0700783	0.998524	0.999623	1.00038	1.00148	3.787029
16240	-401.5072	-392.0241	-9.483105	768504.8	9.642299	0.372983	9.21718e-05	0.119808	0.119636	0.0168951	0.0988469	0.0695313	0.00312041	0.0800758	0.0342083	0.0509212	0.056552	0.0688058	0.139712	0.0747511	0.0404589	0.0033973	0.0651355	0.0575366	0.00710165	0.21003	0.0718206	0.0604385	0.0682615	0.153142	0.542854	0.0783046	0.0646769	0.164867	0.138912	0.0983058	0.00859305	0.0286807	0.99855	0.999629	1.00037	1.00145	3.168457
16250	-402.4984	-401.0293	-1.46916	169353.3	16.82241	0.312619	0.000151781	0.104242	0.03151	0.0407045	0.041404	0.128877	0.00506028	0.0196441	0.0308776	0.0426662	0.0420864	0.066159	0.222781	0.146161	0.0155049	0.00265081	0.0228909	0.0173693	0.0029925	0.114153	0.0306222	0.0212554	0.0303667	0.0745054	0.240931	0.0274829	0.0740593	0.174127	0.142378	0.0862002	0.0108043	0.0228861	0.996913	0.999209	1.00079	1.00309	2.346124
16260	-401.4934	-401.1278	-0.3656266	698015.4	14.59625	0.180887	0.000825275	0.0269313	0.00736909	0.131828	0.0559043	0.0866464	0.0178805	0.0439165	0.0307326	0.0496584	0.0550291	0.106653	0.11951	0.0758319	0.0180043	0.00200548	0.0106391	0.0220221	0.00188742	0.134378	0.0910201	0.0319039	0.04015	0.076633	0.341555	0.0183387	0.0309486	0.180976	0.21119	0.118029	0.0134986	0.00514043	0.998479	0.999611	1.00039	1.00152	2.337923
16270	-403.9749	-392.6948	-11.28006	756318.2	6.318672	0.21928	0.000915228	0.0386951	0.00351269	0.0484109	0.260164	0.0605937	0.0136101	0.0162457	0.0148111	0.118349	0.105219	0.0628775	0.141809	0.028509	0.0208651	0.011637	0.0113955	0.0329725	0.00272786	0.2084	0.123103	0.0670682	0.12721	0.202434	0.234061	0.100649	0.0585905	0.340616	0.129165	0.165782	0.0447218	0.00291517	0.998539	0.999626	1.00037	1.00146	3.017315
16280	-399.2675	-390.4879	-8.779531	211396.4	11.98946	0.257889	0.00346189	0.0387913	0.0023658	0.0126528	0.144672	0.0768417	0.00970195	0.0205446	0.00130327	0.0912741	0.183852	0.0305966	0.213045	0.0217015	0.018145	0.0131391	0.0343273	0.0359452	0.00578412	0.126545	0.105184	0.0432991	0.109479	0.202434	0.55187	0.0494005	0.107919	0.256525	0.104987	0.0602082	0.111545	0.00457054	0.997237	0.999293	1.0007	1.00277	3.05
16290	-406.9417	-396.9232	-10.01851	134235.8	9.764624	0.163013	0.0127424	0.0894568	0.00122562	0.0342186	0.282325	0.130257	0.0115359	0.0222743	0.00156002	0.0612646	0.138432	0.0341581	0.138834	0.013532	0.0572152	0.030485	0.00966288	0.128179	0.00528817	0.17876	0.135642	0.0968473	0.189043	0.0653917	0.517119	0.0263322	0.134826	0.272906	0.0502139	0.0836903	0.0852967	0.0219658	0.996533	0.999112	1.00088	1.00347	3.223694
16300	-395.895	-393.3286	-2.566447	708768.2	10.02726	0.11637	0.0469719	0.0939986	0.000376179	0.0234568	0.0678922	0.0371627	0.00877637	0.0385984	0.00416285	0.0707084	0.0648884	0.050532	0.0683782	0.0387658	0.0688528	0.0176643	0.00698672	0.101079	0.0231767	0.127424	0.106868	0.0738284	0.0580781	0.183767	0.488545	0.0169843	0.130777	0.0938887	0.0125332	0.128531	0.0552293	0.0529346	0.998491	0.999614	1.00039	1.00151	2.478188
16310	-400.3074	-392.1185	-8.188865	189425.1	10.20751	0.247756	0.0604187	0.126506	0.000445928	0.0297376	0.0770045	0.0495069	0.0217087	0.0200959	0.016197	0.0790075	0.0301867	0.0746066	0.0343878	0.040846	0.0317751	0.0514132	0.0118806	0.122971	0.00992016	0.135367	0.0730925	0.0469342	0.0377828	0.0613241	0.775195	0.0478269	0.323514	0.260055	0.0232355	0.0445807	0.0445259	0.0294998	0.997081	0.999253	1.00074	1.00292	3.039305
16320	-407.4488	-397.7566	-9.692156	397086.9	6.890676	0.346463	0.0742714	0.106347	0.00123793	0.0240738	0.129013	0.0171753	0.0363907	0.0232676	0.010072	0.0447362	0.0862864	0.0453024	0.092678	0.313812	0.0250839	0.0781975	0.0143563	0.107137	0.00992009	0.116101	0.114396	0.0192749	0.0631405	0.0495801	0.349512	0.047535	0.123287	0.238494	0.0559183	0.0444684	0.101824	0.0254682	0.997984	0.999484	1.00051	1.00202	2.934821
16330	-393.966	-389.6563	-4.30972	150551.1	10.00822	0.211135	0.0892234	0.0315351	0.00501714	0.0232936	0.0779345	0.0256583	0.0395499	0.061155	0.0182219	0.0283378	0.083414	0.0750377	0.112497	0.0541117	0.0100546	0.0609433	0.0107614	0.0269003	0.0117495	0.0822576	0.0817188	0.0067817	0.0974727	0.0964176	0.400448	0.054185	0.132424	0.367522	0.0893679	0.0330282	0.136778	0.0162662	0.996726	0.999161	1.00083	1.00328	2.6512
16340	-402.5789	-396.2411	-6.337744	186700.3	10.20899	0.202763	0.0102498	0.0161033	0.0945717	0.039465	0.152155	0.0548005	0.0205831	0.0424839	0.0795246	0.0612235	0.111794	0.048477	0.219145	0.0279407	0.0209515	0.0606313	0.00885926	0.0964681	0.117794	0.0250651	0.061751	0.0202206	0.0864954	0.136273	0.363272	0.0237161	0.178415	0.251695	0.11048	0.0173252	0.087208	0.0100804	0.99706	0.999247	1.00075	1.00294	2.857982
16350	-393.007	-389.3528	-3.65424	83771.6	11.48557	0.206141	0.00302004	0.0234396	0.00669981	0.0270496	0.207685	0.0206914	0.0164902	0.0140158	0.0349093	0.03623	0.0898227	0.0102483	0.157652	0.0228846	0.00879141	0.0230253	0.00656286	0.0913385	0.154002	0.0318718	0.120139	0.0581352	0.12008	0.118129	0.202904	0.0316034	0.240774	0.179142	0.246675	0.0329582	0.0717961	0.00807327	0.995612	0.998875	1.00112	1.0044	2.622982
16360	-395.1299	-388.9039	-6.226053	107523.1	12.59571	0.273296	0.00635491	0.0266688	0.00306708	0.0487556	0.260422	0.0502826	0.0176321	0.0280464	0.0177219	0.140025	0.0447989	0.0251598	0.089463	0.121281	0.00194405	0.0239912	0.0195333	0.0562607	0.114817	0.0419533	0.0405199	0.0279237	0.0693276	0.171186	0.155745	0.0444835	0.19213	0.194033	0.369603	0.0640091	0.045854	0.0337949	0.996126	0.999007	1.00099	1.00388	2.820084
16370	-395.6851	-387.7662	-7.918948	36907.98	11.65524	0.33439	0.0123557	0.0263581	0.00833153	0.0990928	0.204947	0.0465939	0.0206249	0.0369014	0.00931638	0.110837	0.0460808	0.0241784	0.149826	0.143455	0.00262489	0.0373032	0.030684	0.0426506	0.0732095	0.0196487	0.086989	0.0754007	0.0566558	0.107693	0.235762	0.017691	0.0382472	0.124531	0.522357	0.150686	0.0806713	0.0132168	0.993391	0.998302	1.00168	1.00662	2.989311
16380	-408.0259	-395.2801	-12.7458	436547	8.849017	0.214962	0.00574495	0.0196307	0.00630998	0.056551	0.221551	0.0136721	0.0122219	0.0190971	0.00697948	0.118925	0.0542513	0.0294454	0.361194	0.0741215	0.00845438	0.0210249	0.0739353	0.0609606	0.0587951	0.0257678	0.185117	0.0498113	0.0895646	0.170747	0.497516	0.0256552	0.0956096	0.0641444	0.502763	0.317658	0.0504319	0.00635403	0.998077	0.999508	1.00049	1.00192	3.518968
16390	-401.9943	-396.3461	-5.648201	898076.9	9.506886	0.150498	0.0133731	0.0244301	0.0188045	0.0728079	0.248599	0.0077038	0.00847127	0.0103296	0.00843523	0.0401679	0.0811023	0.0639604	0.196222	0.0572766	0.00587906	0.0364663	0.105342	0.0465101	0.124879	0.0294321	0.252594	0.127295	0.0215057	0.127643	0.236456	0.0358091	0.0462626	0.0770764	0.347576	0.105013	0.0259487	0.0100901	0.998659	0.999657	1.00034	1.00134	2.763961
16400	-391.9711	-391.5584	-0.4126677	587483.7	14.98479	0.1894	0.00738491	0.099033	0.026916	0.0604873	0.23314	0.019135	0.00375034	0.0175057	0.00443269	0.0310753	0.0701322	0.0283914	0.150195	0.0765107	0.0218441	0.0403488	0.0289177	0.0201941	0.0911838	0.0839671	0.11176	0.0614484	0.0439382	0.0875764	0.22295	0.0502883	0.0260158	0.0312011	0.231109	0.10839	0.0193656	0.0351231	0.998342	0.999576	1.00042	1.00166	2.333111
16410	-401.9641	-389.4121	-12.55198	989984.4	12.22684	0.293426	0.00954119	0.095725	0.00605987	0.199185	0.223483	0.0485909	0.00626007	0.00539965	0.0020179	0.0601501	0.0530869	0.12456	0.126041	0.0616829	0.0285986	0.014077	0.0439911	0.054105	0.355127	0.0524321	0.157914	0.031018	0.0480474	0.1138	0.204136	0.0860863	0.0320019	0.0358977	0.420025	0.168948	0.130934	0.0560081	0.998723	0.999673	1.00033	1.00128	3.348356
16420	-412.9104	-397.1799	-15.73051	607707	9.313393	0.1978	0.0198639	0.087724	0.0075389	0.124364	0.17901	0.0460637	0.00104266	0.0147148	0.0116217	0.0432261	0.0156086	0.0962127	0.136022	0.135563	0.0324624	0.0155933	0.0996744	0.0188437	0.715867	0.053528	0.0899775	0.0419856	0.0703262	0.131764	0.311062	0.204375	0.115368	0.0238348	0.372769	0.19106	0.143161	0.0872113	0.99837	0.999583	1.00042	1.00163	3.835239
16430	-410.1582	-395.7596	-14.3986	680168.1	10.05879	0.179295	0.0321987	0.0739871	0.019559	0.102667	0.226351	0.0751776	0.000208526	0.00949777	0.00707942	0.0500189	0.0132555	0.0441849	0.225203	0.229236	0.02467	0.0114996	0.104984	0.0507824	0.432136	0.182554	0.0413902	0.0897425	0.0460679	0.0818162	0.135817	0.169081	0.10105	0.0373954	0.515761	0.0842723	0.15785	0.101603	0.998459	0.999606	1.00039	1.00154	3.656392
16440	-407.7856	-396.1159	-11.66974	271461.1	8.416949	0.178626	0.0637789	0.0827164	0.0136859	0.057885	0.26018	0.0196125	0.000517035	0.00287354	0.00938697	0.101253	0.0760779	0.0846009	0.327785	0.159407	0.0467919	0.00890193	0.142943	0.024253	0.254202	0.035207	0.0680683	0.0330387	0.0324549	0.136098	0.0700432	0.152622	0.0595577	0.074069	0.486431	0.0513814	0.147405	0.12391	0.997561	0.999376	1.00062	1.00244	3.385765
16450	-397.0788	-391.8446	-5.234202	139292.6	11.5792	0.155404	0.0931751	0.204092	0.00399221	0.109385	0.168551	0.0284363	0.000827063	0.00260139	0.0144216	0.0619418	0.0581942	0.0542738	0.140028	0.0977013	0.0498899	0.00634261	0.0564439	0.0272797	0.347552	0.0436928	0.047034	0.0246069	0.0253402	0.13185	0.0583504	0.11271	0.0886901	0.0471305	0.233862	0.0614942	0.0796807	0.124767	0.996596	0.999128	1.00087	1.00341	2.759742
16460	-402.2766	-393.3377	-8.938978	547862.6	13.05383	0.135506	0.0573526	0.0890095	0.00314684	0.0620326	0.245448	0.0446402	0.00272201	0.00779146	0.0108602	0.0408007	0.0414585	0.111178	0.152023	0.0830626	0.0117482	0.0293532	0.113385	0.00920579	0.102486	0.0681578	0.0513046	0.06436	0.0098165	0.189317	0.0452873	0.209049	0.093772	0.0188344	0.503153	0.136086	0.146017	0.123869	0.998283	0.999561	1.00044	1.00172	3.012235
16470	-405.626	-393.3713	-12.2547	703596.9	12.62237	0.211096	0.0709273	0.21185	0.00381293	0.0955106	0.115301	0.0693747	0.0043349	0.00807819	0.0173931	0.044117	0.0566073	0.0323197	0.136874	0.0879719	0.00351994	0.043193	0.108509	0.0168075	0.168749	0.151349	0.0961824	0.0224274	0.0051177	0.13362	0.00594155	0.360491	0.0923368	0.012225	0.576987	0.0707614	0.0669473	0.196116	0.998485	0.999613	1.00039	1.00152	3.296849
16480	-407.2772	-394.0935	-13.1837	639297.4	10.27094	0.188962	0.0240915	0.207089	0.00992564	0.0576907	0.119811	0.124343	0.00292307	0.0119609	0.0145518	0.168141	0.0490384	0.0346064	0.122897	0.0597636	0.00182475	0.08784	0.102134	0.033998	0.166967	0.0713476	0.0267761	0.0144997	0.00518865	0.0950841	0.00970145	0.161508	0.0761424	0.0252679	0.984623	0.0874546	0.287501	0.0918594	0.998411	0.999594	1.00041	1.00159	3.525512
16490	-411.0264	-396.9693	-14.05711	188170.9	8.163312	0.284167	0.0315401	0.0758212	0.0129185	0.0378149	0.340322	0.138081	0.00106698	0.0074098	0.0243446	0.0326492	0.17065	0.184447	0.18618	0.104807	0.000506244	0.102938	0.0475744	0.0876102	0.305681	0.0893391	0.0417496	0.0281451	0.00813735	0.129738	0.0139821	0.268523	0.0562987	0.0250189	0.422275	0.0248152	0.282045	0.0993424	0.997071	0.99925	1.00075	1.00293	3.665938
16500	-399.4513	-394.3281	-5.123164	819845.6	14.11915	0.167201	0.0355691	0.138822	0.0251881	0.0406858	0.264632	0.0446135	0.0149886	0.00456088	0.0352763	0.0276575	0.0835571	0.12989	0.0974962	0.091882	0.000666757	0.0507857	0.0221743	0.0145462	0.232172	0.0533711	0.0611933	0.023795	0.020995	0.116331	0.013405	0.0910228	0.0644584	0.0143828	0.292614	0.0913568	0.191525	0.126149	0.998597	0.999641	1.00036	1.0014	2.682965
16510	-399.7294	-395.4702	-4.259203	911309.5	14.25336	0.136268	0.041309	0.278803	0.0695564	0.0382487	0.126024	0.0502054	0.0272761	0.00368564	0.0117468	0.0200683	0.0142799	0.0695635	0.122665	0.0585371	0.00114874	0.133832	0.0104085	0.0400873	0.222008	0.0969828	0.0423968	0.017591	0.0153761	0.102095	0.00847011	0.122338	0.068881	0.088557	0.215652	0.108787	0.098708	0.155552	0.998669	0.99966	1.00034	1.00133	2.617108
16520	-400.0874	-391.3387	-8.748763	402248.4	10.60591	0.138707	0.0284984	0.130818	0.0277649	0.0649704	0.146704	0.0199409	0.107569	0.00232772	0.00406371	0.0206443	0.0750335	0.0774295	0.193451	0.0380616	0.0024267	0.0880351	0.0109145	0.0828313	0.261297	0.122312	0.0266679	0.0583434	0.0247683	0.102532	0.0253996	0.125518	0.148308	0.0811406	0.393845	0.113485	0.224901	0.120838	0.997997	0.999487	1.00051	1.002	3.089546
16530	-409.1329	-400.1132	-9.019683	361702.2	11.06625	0.112826	0.0187406	0.209305	0.0199459	0.0461389	0.147994	0.0269377	0.0614407	0.00263154	0.00796855	0.0110899	0.194971	0.054043	0.154653	0.0239384	0.00278689	0.0965405	0.00847266	0.127442	0.298605	0.073039	0.0461256	0.0209205	0.0224355	0.0772993	0.0659075	0.0933111	0.235348	0.0271097	0.445646	0.167238	0.138062	0.0649771	0.997887	0.999459	1.00054	1.00211	3.10389
16540	-402.9052	-401.3317	-1.573571	711377.3	14.60808	0.25345	0.00288365	0.195745	0.00611804	0.03594	0.0755136	0.0887572	0.0437187	0.00373542	0.00844236	0.0168556	0.0644723	0.0296033	0.140959	0.0434413	0.005088	0.116587	0.0111475	0.0920348	0.225796	0.0245373	0.0198307	0.0641536	0.014474	0.0445239	0.0739021	0.0748521	0.113117	0.0284963	0.22314	0.0394024	0.107801	0.131868	0.998493	0.999615	1.00038	1.00151	2.420388
16550	-396.969	-389.6852	-7.28382	389124.3	11.92751	0.235149	0.0111445	0.324876	0.0308294	0.0216807	0.158486	0.0662716	0.0257423	0.035672	0.0285745	0.0328053	0.0899622	0.13453	0.165442	0.0421126	0.00608894	0.0368238	0.0136606	0.092132	0.231655	0.0070911	0.0166457	0.0100775	0.0377039	0.0703651	0.0653331	0.0422475	0.140771	0.0307331	0.429785	0.0175208	0.225311	0.0499249	0.997963	0.999479	1.00052	1.00204	2.927148
16560	-406.1527	-392.8899	-13.26282	939273.5	8.716498	0.376166	0.00550958	0.0647468	0.117088	0.0255602	0.161061	0.0709724	0.024143	0.075847	0.0570906	0.0241354	0.0859102	0.157869	0.210414	0.0287036	0.00789393	0.0587269	0.023742	0.134631	0.341317	0.00730005	0.0310447	0.0340487	0.0083639	0.109608	0.278274	0.198142	0.20043	0.0135763	0.35462	0.0414507	0.187089	0.0622246	0.998689	0.999665	1.00033	1.00131	3.577698
16570	-411.508	-410.3337	-1.174289	489352.2	12.35242	0.155885	0.0359347	0.0691484	0.114229	0.0235387	0.0761732	0.0272015	0.0465679	0.0629977	0.0705948	0.00980328	0.0400563	0.0816068	0.141358	0.0430791	0.0022903	0.0662642	0.00898459	0.0847193	0.439761	0.0266232	0.027473	0.0210788	0.0307687	0.0642194	0.103011	0.0748845	0.117943	0.0230463	0.0574823	0.0501956	0.146835	0.0747384	0.998184	0.999535	1.00046	1.00182	2.418491
16580	-402.3698	-394.7051	-7.664634	857581.3	10.0402	0.208976	0.0075549	0.232272	0.152452	0.0867679	0.133845	0.056627	0.0250562	0.0268343	0.0303225	0.00816053	0.0554892	0.0674832	0.157417	0.0202771	0.00314584	0.0694441	0.0315669	0.175299	0.599036	0.1193	0.00872093	0.0100772	0.0697899	0.0716979	0.107451	0.10332	0.0704386	0.0188286	0.0853161	0.0239265	0.121421	0.0284392	0.998628	0.999649	1.00035	1.00137	2.986752
16590	-400.1676	-392.3013	-7.866306	240461	12.19993	0.251201	0.0187739	0.12249	0.0784682	0.0621463	0.253288	0.0994915	0.0346658	0.025558	0.0262952	0.0167497	0.0311237	0.0575142	0.168595	0.0194421	0.00492998	0.0423024	0.0491844	0.0869054	0.427616	0.137941	0.0173735	0.00834411	0.0702154	0.102208	0.134958	0.0351748	0.102879	0.0195215	0.121394	0.11348	0.20732	0.0185967	0.997409	0.999337	1.00066	1.00259	2.966149
16600	-403.3091	-398.9601	-4.348947	170038.7	14.5055	0.196337	0.0561528	0.133521	0.0347765	0.0616281	0.207426	0.0431935	0.0422085	0.0234819	0.0170575	0.0523793	0.0548858	0.0641495	0.154865	0.162071	0.00247988	0.0704557	0.0546149	0.133124	0.106787	0.159311	0.0452132	0.00987406	0.0163373	0.027757	0.140745	0.00895321	0.013199	0.0176831	0.147381	0.0881202	0.192526	0.0755249	0.996919	0.999211	1.00079	1.00308	2.61422
16610	-404.0654	-400.6523	-3.413124	130582.3	10.42075	0.102929	0.156202	0.0560205	0.0355004	0.0335577	0.161226	0.0255282	0.0197218	0.0387199	0.0132242	0.0259895	0.02131	0.0727909	0.191847	0.0838498	0.000527172	0.0957921	0.0645803	0.0593494	0.234236	0.0547172	0.0482159	0.022809	0.00728552	0.0805807	0.18617	0.00507603	0.0182191	0.0241625	0.318504	0.0346504	0.270274	0.016635	0.996485	0.999099	1.0009	1.00352	2.580202
16620	-397.588	-393.2978	-4.290155	30976.45	10.49511	0.0749667	0.0501228	0.259274	0.14396	0.0188657	0.14075	0.0406392	0.00365248	0.0691678	0.0145047	0.0355579	0.0596158	0.0515709	0.237981	0.0905092	0.00181166	0.0383436	0.0238046	0.0825046	0.280644	0.0642304	0.0963142	0.0254942	0.00504804	0.0625399	0.258423	0.00378869	0.0275519	0.0393853	0.110177	0.0492275	0.17386	0.0321387	0.992787	0.998146	1.00184	1.00723	2.666426
16630	-402.1934	-395.8074	-6.386029	137817.4	9.670854	0.0576076	0.0426757	0.222288	0.140399	0.0114642	0.197969	0.0773705	0.00351961	0.0592775	0.0106328	0.0398224	0.0959278	0.0654283	0.0911777	0.06756	0.00310593	0.0903064	0.0274512	0.120057	0.252336	0.106063	0.0817136	0.052258	0.00395515	0.158748	0.337561	0.0213103	0.047274	0.0394333	0.129408	0.0434225	0.117234	0.033595	0.996578	0.999123	1.00087	1.00343	2.848352
16640	-413.2805	-397.9977	-15.28286	940411.2	8.189582	0.281409	0.0528652	0.154738	0.171607	0.0123172	0.102566	0.0804661	0.00339891	0.141708	0.00959112	0.0318779	0.0594517	0.137015	0.114624	0.0960987	0.00463994	0.0413713	0.0103548	0.109701	0.35291	0.150776	0.0736752	0.304387	0.0038329	0.127732	0.430714	0.0170712	0.0594255	0.074741	0.343441	0.131015	0.0524015	0.0782321	0.99869	0.999665	1.00033	1.00131	3.816155
16650	-401.718	-391.795	-9.922954	816574.5	12.51019	0.197404	0.0790938	0.0553227	0.0446694	0.00694769	0.11292	0.166475	0.00364475	0.0991259	0.015145	0.0618596	0.0699438	0.121661	0.0824409	0.0662572	0.0188626	0.0465168	0.00820604	0.103434	0.212729	0.0555295	0.0921803	0.250305	0.00688057	0.191223	0.367972	0.0185694	0.0503946	0.100568	0.13945	0.076929	0.0960721	0.099536	0.998594	0.99964	1.00036	1.00141	3.11827
16660	-394.5738	-390.6743	-3.899478	502406.5	14.03554	0.252323	0.0510144	0.0427256	0.0658112	0.0224594	0.0407328	0.0888402	0.00299996	0.0148926	0.0461571	0.0168224	0.0442879	0.0400808	0.093346	0.0666269	0.02159	0.0329012	0.0144459	0.177449	0.502897	0.0326079	0.0394217	0.146375	0.0363991	0.112847	0.162996	0.0145471	0.0361376	0.0675696	0.16462	0.0504348	0.042002	0.0546276	0.998207	0.999541	1.00046	1.00179	2.59899
16670	-407.6384	-397.3401	-10.2983	980550.8	7.331289	0.236013	0.0437381	0.0517847	0.149941	0.0519011	0.0594065	0.233677	0.00494769	0.0147339	0.014355	0.114826	0.0442623	0.0352137	0.139968	0.119517	0.0148746	0.021812	0.0447833	0.187612	0.365517	0.0233133	0.128825	0.0529014	0.0526856	0.0896556	0.322722	0.0237313	0.0341314	0.0537866	0.0986058	0.0494978	0.0574034	0.17195	0.998717	0.999672	1.00033	1.00128	3.108093
16680	-412.5541	-399.4632	-13.09088	923448.5	14.44695	0.187052	0.020636	0.106795	0.172044	0.0387654	0.109312	0.0460917	0.00197664	0.0078369	0.00628783	0.136095	0.043574	0.0700793	0.15413	0.220679	0.0115459	0.0620917	0.011639	0.257766	0.324083	0.041473	0.0627688	0.0546854	0.111021	0.114734	0.225262	0.117538	0.0204571	0.0805361	0.111801	0.0751821	0.0552398	0.162314	0.998678	0.999662	1.00034	1.00132	3.221492
16690	-404.1758	-392.3949	-11.7809	577772.3	11.70272	0.266983	0.0403449	0.068968	0.081572	0.0545982	0.178298	0.0579705	0.00511052	0.011457	0.00436408	0.0213667	0.0609064	0.0667841	0.178764	0.165406	0.015973	0.011416	0.00441566	0.0776409	0.246168	0.0558535	0.11558	0.0751636	0.120002	0.0457331	0.340806	0.195751	0.0480639	0.164911	0.180669	0.149013	0.0283165	0.17947	0.998328	0.999572	1.00043	1.00167	3.317841
16700	-393.0358	-387.3999	-5.635895	808219.9	11.74928	0.188816	0.0428203	0.110682	0.108442	0.0644243	0.121836	0.103344	0.00810714	0.00303191	0.0149209	0.0288929	0.0303557	0.0543347	0.278069	0.0458831	0.00751468	0.00684129	0.00746114	0.106657	0.399079	0.0794812	0.0848801	0.0330435	0.107719	0.022887	0.128461	0.0828616	0.0361498	0.150002	0.1529	0.0970444	0.0137125	0.0713849	0.998586	0.999639	1.00036	1.00141	2.792041
