Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
46520	-596.1815	-571.7312	-24.45024	30884.97	7.284	0.398594	0.166903	0.183202	0.0622759	0.164352	0.049841	0.0231111	0.0596316	0.373417	0.572788	0.110912	0.0111808	0.0463821	0.0161997	0.373613	0.235252	0.115128	0.0515784	0.00575365	0.262357	0.217115	0.0832853	0.186621	0.408313	0.00641073	0.0858894	0.49405	0.992776	0.998143	1.00184	1.00724	4.764156
46530	-593.5487	-572.1946	-21.35412	94563.56	4.7152	0.591194	0.166903	0.132266	0.0116283	0.225726	0.139975	0.0272168	0.0602705	0.272768	0.723001	0.188803	0.0197602	0.0626709	0.0606619	0.161392	0.19157	0.0599144	0.0688622	0.0176389	0.302504	0.115008	0.117547	0.139646	0.118935	0.0181321	0.0330061	0.294713	0.99587	0.998941	1.00105	1.00414	4.321714
46540	-603.7981	-572.964	-30.83419	52850.06	5.403155	0.799804	0.0671854	0.117741	0.0210833	0.286585	0.234023	0.0183985	0.0483738	0.696233	1.6779	0.125911	0.0201497	0.0615455	0.0893146	0.307959	0.0898698	0.0359514	0.127122	0.0173535	0.409272	0.217827	0.142452	0.102165	0.111319	0.00751695	0.0718513	0.276187	0.994476	0.998582	1.00141	1.00553	6.181092
46550	-584.1277	-559.0265	-25.10121	31880.08	6.070082	0.298159	0.0485504	0.0613974	0.0164359	0.213826	0.0663409	0.0594646	0.123553	0.292696	1.52904	0.193162	0.0323861	0.0546318	0.0763793	0.379529	0.0571437	0.01336	0.156621	0.0357308	0.300835	0.118215	0.0507244	0.111974	0.109832	0.0186012	0.0363053	0.598344	0.99289	0.998173	1.00181	1.00713	5.053233
46560	-588.752	-561.6011	-27.15086	40032.04	5.099155	0.493007	0.0777249	0.139026	0.087201	0.392919	0.166757	0.059342	0.123011	0.413569	1.46156	0.157395	0.0540304	0.101631	0.0580459	0.259297	0.0430627	0.0277521	0.138606	0.101116	0.0667066	0.156684	0.0542882	0.026469	0.204575	0.00716514	0.0223923	0.639218	0.993654	0.99837	1.00162	1.00636	5.532555
46570	-602.202	-572.6043	-29.59761	119442.8	5.112216	0.876505	0.0710649	0.0582325	0.0792477	0.0948607	0.0852615	0.0954336	0.132765	0.242036	1.61297	0.137801	0.0663324	0.125075	0.0600834	0.388568	0.09119	0.169106	0.139313	0.194159	0.115873	0.179196	0.0292717	0.0369085	0.23646	0.00989837	0.0122494	0.670164	0.996324	0.999058	1.00094	1.00368	6.010027
46580	-594.3455	-564.5627	-29.78288	868618	3.364027	0.3502	0.0256951	0.0261623	0.0963151	0.205547	0.0500814	0.124963	0.0424005	0.385767	1.61205	0.203115	0.0507986	0.108137	0.0743644	0.310304	0.0877282	0.150792	0.0809978	0.0890634	0.261067	0.242769	0.0751967	0.06957	0.123642	0.11258	0.0260704	0.948023	0.998636	0.999651	1.00035	1.00136	5.933402
46590	-608.0366	-576.1139	-31.92266	310895.7	4.575256	0.317529	0.036791	0.0182366	0.288144	0.22744	0.0802484	0.125434	0.0200081	0.36734	2.28427	0.175128	0.0770206	0.118906	0.0397955	0.447306	0.10707	0.314982	0.0975709	0.070872	0.0995776	0.120427	0.361126	0.0439298	0.247572	0.0998005	0.019883	0.385746	0.997721	0.999417	1.00058	1.00228	6.592157
46600	-601.8661	-572.8932	-28.97291	613353.8	3.642735	0.224908	0.0385282	0.158114	0.138366	0.263015	0.176614	0.0590224	0.118794	0.434428	1.34958	0.279483	0.105333	0.135134	0.083539	0.404328	0.0507684	0.101963	0.0404476	0.159405	0.112983	0.0597894	0.209272	0.0201364	0.273641	0.218403	0.0370313	0.578721	0.998377	0.999585	1.00041	1.00162	5.831746
46610	-598.9992	-570.8089	-28.1903	865353.7	3.700281	0.272388	0.0434589	0.109129	0.183916	0.379374	0.119018	0.0505577	0.0346669	0.472893	1.44431	0.277351	0.160554	0.0938405	0.0372458	0.324352	0.0243478	0.0903409	0.0594212	0.0556581	0.0687232	0.0562604	0.486102	0.0200247	0.12078	0.0840045	0.00893563	0.563161	0.998634	0.999651	1.00035	1.00137	5.640811
46620	-600.195	-573.4309	-26.76414	951368.7	4.060642	0.248256	0.0313041	0.074986	0.205876	0.188933	0.147994	0.0371879	0.108172	0.465292	1.52471	0.269305	0.239358	0.127655	0.0472961	0.302355	0.0152293	0.118145	0.0874991	0.147103	0.0278585	0.0613364	0.253001	0.0160193	0.102432	0.179616	0.0217559	0.340508	0.998697	0.999667	1.00033	1.0013	5.389179
46630	-593.4094	-572.6207	-20.78874	982162.8	8.084137	0.433829	0.0275377	0.10956	0.257923	0.197992	0.0634113	0.0105138	0.103675	0.406389	0.923172	0.115507	0.0330352	0.0711302	0.0470082	0.367759	0.0140164	0.0534491	0.0624467	0.0286053	0.0181924	0.030668	0.168601	0.020631	0.0552493	0.119044	0.00780364	0.420841	0.998718	0.999672	1.00033	1.00128	4.167992
46640	-586.6815	-561.6793	-25.0023	427657.5	6.438671	0.36807	0.0708808	0.168296	0.0944041	0.38932	0.141023	0.0179776	0.101048	0.493993	1.11621	0.148161	0.0220236	0.0903844	0.0338293	0.2754	0.010771	0.15709	0.0380628	0.0206298	0.0103961	0.0492566	0.439036	0.0117619	0.0631256	0.0226174	0.00384421	0.626732	0.998057	0.999503	1.0005	1.00194	4.984346
46650	-593.2504	-563.0622	-30.1882	988248.2	3.240011	0.443514	0.163824	0.0642942	0.0833523	0.196095	0.134621	0.0290643	0.0733443	0.446261	1.83892	0.180528	0.0406272	0.0401726	0.0489398	0.329514	0.0114114	0.0610234	0.261743	0.0500455	0.0098043	0.0548412	0.566126	0.0635767	0.237337	0.0287363	0.00283884	0.519698	0.998722	0.999673	1.00033	1.00128	5.98025
46660	-596.5379	-566.1178	-30.4201	306540	3.78034	0.600443	0.0666385	0.0867559	0.130486	0.180153	0.10189	0.0471774	0.0575017	0.577166	1.04583	0.302055	0.0667571	0.0584455	0.0205716	0.442284	0.0318917	0.128918	0.162545	0.214364	0.00701556	0.0572055	0.493744	0.233725	0.14627	0.0147836	0.00265347	0.982566	0.997705	0.999413	1.00059	1.0023	6.259837
46670	-598.6067	-566.863	-31.74369	345188.3	3.963734	0.312365	0.132692	0.169484	0.0317312	0.113848	0.0877039	0.00983139	0.0719317	0.400994	0.933623	0.189252	0.0413188	0.0708832	0.058921	0.264835	0.0556818	0.126766	0.228016	0.191198	0.0103646	0.297911	1.62377	0.235916	0.0863835	0.0332894	0.00511114	0.833742	0.997837	0.999447	1.00055	1.00216	6.617569
46680	-589.3763	-565.3291	-24.04721	169586.6	5.338493	0.614567	0.138713	0.0838945	0.0483152	0.055042	0.133732	0.0213728	0.0462122	0.498403	1.01451	0.257531	0.0699258	0.164657	0.0360737	0.21107	0.0291353	0.195224	0.213778	0.0759485	0.0141044	0.165312	0.476474	0.0810908	0.0581903	0.0323234	0.00972252	0.180837	0.996915	0.99921	1.00079	1.00309	4.926162
46690	-590.1336	-566.0287	-24.10485	794788.4	5.468485	0.516088	0.122793	0.0709364	0.141755	0.0235039	0.0973322	0.0166452	0.0505628	0.398517	1.10663	0.0607981	0.0675224	0.0442593	0.024621	0.15281	0.0336317	0.496693	0.189331	0.0907664	0.0166706	0.111389	0.573134	0.14979	0.0816355	0.0751384	0.00903224	0.211651	0.998575	0.999635	1.00036	1.00143	4.933634
46700	-584.0228	-560.4811	-23.54176	972589.9	5.964928	0.436353	0.049481	0.0941376	0.0486495	0.00446737	0.0689687	0.0122567	0.0477549	0.364254	1.01201	0.0862215	0.0908969	0.0302147	0.02589	0.282764	0.0414871	0.216682	0.121244	0.138534	0.0442282	0.109696	0.718676	0.10807	0.192639	0.184645	0.0100083	0.265078	0.998711	0.999671	1.00033	1.00129	4.805304
46710	-594.3065	-569.2458	-25.06067	217037.8	4.957838	0.355699	0.29666	0.131662	0.0827377	0.00228468	0.0126459	0.024498	0.0304215	0.177855	1.54203	0.210958	0.0181879	0.0222061	0.0371596	0.339638	0.0248779	0.25276	0.125171	0.140565	0.0343012	0.0584595	0.647656	0.172742	0.128766	0.122045	0.0167181	0.112598	0.997273	0.999302	1.0007	1.00273	5.121303
46720	-586.5146	-561.6423	-24.8723	701845.6	6.53897	0.430876	0.092968	0.0433403	0.144993	0.00533529	0.0223857	0.057411	0.0166264	0.217247	1.12319	0.331566	0.0789309	0.0208724	0.00533778	0.29036	0.0549006	0.191301	0.0753813	0.0415826	0.0439213	0.0399043	0.861008	0.167319	0.108814	0.341369	0.0359849	0.105847	0.998483	0.999612	1.00039	1.00152	4.94877
46730	-582.827	-557.4913	-25.33568	650332.7	4.49401	0.502301	0.105174	0.0442643	0.090489	0.0103966	0.0198232	0.0414309	0.0202814	0.461173	1.48939	0.25581	0.0201001	0.0248839	0.000865129	0.406395	0.0677422	0.204933	0.108502	0.137161	0.018873	0.0646271	0.425151	0.121395	0.0351827	0.111423	0.0652355	0.288575	0.998424	0.999597	1.0004	1.00158	5.14158
46740	-591.3295	-562.9492	-28.38027	760613.6	4.881111	0.34134	0.084432	0.0696293	0.114344	0.0130749	0.0203104	0.0958318	0.0154897	0.294762	1.56296	0.25087	0.0923811	0.165954	0.0137785	0.49638	0.105083	0.267983	0.0605361	0.201381	0.0686851	0.109598	0.325352	0.109113	0.0138014	0.0550888	0.078704	0.771899	0.998543	0.999627	1.00037	1.00146	5.798765
46750	-597.4312	-573.697	-23.73422	784442.6	6.067112	0.605746	0.107845	0.0842624	0.0566103	0.0056415	0.0666007	0.0544593	0.019126	0.588239	0.502608	0.18336	0.0990554	0.134787	0.0706035	0.170894	0.0314487	0.154261	0.187629	0.049626	0.146742	0.0941172	0.424766	0.127202	0.0285537	0.135623	0.0735726	0.624934	0.998565	0.999633	1.00037	1.00144	4.828316
46760	-596.4101	-569.9864	-26.42373	208872.2	4.69909	0.464927	0.0552481	0.181635	0.0800833	0.0133846	0.066341	0.0629842	0.026711	0.404902	0.824575	0.206855	0.119482	0.0910273	0.0886334	0.272723	0.0734297	0.0736305	0.137496	0.0243936	0.19869	0.301114	0.849	0.0912563	0.0480182	0.212481	0.0407352	0.386646	0.99722	0.999288	1.00071	1.00278	5.396402
46770	-593.7726	-569.7267	-24.04599	190467.4	5.591128	0.262347	0.164295	0.11708	0.140241	0.0285696	0.137123	0.0881417	0.0393742	0.319436	0.792691	0.099454	0.128159	0.0307084	0.134759	0.306831	0.0537214	0.149435	0.166393	0.0200907	0.180708	0.160808	0.903914	0.0774805	0.033445	0.240091	0.029533	0.112776	0.997089	0.999255	1.00074	1.00291	4.917605
46780	-593.75	-567.4377	-26.31236	88725.55	4.121158	0.351498	0.0656161	0.143554	0.0875129	0.0621362	0.0876884	0.1351	0.0355673	0.29227	1.51697	0.188385	0.0373797	0.0903666	0.0454048	0.263483	0.0443605	0.225171	0.0490007	0.0304395	0.0674318	0.0851939	0.499651	0.240444	0.0223291	0.26398	0.016872	0.346597	0.995736	0.998907	1.00109	1.00427	5.294399
46790	-595.6435	-572.9084	-22.73516	655416.2	8.007877	0.31558	0.109382	0.107409	0.100008	0.089693	0.0484211	0.0788817	0.0185455	0.304919	0.814502	0.141973	0.0843659	0.0347628	0.0456395	0.155705	0.127089	0.123359	0.119473	0.0128523	0.0830048	0.0817621	0.857844	0.0880164	0.050116	0.266797	0.0092531	0.15134	0.99843	0.999599	1.0004	1.00157	4.420694
46800	-592.5993	-566.8372	-25.76212	524762.7	5.228175	0.151824	0.0713124	0.119432	0.119937	0.356168	0.0247473	0.0627815	0.0399797	0.42412	1.08978	0.272765	0.0566737	0.0514284	0.053087	0.538685	0.101985	0.0708255	0.145952	0.0144797	0.0632866	0.0462412	0.515263	0.0459397	0.058951	0.365004	0.0256395	0.368221	0.998246	0.999551	1.00045	1.00176	5.254505
46810	-591.4393	-564.3529	-27.08647	775392.3	3.724022	0.0986604	0.0311537	0.157769	0.103951	0.204607	0.026727	0.0460544	0.0924603	0.364657	1.45867	0.18147	0.0128693	0.053029	0.103294	0.293669	0.0877445	0.0603147	0.18174	0.0797535	0.0666536	0.0417321	0.569927	0.0167621	0.0741441	0.574519	0.0269537	0.344246	0.998557	0.999631	1.00037	1.00144	5.353534
46820	-594.9657	-569.4206	-25.54512	353500.1	3.24302	0.161029	0.024243	0.103926	0.123859	0.154545	0.0245275	0.06415	0.103854	0.321746	0.622534	0.270314	0.0490533	0.0878527	0.0897974	0.312257	0.0797043	0.0409254	0.0497153	0.114471	0.0537671	0.114301	0.687718	0.00738214	0.0686334	0.358619	0.0405237	0.421078	0.997863	0.999453	1.00055	1.00214	4.550527
46830	-587.3056	-565.7036	-21.60195	373231.6	5.208124	0.168594	0.0271997	0.105993	0.0768779	0.247781	0.0453527	0.0335535	0.0806419	0.500464	0.784459	0.203034	0.0792411	0.0453163	0.120413	0.443133	0.041147	0.00950597	0.0763708	0.0164208	0.144047	0.143975	0.525576	0.00832728	0.00726426	0.131227	0.0521139	0.338769	0.99792	0.999468	1.00053	1.00208	4.456799
46840	-595.2403	-570.6258	-24.61446	626692.5	4.889022	0.274797	0.0305342	0.186964	0.0646505	0.219272	0.0543805	0.0654565	0.100236	0.340922	0.748797	0.138807	0.141444	0.105795	0.070098	0.379304	0.143521	0.00677277	0.0279171	0.0180691	0.278619	0.104819	0.353759	0.0143805	0.0419292	0.509275	0.100642	0.506583	0.998395	0.999589	1.00041	1.00161	5.027745
46850	-593.96	-568.485	-25.47493	501477.2	5.072269	0.23694	0.0442423	0.0740365	0.0318821	0.346953	0.122531	0.017224	0.185932	0.392991	1.20479	0.050452	0.056201	0.0585708	0.0469255	0.333193	0.112988	0.00921351	0.0307148	0.0256136	0.185487	0.120917	0.574768	0.0416397	0.0280622	0.366236	0.0534054	0.452483	0.998206	0.999541	1.00046	1.0018	5.204389
46860	-589.8278	-564.3065	-25.52137	661002.5	5.026246	0.188851	0.0691965	0.0431581	0.0642023	0.200145	0.110505	0.025717	0.0935281	0.158715	1.23111	0.170426	0.0425155	0.0338159	0.0513585	0.454181	0.116168	0.0421436	0.0749688	0.145932	0.358766	0.0257029	0.514545	0.158835	0.0152082	0.555706	0.0205705	0.248185	0.998437	0.9996	1.0004	1.00156	5.214151
46870	-598.8349	-567.0989	-31.73598	817862.8	3.816718	0.501577	0.0971324	0.0412391	0.0873324	0.117562	0.0760633	0.0116888	0.109115	0.694866	1.44869	0.13068	0.0594121	0.132479	0.0269508	0.291628	0.124309	0.016126	0.0184116	0.112166	0.0752612	0.0770662	0.744659	0.0959758	0.0161934	1.09031	0.0710309	0.342858	0.998595	0.999641	1.00036	1.00141	6.610784
46880	-596.9255	-571.1917	-25.73376	174470	4.751068	0.548007	0.107651	0.0780121	0.0590558	0.0853834	0.129706	0.0138363	0.129302	1.07659	0.774767	0.144177	0.0808919	0.233576	0.0392161	0.191905	0.199461	0.0246277	0.0167163	0.0684102	0.069654	0.042738	0.570169	0.123438	0.0269277	0.0948648	0.0600514	0.263328	0.996959	0.999221	1.00078	1.00304	5.252466
46890	-587.0263	-564.1933	-22.833	315072	5.100371	0.454852	0.110142	0.182736	0.0670593	0.140644	0.0577749	0.0101358	0.0660979	0.305108	1.01003	0.187838	0.0541369	0.0614778	0.0658269	0.344463	0.133479	0.00776655	0.0167604	0.0596558	0.154161	0.0340613	0.527296	0.143246	0.0320392	0.265953	0.0377012	0.155435	0.997736	0.999421	1.00058	1.00227	4.685873
46900	-592.4345	-567.8474	-24.58708	827135.3	4.733653	0.521841	0.148141	0.0859424	0.0479661	0.164155	0.0219778	0.0308373	0.0871127	0.510144	1.2547	0.279279	0.076882	0.045717	0.116555	0.0618006	0.115074	0.0144684	0.0154054	0.0922704	0.0925871	0.115672	0.433863	0.057188	0.0226008	0.131448	0.0510332	0.414682	0.998603	0.999643	1.00036	1.0014	5.00934
46910	-594.8606	-570.1378	-24.72284	335779.3	4.43993	0.375042	0.182171	0.0775031	0.0824924	0.187006	0.0554237	0.063696	0.0982422	0.305639	1.00352	0.286764	0.0518589	0.0196097	0.0675349	0.155374	0.277658	0.074852	0.00460932	0.364199	0.132421	0.071687	0.501187	0.104815	0.0261282	0.129537	0.0530587	0.242962	0.997807	0.999439	1.00056	1.00219	4.994988
46920	-590.1225	-562.8179	-27.30461	306314.5	4.767042	0.320613	0.0879358	0.0387226	0.106119	0.368805	0.0400687	0.0727542	0.140236	0.472751	1.76737	0.140961	0.049058	0.0968268	0.0373046	0.288732	0.140904	0.0540551	0.00885338	0.18856	0.061651	0.0381662	0.594077	0.0245552	0.0194687	0.0905996	0.0310449	0.302538	0.997704	0.999412	1.00059	1.0023	5.58273
46930	-595.6185	-570.8484	-24.77006	319922.9	3.951908	0.426891	0.0727625	0.0308505	0.240059	0.144919	0.0526894	0.038633	0.108516	0.271611	1.52069	0.204964	0.0326967	0.0637806	0.0686629	0.122964	0.206671	0.0368326	0.00392888	0.272364	0.0684396	0.0171484	0.348255	0.0284926	0.0202182	0.11054	0.0431558	0.296193	0.997754	0.999425	1.00057	1.00225	4.852932
46940	-597.0477	-564.8058	-32.24188	206290	5.639495	0.557315	0.130109	0.105277	0.0681473	0.194543	0.0309081	0.057529	0.206234	0.464831	1.87958	0.222923	0.0393518	0.0865594	0.0394844	0.461992	0.335684	0.0306511	0.00518049	0.179362	0.072032	0.011079	0.647045	0.0276243	0.0269367	0.0834595	0.0699863	0.334425	0.997203	0.999284	1.00071	1.0028	6.368253
46950	-600.2621	-569.734	-30.52801	121315.5	5.234513	0.375898	0.0154068	0.16072	0.0909994	0.124882	0.0442817	0.0684664	0.104457	0.507881	1.74458	0.248522	0.0911504	0.0831258	0.0551292	0.325578	0.507164	0.0179903	0.0415047	0.199394	0.0589242	0.00449395	0.595074	0.0780186	0.0432812	0.0923992	0.0455776	0.439725	0.996353	0.999066	1.00093	1.00365	6.164624
46960	-594.7175	-567.6494	-27.06808	54757.39	4.596053	0.555576	0.0154192	0.318454	0.104391	0.280544	0.244843	0.14952	0.0420017	0.36102	0.858051	0.287306	0.0181605	0.108835	0.0240695	0.384368	0.471477	0.00969516	0.02475	0.144442	0.132573	0.0305856	0.554536	0.0863419	0.0544705	0.057441	0.0763772	0.136567	0.994573	0.998607	1.00138	1.00544	5.531815
46970	-583.3851	-561.3654	-22.01977	203052.3	6.376415	0.320245	0.0400161	0.145011	0.0216162	0.154151	0.166532	0.0413983	0.00931173	0.161926	1.05347	0.253223	0.00824001	0.0318788	0.0172206	0.278496	0.526254	0.00516441	0.12619	0.106913	0.113173	0.0318659	0.35211	0.24387	0.0481183	0.0904268	0.0725588	0.106698	0.997181	0.999278	1.00072	1.00282	4.526079
46980	-593.1101	-564.8777	-28.23242	411416.8	5.247778	0.587411	0.093887	0.271395	0.0146749	0.0859298	0.256441	0.0110252	0.00824991	0.399261	0.78376	0.217914	0.0158223	0.0545137	0.0349919	0.221661	0.708987	0.00240447	0.0339727	0.116501	0.24192	0.035936	0.637737	0.152924	0.218921	0.12725	0.0907666	0.29986	0.998019	0.999493	1.00051	1.00198	5.724117
46990	-596.2251	-571.1637	-25.06143	429023.2	4.809596	0.447622	0.133039	0.272753	0.0143766	0.304148	0.0785614	0.0111285	0.0337109	0.460616	0.625641	0.215044	0.025701	0.0232288	0.0199355	0.153605	0.497737	0.000707726	0.0296261	0.16328	0.0607281	0.0661495	0.486944	0.208648	0.085231	0.277501	0.0855281	0.333866	0.99806	0.999504	1.0005	1.00194	5.115059
47000	-588.1061	-562.6559	-25.45015	274275.5	4.052617	0.357359	0.0428491	0.271648	0.00652031	0.257022	0.046042	0.0115214	0.0715921	0.488847	1.14921	0.201018	0.0135692	0.0205827	0.0103018	0.0818288	0.155468	0.00222916	0.0284223	0.265592	0.0290092	0.0715097	0.723251	0.239866	0.0674747	0.129016	0.1108	0.210285	0.997574	0.999379	1.00062	1.00243	5.062834
47010	-598.9183	-573.1921	-25.72618	130191.3	5.235869	0.420296	0.0176006	0.489135	0.0109525	0.194814	0.169072	0.0303215	0.0369016	0.466041	1.16846	0.178976	0.0298597	0.0540224	0.0118663	0.0871284	0.106457	0.00239723	0.0157995	0.0481434	0.0201602	0.0952328	0.516106	0.151171	0.132938	0.286379	0.075796	0.431181	0.996479	0.999098	1.0009	1.00353	5.247209
47020	-600.1338	-574.9035	-25.23024	190025.5	6.203357	0.371004	0.0811717	0.489135	0.0472086	0.178731	0.107208	0.0544111	0.0250091	0.512536	0.495827	0.120658	0.0228829	0.126677	0.0412512	0.337592	0.0413317	0.0015501	0.0253882	0.117461	0.0245306	0.0535117	0.376704	0.133769	0.217707	0.628119	0.187436	0.236889	0.997086	0.999254	1.00074	1.00292	5.0557
47030	-592.8206	-563.9985	-28.8221	832390.2	4.160095	0.315004	0.16334	0.30122	0.0325611	0.189289	0.0832325	0.0210675	0.0144735	0.463725	2.10975	0.264085	0.00288964	0.13586	0.0237098	0.244289	0.227964	0.00267243	0.0142972	0.0790941	0.00880242	0.115403	0.303039	0.0542832	0.336088	0.0649354	0.2424	0.093818	0.998607	0.999644	1.00036	1.00139	5.907295
47040	-595.096	-565.1709	-29.92512	703620	5.348151	0.581598	0.127461	0.201829	0.0133026	0.313845	0.120154	0.0358621	0.0975608	0.574688	1.40791	0.311484	0.00322114	0.164513	0.0228777	0.286272	0.174775	0.000834228	0.0631143	0.398785	0.013615	0.00852068	0.390041	0.1068	0.137908	0.0422592	0.222733	0.203123	0.998485	0.999613	1.00039	1.00152	6.025086
47050	-595.5976	-564.8783	-30.71932	555833.4	6.438464	0.37454	0.186115	0.153021	0.00705207	0.311723	0.0887883	0.0271859	0.0676535	0.296564	2.03879	0.395358	0.00168357	0.0960201	0.0191945	0.210562	0.055475	0.000905908	0.0908256	0.340876	0.0474747	0.00843197	0.369211	0.0750355	0.0321114	0.110081	0.158879	0.308767	0.998296	0.999564	1.00043	1.00171	5.872325
47060	-594.5434	-564.7157	-29.8277	196724.5	3.740551	0.481638	0.0973042	0.178803	0.0185614	0.396684	0.205985	0.0189507	0.0658568	0.323513	1.37683	0.215327	0.0169016	0.03046	0.0213156	0.437914	0.24218	0.000160713	0.0431905	0.306426	0.177871	0.0734159	0.57333	0.0190066	0.0640523	0.179952	0.0954627	0.432713	0.997136	0.999267	1.00073	1.00287	6.093803
47070	-586.6563	-560.4097	-26.24654	991061.3	4.638706	0.477083	0.0846944	0.0629453	0.10094	0.163765	0.0622016	0.0277117	0.0302321	0.311047	1.53747	0.183613	0.0702243	0.075521	0.0263654	0.356406	0.122566	0.000336025	0.0680573	0.194821	0.206545	0.173384	0.592479	0.0304069	0.0280558	0.0462501	0.14216	0.180494	0.998723	0.999674	1.00033	1.00128	5.355774
47080	-595.5476	-569.6933	-25.85427	930036.1	5.060451	0.626322	0.140153	0.0594222	0.0932799	0.232602	0.0522934	0.0277941	0.0321671	0.187905	1.31108	0.148553	0.108519	0.0606487	0.0384623	0.42057	0.0535144	0.000111347	0.0487124	0.333379	0.163884	0.316394	0.345905	0.101257	0.0516857	0.0502093	0.211506	0.0631954	0.998682	0.999663	1.00034	1.00132	5.279526
47090	-597.4421	-567.3777	-30.06438	924744.8	3.81298	0.602254	0.0903872	0.181081	0.0595643	0.419399	0.182351	0.0847179	0.0634451	0.267463	1.47002	0.123765	0.0194422	0.0279867	0.0901868	0.35846	0.0440315	0.000152707	0.139274	0.0623333	0.151042	0.217423	0.73907	0.211348	0.0174598	0.018597	0.289977	0.240898	0.998678	0.999662	1.00034	1.00132	6.172125
47100	-597.1419	-567.8271	-29.31483	521251.3	3.266347	0.485881	0.125115	0.113756	0.115702	0.0763528	0.148734	0.0931293	0.0622393	0.32281	1.65385	0.154914	0.0883483	0.0443688	0.0588832	0.514772	0.0505726	0.000252356	0.0692244	0.106355	0.129143	0.292469	0.444432	0.191373	0.0180354	0.0069661	0.124702	0.237573	0.99824	0.99955	1.00045	1.00176	5.729954
47110	-582.5964	-560.7711	-21.82527	315471.2	4.921753	0.270393	0.0615081	0.171761	0.0472106	0.16979	0.0733528	0.0629675	0.0535893	0.30422	1.10812	0.144235	0.102976	0.0318252	0.0308649	0.323978	0.040503	0.000338305	0.0835423	0.224801	0.223633	0.149303	0.343776	0.0996971	0.0697546	0.00403983	0.173161	0.0935329	0.997738	0.999421	1.00058	1.00226	4.462875
47120	-589.1485	-561.7754	-27.37309	794815.9	4.538089	0.497529	0.122826	0.085503	0.0722686	0.254275	0.0921834	0.089394	0.0545424	0.304851	1.35573	0.197883	0.1256	0.114089	0.0172047	0.273609	0.0372894	0.000779738	0.0564091	0.174172	0.121824	0.212256	0.640504	0.145603	0.128314	0.00639807	0.303502	0.11219	0.998575	0.999635	1.00036	1.00143	5.596726
47130	-591.6895	-566.5541	-25.13533	530094.8	4.021123	0.460884	0.0367541	0.0915456	0.0438828	0.229617	0.0242468	0.0385929	0.0476372	0.397119	0.902344	0.233832	0.0908948	0.113038	0.0188452	0.368517	0.0844841	0.00175397	0.0940839	0.227348	0.071715	0.25957	0.404609	0.253674	0.0671291	0.00278419	0.335734	0.0727418	0.998255	0.999554	1.00045	1.00175	4.973378
47140	-593.1712	-565.5547	-27.61649	974597.7	4.041201	0.324181	0.0709546	0.178393	0.0410121	0.212846	0.0668543	0.0270396	0.0894534	0.444303	2.12604	0.151948	0.0720044	0.0839946	0.0108197	0.225094	0.0778468	0.00385666	0.0340042	0.209153	0.109441	0.550664	0.116981	0.172754	0.0559024	0.00178264	0.098238	0.0393584	0.998713	0.999671	1.00033	1.00129	5.594917
47150	-586.7303	-563.1916	-23.53874	343723.8	4.995939	0.400247	0.0568686	0.129934	0.122635	0.115573	0.158006	0.00964414	0.0495098	0.442708	1.07806	0.182176	0.137428	0.0446738	0.00533048	0.441711	0.145299	0.00619363	0.0192791	0.0686356	0.0591789	0.581297	0.199587	0.147751	0.0242014	0.0077266	0.1332	0.0506018	0.997833	0.999445	1.00055	1.00217	4.817461
47160	-591.3114	-569.6577	-21.65369	623445.9	4.410284	0.272967	0.0639438	0.122036	0.0307677	0.264252	0.13544	0.00502054	0.0350509	0.377533	1.1585	0.201543	0.0600608	0.0461718	0.00329397	0.332111	0.0738971	0.00442732	0.0325324	0.0863446	0.0583683	0.488583	0.181546	0.0227566	0.0163359	0.00853431	0.131464	0.0795094	0.998391	0.999588	1.00041	1.00161	4.292987
47170	-594.3939	-566.7081	-27.68579	815833	3.162404	0.298781	0.0602186	0.0598125	0.0273054	0.176303	0.103993	0.0684129	0.0571962	0.383282	1.47906	0.267304	0.0980324	0.129888	0.00731411	0.378244	0.0809519	0.00288574	0.0944014	0.163996	0.0247161	0.340375	0.368156	0.035763	0.00520578	0.0244181	0.0887763	0.308829	0.998593	0.99964	1.00036	1.00141	5.133623
47180	-594.9375	-571.099	-23.83851	262822.6	5.604952	0.262083	0.0358174	0.0980417	0.0471389	0.218478	0.239703	0.0577681	0.0664515	0.56618	0.882428	0.286468	0.0759337	0.257169	0.0044317	0.242719	0.0796851	0.00455119	0.0304926	0.1427	0.0307593	0.485657	0.3422	0.0293542	0.0104076	0.0289626	0.0698761	0.284403	0.997522	0.999366	1.00063	1.00248	4.879861
