Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
9740	-561.2204	-525.3737	-35.84679	677617.7	7.51582	0.0172039	0.0596659	0.109598	0.0933093	0.0183132	0.160332	0.0228964	0.188188	0.0733189	0.152599	0.25944	0.013926	0.0113149	0.0532061	0.129026	0.316038	0.17509	0.0745798	0.697625	0.134284	0.16209	0.0823811	0.0472983	0.394936	0.010214	0.121192	0.00284387	0.0650886	0.111032	0.231005	0.144421	0.0266919	0.0182517	0.0411806	0.0514745	0.0336965	0.0773266	0.0448632	0.00342521	0.277134	0.013163	0.100981	0.137661	0.235927	0.289165	0.0897059	0.00576385	0.0108372	0.0384493	0.619397	0.0117994	0.0449562	0.0476905	0.0600249	0.246943	0.0220532	0.195409	0.0199944	0.137721	0.998456	0.999605	1.00039	1.00154	7.034141
9750	-560.3497	-533.5669	-26.7828	355087.3	8.721964	0.0177959	0.0212113	0.162813	0.144596	0.0212639	0.0644456	0.0359314	0.235446	0.0619176	0.103247	0.0662423	0.00790503	0.0066854	0.101256	0.167156	0.284125	0.227575	0.135092	0.322241	0.0614071	0.0416722	0.0832823	0.0884149	0.499205	0.0132044	0.196133	0.00215231	0.0977439	0.0808986	0.0992187	0.147436	0.0391731	0.0625432	0.0593038	0.0108798	0.0398739	0.126506	0.0429162	0.00361123	0.136363	0.0187527	0.0633302	0.216785	0.206387	0.19292	0.078073	0.0353886	0.0133326	0.0162972	0.475498	0.0112577	0.0294262	0.126104	0.0702159	0.0426341	0.0463169	0.0729964	0.0189557	0.14777	0.997868	0.999454	1.00054	1.00213	6.001326
9760	-560.7149	-534.7918	-25.92311	326661.6	8.614594	0.0591605	0.0436847	0.0666611	0.328032	0.0244463	0.0504895	0.114527	0.12971	0.0448945	0.0952251	0.0201616	0.00987135	0.0108675	0.124148	0.143723	0.266701	0.0793961	0.167206	0.403412	0.251128	0.0428072	0.072032	0.076377	0.084145	0.0121062	0.106366	0.0226461	0.387055	0.0380902	0.152547	0.0978527	0.0392918	0.0184459	0.0137851	0.0082815	0.0244894	0.174314	0.0353295	0.00110107	0.0900597	0.0122201	0.0564207	0.224402	0.0839747	0.309154	0.0466534	0.063564	0.0231273	0.0310574	0.526834	0.00640086	0.0116204	0.103916	0.0679743	0.0632033	0.0711187	0.121561	0.0262346	0.113987	0.997777	0.999431	1.00057	1.00222	5.893989
9770	-582.2323	-551.2681	-30.96422	674586.1	10.01322	0.0285339	0.0737915	0.190512	0.153036	0.210782	0.0474683	0.123287	0.100859	0.05929	0.0760033	0.0229586	0.0339839	0.0176637	0.0621667	0.241113	0.326254	0.0954423	0.120115	0.359821	0.312104	0.0609547	0.0788931	0.225229	0.0668381	0.0189495	0.0859911	0.00911445	0.231314	0.00896951	0.0753	0.0426128	0.10334	0.0312656	0.00735213	0.00816395	0.0372401	0.184948	0.0594818	0.000452456	0.0270474	0.0303823	0.0145317	0.180598	0.0887443	0.424272	0.0185558	0.133587	0.0141974	0.0375079	0.541732	0.00886003	0.0162584	0.199801	0.187343	0.19216	0.0587364	0.0841947	0.0485821	0.134026	0.998453	0.999604	1.00039	1.00155	6.432712
9780	-569.5346	-540.013	-29.52156	504580.5	9.961969	0.0437788	0.105509	0.248686	0.164415	0.0785061	0.0252874	0.127506	0.0733712	0.0749249	0.0744749	0.0186009	0.0200186	0.0152666	0.132245	0.110184	0.212025	0.201646	0.090962	0.567491	0.0982629	0.137223	0.069857	0.154454	0.19509	0.0157036	0.116865	0.0104131	0.249816	0.00877886	0.167246	0.0712929	0.065843	0.0456273	0.00914639	0.0101577	0.0318412	0.17292	0.0189249	0.000736818	0.0881486	0.0176841	0.0224538	0.119581	0.0822699	0.189395	0.00522944	0.131006	0.0283492	0.0701231	0.362767	0.0172888	0.0217945	0.159747	0.159133	0.13413	0.133291	0.102434	0.346329	0.0653743	0.998211	0.999542	1.00046	1.00179	6.291628
9790	-563.2991	-531.3446	-31.95448	321650.5	8.823116	0.0287257	0.0507251	0.0874445	0.0555656	0.0935978	0.0786915	0.126228	0.108494	0.0726197	0.101096	0.0356022	0.0229558	0.0124275	0.201283	0.182744	0.138045	0.309366	0.0883138	0.399436	0.126172	0.112107	0.0135422	0.248111	0.36016	0.0564955	0.10267	0.00950146	0.206049	0.00299258	0.171852	0.109634	0.0844019	0.193814	0.00225028	0.0231151	0.0283053	0.285125	0.0258604	0.00210985	0.0690907	0.00366465	0.0160617	0.0755697	0.117096	0.0611947	0.00358104	0.142336	0.0222123	0.257969	0.48945	0.0216893	0.0173846	0.10761	0.0450705	0.133931	0.126368	0.271306	0.210275	0.0439986	0.99776	0.999427	1.00057	1.00224	6.593487
9800	-571.8409	-538.1184	-33.72247	140542.2	7.32826	0.0266887	0.0853932	0.139208	0.0274009	0.139129	0.194205	0.149741	0.161982	0.0232651	0.205196	0.0143384	0.0104412	0.0370544	0.10447	0.16461	0.310742	0.213635	0.0477357	0.593384	0.103358	0.0653708	0.0218136	0.386681	0.287272	0.0443262	0.117916	0.0140328	0.0843661	0.000970954	0.0953802	0.0704326	0.120823	0.220523	0.00289027	0.0303258	0.0603378	0.123604	0.0223467	0.00267225	0.023447	0.00334322	0.0274817	0.0847104	0.124475	0.0729114	0.00262352	0.178666	0.0266144	0.133443	0.283533	0.0162629	0.0250338	0.165733	0.0529153	0.256959	0.220666	0.296615	0.189304	0.017145	0.996611	0.999132	1.00086	1.00339	6.725946
9810	-565.6599	-531.9616	-33.69827	68184.2	7.599233	0.00983423	0.0821877	0.236378	0.0880715	0.254837	0.285632	0.25105	0.0843435	0.00472682	0.049722	0.0145345	0.00833093	0.0456022	0.104005	0.15749	0.35271	0.344752	0.0925664	0.176139	0.0603692	0.0243668	0.0611259	0.316073	0.277292	0.0571622	0.0757829	0.0246792	0.078618	0.00736257	0.116948	0.0625258	0.106896	0.21141	0.00144735	0.0595855	0.0989057	0.0900588	0.0390651	0.00337486	0.0109196	0.00143007	0.0201583	0.0500095	0.153591	0.206439	0.00914017	0.0880744	0.0805428	0.203803	0.150916	0.0459969	0.0434162	0.112341	0.0577455	0.293959	0.117696	0.406429	0.220903	0.0682287	0.995136	0.998752	1.00124	1.00487	6.7577
9820	-571.418	-533.0552	-38.36273	20488.56	7.099923	0.0049096	0.0845482	0.310192	0.0647863	0.0636202	0.167538	0.165342	0.100162	0.0170599	0.253271	0.0374675	0.00711028	0.017593	0.0555769	0.176605	0.195538	0.204767	0.178722	0.492186	0.0968507	0.0274085	0.0802378	0.103408	0.288078	0.0143825	0.0640204	0.0339068	0.208471	0.0247541	0.118802	0.0324972	0.117501	0.23289	0.00131531	0.0531212	0.211203	0.121106	0.0785519	0.00667091	0.00880463	0.00159189	0.112516	0.0427048	0.254779	0.116441	0.0259806	0.0754227	0.0783022	0.0803883	0.125234	0.032678	0.0339206	0.168023	0.0895613	0.20799	0.182843	0.842702	0.22861	0.118546	0.991134	0.997718	1.00225	1.00889	7.339209
9830	-574.5317	-533.0776	-41.45407	50242.61	10.27885	0.0124251	0.121276	0.184496	0.0344698	0.0969286	0.243214	0.0490044	0.261431	0.0210349	0.351262	0.0553451	0.0045782	0.0314607	0.103587	0.143531	0.375941	0.0604071	0.0944021	0.723557	0.0410981	0.0165734	0.0589959	0.274362	0.194358	0.00873346	0.0410199	0.0197503	0.138812	0.029616	0.130024	0.0755578	0.0285724	0.353783	0.00244989	0.071152	0.0937048	0.0780834	0.13846	0.0122248	0.0267088	0.00263158	0.0880436	0.0214726	0.195706	0.153408	0.0808668	0.0655609	0.139909	0.0859932	0.157393	0.0543264	0.0731975	0.0754216	0.121932	0.115543	0.367028	0.63326	0.113192	0.084843	0.994335	0.998546	1.00144	1.00568	7.432118
9840	-574.0663	-530.5109	-43.55546	78519.31	6.170483	0.0459699	0.0891853	0.254124	0.0235096	0.121152	0.235022	0.0238697	0.334231	0.00786286	0.280855	0.0160377	0.0232204	0.0583633	0.126342	0.243014	0.13747	0.0388917	0.150452	1.15906	0.0182706	0.0116538	0.0200225	0.211306	0.0870178	0.0152059	0.0780376	0.0180969	0.185508	0.00907713	0.095868	0.110024	0.0497388	0.0956288	0.0054357	0.123646	0.0404619	0.0803634	0.116618	0.0185324	0.0164503	0.00229762	0.187686	0.0066183	0.0871722	0.163893	0.0703362	0.167432	0.0548793	0.196038	0.0409338	0.0889537	0.0872689	0.357699	0.138864	0.11769	0.320794	0.928106	0.0752723	0.107265	0.995467	0.998838	1.00115	1.00454	7.974795
9850	-597.7873	-553.6168	-44.17053	29712.74	6.450826	0.232612	0.128657	0.188168	0.0071761	0.112258	0.249474	0.0206622	0.214319	0.0280636	0.0559775	0.00632756	0.0145736	0.136565	0.249315	0.160597	0.128308	0.0421541	0.0908909	0.577184	0.0214518	0.013423	0.0716014	0.274491	0.182237	0.0178067	0.125649	0.00629771	0.32154	0.0112756	0.0908454	0.21644	0.0727253	0.195505	0.0137128	0.132358	0.0535799	0.0668673	0.537019	0.0111115	0.0576935	0.00301022	0.0570976	0.00683399	0.0799775	0.0770809	0.185084	0.178056	0.0662221	0.181232	0.034002	0.104546	0.206596	0.166463	0.089379	0.102847	0.21202	0.44434	0.334724	0.454825	0.992636	0.998107	1.00187	1.00738	8.121249
9860	-566.7364	-537.085	-29.65141	5947.101	7.693043	0.072153	0.10748	0.12169	0.00669276	0.0417333	0.202036	0.0609336	0.250133	0.0307049	0.0720667	0.00860498	0.0138716	0.100934	0.0817982	0.163339	0.266193	0.0921147	0.0372706	0.489628	0.037064	0.00462033	0.099307	0.360732	0.227594	0.00967001	0.14763	0.00901324	0.104244	0.0122855	0.00373236	0.0770889	0.0957051	0.1261	0.0145738	0.0533011	0.097423	0.267754	0.202962	0.00462892	0.0340724	0.0147428	0.0467616	0.0246414	0.086239	0.0734658	0.101993	0.102415	0.0396751	0.0552977	0.0665718	0.0531952	0.186521	0.0571483	0.104479	0.132427	0.0933165	0.364195	0.175464	0.253481	0.983566	0.995742	1.00416	1.01653	6.240909
9870	-576.3793	-544.5318	-31.84751	8547.239	9.112132	0.0443724	0.0567334	0.137034	0.0147417	0.0240622	0.340558	0.0246306	0.293808	0.0543135	0.225369	0.0115691	0.0125257	0.134171	0.107748	0.0829513	0.436141	0.121807	0.0575205	0.252142	0.0148821	0.00526348	0.138566	0.207661	0.190438	0.0542476	0.121283	0.0150437	0.28378	0.00842095	0.00123207	0.0347041	0.0998679	0.0754205	0.0368331	0.120428	0.305779	0.0691581	0.206945	0.00317002	0.0110192	0.0137031	0.0192116	0.0387904	0.0568839	0.0370085	0.123077	0.108734	0.109365	0.0902473	0.0460674	0.065591	0.125646	0.08688	0.117074	0.135555	0.0565436	0.630534	0.0665535	0.211163	0.986285	0.996455	1.00348	1.01378	6.57497
9880	-569.4362	-535.1632	-34.27303	11267.38	7.00835	0.0957144	0.023125	0.240849	0.0223607	0.00988906	0.108093	0.0186957	0.164989	0.102672	0.080761	0.0167329	0.00342671	0.117076	0.0562617	0.238365	0.273282	0.106362	0.0598243	0.247904	0.0091153	0.0069604	0.113287	0.195233	0.223777	0.0206673	0.132366	0.0694097	0.31605	0.00283807	0.00241723	0.0282652	0.0822746	0.0136698	0.117008	0.208068	0.192661	0.134662	0.0923752	0.00401878	0.00580082	0.0778373	0.0497811	0.0677509	0.055613	0.0533934	0.185649	0.468538	0.073864	0.0935108	0.12617	0.3325	0.159558	0.0479316	0.107057	0.0655777	0.0257166	0.501941	0.0307781	0.264408	0.988051	0.996916	1.00303	1.012	6.744885
9890	-569.0654	-534.9808	-34.08451	8846.128	6.954784	0.101462	0.0168064	0.275951	0.0520364	0.030533	0.344761	0.0275028	0.257445	0.0107654	0.0368396	0.0105964	0.0108934	0.0771508	0.0223987	0.351961	0.109849	0.126807	0.0503453	0.341488	0.112536	0.00547433	0.0757259	0.179907	0.16866	0.00450653	0.115043	0.0370921	0.228325	0.00146464	0.00672257	0.0412917	0.0540069	0.00258356	0.124368	0.14843	0.228171	0.124722	0.110544	0.00516524	0.0057249	0.13634	0.061683	0.140393	0.0570968	0.173396	0.0703167	0.220699	0.247512	0.0670376	0.0411573	0.412127	0.252994	0.100557	0.0973584	0.076731	0.0181227	0.158403	0.0283954	0.309803	0.986518	0.996516	1.00342	1.01355	6.70618
9900	-559.0205	-531.5317	-27.48887	12902.9	9.710728	0.0379414	0.0580352	0.157642	0.090253	0.0954701	0.30363	0.0366528	0.306108	0.0291593	0.0346335	0.0318084	0.00762755	0.0237979	0.0420639	0.324821	0.0686927	0.0800546	0.0290201	0.286421	0.133211	0.00790357	0.0614279	0.298115	0.0588927	0.0139727	0.0973794	0.0605341	0.112921	0.00219123	0.00754662	0.0441611	0.0824968	0.00197184	0.0496335	0.211031	0.10169	0.116373	0.203707	0.00609004	0.0130017	0.101123	0.0258262	0.0775463	0.0920538	0.0972844	0.0742813	0.144697	0.232015	0.0735126	0.0552044	0.627107	0.151717	0.0459227	0.102991	0.0951303	0.00970354	0.232984	0.0294306	0.0984489	0.988832	0.99712	1.00284	1.01121	6.095062
9910	-568.0232	-541.9016	-26.12151	33229.43	9.023036	0.0848605	0.0951694	0.165866	0.057235	0.0725127	0.11647	0.0189761	0.172277	0.0698262	0.0630042	0.0187297	0.0135278	0.0103403	0.0858179	0.337654	0.177293	0.259337	0.0462265	0.394883	0.0864447	0.0144306	0.100962	0.0660702	0.256056	0.0220176	0.214656	0.0745705	0.178888	0.0218029	0.00631713	0.0644446	0.0845714	0.0032187	0.0626043	0.256442	0.0274093	0.0772303	0.0824114	0.00841491	0.0199749	0.0770733	0.0163718	0.129448	0.041842	0.147867	0.0917112	0.121165	0.290242	0.050775	0.0313825	0.289153	0.0247362	0.0114953	0.0968006	0.167705	0.0120657	0.228186	0.0316509	0.0944045	0.993036	0.99821	1.00177	1.00698	5.943021
9920	-553.4706	-525.2987	-28.17189	315776.8	8.606672	0.065085	0.126898	0.237259	0.0500961	0.0774232	0.126018	0.0184007	0.134437	0.0172417	0.0313103	0.0287172	0.0165198	0.0263595	0.11334	0.296907	0.123917	0.216742	0.0937818	0.29019	0.0950337	0.0175707	0.185568	0.0203634	0.194397	0.0161639	0.0826901	0.0603864	0.05888	0.204035	0.0164875	0.0456407	0.0767606	0.00610217	0.180045	0.0582918	0.0694882	0.0725221	0.19706	0.0192047	0.02065	0.0620743	0.0346709	0.0933881	0.0575484	0.0693479	0.0756142	0.207655	0.689649	0.055847	0.0367737	0.287226	0.0336171	0.00634432	0.0938792	0.221496	0.0151974	0.266144	0.0383453	0.0217718	0.997739	0.999421	1.00058	1.00226	6.154574
9930	-559.4495	-525.54	-33.90955	506917.9	7.81811	0.090255	0.125495	0.229199	0.124576	0.162672	0.437209	0.0232192	0.0460032	0.00943018	0.0413125	0.022279	0.0167298	0.0633662	0.131419	0.362029	0.306321	0.140708	0.0415275	0.331789	0.124021	0.0219139	0.102074	0.0126436	0.184246	0.0343345	0.16793	0.0802858	0.0626579	0.0843068	0.0525739	0.0444823	0.0933036	0.0537314	0.133055	0.149223	0.0714733	0.0215485	0.0491266	0.0311378	0.013542	0.0884649	0.0816138	0.0938839	0.0636922	0.0686574	0.0756142	0.083521	0.351764	0.266125	0.101404	0.254127	0.031272	0.00800831	0.0504045	0.141588	0.029261	0.69075	0.022192	0.00872962	0.998215	0.999543	1.00046	1.00179	6.804225
9940	-570.8934	-536.5729	-34.3205	770383.2	9.163632	0.326077	0.11592	0.125183	0.148353	0.155195	0.681293	0.0836217	0.0331178	0.053475	0.188778	0.0279847	0.0115397	0.0361862	0.0760164	0.3978	0.122058	0.136374	0.0642155	0.194792	0.0739315	0.0252313	0.113659	0.00840376	0.0377265	0.0517755	0.113858	0.0761583	0.0648835	0.0712863	0.122123	0.026424	0.0782118	0.0610244	0.225063	0.393147	0.0708216	0.0195666	0.0354035	0.0212504	0.0253594	0.128925	0.0594237	0.0418168	0.0631862	0.018358	0.138248	0.091496	0.234338	0.346551	0.0439205	0.315049	0.056507	0.00137494	0.0340808	0.0425655	0.0403911	0.43675	0.026971	0.0298138	0.998552	0.99963	1.00037	1.00145	6.843052
9950	-572.9618	-540.8807	-32.08107	506630.3	9.540842	0.279891	0.112544	0.339557	0.106965	0.133001	0.19344	0.0703015	0.080716	0.0568575	0.199325	0.0193057	0.0145227	0.031862	0.0882876	0.134696	0.103411	0.150277	0.0800732	0.39797	0.208921	0.0319119	0.170707	0.0106638	0.0287213	0.0440405	0.268413	0.0246138	0.0975948	0.038622	0.147141	0.0290312	0.161752	0.0422192	0.135368	0.259017	0.145974	0.0370575	0.0789093	0.0468841	0.185379	0.101818	0.042281	0.0273638	0.0299234	0.067569	0.146419	0.0383272	0.206632	0.0701354	0.0294911	0.204844	0.0811115	0.000237086	0.0339532	0.0345942	0.090181	0.536798	0.00492631	0.046779	0.998215	0.999543	1.00046	1.00179	6.57933
9960	-570.2026	-531.0984	-39.10412	881753.6	6.813116	0.129202	0.135315	0.237269	0.0465106	0.183719	0.182143	0.055021	0.113539	0.0720873	0.285922	0.0493069	0.0137904	0.0408088	0.0203431	0.160723	0.0732182	0.375209	0.0131704	0.537764	0.397278	0.0736645	0.123369	0.00853412	0.0425081	0.0260576	0.177433	0.0414462	0.0234941	0.0128585	0.163855	0.0184994	0.10542	0.0338132	0.252925	0.494987	0.123014	0.038335	0.0300594	0.136088	0.22091	0.19278	0.117763	0.0343331	0.0337807	0.151284	0.132529	0.0178484	0.166894	0.020385	0.089916	0.183185	0.0808679	0.000318919	0.0180654	0.0842851	0.119305	0.612634	0.00935767	0.073173	0.998647	0.999654	1.00035	1.00135	7.40832
9970	-562.6819	-530.6611	-32.0208	254455	8.694619	0.149575	0.183163	0.395911	0.0476652	0.117381	0.103418	0.0445194	0.204997	0.014792	0.233725	0.076873	0.0148976	0.0375394	0.0385918	0.210086	0.070038	0.134838	0.0386075	0.126212	0.185927	0.0580176	0.0885981	0.147691	0.0848586	0.0425967	0.0692938	0.0578189	0.0224872	0.00673663	0.211245	0.0189442	0.0481011	0.0229975	0.143447	0.382034	0.013171	0.0360361	0.0235206	0.23227	0.04802	0.150106	0.143824	0.0541644	0.148111	0.140775	0.103124	0.0142033	0.112677	0.0682962	0.107071	0.320758	0.0499024	0.000653246	0.0030317	0.200754	0.115293	0.567825	0.0326532	0.0820957	0.997481	0.999355	1.00064	1.00252	6.601963
9980	-571.9498	-544.404	-27.5458	674172.3	9.064388	0.177765	0.149546	0.282653	0.0320446	0.0580209	0.103488	0.06486	0.14977	0.0650152	0.130944	0.0589002	0.0468434	0.126902	0.0693046	0.080604	0.104935	0.382729	0.043367	0.298645	0.09933	0.0262493	0.052826	0.0512613	0.0495223	0.0762407	0.0775809	0.0276917	0.0278271	0.0092678	0.159065	0.0398085	0.0229443	0.0263688	0.153421	0.253767	0.0110711	0.117837	0.0168112	0.0889489	0.0329419	0.139422	0.0703454	0.0168798	0.276948	0.0336819	0.0504906	0.00628677	0.0631392	0.0311025	0.313788	0.0707906	0.021243	0.000586551	0.00131834	0.479772	0.0759439	0.412484	0.0523877	0.138159	0.998452	0.999604	1.00039	1.00155	6.101888
9990	-548.5901	-532.1254	-16.46474	769166.8	11.68335	0.0608427	0.137782	0.172559	0.0264335	0.0645032	0.0959335	0.0415976	0.0786162	0.0374945	0.0853981	0.132475	0.0459894	0.0917065	0.0135745	0.0529418	0.162441	0.348248	0.0836647	0.173644	0.0766525	0.0206025	0.0444501	0.0341983	0.105271	0.0388432	0.0720292	0.0179945	0.0407038	0.0176425	0.154151	0.0467951	0.00990499	0.0161951	0.116708	0.16631	0.0169807	0.114497	0.0184231	0.102607	0.0143269	0.099521	0.0674045	0.0402277	0.174884	0.0326536	0.163723	0.0280035	0.0442717	0.0711013	0.119069	0.0718511	0.0593841	0.000897363	0.00233076	0.276267	0.0479174	0.318379	0.113303	0.140207	0.998551	0.999629	1.00037	1.00145	5.022525
10000	-564.1149	-537.0719	-27.043	695850.6	10.02405	0.110128	0.114034	0.0707587	0.0461756	0.170669	0.106701	0.0396979	0.234822	0.0631308	0.0419288	0.0478992	0.0245795	0.100762	0.00823022	0.0951627	0.0862303	0.225307	0.0661539	0.251707	0.0882605	0.103359	0.0507575	0.0230334	0.352722	0.0503426	0.158787	0.0344398	0.0401141	0.00847068	0.0899218	0.0269393	0.0108815	0.0367785	0.153445	0.265471	0.069222	0.142633	0.0226833	0.193364	0.0146901	0.299167	0.0517311	0.0438865	0.0673691	0.0776955	0.190151	0.0241563	0.0546021	0.0514867	0.202723	0.0606234	0.105224	0.00428595	0.00834932	0.182493	0.0194813	0.521083	0.142871	0.0929552	0.998477	0.99961	1.00039	1.00152	6.040727
10010	-571.9503	-541.9317	-30.01856	576578	9.527273	0.182985	0.0462844	0.133757	0.156797	0.0456578	0.291592	0.0253095	0.144896	0.106043	0.244992	0.058697	0.0506227	0.0576924	0.0326432	0.109636	0.156748	0.211332	0.0673261	0.188067	0.0443864	0.0294956	0.0522447	0.03636	0.347986	0.0936266	0.159207	0.0217385	0.0318295	0.0261555	0.121103	0.0259582	0.0140696	0.086928	0.408505	0.214124	0.0323643	0.167675	0.0244459	0.142021	0.0530582	0.114701	0.1073	0.0982252	0.0939831	0.0325814	0.2747	0.0398135	0.0353266	0.121989	0.095646	0.0497007	0.12023	0.00720438	0.0119923	0.141456	0.0306542	0.333143	0.113345	0.0973367	0.998327	0.999572	1.00043	1.00167	6.363686
10020	-565.4848	-533.9275	-31.55735	199938.9	7.342015	0.098228	0.0676228	0.102399	0.109616	0.0163896	0.373773	0.062301	0.0578829	0.140548	0.135619	0.12062	0.0337557	0.0108669	0.0271065	0.187182	0.2885	0.242999	0.0490468	0.183611	0.00615864	0.0220725	0.0307942	0.0823001	0.208357	0.0432791	0.117839	0.0114484	0.063605	0.030155	0.0720888	0.0619893	0.0140681	0.0879397	0.19191	0.251333	0.0352948	0.0749283	0.0877318	0.109868	0.168282	0.135583	0.0263519	0.211737	0.0282662	0.0170899	0.790618	0.0648815	0.0372316	0.0229957	0.058769	0.0297967	0.292335	0.0104383	0.0194934	0.100037	0.0919003	0.204968	0.115215	0.0959263	0.997159	0.999272	1.00072	1.00284	6.433145
10030	-566.64	-540.4898	-26.15026	863690.9	9.413052	0.0591969	0.0620865	0.124588	0.184797	0.0436118	0.223335	0.0404915	0.152739	0.157194	0.0252596	0.0600509	0.0544303	0.00999773	0.063012	0.078734	0.227843	0.141722	0.0310951	0.290419	0.00173599	0.0400058	0.0374697	0.098917	0.145725	0.0402692	0.128757	0.0296	0.106411	0.0219759	0.0743721	0.17201	0.00913445	0.0916674	0.12426	0.116575	0.0408618	0.0207795	0.0639399	0.0805852	0.249722	0.159436	0.0486814	0.225263	0.00597651	0.0221869	0.64858	0.133368	0.09933	0.0163072	0.0382228	0.0444624	0.111369	0.0106863	0.130075	0.0775357	0.0732322	0.179572	0.0825145	0.124607	0.998633	0.99965	1.00035	1.00137	5.956783
10040	-547.1344	-526.2077	-20.92677	721943.2	9.253255	0.07108	0.0528595	0.138812	0.0825529	0.0605265	0.209336	0.0246712	0.146245	0.129639	0.0696409	0.00956828	0.0151603	0.0270132	0.106755	0.0985037	0.118674	0.070061	0.0364371	0.420105	0.000961757	0.0167148	0.0237654	0.174565	0.147841	0.0260461	0.0294957	0.0102482	0.246246	0.0493304	0.0792892	0.11965	0.00806598	0.0721879	0.0428343	0.210148	0.0342242	0.0150589	0.138216	0.105487	0.181937	0.148564	0.141232	0.108546	0.019296	0.023762	0.303998	0.0415166	0.0341418	0.0428987	0.0581116	0.0437905	0.117034	0.0520822	0.0530425	0.189827	0.0493021	0.172215	0.0597789	0.110338	0.998504	0.999618	1.00038	1.0015	5.389431
10050	-553.208	-533.0996	-20.10845	885768.3	9.977449	0.0509973	0.103691	0.194303	0.161065	0.113078	0.222889	0.0303789	0.128168	0.0971037	0.0608166	0.0267203	0.0141274	0.0214073	0.0965614	0.119784	0.0915733	0.0817608	0.053911	0.29426	0.00407905	0.0256742	0.0324016	0.126307	0.0997455	0.0367096	0.00870676	0.0238819	0.066223	0.160519	0.129668	0.037719	0.0193988	0.0563784	0.0290361	0.147781	0.0394672	0.00940958	0.14021	0.154985	0.155289	0.107631	0.179726	0.0887386	0.0255279	0.0191529	0.470397	0.028239	0.230281	0.0594703	0.037851	0.0484852	0.0747659	0.0271661	0.09046	0.0416208	0.0766557	0.023766	0.0251601	0.22602	0.99865	0.999655	1.00034	1.00135	5.347298
10060	-563.3364	-538.1434	-25.19302	450377.6	12.12968	0.107062	0.0466504	0.288442	0.226275	0.125745	0.090824	0.0215459	0.0817912	0.015958	0.0476226	0.0221255	0.0201175	0.0136102	0.17946	0.12303	0.0396849	0.0520407	0.131035	0.377992	0.0252191	0.0568233	0.0227082	0.188361	0.22693	0.0719673	0.00252735	0.0220457	0.130895	0.114843	0.127889	0.0154733	0.0465315	0.0497073	0.00957646	0.177187	0.0636974	0.0825746	0.254308	0.160092	0.147632	0.0513808	0.242187	0.0713709	0.0368116	0.048459	0.350125	0.0368208	0.0487751	0.0164269	0.121537	0.0947389	0.043396	0.0248218	0.142509	0.0159779	0.0750566	0.0252443	0.0290337	0.24962	0.998107	0.999516	1.00048	1.00189	5.732292
10070	-581.806	-538.1953	-43.61073	547456.8	7.027409	0.0231513	0.0314101	0.380319	0.0720794	0.26744	0.0483373	0.0344432	0.178384	0.0210089	0.0419495	0.0561412	0.0281996	0.07054	0.0782227	0.0980041	0.0823749	0.0417909	0.354574	0.499509	0.017996	0.0555305	0.0349527	0.45533	0.26497	0.0943593	0.00812429	0.0545701	0.165788	0.175987	0.0559775	0.0261912	0.226373	0.0697906	0.0943007	0.257083	0.0579131	0.0835375	0.29068	0.216283	0.0836749	0.189699	0.152073	0.210153	0.0983747	0.0389171	1.04452	0.0388068	0.0524798	0.014645	0.0407304	0.127183	0.100333	0.0543657	0.136275	0.0956647	0.211318	0.0438472	0.0489061	0.182021	0.998283	0.999561	1.00044	1.00172	8.077605
10080	-581.237	-537.7918	-43.44524	881705.8	6.109811	0.0680973	0.034898	0.144841	0.257484	0.184273	0.162275	0.0554336	0.246935	0.0165654	0.0349993	0.0423911	0.0366064	0.0744996	0.0610438	0.136084	0.144024	0.0449131	0.168684	0.383697	0.0182424	0.0701511	0.0299643	0.27149	0.113054	0.041063	0.0140544	0.0521494	0.232857	0.0525413	0.0234304	0.0719652	0.141319	0.533228	0.0576913	0.191399	0.0334358	0.051679	0.200983	0.33466	0.221289	0.114174	0.191944	0.143896	0.0748308	0.055009	1.27363	0.0710948	0.046009	0.0138359	0.0168408	0.193326	0.102663	0.0938793	0.224827	0.0404146	0.084373	0.0575989	0.0475883	0.0421834	0.998647	0.999654	1.00035	1.00135	7.942513
