Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2860	-570.3821	-535.7489	-34.63318	759687.8	7.94201	0.0788707	0.082472	0.0686426	0.105463	0.116251	0.205672	0.0517407	0.141548	0.0286557	0.0922358	0.0918128	0.0264377	0.0150366	0.0478712	0.149618	0.155173	0.379474	0.0345586	0.496743	0.360839	0.150596	0.0962454	0.177053	0.103785	0.0705203	0.0634297	0.0035985	0.124406	0.0367345	0.29661	0.0512371	0.0418755	0.611566	0.0402341	0.0715473	0.39289	0.0124812	0.144035	0.139669	0.0897418	0.0250792	0.0414891	0.105686	0.00769976	0.061441	0.128023	0.0841216	0.075171	0.202151	0.00753685	0.100146	0.00509847	0.0438881	0.334997	0.00358881	0.0320414	0.0382225	0.123266	0.0358595	0.998542	0.999627	1.00037	1.00146	6.902876
2870	-558.231	-526.5553	-31.67573	860437.3	8.663993	0.0479243	0.105929	0.0878672	0.107458	0.101538	0.143983	0.0635214	0.111483	0.0120163	0.0803363	0.112694	0.012236	0.0159236	0.0385244	0.20436	0.0960641	0.232765	0.0155738	0.527749	0.272881	0.0821165	0.0391862	0.420124	0.075298	0.0550026	0.091056	0.000629739	0.145464	0.0125877	0.142553	0.108681	0.0738563	0.899699	0.0210483	0.0422917	0.0622689	0.0226884	0.181403	0.129008	0.103039	0.051293	0.00495963	0.11343	0.00448038	0.0746837	0.06953	0.0499555	0.103536	0.157531	0.00963247	0.213131	0.013915	0.129267	0.088199	0.00518951	0.0537285	0.127158	0.14594	0.0477601	0.99863	0.99965	1.00035	1.00137	6.56215
2880	-563.101	-535.8237	-27.27727	359897.6	10.13608	0.0392285	0.109934	0.104595	0.0682138	0.071825	0.193276	0.0467563	0.0997614	0.00942534	0.0468753	0.0254251	0.0110083	0.0279776	0.0454111	0.165746	0.0725203	0.210851	0.0078673	0.303384	0.0633353	0.0608012	0.0504102	0.127656	0.0650522	0.0340336	0.272701	0.00241338	0.191051	0.0080921	0.159435	0.074229	0.100381	0.665702	0.0365456	0.0672407	0.14419	0.0101666	0.290426	0.0871311	0.0885348	0.0174248	0.0214213	0.157452	0.00292658	0.24253	0.281233	0.0577523	0.14444	0.161157	0.0107859	0.140579	0.00812106	0.0714123	0.177995	0.0269268	0.0955628	0.086156	0.0286707	0.067397	0.997882	0.999458	1.00054	1.00212	6.059557
2890	-567.2511	-539.1995	-28.05163	316488.2	10.33741	0.0177611	0.0498278	0.0743387	0.0426057	0.0632823	0.456584	0.0306149	0.118565	0.0143712	0.0909872	0.0375539	0.00822573	0.0639668	0.0549285	0.0976846	0.0242498	0.171634	0.00642061	0.373474	0.0849122	0.0449928	0.0372569	0.22511	0.105103	0.0314795	0.0676263	0.00370263	0.33529	0.00766605	0.103599	0.0616978	0.192538	0.649746	0.0832918	0.0886982	0.053042	0.00541792	0.098887	0.0888363	0.130224	0.0294089	0.0193135	0.0635854	0.00753016	0.1096	0.154392	0.189717	0.0729765	0.155973	0.00832348	0.0983968	0.0283278	0.242443	0.214858	0.0305864	0.0564117	0.14199	0.0392893	0.165492	0.997741	0.999422	1.00058	1.00226	6.124809
2900	-558.3687	-528.1199	-30.24878	475126.8	11.03665	0.0439367	0.0887165	0.182953	0.0583017	0.0813272	0.203174	0.0652616	0.208952	0.0265414	0.18227	0.103151	0.0112669	0.0953271	0.0972819	0.223003	0.0246591	0.162235	0.0140429	0.266247	0.0534574	0.0464488	0.0727586	0.101598	0.0679222	0.042854	0.0401403	0.0183784	0.149801	0.00489585	0.0741083	0.0869615	0.15288	0.612157	0.137408	0.122176	0.00475349	0.00577646	0.0491162	0.211152	0.0178721	0.0173101	0.0325726	0.100913	0.0131938	0.0677893	0.358845	0.098035	0.089839	0.13139	0.0166475	0.121864	0.0968208	0.283744	0.279301	0.029002	0.0994742	0.0860069	0.0465466	0.0925095	0.998157	0.999528	1.00047	1.00184	6.273067
2910	-573.4619	-536.3926	-37.06933	555118.8	6.786568	0.112302	0.113224	0.507457	0.262971	0.0461532	0.18036	0.0147504	0.217957	0.0465188	0.160792	0.0625686	0.0154242	0.0560636	0.0425433	0.351307	0.0250569	0.316588	0.0147484	0.305796	0.0983256	0.0823504	0.0621242	0.0563908	0.134646	0.0380331	0.0544724	0.0132429	0.158979	0.00243515	0.090189	0.24119	0.22211	0.406872	0.152168	0.141128	0.00376957	0.0102722	0.108781	0.0732098	0.0270405	0.0331033	0.086991	0.0760905	0.00924124	0.0791874	0.398846	0.0829846	0.182573	0.064167	0.0314565	0.177798	0.123467	0.235325	0.080721	0.0333598	0.0904103	0.213901	0.0302307	0.0441505	0.998294	0.999564	1.00044	1.00171	7.104315
2920	-552.9274	-522.6969	-30.23053	393586.7	9.463814	0.0703431	0.1006	0.264637	0.246449	0.0762007	0.0948062	0.035219	0.176436	0.102716	0.183567	0.0530134	0.0117002	0.0799026	0.0661274	0.442495	0.0159366	0.241825	0.0074405	0.260647	0.117531	0.0228409	0.107198	0.0574373	0.211718	0.021406	0.0570906	0.0184547	0.11897	0.00396861	0.0436913	0.0748427	0.0741153	0.386577	0.2272	0.1128	0.00554787	0.0159098	0.090294	0.060359	0.0426972	0.0324052	0.134887	0.146996	0.0213324	0.0514558	0.281945	0.0455991	0.0692345	0.059774	0.0412109	0.13403	0.143003	0.0102598	0.214815	0.0397109	0.0554485	0.295529	0.0910291	0.119056	0.997975	0.999482	1.00052	1.00203	6.388433
2930	-578.1922	-544.1339	-34.0583	403627.2	9.771571	0.139274	0.0313373	0.161101	0.153142	0.05558	0.0679297	0.0397216	0.0513331	0.122409	0.14682	0.0505787	0.0201256	0.0317046	0.0737702	0.370793	0.138703	0.222999	0.0114307	0.244534	0.177565	0.055947	0.102672	0.492189	0.228795	0.0155716	0.0441395	0.00684018	0.0436804	0.0159118	0.111003	0.0553728	0.158242	0.637978	0.0497456	0.0869311	0.0194336	0.0240494	0.131223	0.139742	0.106128	0.00318442	0.220799	0.190287	0.0408589	0.0941658	0.0974645	0.072307	0.0628336	0.0655627	0.0405267	0.0579512	0.0883754	0.0119527	0.206883	0.105705	0.14621	0.31665	0.0466056	0.0611088	0.998	0.999488	1.00051	1.002	6.765879
2940	-573.8797	-546.2289	-27.65075	352130.9	9.258373	0.182341	0.00391403	0.138155	0.104194	0.0198633	0.0818579	0.0220055	0.117162	0.0600661	0.180496	0.0576224	0.0210393	0.0795223	0.0496706	0.119759	0.180458	0.14079	0.0101756	0.211027	0.198194	0.0802308	0.0926213	0.351601	0.228542	0.00764894	0.0391335	0.00385568	0.0659655	0.0520876	0.061803	0.100148	0.0632877	0.445704	0.0753154	0.0262054	0.0395575	0.0365039	0.30573	0.109431	0.0268818	0.00439133	0.307695	0.253735	0.034322	0.0678758	0.127935	0.0691494	0.0530699	0.0314062	0.0174714	0.0395622	0.222321	0.0870962	0.0708145	0.0827797	0.179182	0.182603	0.0607229	0.0334271	0.997859	0.999452	1.00055	1.00214	6.116125
2950	-575.7759	-542.3972	-33.37869	256460.5	7.988301	0.130335	0.0064161	0.153659	0.240321	0.0463185	0.239617	0.0309047	0.0384779	0.0471914	0.309713	0.0682882	0.04088	0.146718	0.0390143	0.0990898	0.074274	0.269059	0.00715043	0.308166	0.0824188	0.0529358	0.0273353	0.267478	0.33326	0.0216791	0.0217312	0.00488372	0.0978777	0.228143	0.154894	0.060564	0.0652792	0.515255	0.162239	0.0751849	0.042861	0.0513732	0.0992278	0.031416	0.0457486	0.0194257	0.177784	0.108579	0.0574893	0.0828393	0.152948	0.0919735	0.0293919	0.226836	0.0299461	0.0179019	0.0493901	0.164854	0.117085	0.200754	0.188943	0.150525	0.0490836	0.0944708	0.997491	0.999358	1.00064	1.00251	6.747599
2960	-567.9033	-539.0536	-28.84976	374480.4	8.677656	0.289688	0.0202784	0.0977503	0.204782	0.0625137	0.124446	0.0337975	0.115642	0.00990826	0.163293	0.0585576	0.0216016	0.0988909	0.0388603	0.202444	0.134824	0.183581	0.0165962	0.304756	0.0926513	0.0822936	0.026114	0.146853	0.248558	0.0181836	0.0538933	0.0232836	0.0597115	0.154323	0.0815529	0.0654584	0.0207502	0.359436	0.11344	0.21373	0.0280806	0.0320595	0.0761436	0.0293741	0.0338833	0.0422784	0.12864	0.106852	0.00814279	0.210064	0.271499	0.0777385	0.0518132	0.42529	0.0154582	0.0217654	0.0455615	0.130327	0.0616705	0.17713	0.104073	0.0600813	0.037871	0.118313	0.997924	0.999469	1.00053	1.00208	6.236555
2970	-557.4666	-530.7296	-26.73697	162685.3	8.042303	0.0994088	0.0128337	0.106188	0.0947068	0.0887682	0.0823802	0.0229521	0.0707743	0.0159753	0.118344	0.0593364	0.0369467	0.0405539	0.115381	0.141992	0.275452	0.257645	0.0762287	0.532279	0.131718	0.0981979	0.0185246	0.0255713	0.257456	0.047421	0.0799691	0.0105639	0.189375	0.13729	0.100171	0.0947793	0.00702103	0.325701	0.056694	0.0779201	0.0229938	0.0569581	0.0679104	0.0184216	0.0738459	0.0437386	0.155265	0.143055	0.00405864	0.0571332	0.0760621	0.0996864	0.309519	0.264073	0.00830177	0.0297604	0.0545009	0.0744366	0.00460416	0.226234	0.0878405	0.0736078	0.0314401	0.0345612	0.99685	0.999193	1.0008	1.00315	5.924527
2980	-566.3991	-539.688	-26.71109	546709	10.56191	0.0641618	0.114439	0.0733047	0.151587	0.120334	0.110849	0.0179394	0.172293	0.0611746	0.0608018	0.075356	0.0202216	0.0343268	0.0315133	0.0645324	0.179061	0.0990218	0.0598233	0.351358	0.123378	0.289291	0.0434768	0.040655	0.305389	0.142061	0.091831	0.0412419	0.117936	0.074745	0.153299	0.147308	0.00282852	0.266485	0.0319363	0.15885	0.0331863	0.122639	0.0585848	0.0307582	0.0446013	0.0156172	0.064098	0.128003	0.00714062	0.0312258	0.0560984	0.144091	0.0975279	0.274465	0.0232451	0.0357767	0.0213806	0.0843282	0.00772151	0.388837	0.110108	0.215091	0.0303969	0.0657339	0.998281	0.99956	1.00044	1.00172	5.983466
2990	-580.5174	-551.1529	-29.36446	579646.1	11.80335	0.0992805	0.119549	0.334384	0.0869669	0.0634295	0.173021	0.00595173	0.248637	0.0383321	0.0680456	0.0357124	0.00500507	0.0361366	0.0601052	0.250332	0.368463	0.315754	0.0119765	0.201314	0.0561956	0.131123	0.039427	0.090511	0.0954493	0.0170884	0.0621826	0.0134549	0.164835	0.166582	0.162841	0.0884726	0.00485968	0.116177	0.0503721	0.0403379	0.0387689	0.0535771	0.0470872	0.125563	0.168799	0.0085548	0.0549233	0.141612	0.00474385	0.0205462	0.17013	0.0947016	0.0855024	0.229787	0.0124552	0.0115112	0.0246897	0.0567765	0.00540176	0.37837	0.165684	0.0678622	0.0415423	0.2825	0.998331	0.999573	1.00043	1.00167	6.113395
3000	-567.556	-532.8951	-34.6609	459950.6	8.220898	0.0722715	0.0700544	0.239855	0.0605379	0.100208	0.199802	0.00918536	0.179743	0.0167873	0.0353258	0.0179929	0.00885195	0.0563681	0.0302018	0.229096	0.083063	0.14161	0.0154379	0.525875	0.0906083	0.0633628	0.0986663	0.038816	0.0380619	0.0207919	0.273884	0.0164199	0.113658	0.146297	0.1061	0.128361	0.0161179	0.125598	0.328145	0.0533893	0.0407659	0.113652	0.0152434	0.171966	0.196844	0.0531195	0.0975789	0.239372	0.00451234	0.150667	0.288061	0.0743071	0.0769974	0.318421	0.0666168	0.00513422	0.0213854	0.153805	0.00491111	0.70551	0.0708004	0.070479	0.0301226	0.192168	0.998126	0.999521	1.00048	1.00187	6.912983
3010	-567.6342	-529.5875	-38.04668	212414.5	7.671625	0.133	0.0222543	0.520469	0.0497682	0.0567951	0.13882	0.0154697	0.0625485	0.0131788	0.0161424	0.107311	0.0194755	0.0587993	0.0728746	0.102544	0.494936	0.308006	0.0314002	0.426474	0.0446337	0.0270842	0.0447925	0.234598	0.0871203	0.0316434	0.164712	0.0114637	0.0936667	0.0339848	0.17714	0.231639	0.0237105	0.17727	0.434335	0.101969	0.0836168	0.0935282	0.0140198	0.0847068	0.108994	0.0470388	0.136019	0.195766	0.0105022	0.0623481	0.10196	0.0533823	0.0818878	0.255798	0.058091	0.0245705	0.0363682	0.0562731	0.00404766	0.868642	0.209084	0.0870157	0.0256541	0.0624342	0.997243	0.999294	1.0007	1.00276	7.331778
3020	-572.4558	-541.6514	-30.80436	60828.79	10.43767	0.0941013	0.0147283	0.324293	0.154465	0.00509979	0.177062	0.0288506	0.0275031	0.0102995	0.0216436	0.109949	0.0506787	0.0515784	0.0798634	0.0682512	0.381206	0.141839	0.0185011	0.144192	0.0269073	0.0463715	0.104366	0.191605	0.445952	0.00945715	0.0903653	0.011427	0.0380794	0.0151654	0.17123	0.0749104	0.018281	0.051388	0.286908	0.143703	0.119396	0.103246	0.0372	0.169513	0.327972	0.0518442	0.138561	0.0940415	0.00584607	0.0524245	0.0685605	0.0840855	0.132685	0.341363	0.0244352	0.0930593	0.0663012	0.0851118	0.00781889	0.349146	0.125612	0.110698	0.0336307	0.129571	0.994851	0.998679	1.00131	1.00516	6.382345
3030	-557.3345	-530.3492	-26.98528	18920.48	9.053489	0.0856851	0.0623626	0.149636	0.190677	0.0112268	0.131024	0.058789	0.0108659	0.00574815	0.0300384	0.0612316	0.0199352	0.0347655	0.135095	0.0643026	0.21439	0.15178	0.038607	0.188445	0.0166398	0.0283505	0.115592	0.208268	0.178443	0.0112838	0.12024	0.0198606	0.0535991	0.0180988	0.147958	0.101023	0.070249	0.0263452	0.461802	0.063939	0.0386803	0.073535	0.0230653	0.068001	0.156838	0.255929	0.073872	0.0554483	0.013916	0.0755744	0.0460899	0.155521	0.17129	0.290605	0.0347679	0.275372	0.0419174	0.0677347	0.0103777	0.410768	0.171968	0.0323543	0.0337813	0.176019	0.990774	0.997625	1.00235	1.00926	6.039722
3040	-555.3238	-528.2218	-27.10204	4706.576	7.673928	0.0429532	0.0916191	0.06188	0.12275	0.010384	0.0592835	0.0330076	0.0212172	0.00688799	0.0123855	0.109397	0.0141888	0.056673	0.143342	0.10319	0.194505	0.222678	0.0809295	0.0730156	0.0203493	0.0741981	0.0798399	0.181712	0.277402	0.0131757	0.085582	0.0330872	0.0810399	0.00649271	0.170558	0.0565815	0.166795	0.0120646	0.25028	0.177113	0.00929572	0.0913107	0.0989004	0.0656187	0.127308	0.117412	0.154615	0.0600155	0.0350472	0.246548	0.0522681	0.125591	0.0435834	0.178266	0.0359925	0.281615	0.0358966	0.0529187	0.00803165	0.533226	0.202896	0.0222726	0.00895523	0.171472	0.981533	0.995207	1.00467	1.01859	5.905615
3050	-558.0471	-524.6594	-33.38765	18112.38	9.238436	0.0584751	0.121981	0.228941	0.171503	0.0109979	0.101189	0.00615274	0.0626953	0.004378	0.0107423	0.0856014	0.0717465	0.0395178	0.0492054	0.083934	0.201141	0.345861	0.131836	0.687657	0.0443935	0.169979	0.0822885	0.135089	0.264052	0.0194756	0.171952	0.0483657	0.0552269	0.0102283	0.113201	0.125578	0.136035	0.0334563	0.534772	0.0914726	0.0170027	0.0866247	0.0692065	0.064818	0.164321	0.248428	0.0622147	0.0546611	0.0432119	0.0685209	0.0773849	0.208354	0.0367376	0.0370874	0.0654314	0.189052	0.0638235	0.0783593	0.0131935	0.312462	0.053081	0.0305172	0.0150192	0.168339	0.990571	0.997572	1.0024	1.00946	6.73697
3060	-558.6652	-525.9086	-32.75657	470361.6	7.229159	0.0402551	0.105432	0.156289	0.197791	0.0194046	0.148587	0.0137713	0.162271	0.0103966	0.0111407	0.171205	0.0288013	0.120646	0.0453406	0.285868	0.160772	0.395484	0.132707	0.250008	0.1067	0.167847	0.0462842	0.112587	0.298416	0.0114642	0.107691	0.0623159	0.0989346	0.0050853	0.124406	0.109139	0.0613229	0.030245	0.391137	0.0658234	0.0203343	0.155653	0.0346655	0.0929851	0.186723	0.348919	0.0404714	0.0834792	0.0242681	0.0975429	0.0910815	0.109672	0.0399751	0.0713301	0.0349879	0.129436	0.0761291	0.152207	0.020426	0.234969	0.0442885	0.0675462	0.0309517	0.132551	0.998147	0.999526	1.00047	1.00185	6.576159
3070	-575.9733	-540.824	-35.14936	930532.8	10.7769	0.0128312	0.0284371	0.177753	0.0630447	0.0129108	0.271863	0.0224876	0.290139	0.00844536	0.00363155	0.040568	0.0239588	0.187891	0.0657321	0.126104	0.0951243	0.365895	0.349486	0.481574	0.0234415	0.232231	0.1735	0.160855	0.185995	0.0537986	0.0571081	0.0741938	0.0629432	0.0346948	0.189886	0.19638	0.0272838	0.00933125	0.172303	0.0703097	0.0304439	0.160969	0.0645534	0.0567257	0.0485564	0.210288	0.0635092	0.0907648	0.0520492	0.102039	0.119683	0.0866063	0.0706579	0.212973	0.0286088	0.27192	0.0466276	0.0540099	0.0439347	0.313419	0.0639178	0.104679	0.0191628	0.0851953	0.998683	0.999663	1.00034	1.00132	6.753425
3080	-557.4771	-527.7069	-29.77019	672487.3	8.317628	0.017596	0.0125974	0.0804809	0.028639	0.0247427	0.301766	0.0231979	0.122991	0.00939286	0.0102499	0.0708869	0.0235595	0.109567	0.0445534	0.156763	0.111899	0.083602	0.185932	0.451655	0.0478494	0.0856882	0.0900559	0.0997668	0.205321	0.102556	0.203619	0.111942	0.0283195	0.018518	0.0973319	0.0819744	0.0286977	0.0125788	0.726564	0.0306314	0.040797	0.165822	0.0423543	0.108299	0.115709	0.14005	0.0711907	0.139	0.0780343	0.0957649	0.273796	0.120741	0.115985	0.193073	0.0160647	0.0780581	0.0191283	0.0437526	0.144461	0.173023	0.0774988	0.023753	0.0481816	0.159221	0.99845	0.999604	1.0004	1.00155	6.325245
3090	-569.8947	-535.8296	-34.06508	655457.1	7.687621	0.0876179	0.0597577	0.0357376	0.0765637	0.0702499	0.179043	0.11975	0.0654276	0.0266536	0.0122888	0.130673	0.00960493	0.0494685	0.0169746	0.0621044	0.141767	0.23053	0.13476	0.417406	0.0541289	0.154558	0.149773	0.274815	0.285115	0.026496	0.080773	0.0364252	0.0117036	0.096523	0.0333401	0.0837823	0.0719344	0.043321	0.657776	0.0366383	0.0453192	0.3449	0.0382257	0.157076	0.056692	0.200807	0.0357905	0.13919	0.0638328	0.162957	0.0684219	0.0796581	0.146024	0.291624	0.0117705	0.144168	0.0175824	0.0230674	0.151449	0.363957	0.0295111	0.00958755	0.047686	0.161387	0.99843	0.999599	1.0004	1.00157	6.814168
3100	-572.5534	-542.5491	-30.00434	773127.1	8.573447	0.0780108	0.192561	0.0965572	0.0242719	0.118932	0.265578	0.128624	0.176298	0.0179646	0.0217852	0.0702602	0.0110433	0.0586038	0.0840347	0.0213367	0.104459	0.153553	0.0347048	0.577484	0.031262	0.149751	0.156294	0.142076	0.154915	0.0890518	0.153237	0.0245421	0.021356	0.0434609	0.0450375	0.175509	0.108922	0.017372	0.47126	0.0450112	0.0611266	0.13093	0.0808832	0.131291	0.0625203	0.210694	0.0454849	0.0500682	0.0703835	0.210793	0.0330243	0.0314152	0.179504	0.17569	0.0450468	0.253197	0.0170226	0.0121889	0.0393811	0.123864	0.153236	0.0223321	0.0364203	0.124704	0.998555	0.99963	1.00037	1.00145	6.366318
3110	-569.0538	-535.7221	-33.3317	947635.3	11.03955	0.0865099	0.190353	0.210619	0.0318028	0.0726535	0.233028	0.196484	0.0802885	0.0134961	0.0765679	0.0739236	0.015282	0.0577487	0.056393	0.0238704	0.186275	0.102868	0.0699961	0.325547	0.0403046	0.11733	0.104321	0.53875	0.138203	0.0557895	0.182659	0.0263751	0.0236913	0.0375019	0.0209398	0.033085	0.087834	0.0239418	0.487565	0.0389144	0.0684441	0.305265	0.438005	0.0566495	0.0483271	0.125759	0.0348492	0.0935891	0.100873	0.0878068	0.0253063	0.0743939	0.0969438	0.135664	0.188206	0.258401	0.0328392	0.00938458	0.0338841	0.0390888	0.0258816	0.0595648	0.0525867	0.0994046	0.998695	0.999666	1.00033	1.00131	6.552031
3120	-560.4074	-537.4718	-22.93567	130068.8	9.761036	0.0737412	0.190129	0.132262	0.117424	0.0663235	0.201572	0.100498	0.0210544	0.0273703	0.165984	0.0929979	0.0566607	0.0320518	0.074101	0.0343525	0.0973222	0.0668365	0.0536299	0.354632	0.0323629	0.0369412	0.024761	0.252371	0.113882	0.061489	0.0575906	0.0376814	0.0499498	0.082009	0.0145986	0.028765	0.207546	0.0335687	0.443559	0.0490747	0.0656675	0.14325	0.207835	0.0178449	0.0635243	0.100827	0.0961977	0.224978	0.0212577	0.0475332	0.0602279	0.24254	0.014773	0.198948	0.106397	0.104955	0.059891	0.039132	0.0362432	0.0663169	0.060432	0.0146259	0.0510202	0.0978722	0.996478	0.999098	1.0009	1.00353	5.627384
3130	-573.6319	-538.1072	-35.52461	382760.3	11.4595	0.127535	0.111725	0.275258	0.0414395	0.0606787	0.203373	0.0993444	0.132538	0.0518852	0.226036	0.106455	0.0562127	0.178534	0.080422	0.123785	0.074486	0.106493	0.0591161	0.597593	0.0150674	0.025088	0.115138	0.180898	0.194982	0.0958454	0.157348	0.0551511	0.202115	0.0519266	0.0225112	0.08974	0.0801205	0.0116833	0.531	0.0997472	0.0347943	0.212863	0.133562	0.00862207	0.0845448	0.0239889	0.0465074	0.0565289	0.025552	0.0537364	0.0885322	0.239963	0.0085584	0.121851	0.0525096	0.201375	0.119382	0.0247196	0.0580122	0.192241	0.105469	0.0228192	0.0580984	0.0726754	0.997946	0.999474	1.00052	1.00206	6.688177
3140	-564.734	-530.5935	-34.14052	788303.5	8.945859	0.0525512	0.0857704	0.135019	0.0576455	0.0319992	0.241554	0.085879	0.192691	0.0179506	0.142337	0.156169	0.0297495	0.120212	0.0589294	0.152233	0.0791264	0.069168	0.0730351	0.478658	0.0839149	0.0241711	0.0865307	0.158425	0.154865	0.0616128	0.0869317	0.0393864	0.335825	0.11814	0.0111592	0.144969	0.135404	0.013733	0.936681	0.021544	0.0477158	0.222052	0.114372	0.0151702	0.106947	0.0293707	0.0470092	0.122014	0.0835566	0.0296065	0.151879	0.107311	0.00987355	0.0701859	0.0449161	0.267299	0.158263	0.0379527	0.0598935	0.0915092	0.0541821	0.0211675	0.141137	0.128405	0.998569	0.999634	1.00037	1.00143	6.835758
3150	-571.804	-541.853	-29.95105	966783	8.856489	0.0244878	0.0934711	0.257168	0.174886	0.0279462	0.146783	0.0561076	0.2456	0.0278418	0.129475	0.145209	0.0212306	0.15772	0.0792454	0.177955	0.130558	0.195186	0.061427	0.207801	0.0740304	0.0505282	0.024467	0.151709	0.13661	0.063723	0.129911	0.0342786	0.104719	0.0494287	0.0116889	0.0757576	0.0503483	0.0106225	0.642477	0.062169	0.138075	0.108708	0.0401483	0.12451	0.216682	0.0174411	0.0273202	0.0782903	0.155186	0.0209915	0.198388	0.0891355	0.0129215	0.1334	0.0842882	0.0840512	0.174329	0.0613676	0.0850484	0.078075	0.0306038	0.023937	0.284415	0.066949	0.998708	0.99967	1.00033	1.00129	6.366828
3160	-567.0868	-535.4629	-31.62396	907178.4	10.75454	0.0453412	0.0389073	0.225396	0.113791	0.112271	0.232193	0.0877659	0.121526	0.0232901	0.185022	0.0725961	0.00679371	0.0233533	0.288069	0.26511	0.222527	0.260601	0.103367	0.163784	0.0530208	0.0381109	0.0249767	0.210326	0.165043	0.0462103	0.0952166	0.0117169	0.254039	0.0826688	0.0210136	0.0492944	0.0958232	0.0108643	0.614038	0.0258551	0.0535021	0.06719	0.0472748	0.164944	0.106315	0.0175891	0.0291094	0.0357386	0.151645	0.0229331	0.207492	0.0977176	0.0151016	0.15345	0.0360772	0.0382519	0.156153	0.137681	0.142455	0.0516045	0.0366922	0.104221	0.120206	0.0454156	0.998666	0.999659	1.00034	1.00133	6.428682
3170	-564.9969	-527.9542	-37.04274	544254.5	6.898278	0.0336475	0.0303597	0.154491	0.0506548	0.101618	0.194366	0.108022	0.378897	0.0544889	0.172043	0.10326	0.0153405	0.0380435	0.222878	0.379659	0.17005	0.0621134	0.252748	0.575596	0.0997264	0.078677	0.0612059	0.379814	0.243665	0.0255583	0.135493	0.0116093	0.122343	0.111038	0.157114	0.0958127	0.107969	0.0031315	0.491502	0.00976382	0.0983945	0.0888912	0.0372975	0.0242281	0.093522	0.0223141	0.0326223	0.0377552	0.108563	0.0291064	0.185102	0.0563319	0.0403359	0.262573	0.0214392	0.0347299	0.112596	0.119352	0.057492	0.0611332	0.0553102	0.132549	0.0477116	0.129763	0.998278	0.999559	1.00044	1.00172	7.121813
3180	-591.3801	-547.875	-43.50509	974264.4	7.601169	0.0411586	0.0136201	0.471567	0.08613	0.0395466	0.202435	0.0640247	0.199017	0.0714513	0.0984694	0.0784442	0.00622095	0.0304626	0.241004	0.258717	0.123736	0.133154	0.0873199	0.376901	0.0664951	0.315134	0.0351508	0.645124	0.300966	0.0575687	0.178771	0.0207288	0.0571117	0.220371	0.164652	0.133108	0.15879	0.00577795	0.894675	0.0304066	0.0583183	0.125323	0.0910948	0.0214023	0.0669971	0.0261335	0.0306051	0.0122575	0.12152	0.097318	0.0871915	0.0774815	0.115169	0.363417	0.0748225	0.0285921	0.0751942	0.208975	0.0752606	0.0279127	0.0755959	0.142438	0.0591219	0.0777233	0.998713	0.999671	1.00033	1.00129	8.048077
3190	-586.0125	-542.4503	-43.56219	375851.1	6.742464	0.0773888	0.012096	0.321375	0.0789801	0.0892752	0.31487	0.150769	0.135608	0.0470249	0.124537	0.205698	0.021615	0.0124613	0.167225	0.306329	0.225364	0.120933	0.103437	0.478105	0.0647643	0.0432217	0.0162047	0.438373	0.0838061	0.0284784	0.0954845	0.0515515	0.105708	0.189813	0.0773146	0.102252	0.137602	0.00794244	0.694041	0.0595026	0.091852	0.0306831	0.035048	0.0865259	0.0746049	0.0154093	0.103026	0.00423391	0.151442	0.361814	0.0883848	0.0847312	0.141016	0.289215	0.110875	0.0737465	0.0319835	0.414352	0.19911	0.0243764	0.0973243	0.174108	0.0623643	0.122644	0.997927	0.99947	1.00053	1.00207	8.058021
3200	-581.1759	-540.8227	-40.35324	172186.2	8.100416	0.0270767	0.0164264	0.08571	0.128334	0.118262	0.229648	0.13783	0.149112	0.0686389	0.170408	0.331523	0.0645826	0.0139853	0.00969674	0.189937	0.21841	0.148142	0.0647601	0.480702	0.0854998	0.0629758	0.0366365	0.282665	0.142084	0.0389505	0.135934	0.0204587	0.0427201	0.187998	0.207878	0.0915293	0.149878	0.0221649	0.755803	0.185362	0.0607525	0.0203111	0.0557994	0.0414799	0.0581015	0.0169973	0.0393361	0.00633436	0.120575	0.191056	0.0793138	0.0554301	0.30557	0.173287	0.155944	0.0833413	0.0512696	0.278593	0.0809148	0.0720206	0.219603	0.125192	0.0109299	0.21009	0.996938	0.999216	1.00078	1.00306	7.613965
