Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
490	-133.2338	-119.775	-13.45882	476033	8.918166	0.0339016	0.0499585	0.0147986	0.0469615	0.0684076	0.00120263	0.124487	0.0501196	0.120578	0.0158584	0.0932731	0.246676	0.0982293	0.00126328	0.220115	0.0443739	0.0352393	0.186965	0.0434828	0.285067	0.241338	0.0579093	0.199183	0.0753949	0.14025	0.046828	0.119431	0.358601	0.251566	0.0524484	0.0552215	0.0639532	0.0105865	0.0205004	0.239494	0.02439	0.0651184	0.998158	0.999529	1.00047	1.00184	3.803173
500	-131.644	-114.6253	-17.01869	577986.9	8.43888	0.0404183	0.282982	0.0142173	0.172468	0.117756	0.000706698	0.0363816	0.304382	0.0786751	0.0252257	0.143239	0.26585	0.239685	0.0013584	0.0453858	0.101792	0.0531227	0.0861215	0.122489	0.250565	0.0620106	0.0211414	0.166444	0.0783617	0.047091	0.026378	0.0484548	0.118929	0.48277	0.0382791	0.029694	0.0381909	0.0242837	0.0159285	0.538656	0.0326862	0.0580539	0.998329	0.999572	1.00043	1.00167	4.210173
510	-129.5999	-113.5505	-16.04943	680738.4	7.516676	0.101281	0.0986412	0.00708834	0.153376	0.104534	0.00163798	0.0222586	0.214941	0.0488137	0.0313707	0.0696814	0.259828	0.175984	0.00154593	0.0333866	0.0529766	0.0281162	0.13521	0.0392312	0.445621	0.141927	0.0178629	0.111023	0.132919	0.236659	0.0281358	0.0498779	0.11886	0.414006	0.0704258	0.0396608	0.0386485	0.00942827	0.092442	0.429329	0.0640261	0.0318993	0.99846	0.999606	1.00039	1.00154	4.052653
520	-132.5285	-115.8114	-16.71714	857536.7	9.082656	0.0826459	0.0752869	0.0178575	0.148207	0.106807	0.00209615	0.0614588	0.0508164	0.0423897	0.0823795	0.145788	0.251621	0.248682	0.00165105	0.0220795	0.0379647	0.0133385	0.0928787	0.112632	0.365602	0.105849	0.0208492	0.0261977	0.149616	0.202207	0.00996055	0.0806955	0.0920073	0.596747	0.0587383	0.090896	0.025512	0.00198632	0.280837	0.312363	0.11063	0.0365936	0.998628	0.999649	1.00035	1.00137	4.163868
530	-130.1654	-113.9943	-16.1711	973200	9.225634	0.0231457	0.151101	0.00510144	0.381378	0.0796214	0.00197925	0.0645896	0.039057	0.0610081	0.160156	0.204756	0.0979954	0.131924	0.00166617	0.031276	0.00996343	0.0176828	0.0439389	0.06858	0.101738	0.138619	0.0192202	0.0175973	0.0791687	0.324034	0.0368111	0.441851	0.110565	0.211537	0.0307375	0.272117	0.0142995	0.000815915	0.159365	0.40909	0.142569	0.0146354	0.998712	0.999671	1.00033	1.00129	4.099691
540	-146.1833	-119.7986	-26.38472	681244.5	8.787551	0.00515502	0.148033	0.00993618	0.279733	0.051265	0.00551815	0.200604	0.0700073	0.103707	0.261942	0.113132	0.0867105	0.0546373	0.00226841	0.0580228	0.0139771	0.0171463	0.0346617	0.0102085	0.054213	0.465664	0.0276349	0.013781	0.270618	0.511872	0.0885491	0.588335	0.0294412	0.534726	0.073973	0.159182	0.0132838	0.00187573	0.188945	0.336896	0.355459	0.030374	0.99846	0.999606	1.00039	1.00154	5.271485
550	-134.9373	-117.9175	-17.01972	421116.1	9.174605	0.00851857	0.196498	0.0356192	0.421346	0.0741741	0.00756044	0.154885	0.0833201	0.1942	0.112731	0.0932031	0.0336813	0.136306	0.00458045	0.0451075	0.0354638	0.0103449	0.0328219	0.0101366	0.0658721	0.141137	0.0348613	0.0617196	0.19299	0.240919	0.213185	0.407729	0.100703	0.221932	0.111948	0.0495964	0.00470396	0.00142142	0.0988427	0.285862	0.256099	0.0137139	0.998042	0.999499	1.0005	1.00196	4.193734
560	-125.9579	-113.1464	-12.81146	440165.5	9.92905	0.00730643	0.196519	0.0184612	0.290005	0.112977	0.0209137	0.064817	0.0606702	0.117239	0.211723	0.1222	0.0812187	0.120966	0.00414275	0.0569362	0.0562145	0.019979	0.0324674	0.0106651	0.0485111	0.0523794	0.0306546	0.0362803	0.103776	0.123893	0.205526	0.33272	0.109659	0.480303	0.0951938	0.0945353	0.00309819	0.00209496	0.103724	0.171524	0.113791	0.0174471	0.998085	0.99951	1.00049	1.00192	3.730533
570	-131.4967	-114.6885	-16.80819	714254	7.61583	0.00360887	0.219501	0.017515	0.153293	0.0358388	0.0139917	0.0246084	0.0981073	0.0307703	0.297692	0.0867726	0.0110435	0.141141	0.00710646	0.166873	0.0633429	0.00688374	0.107611	0.00837549	0.0778296	0.117192	0.0679143	0.148489	0.189902	0.130794	0.0506434	0.540676	0.373648	0.375386	0.130542	0.0279695	0.00865328	0.00214897	0.0942484	0.150294	0.169313	0.0108653	0.998496	0.999615	1.00038	1.0015	4.160584
580	-126.5745	-112.5343	-14.04023	857491.3	9.84641	0.00560232	0.0823321	0.0345168	0.0213802	0.0390316	0.0130375	0.0134105	0.0398447	0.0270508	0.245095	0.13361	0.0209526	0.0818142	0.041897	0.0639271	0.107223	0.00745569	0.108763	0.023754	0.231328	0.17114	0.0867286	0.185004	0.430244	0.0334918	0.0627517	0.543506	0.0829284	0.429535	0.0428785	0.034703	0.00272366	0.00797994	0.0387257	0.20495	0.148478	0.00911427	0.998628	0.999649	1.00035	1.00137	3.856909
590	-122.1346	-109.3195	-12.81515	894310.8	9.914443	0.051475	0.0974133	0.0238992	0.0148443	0.0368407	0.0198027	0.00705377	0.0490171	0.0921047	0.0459573	0.203822	0.0249409	0.1874	0.0302721	0.105704	0.0612568	0.00736328	0.113971	0.0125333	0.210029	0.232191	0.0486154	0.132493	0.22808	0.0414281	0.0887387	0.543506	0.0322616	0.392858	0.0284734	0.0521928	0.00359717	0.00997262	0.145486	0.111782	0.227035	0.0167895	0.998656	0.999656	1.00034	1.00134	3.731202
600	-111.7091	-109.0165	-2.692592	731728.8	12.59529	0.0235631	0.0488536	0.0218616	0.023106	0.039936	0.0238991	0.00401947	0.0661388	0.0840976	0.0185937	0.164557	0.0331083	0.16145	0.034193	0.0383835	0.0282867	0.00920774	0.0287141	0.0799784	0.0652622	0.113654	0.0162652	0.286972	0.0853452	0.0525476	0.0250965	0.29684	0.113871	0.298134	0.0149725	0.0359818	0.0132448	0.00187137	0.138057	0.14382	0.154629	0.00533291	0.998514	0.99962	1.00038	1.00149	2.793845
610	-131.5523	-122.015	-9.537323	174207.3	8.722702	0.0371223	0.0433987	0.0461173	0.0957918	0.0398964	0.130232	0.0100219	0.0983687	0.0991136	0.155477	0.183072	0.060761	0.234259	0.0278119	0.0936358	0.0452244	0.00898996	0.0851283	0.0717082	0.0636705	0.150151	0.026011	0.0750582	0.160517	0.0671047	0.0663602	0.23888	0.15881	0.26129	0.0154468	0.13464	0.0131246	0.000747656	0.123161	0.156978	0.0643733	0.0068462	0.996956	0.999221	1.00078	1.00305	3.349301
620	-136.2718	-118.8199	-17.45191	701584.8	9.517885	0.0399715	0.046914	0.042991	0.112378	0.0951154	0.254722	0.0383096	0.104654	0.0933617	0.0671928	0.548949	0.0740877	0.299267	0.0346331	0.0814165	0.0320765	0.0224519	0.146266	0.226875	0.0981691	0.262297	0.0908221	0.071396	0.0330834	0.0698231	0.0575173	0.310591	0.0867865	0.249265	0.0123785	0.0611159	0.0124878	0.000586097	0.0691183	0.211488	0.15951	0.00540405	0.998483	0.999612	1.00039	1.00152	4.223472
630	-141.1295	-125.6448	-15.48469	539593.7	8.462396	0.0577017	0.118375	0.159129	0.348716	0.025752	0.180654	0.024647	0.227884	0.0668753	0.0657832	0.301994	0.0629307	0.453427	0.0590778	0.0574288	0.0328213	0.0153456	0.231396	0.0909203	0.094251	0.121284	0.0297663	0.0352844	0.163906	0.0282722	0.134896	0.183733	0.0449787	0.108415	0.0538718	0.0206181	0.0116216	0.00048402	0.0687417	0.207425	0.135117	0.00528902	0.99827	0.999557	1.00044	1.00173	4.028813
640	-138.2471	-123.2192	-15.02783	728132.7	7.279261	0.0287785	0.0913844	0.0830905	0.073737	0.0608489	0.153748	0.0173667	0.0228491	0.133112	0.0780326	0.179428	0.0761803	0.245781	0.121266	0.021669	0.0433081	0.0454088	0.394601	0.433303	0.0833665	0.0853988	0.0536488	0.0324217	0.0610691	0.0947897	0.0641152	0.196626	0.12755	0.0838225	0.0246347	0.118841	0.0372198	0.000983348	0.0662915	0.235509	0.213401	0.00429399	0.998511	0.999619	1.00038	1.00149	3.887876
650	-151.6813	-123.784	-27.89726	633287.7	5.589333	0.0532412	0.0245261	0.0738887	0.0159882	0.0186724	0.481139	0.0274747	0.0408387	0.0757529	0.0987239	0.177958	0.23772	0.548363	0.09487	0.0160069	0.0316134	0.032026	0.162108	0.754434	0.113851	0.270214	0.0204659	0.00492309	0.0645927	0.16873	0.0623469	0.730348	0.273067	0.125358	0.0227211	0.132281	0.114273	0.000466569	0.0191777	0.317453	0.263159	0.00882809	0.998403	0.999592	1.00041	1.0016	5.677602
660	-146.7945	-125.2851	-21.50944	771067	7.501852	0.0430716	0.0850405	0.105106	0.0120417	0.0151258	0.270237	0.0254342	0.0392545	0.0301865	0.0420541	0.110182	0.284794	0.511792	0.135532	0.00801438	0.0861165	0.0302894	0.0896225	0.547069	0.0278297	0.410023	0.088087	0.00558788	0.10896	0.0645058	0.0486145	0.223819	0.341822	0.109738	0.0284798	0.318683	0.0576523	0.000466569	0.00315653	0.355974	0.0996544	0.0151242	0.998553	0.99963	1.00037	1.00145	4.779142
670	-139.085	-122.6704	-16.41463	899584.5	11.97493	0.0359893	0.0613562	0.123264	0.0535013	0.0233554	0.0909819	0.0615254	0.164656	0.0632935	0.0164488	0.0319768	0.244255	0.15482	0.144325	0.024698	0.21878	0.0285951	0.0662736	0.20944	0.117802	0.15077	0.0353972	0.0211893	0.0386034	0.110412	0.0545816	0.181093	0.364859	0.181692	0.00714665	0.387917	0.0655905	0.00146784	0.00353048	0.193416	0.18045	0.0253262	0.99866	0.999657	1.00034	1.00134	3.93878
680	-145.036	-121.9295	-23.10653	941298.6	5.884086	0.0182095	0.369091	0.074239	0.0626774	0.0211007	0.0425752	0.199652	0.075417	0.0689461	0.0642633	0.0753246	0.347383	0.303789	0.155623	0.0221218	0.0817437	0.0134542	0.0269464	0.0504156	0.348179	0.281667	0.022264	0.0844116	0.0685736	0.138701	0.101278	0.113514	0.592435	0.282001	0.0146301	0.364398	0.0671349	0.0023317	0.00677604	0.185697	0.090216	0.0549664	0.99869	0.999665	1.00033	1.00131	4.892147
690	-133.2551	-111.0646	-22.1905	386848.3	7.246889	0.00679846	0.303976	0.149542	0.143819	0.0333607	0.0682466	0.129188	0.0428071	0.105079	0.0312275	0.0604078	0.0866717	0.263039	0.0201844	0.0190239	0.0361267	0.0188172	0.0188452	0.0596698	0.219897	0.309934	0.00571556	0.0630253	0.089802	0.139212	0.0478401	0.0912107	0.569293	0.642348	0.0135079	0.674114	0.193681	0.00261379	0.0315737	0.0355663	0.0951796	0.0504156	0.997957	0.999477	1.00052	1.00204	4.871759
700	-129.8376	-111.6057	-18.23185	630601.5	8.378745	0.00399373	0.130554	0.145247	0.173522	0.0464136	0.0761646	0.140533	0.0624374	0.0686183	0.036939	0.0547259	0.193152	0.101676	0.0878656	0.0615021	0.0178097	0.00989866	0.020432	0.0443792	0.242693	0.30681	0.00717579	0.0828515	0.0337152	0.160242	0.113808	0.174894	0.499555	0.201393	0.0261018	0.627234	0.0318365	0.00403617	0.102512	0.172002	0.0866572	0.00565451	0.9984	0.999591	1.00041	1.0016	4.355036
710	-130.7831	-114.651	-16.13209	405764.7	8.15625	0.00205635	0.0430352	0.14266	0.235563	0.0805766	0.0807464	0.0438499	0.0884004	0.0826285	0.104953	0.0609378	0.292804	0.0348537	0.169564	0.0381122	0.00891791	0.00656161	0.0165603	0.0265544	0.203593	0.21997	0.0141028	0.27624	0.110355	0.0922087	0.395154	0.131434	0.18737	0.151274	0.0194581	0.29469	0.034293	0.00248541	0.0502555	0.0787763	0.257969	0.0207967	0.998005	0.99949	1.00051	1.002	4.09976
720	-127.9113	-117.4025	-10.50877	81381.18	8.838	0.00249447	0.134296	0.0609322	0.0675086	0.229285	0.0610605	0.00985452	0.0191498	0.0840939	0.0525068	0.0842558	0.107932	0.0120927	0.0919639	0.070915	0.0113621	0.00669092	0.0310319	0.0200955	0.122046	0.199025	0.00417842	0.0473563	0.142945	0.0883264	0.50782	0.0957791	0.556205	0.117184	0.0174291	0.134292	0.0209433	0.00481429	0.0507477	0.0588599	0.136107	0.00631042	0.995548	0.998858	1.00113	1.00446	3.46789
730	-118.9591	-114.0211	-4.938054	78370.78	13.07014	0.00293706	0.0667283	0.059593	0.0306643	0.224191	0.0571398	0.0247495	0.0151947	0.0687798	0.0224973	0.0566816	0.0768661	0.0177835	0.0474123	0.0960992	0.0121943	0.00903643	0.0130789	0.0165734	0.209868	0.169527	0.0061068	0.0995998	0.113163	0.0406338	0.397062	0.0616118	0.554076	0.0430611	0.0216381	0.0644306	0.014898	0.00154567	0.0231655	0.0428159	0.173374	0.00686241	0.995463	0.998837	1.00116	1.00454	2.96164
740	-128.1064	-123.9794	-4.126933	577732	9.217207	0.00996087	0.028005	0.0266967	0.0853147	0.244803	0.143124	0.0788868	0.0209142	0.070379	0.0261677	0.0892837	0.296132	0.0175538	0.0359136	0.0360072	0.011393	0.0553152	0.0217219	0.0230528	0.097887	0.109309	0.00400261	0.103939	0.141871	0.171257	0.134711	0.101439	0.284146	0.0389262	0.0205878	0.100468	0.0162174	0.00202672	0.0241994	0.0256278	0.0872023	0.00880589	0.998328	0.999572	1.00043	1.00167	2.793249
750	-130.9613	-118.58	-12.38126	318600.3	12.16659	0.00423766	0.0526237	0.0133901	0.0671896	0.197518	0.199851	0.202489	0.0257193	0.147369	0.048775	0.165897	0.282361	0.0313538	0.0732438	0.02125	0.0199783	0.0236749	0.158286	0.015584	0.182133	0.105926	0.00422514	0.0543159	0.0236106	0.322248	0.115776	0.0536967	0.469718	0.0294475	0.0338525	0.203676	0.0364037	0.0012174	0.0351707	0.0367147	0.12339	0.00804381	0.997749	0.999424	1.00057	1.00225	3.590358
760	-125.0847	-118.6667	-6.418008	829175.1	12.22323	0.0102396	0.0313408	0.0194901	0.0634686	0.0323241	0.287461	0.19629	0.00698715	0.10541	0.0531615	0.4536	0.083762	0.0392502	0.0616674	0.0147892	0.0186506	0.0221777	0.094057	0.00351574	0.0405126	0.193253	0.00472717	0.0440514	0.0456883	0.182009	0.113891	0.0531764	0.295858	0.0183023	0.00753834	0.140697	0.0825412	0.00328747	0.0141119	0.200971	0.0411124	0.0196207	0.998604	0.999643	1.00036	1.0014	3.098991
770	-123.4036	-112.2599	-11.14373	914307.1	10.2848	0.062257	0.0756712	0.04562	0.0223505	0.0349432	0.0872506	0.205856	0.0117751	0.154372	0.0192968	0.164308	0.140698	0.036768	0.222054	0.0690474	0.064408	0.00906835	0.0405444	0.00544148	0.0702001	0.31812	0.0255541	0.0577916	0.0983622	0.343707	0.256029	0.0318842	0.380266	0.0224519	0.014631	0.104342	0.0806871	0.00182925	0.023079	0.132318	0.0926627	0.0334178	0.998671	0.99966	1.00034	1.00133	3.559064
780	-122.2312	-113.6737	-8.557567	853588.5	9.697651	0.0536574	0.0678845	0.0620946	0.0912772	0.0335971	0.0865842	0.11652	0.0455235	0.0983397	0.0379445	0.178784	0.180607	0.0757404	0.168417	0.0213198	0.0416572	0.0168154	0.0121832	0.00548125	0.0194014	0.254551	0.0189787	0.0604301	0.114061	0.216967	0.192591	0.114609	0.418616	0.0250036	0.00864467	0.0487936	0.0595276	0.0032263	0.043201	0.0189305	0.213449	0.0702885	0.998625	0.999648	1.00035	1.00138	3.295698
790	-138.0097	-123.9928	-14.01695	262993.3	9.187528	0.015065	0.122206	0.0574542	0.0564076	0.0169785	0.222836	0.0682223	0.0555524	0.254756	0.16565	0.211638	0.111173	0.0720592	0.0734951	0.122174	0.0127291	0.0243806	0.00529075	0.00942769	0.0233051	0.351022	0.0098717	0.0335464	0.166138	0.264403	0.298418	0.197024	0.40975	0.0955355	0.00668269	0.0261129	0.0138231	0.0110333	0.0690638	0.00949787	0.0479628	0.155705	0.997522	0.999366	1.00063	1.00248	3.866391
800	-124.1652	-111.8876	-12.27757	287543.7	8.127362	0.0242245	0.12984	0.0511784	0.0973456	0.0810498	0.106042	0.131329	0.0694025	0.0665561	0.171403	0.35256	0.0412677	0.128227	0.0651379	0.0356549	0.0459675	0.0487409	0.00576893	0.0241026	0.0305622	0.342289	0.00381337	0.0527763	0.120167	0.094795	0.316621	0.159367	0.442653	0.0616235	0.00682438	0.0356373	0.0259903	0.0115074	0.0547984	0.0131104	0.0382997	0.137992	0.997631	0.999394	1.0006	1.00237	3.624625
810	-127.0111	-113.2679	-13.74328	812488.2	11.44818	0.0223497	0.141446	0.160068	0.129916	0.0567696	0.0720455	0.0684947	0.0927416	0.114298	0.0927766	0.0869738	0.0589872	0.209658	0.0852471	0.0340291	0.011282	0.0648246	0.00381715	0.0567627	0.0118675	0.80262	0.00449568	0.174993	0.0721	0.0763304	0.330692	0.102523	0.174017	0.106653	0.0089694	0.0691263	0.021076	0.0048725	0.0508322	0.0188151	0.0135403	0.144471	0.99859	0.999639	1.00036	1.00141	3.750481
820	-134.9013	-117.1188	-17.78246	566366.1	14.25088	0.036794	0.0277484	0.222839	0.0731543	0.0719188	0.179631	0.0544013	0.0428199	0.0570524	0.324333	0.291661	0.0575679	0.163217	0.073756	0.0659914	0.0120207	0.0406576	0.00119295	0.0566067	0.010409	0.589158	0.0137774	0.145622	0.129253	0.03737	0.275384	0.0848632	0.0741532	0.213197	0.00811063	0.0841868	0.0373479	0.0496469	0.0447692	0.0298322	0.00675398	0.138346	0.998311	0.999568	1.00043	1.00169	3.825544
830	-130.4579	-118.5644	-11.89353	480555.2	9.349294	0.0988459	0.0625274	0.0513641	0.105303	0.112911	0.0900249	0.0519252	0.266721	0.0417695	0.094102	0.209556	0.165028	0.233606	0.0249919	0.111845	0.0305573	0.0730875	0.00119234	0.130652	0.0201653	0.403224	0.0260608	0.12791	0.288479	0.0367251	0.325905	0.039298	0.026372	0.09141	0.00555842	0.0475922	0.0140919	0.0277164	0.0967728	0.0145198	0.0161522	0.0740226	0.998167	0.999531	1.00047	1.00183	3.637986
840	-140.7852	-115.4548	-25.33034	698196.6	7.34167	0.0616121	0.176187	0.0716961	0.0858507	0.0464782	0.363409	0.120644	0.258497	0.0464254	0.0642755	0.202993	0.118025	0.161997	0.0197954	0.0715723	0.0622969	0.0982885	0.000856002	0.566855	0.0264844	0.823261	0.00875867	0.150353	0.276839	0.385134	0.341729	0.14922	0.0289237	0.118172	0.0103618	0.0632267	0.0204324	0.022857	0.195339	0.034594	0.0145951	0.0314097	0.998479	0.999611	1.00039	1.00152	5.299443
850	-140.0396	-115.6784	-24.36124	646780	5.09471	0.0220026	0.194403	0.107339	0.059316	0.0918219	0.289978	0.0721464	0.12683	0.0626609	0.041245	0.130042	0.153273	0.226439	0.0097062	0.120734	0.121875	0.055632	0.00102779	0.249077	0.0583515	0.38349	0.0173181	0.387305	0.363766	0.559979	0.216125	0.176768	0.00885971	0.0453786	0.0163525	0.106554	0.0218825	0.0262532	0.0981907	0.116769	0.0168882	0.125482	0.99842	0.999596	1.0004	1.00158	4.881259
860	-145.6433	-122.3718	-23.27151	144395.2	8.931543	0.0108654	0.123508	0.181564	0.0744336	0.230516	0.168229	0.304956	0.0711062	0.0117116	0.0275108	0.16922	0.348581	0.341997	0.0433032	0.0580943	0.180028	0.171296	0.00452206	0.112453	0.00829474	0.319444	0.0156115	0.183349	0.106861	0.603159	0.111085	0.149608	0.0254225	0.0483209	0.00543302	0.0580092	0.109292	0.0479996	0.165271	0.215906	0.0332956	0.061784	0.996657	0.999144	1.00085	1.00335	4.902042
870	-136.922	-114.0266	-22.89535	295496.7	8.806643	0.00813796	0.0964754	0.163551	0.299011	0.055892	0.0974226	0.0785462	0.035373	0.0176643	0.0241224	0.336285	0.133276	0.156917	0.121498	0.068129	0.151043	0.0704187	0.0106254	0.0458047	0.0554273	0.668765	0.0251039	0.166182	0.201871	0.425709	0.390265	0.13033	0.0715678	0.0789491	0.00354843	0.108557	0.0889645	0.0538498	0.0996035	0.184683	0.0669541	0.081996	0.997663	0.999402	1.0006	1.00234	4.872521
880	-136.9024	-118.2749	-18.62743	842323	6.349094	0.0247705	0.107535	0.0254521	0.0902049	0.1684	0.0694005	0.0169354	0.00972215	0.0086395	0.0214628	0.141104	0.0758995	0.105083	0.126683	0.0562009	0.115759	0.0827782	0.0290402	0.0197059	0.147951	0.366123	0.0392494	0.2309	0.179902	0.398924	0.0698275	0.203028	0.119242	0.293997	0.00488608	0.101714	0.0416157	0.0224841	0.0762697	0.267579	0.12309	0.275419	0.998615	0.999646	1.00035	1.00139	4.256979
890	-131.2503	-109.3948	-21.85542	615658.9	8.553258	0.0328337	0.063726	0.0480011	0.0809257	0.19798	0.0866501	0.0118371	0.0178242	0.0133705	0.00832821	0.0488312	0.5228	0.0747052	0.0783854	0.0687217	0.12404	0.0227429	0.0282565	0.0498135	0.218161	0.328451	0.128252	0.155108	0.271172	0.306728	0.0488171	0.721843	0.108305	0.187273	0.0357418	0.046677	0.0307147	0.0120303	0.0770903	0.133081	0.0811043	0.304597	0.99838	0.999586	1.00041	1.00162	4.77492
900	-139.3005	-115.2648	-24.03574	961265.3	5.767339	0.0373104	0.055459	0.0295005	0.166725	0.12512	0.0495355	0.0265327	0.0312818	0.0117264	0.0525554	0.0594253	0.201568	0.0497385	0.100148	0.179513	0.195216	0.00832233	0.00928267	0.0379308	0.400517	0.0470496	0.190507	0.0638757	0.14482	0.391312	0.213439	0.888469	0.119001	0.0796276	0.0949049	0.00673831	0.107171	0.0029289	0.0850494	0.0981237	0.0275648	0.639784	0.998704	0.999669	1.00033	1.0013	5.027773
910	-127.2138	-113.9078	-13.30596	979926.4	7.825325	0.0171411	0.0492688	0.0870938	0.230258	0.0400767	0.091543	0.0291829	0.0194555	0.0336631	0.0125858	0.0534444	0.164949	0.111056	0.0838111	0.0132001	0.177047	0.011132	0.0122255	0.0854199	0.374913	0.0451638	0.0472338	0.146936	0.0696732	0.049931	0.069315	0.48138	0.0917143	0.0792328	0.102886	0.00182066	0.0846699	0.00408737	0.0521421	0.161421	0.0732307	0.466297	0.998716	0.999672	1.00033	1.00128	3.724601
920	-129.9461	-113.5255	-16.42061	640278.3	8.455392	0.0361593	0.089559	0.0387572	0.0935273	0.0304645	0.124754	0.0268252	0.0956171	0.164692	0.061301	0.175494	0.141552	0.204459	0.139143	0.045109	0.0913845	0.0103253	0.00205323	0.106507	0.184761	0.014587	0.072378	0.320349	0.0339537	0.0265445	0.0480485	0.378874	0.0709243	0.0825618	0.158229	0.00488812	0.0556123	0.017255	0.121275	0.0604136	0.092185	0.718857	0.998412	0.999594	1.00041	1.00159	4.139381
930	-131.9054	-114.8288	-17.07652	755514.9	9.864147	0.0924071	0.112992	0.0116183	0.0813597	0.0105959	0.0572947	0.0208079	0.0383504	0.0946918	0.127915	0.136925	0.234713	0.190714	0.195695	0.0604118	0.0526216	0.00421062	0.00702083	0.0325692	0.353744	0.0622808	0.0893308	0.408018	0.0684641	0.0681746	0.0308566	0.216867	0.0331032	0.0534368	0.0640066	0.00850346	0.0467452	0.0987185	0.286905	0.233364	0.250667	0.228073	0.998538	0.999626	1.00037	1.00146	4.164176
940	-148.386	-125.2005	-23.18554	486758.5	7.525293	0.106411	0.221646	0.0356902	0.0590644	0.00335771	0.0203745	0.112867	0.0406577	0.0593018	0.135065	0.221706	0.353569	0.130521	0.079437	0.22249	0.232616	0.00837822	0.0136292	0.11877	0.229632	0.0778688	0.0884853	0.197817	0.110272	0.13731	0.122656	0.0427728	0.0173204	0.0753598	0.225458	0.0680835	0.0570151	0.113868	0.19665	0.781966	0.153082	0.130532	0.998179	0.999534	1.00046	1.00182	5.001701
950	-141.9473	-116.8739	-25.07338	583551	7.806477	0.119105	0.166196	0.0735304	0.0905626	0.00126804	0.0124428	0.0925088	0.0158732	0.130096	0.143036	0.587964	0.400392	0.0747587	0.0496887	0.119296	0.0512419	0.00621051	0.00840847	0.13364	0.112496	0.0720465	0.222649	0.638304	0.122705	0.0962412	0.0513963	0.191938	0.00381087	0.0243497	0.282378	0.175907	0.121627	0.135362	0.253935	0.232679	0.126031	0.0899655	0.998337	0.999575	1.00042	1.00166	5.230038
960	-145.0622	-118.4313	-26.63091	909729.6	5.411643	0.249894	0.118631	0.0793144	0.0694522	0.000434535	0.00872698	0.138303	0.0687177	0.302364	0.364691	0.263747	0.546883	0.0906279	0.0459834	0.0751564	0.0179131	0.00482609	0.0120127	0.0988921	0.0521377	0.0848466	0.533498	0.599609	0.063369	0.281464	0.122313	0.325579	0.0116395	0.0165414	0.182021	0.0201073	0.107242	0.105979	0.0605971	0.174555	0.0715357	0.0460928	0.998668	0.999659	1.00034	1.00133	5.415699
970	-145.2766	-118.9406	-26.33606	162204.4	7.412329	0.184036	0.183655	0.0643528	0.0896329	0.00214478	0.0379726	0.171244	0.0766387	0.113574	0.099964	0.351213	0.220725	0.0814035	0.0161097	0.133361	0.0218287	0.00414379	0.0165109	0.0792804	0.0185119	0.1568	0.231491	0.427571	0.0387273	0.44459	0.0290281	0.365749	0.016141	0.0415975	0.617603	0.153402	0.231675	0.239689	0.130241	0.127426	0.0565833	0.155893	0.996846	0.999192	1.0008	1.00316	5.430513
980	-145.3154	-122.2699	-23.04549	536129.7	6.690177	0.465957	0.187524	0.0797606	0.0557327	0.00331829	0.0151933	0.208801	0.118363	0.245796	0.112864	0.0905204	0.280156	0.245392	0.0214082	0.0917653	0.00678142	0.00571913	0.0492324	0.103891	0.00979142	0.0934076	0.0979663	0.197458	0.0791209	0.141589	0.0439652	0.428035	0.0433104	0.0363965	0.362643	0.11496	0.205832	0.478968	0.0923112	0.102124	0.0339964	0.0294801	0.998265	0.999556	1.00044	1.00174	4.979531
990	-150.7153	-124.8084	-25.90698	542617.5	7.397225	0.394805	0.165507	0.0849725	0.0177771	0.00596415	0.0142817	0.141297	0.0373717	0.225607	0.10727	0.321993	0.343475	0.0531031	0.0547368	0.0634309	0.0142335	0.00408102	0.0743372	0.169364	0.0792554	0.5736	0.0645638	0.186529	0.329748	0.167476	0.136868	0.11564	0.085508	0.0940945	0.187478	0.0764323	0.137519	0.590159	0.124119	0.0454791	0.0392959	0.0464291	0.998275	0.999559	1.00044	1.00173	5.373801
