Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
16380	-1363.667	-1344.667	-18.99984	458578.5	9.631412	0.0130257	0.0275164	0.144641	0.0128093	0.0781307	0.0828898	0.0130795	0.0395231	0.222591	0.00910468	0.0579918	0.104343	0.0325108	0.0493687	0.0642959	0.0273497	0.0458657	0.0959368	0.000761966	0.0904764	0.147109	0.0774867	0.0720248	0.0734405	0.0883663	0.055566	0.0121517	0.0164519	0.0371398	0.027081	0.0762756	0.0349379	0.15733	0.00386474	0.409132	0.124798	0.162282	0.434736	0.00282749	0.0288569	0.0346361	0.0836811	0.124924	0.0989583	0.0018359	0.0311721	0.172234	0.00613802	0.0364525	0.0815665	0.229915	0.210224	0.181807	0.165724	0.1595	0.0668507	0.0112187	0.042434	0.180147	0.000919087	0.0914294	0.998124	0.99952	1.00048	1.00188	5.265837
16390	-1359.266	-1342.011	-17.2558	191145.7	9.862142	0.00840944	0.0398258	0.0556374	0.030857	0.143961	0.0699557	0.00442458	0.0528776	0.324514	0.0107586	0.0462874	0.0800924	0.0282766	0.0406662	0.0478646	0.0891975	0.0254789	0.0807758	0.000737069	0.0599221	0.145686	0.0191288	0.0664701	0.0344795	0.156961	0.0547231	0.0345035	0.0189413	0.0190326	0.0450666	0.126901	0.02579	0.0775574	0.0275935	0.421943	0.0696831	0.183362	0.427821	0.00475491	0.0252588	0.0552109	0.0977664	0.171598	0.0524978	0.00339829	0.0895736	0.128607	0.0170896	0.0287459	0.0226088	0.178308	0.204883	0.151135	0.149013	0.110762	0.0905861	0.0113246	0.0757994	0.177426	0.000397685	0.0646381	0.997094	0.999256	1.00074	1.00291	5.107547
16400	-1365.441	-1356.463	-8.978264	640199.2	15.22192	0.00672009	0.0108531	0.0385671	0.0191774	0.11744	0.0267694	0.00350226	0.0504186	0.163278	0.00864511	0.0531231	0.0553798	0.0463815	0.0358482	0.0368094	0.0515086	0.081221	0.0901031	0.00132637	0.11368	0.140335	0.0485909	0.0820506	0.0477925	0.261786	0.0152915	0.0371961	0.0205182	0.0101183	0.0560417	0.0442566	0.0326498	0.114259	0.0288842	0.290596	0.0913154	0.117184	0.33105	0.0083205	0.0137627	0.118458	0.0549145	0.197355	0.0916502	0.010356	0.0400493	0.105658	0.0366241	0.0130075	0.0126135	0.121893	0.157102	0.0603017	0.120994	0.101678	0.120683	0.0171999	0.0538437	0.160747	0.000370737	0.0360042	0.998412	0.999594	1.00041	1.00159	4.434255
16410	-1357.339	-1347.887	-9.452423	814920.5	12.87224	0.0048726	0.00816473	0.0522392	0.0119201	0.130899	0.031565	0.00298367	0.0365791	0.203877	0.0130354	0.0217815	0.0881809	0.0208529	0.0242513	0.0465202	0.0323308	0.0718045	0.0309479	0.00232266	0.0410947	0.25124	0.0933393	0.0557776	0.02941	0.260836	0.0318826	0.0210393	0.0262189	0.0131156	0.0714224	0.044048	0.0633298	0.127524	0.023102	0.450045	0.15535	0.0992494	0.189705	0.0103643	0.0233878	0.0382483	0.0706534	0.0860015	0.0194978	0.00631384	0.0537372	0.179867	0.0400721	0.0266632	0.0156777	0.156238	0.164866	0.0556621	0.147277	0.0649401	0.0869333	0.0231238	0.0538778	0.227363	0.000230028	0.0886312	0.998592	0.99964	1.00036	1.00141	4.522484
16420	-1347.463	-1339.18	-8.282849	435883.4	14.97706	0.0173112	0.00163915	0.108779	0.00805439	0.0417823	0.0397265	0.00788915	0.0689614	0.130233	0.0219961	0.0353528	0.130878	0.0192483	0.0469915	0.0141986	0.0544979	0.0394358	0.0637251	0.0023557	0.0392005	0.159287	0.0717914	0.0291946	0.0696887	0.160744	0.045734	0.0212326	0.0416082	0.0170192	0.0709882	0.132303	0.0603966	0.102837	0.00704661	0.195672	0.0784947	0.161489	0.380228	0.0138631	0.0222629	0.0802079	0.0161293	0.163822	0.0163109	0.00524546	0.0443698	0.10301	0.0537394	0.0739302	0.00953527	0.154847	0.243456	0.0992512	0.119269	0.0901767	0.0733751	0.0200442	0.0472924	0.202998	0.000174625	0.046218	0.998075	0.999508	1.00049	1.00193	4.397539
16430	-1350.14	-1339.332	-10.80767	855886	10.87424	0.00959665	0.00111848	0.110216	0.0279083	0.0590588	0.0799942	0.0062646	0.0691371	0.166929	0.0239149	0.00799187	0.112606	0.0376068	0.0601692	0.0127467	0.0702487	0.0340432	0.0379565	0.0064892	0.0870075	0.144954	0.0487081	0.0178996	0.0978512	0.198166	0.0404905	0.0134106	0.0116455	0.0324627	0.138115	0.0725324	0.10991	0.177502	0.0167741	0.278999	0.0928187	0.102283	0.41581	0.0140466	0.0570848	0.0515907	0.0195081	0.13537	0.0194686	0.018064	0.0945269	0.12804	0.0880652	0.0349974	0.0276131	0.126669	0.0975796	0.0964061	0.0907303	0.104324	0.0605194	0.0243002	0.078252	0.135071	0.000627216	0.0344127	0.998626	0.999649	1.00035	1.00137	4.568603
16440	-1359.873	-1346.27	-13.60334	841065.3	13.50437	0.0124792	0.00110143	0.0390785	0.00898982	0.116436	0.0507045	0.00177314	0.0279869	0.190933	0.0228376	0.0117937	0.0936739	0.0436452	0.0551958	0.0289107	0.0816938	0.0831834	0.0554578	0.00675691	0.113629	0.147405	0.0474476	0.04744	0.0938929	0.140891	0.0329744	0.0147393	0.00789483	0.0394293	0.0939495	0.0342639	0.128272	0.104222	0.028965	0.276869	0.0825947	0.048208	0.320504	0.0740579	0.158966	0.123969	0.028751	0.123241	0.100942	0.0231017	0.111544	0.16126	0.106578	0.126642	0.0887007	0.0984527	0.124955	0.146684	0.116322	0.0914273	0.0380445	0.0209711	0.0695676	0.124708	0.00211931	0.028123	0.998614	0.999646	1.00035	1.00139	4.825353
16450	-1366.786	-1354.296	-12.48948	833976.9	13.36015	0.0330966	0.00618212	0.0392846	0.027215	0.0379807	0.0168065	0.00392683	0.044878	0.125214	0.0143556	0.00315702	0.0949281	0.0413953	0.030775	0.035504	0.113459	0.120803	0.0691848	0.012695	0.0277889	0.180389	0.0672433	0.0491256	0.0959505	0.132444	0.0592816	0.0131422	0.00402361	0.0191415	0.104131	0.0761489	0.119774	0.186858	0.054601	0.222179	0.0218043	0.0202419	0.323165	0.0584927	0.0376528	0.0961132	0.0223521	0.0929107	0.0983111	0.00348692	0.0760479	0.0850173	0.196455	0.0939297	0.181097	0.151374	0.143028	0.132467	0.152878	0.0501732	0.047879	0.0180916	0.0911874	0.235122	0.00222953	0.0326342	0.998608	0.999644	1.00036	1.00139	4.747206
16460	-1366.76	-1346.256	-20.50375	383858.7	11.42587	0.0177068	0.0198874	0.0813012	0.0278121	0.0466987	0.0168498	0.00334579	0.0696363	0.280419	0.00640513	0.00404223	0.0588509	0.0463107	0.0598532	0.0407206	0.130894	0.159028	0.061022	0.00656361	0.0523796	0.238698	0.0537323	0.0438534	0.0642456	0.0578487	0.0596529	0.0159036	0.0174003	0.00898884	0.055101	0.0799368	0.149971	0.199221	0.011843	0.446089	0.00358935	0.00947188	0.595988	0.0596354	0.0224278	0.0402441	0.0436333	0.0556932	0.118164	0.00401875	0.131746	0.135639	0.219254	0.0551225	0.0761282	0.256447	0.209527	0.150259	0.149608	0.0412571	0.0600925	0.00804436	0.0959206	0.202417	0.00157015	0.0130558	0.997949	0.999475	1.00052	1.00205	5.451167
16470	-1356.76	-1340.597	-16.16301	160399.2	12.95999	0.0159089	0.00827263	0.0687769	0.0044653	0.0260774	0.0396272	0.00503747	0.0526816	0.280419	0.0314519	0.00205957	0.126452	0.0531822	0.0248796	0.0344688	0.162037	0.0907141	0.109969	0.00330081	0.0245365	0.254575	0.0187238	0.0415007	0.108769	0.150178	0.135351	0.0131651	0.0424155	0.00201881	0.0408365	0.183464	0.049679	0.155645	0.0223408	0.326296	0.000725471	0.00316349	0.410469	0.0161542	0.0301453	0.0510973	0.0481728	0.0445061	0.0567981	0.00732795	0.0985418	0.149281	0.126196	0.189918	0.172067	0.170078	0.141896	0.123517	0.152456	0.0537261	0.0850329	0.0116501	0.0678042	0.0912309	0.0104894	0.0185587	0.996828	0.999188	1.00081	1.00318	5.040278
16480	-1355.148	-1345.463	-9.684969	87899.45	12.19851	0.0278588	0.00473163	0.065757	0.0032219	0.0667301	0.0836344	0.00772791	0.0807783	0.148675	0.0145463	0.00435352	0.159992	0.0112511	0.0232283	0.0267655	0.100135	0.0536962	0.0512133	0.0110791	0.0479654	0.150593	0.0137808	0.0339495	0.0282207	0.125681	0.139561	0.0329552	0.0229119	0.00379809	0.0851842	0.117697	0.1117	0.0731327	0.0504411	0.384273	0.000412719	0.00146826	0.314678	0.0184571	0.0234835	0.0237524	0.0295859	0.150659	0.0521622	0.0114887	0.0589504	0.111711	0.0756238	0.177221	0.0338012	0.167401	0.250607	0.144747	0.116083	0.0786446	0.0254714	0.0173287	0.0790711	0.156819	0.0130431	0.0336548	0.995716	0.998902	1.00109	1.00429	4.533544
16490	-1353.751	-1339.667	-14.08308	124067.6	18.04187	0.0321157	0.0164198	0.0939416	0.00257143	0.0542275	0.0896153	0.0303877	0.0510382	0.137533	0.0130787	0.00754237	0.115476	0.0209876	0.0231963	0.0435931	0.0680807	0.124726	0.0514909	0.00779722	0.0698769	0.108168	0.0793665	0.0972473	0.0700465	0.134078	0.143673	0.0495969	0.0174271	0.0195439	0.0550062	0.0841813	0.0505169	0.140402	0.0136843	0.438019	0.00055358	0.00573044	0.419689	0.00750456	0.00932366	0.0624438	0.0174803	0.0866601	0.0362621	0.015257	0.0495228	0.121429	0.123453	0.124435	0.0432224	0.0909665	0.122987	0.142654	0.113885	0.073835	0.0458588	0.0277895	0.0305432	0.144098	0.044531	0.0527298	0.996394	0.999076	1.00092	1.00361	4.567497
16500	-1357.911	-1339.67	-18.2419	166008.7	11.79455	0.0334563	0.0145965	0.0672254	0.00459233	0.0472741	0.0466762	0.0347558	0.0955657	0.210593	0.0205232	0.00928707	0.0916382	0.0463769	0.039498	0.0507072	0.104173	0.0540291	0.0524472	0.0281832	0.0296377	0.0822628	0.0936924	0.0521703	0.0541114	0.0517489	0.122344	0.0716268	0.025231	0.00954401	0.0802527	0.0728287	0.0501065	0.158145	0.0208423	0.376758	0.000577702	0.0424766	0.536347	0.00963553	0.0201125	0.0495673	0.0193438	0.198175	0.0535391	0.0246761	0.0947202	0.188589	0.208009	0.146715	0.0842119	0.12955	0.310768	0.199365	0.0916723	0.030176	0.0212857	0.0373178	0.0795016	0.180407	0.0339519	0.0534025	0.996882	0.999201	1.0008	1.00312	5.246995
16510	-1351.242	-1335.128	-16.11476	707020.8	15.08694	0.0135371	0.0132542	0.0758562	0.00470504	0.0550056	0.0680375	0.00894375	0.0571353	0.333452	0.0404119	0.0140013	0.0854976	0.0548737	0.0499638	0.0606615	0.0390859	0.074812	0.0469532	0.00837458	0.0459126	0.100378	0.0743453	0.0315767	0.0510947	0.172514	0.0944858	0.041367	0.00653164	0.0155933	0.0702517	0.071144	0.0381028	0.151573	0.0185525	0.385159	0.000714181	0.0377332	0.535811	0.0190169	0.0183471	0.0413959	0.0214004	0.113351	0.0424005	0.0463545	0.024579	0.137967	0.0710752	0.159289	0.0419979	0.144745	0.267837	0.137554	0.0938943	0.0718588	0.0210062	0.0472536	0.0817066	0.153527	0.0278037	0.0809647	0.998489	0.999613	1.00039	1.00151	4.912728
16520	-1362.651	-1345.002	-17.64985	793577.6	9.571437	0.017791	0.010032	0.063071	0.0131128	0.101509	0.0790079	0.00230504	0.0344417	0.231233	0.0467552	0.00611715	0.0865728	0.0287434	0.0547437	0.0146288	0.0808168	0.130944	0.0334047	0.00629962	0.0550099	0.133491	0.100042	0.0133501	0.0489617	0.234271	0.0901415	0.0440846	0.0335943	0.0436998	0.0274179	0.143035	0.0397117	0.185796	0.0125005	0.38418	0.000619848	0.0653832	0.349588	0.0109826	0.0106461	0.0415299	0.0264545	0.136716	0.0349843	0.0718678	0.0188068	0.17845	0.2322	0.220672	0.0230095	0.110367	0.14084	0.276039	0.0944619	0.14363	0.00692942	0.00863092	0.0870929	0.141056	0.0311605	0.0262967	0.998573	0.999635	1.00036	1.00143	5.119233
16530	-1367.379	-1356.365	-11.01467	766274.3	12.76835	0.0065124	0.0075382	0.121915	0.0258756	0.0822977	0.0963465	0.00471484	0.0772117	0.130581	0.0996984	0.00333668	0.157197	0.0204804	0.0411079	0.0130869	0.0359576	0.0799108	0.0522826	0.0111318	0.0463374	0.149726	0.0524092	0.00811576	0.0421438	0.0813465	0.0497486	0.0949979	0.01041	0.0860701	0.0633216	0.118928	0.0414257	0.131345	0.00981611	0.239624	0.000801035	0.198984	0.468091	0.0299062	0.0199857	0.0491802	0.0136446	0.190921	0.0246531	0.0714058	0.0347086	0.160002	0.123025	0.188794	0.0159261	0.118664	0.0571291	0.131261	0.110749	0.0510232	0.0112976	0.0126709	0.0216155	0.202524	0.0321404	0.0124953	0.998548	0.999629	1.00037	1.00145	4.644547
16540	-1348.934	-1334.985	-13.9481	267551.3	12.12511	0.0219059	0.0091915	0.107274	0.0283543	0.0972992	0.0792685	0.0114973	0.0680018	0.23199	0.0189816	0.00638795	0.0786282	0.0105447	0.0379516	0.0385848	0.0541931	0.0693478	0.0422999	0.013562	0.0835737	0.219922	0.118307	0.0119035	0.0581019	0.124407	0.0275975	0.118135	0.00891947	0.0300974	0.0196834	0.0743049	0.0818786	0.228217	0.0274579	0.26862	0.000583088	0.104012	0.399826	0.0285394	0.0156339	0.0637325	0.00839989	0.104569	0.0513758	0.0375609	0.0209476	0.142929	0.106188	0.105248	0.0321608	0.184879	0.0809052	0.170377	0.136331	0.121507	0.0967936	0.0260623	0.0681101	0.182195	0.0147599	0.0534155	0.997544	0.999371	1.00063	1.00246	4.88343
16550	-1346.472	-1335.015	-11.45677	219774.8	17.70319	0.0179396	0.00757417	0.0306851	0.0124037	0.0363977	0.0708838	0.0124426	0.0984759	0.170244	0.0403797	0.00927209	0.0778752	0.0122377	0.0185535	0.0268119	0.0377115	0.0654381	0.0873701	0.0205345	0.0845578	0.133016	0.0780335	0.00392217	0.0291805	0.0703941	0.0382287	0.0516109	0.0159524	0.0176083	0.0263017	0.0902908	0.0693898	0.0898577	0.0554568	0.327018	0.00182198	0.0511729	0.355571	0.0226861	0.011494	0.0969578	0.00494391	0.0679064	0.0446453	0.0369979	0.0283804	0.0957066	0.119462	0.218709	0.0619744	0.216225	0.115631	0.18529	0.169333	0.0995433	0.0605129	0.0201134	0.0542903	0.195574	0.0133354	0.0627266	0.99729	0.999306	1.00069	1.00271	4.445054
16560	-1363.07	-1347.094	-15.97598	276711.3	16.15784	0.00888623	0.0242755	0.0934686	0.0052219	0.0479666	0.102383	0.00756851	0.0783296	0.135572	0.0654701	0.010307	0.101825	0.0142689	0.0292811	0.0489693	0.0510774	0.0535909	0.0432936	0.0322781	0.0961749	0.116957	0.104399	0.0115176	0.0573996	0.0464717	0.0233549	0.0410612	0.0432018	0.0328826	0.0674919	0.0497167	0.0917292	0.0908683	0.0613076	0.240265	0.01145	0.0596727	0.408977	0.0193979	0.0448337	0.0599071	0.00764022	0.0729869	0.128241	0.0904861	0.0413576	0.145005	0.036775	0.0852969	0.109063	0.198536	0.187111	0.162521	0.26108	0.045561	0.0830779	0.0609924	0.0491489	0.188552	0.0229016	0.114768	0.997585	0.999382	1.00062	1.00242	4.824173
16570	-1353.465	-1338.829	-14.63664	405018.2	11.38949	0.0066159	0.0288431	0.0629573	0.00980253	0.0595077	0.105215	0.00318597	0.0562953	0.215996	0.0399602	0.0162548	0.109554	0.0238389	0.0186291	0.0411442	0.108293	0.0558593	0.0907014	0.0168875	0.0772018	0.0973187	0.0744698	0.035476	0.0355849	0.0683247	0.020712	0.0347526	0.0612866	0.0275386	0.0585158	0.072268	0.0638001	0.0885378	0.049696	0.503212	0.027418	0.0590146	0.399673	0.0123006	0.0323803	0.0651358	0.0137983	0.093029	0.0197316	0.0951515	0.099405	0.0922079	0.0669303	0.146032	0.090404	0.155466	0.199677	0.108379	0.170024	0.0555083	0.115331	0.0943822	0.0405718	0.197831	0.02938	0.0196079	0.998003	0.999489	1.00051	1.002	4.937004
16580	-1348.022	-1337.566	-10.45517	461218.4	11.0843	0.00424355	0.0228579	0.0565559	0.00937338	0.0415217	0.0488715	0.00678708	0.0677738	0.213709	0.0530094	0.0284751	0.14166	0.0209641	0.0229321	0.0487463	0.0946303	0.050589	0.0779252	0.0326075	0.0537589	0.196447	0.0635059	0.0413569	0.0310281	0.0692858	0.0406544	0.0237247	0.0438754	0.0466853	0.0207392	0.0869515	0.0590002	0.120266	0.0544017	0.33806	0.031547	0.0383246	0.276046	0.0240239	0.0168833	0.0533406	0.00656496	0.0673801	0.10366	0.0548004	0.106118	0.20217	0.062556	0.169397	0.0975528	0.137241	0.123024	0.127264	0.152372	0.0658969	0.0429071	0.0335053	0.0324661	0.129685	0.0503778	0.0136487	0.998129	0.999521	1.00048	1.00187	4.551726
16590	-1355.228	-1340.276	-14.95225	379928.9	11.36825	0.00268892	0.00841811	0.0796065	0.0258751	0.0688632	0.0810372	0.0135053	0.0605174	0.261744	0.0450516	0.0361332	0.121708	0.0468019	0.0151631	0.0561851	0.0851985	0.0356357	0.0576826	0.0182068	0.0276661	0.106187	0.0790072	0.0215622	0.0269905	0.113123	0.0617394	0.0419732	0.0892325	0.0422379	0.0247826	0.142947	0.0176101	0.120881	0.0504014	0.365198	0.0372869	0.0258091	0.59761	0.0368585	0.018232	0.110132	0.00942443	0.0662398	0.0507841	0.0541472	0.0654718	0.133639	0.128805	0.152657	0.0558192	0.120411	0.124568	0.193662	0.176663	0.129396	0.0272648	0.0545457	0.0164398	0.0761295	0.0225289	0.0282619	0.997939	0.999473	1.00053	1.00206	4.964348
16600	-1355.469	-1339.987	-15.48258	594139.6	12.73127	0.00826748	0.0134722	0.0693793	0.0109488	0.0322064	0.0478867	0.0311702	0.0992928	0.350786	0.00812621	0.0242022	0.0361905	0.0231059	0.016733	0.0319665	0.0550247	0.0502554	0.0817541	0.0158896	0.0275597	0.0995817	0.0962867	0.0188448	0.0116463	0.154122	0.0701406	0.0708431	0.139194	0.0557394	0.0172034	0.0954792	0.0410908	0.169941	0.0469086	0.306243	0.0197061	0.00813313	0.370842	0.0186208	0.0115324	0.0439913	0.00599025	0.0961698	0.0656738	0.0640588	0.121286	0.112359	0.0878303	0.166296	0.0538637	0.163965	0.139471	0.192172	0.17492	0.118465	0.113207	0.0405968	0.115955	0.163075	0.0210218	0.0789784	0.998351	0.999578	1.00042	1.00165	4.995662
16610	-1372.067	-1351.868	-20.19884	889310.8	10.83624	0.0200636	0.0120845	0.0523343	0.0157679	0.0363943	0.0394563	0.0255798	0.0893488	0.273034	0.0114345	0.0133307	0.0311377	0.0322067	0.0217307	0.0400679	0.0521445	0.112418	0.048326	0.0101848	0.0810951	0.203766	0.213308	0.0117534	0.0512992	0.0992825	0.117286	0.107037	0.141176	0.0636524	0.0398612	0.101714	0.0158327	0.155256	0.0789934	0.256838	0.0212091	0.0117222	0.523884	0.057019	0.0366667	0.045661	0.0114315	0.0758091	0.117257	0.0725761	0.136504	0.147229	0.125159	0.106676	0.0908031	0.0907857	0.155263	0.0398062	0.1535	0.0861669	0.130202	0.0948836	0.0912152	0.19068	0.0136406	0.131319	0.998652	0.999655	1.00034	1.00135	5.432265
16620	-1360.178	-1346.357	-13.82149	839065	14.83708	0.0591932	0.0210607	0.0638784	0.00380108	0.0248968	0.0676439	0.0404146	0.0459683	0.146555	0.00475206	0.0129399	0.0247785	0.0242397	0.0247551	0.0610186	0.155635	0.0511939	0.0219732	0.024149	0.0400054	0.158191	0.0501022	0.012324	0.0605381	0.0947638	0.105119	0.0608427	0.0364031	0.0132535	0.090971	0.145806	0.0219214	0.0538002	0.0753927	0.455897	0.0574309	0.0251498	0.428536	0.0437012	0.0482714	0.0505742	0.0137477	0.0519526	0.0746476	0.0344507	0.101574	0.170886	0.0813274	0.16433	0.0887066	0.113072	0.13611	0.0654674	0.127239	0.115353	0.0624782	0.0568829	0.0362753	0.236346	0.0272351	0.00968243	0.998613	0.999645	1.00035	1.00139	4.775605
16630	-1356.178	-1345.559	-10.6187	725709.1	13.74317	0.0149697	0.0148217	0.0958807	0.00611186	0.0459477	0.0174408	0.0812269	0.0517175	0.238237	0.0112068	0.00573878	0.0450533	0.0418234	0.0288694	0.0551243	0.0947839	0.0357089	0.0634131	0.0313633	0.0385039	0.184895	0.0727231	0.0122287	0.0565017	0.101958	0.0717929	0.0648076	0.113457	0.0135741	0.100636	0.0968955	0.0256681	0.105389	0.0345456	0.202399	0.0459077	0.0204334	0.428536	0.0240796	0.0335455	0.0477279	0.04186	0.038275	0.111093	0.0324771	0.0855471	0.139224	0.161062	0.0699065	0.0339103	0.0935911	0.151327	0.202863	0.120855	0.214304	0.0134909	0.0270371	0.0167062	0.144849	0.0109096	0.0137293	0.998508	0.999618	1.00038	1.00149	4.598662
16640	-1362.678	-1345.386	-17.29198	643376.1	14.59608	0.0319565	0.0235173	0.094511	0.00430252	0.0749716	0.00772232	0.0342094	0.0708865	0.165164	0.00372035	0.00915896	0.0492506	0.0240734	0.0178143	0.0347387	0.0320156	0.02274	0.060349	0.0831097	0.0712626	0.186471	0.108319	0.0208393	0.0742278	0.0935158	0.100731	0.0442028	0.0876175	0.101006	0.0802216	0.141153	0.0126145	0.163674	0.0772666	0.295013	0.110564	0.0629486	0.424907	0.0224853	0.0222996	0.135023	0.068962	0.0210479	0.0644577	0.0496623	0.0562275	0.13116	0.115031	0.160063	0.107484	0.125463	0.132705	0.114304	0.141294	0.182086	0.084022	0.0273907	0.00749667	0.122358	0.00804503	0.0272522	0.998416	0.999595	1.0004	1.00159	5.027087
16650	-1369.042	-1349.947	-19.09476	885631.1	11.42728	0.0240561	0.0377179	0.0924104	0.0185935	0.0948801	0.0233364	0.0562163	0.0687687	0.33268	0.00385209	0.0101181	0.0990748	0.0245899	0.0261021	0.0518939	0.0652483	0.0174989	0.0397132	0.0371471	0.0245952	0.304736	0.0917199	0.0967477	0.0574442	0.0980048	0.0914746	0.0418928	0.0289203	0.0370116	0.0589137	0.0333845	0.0867278	0.10426	0.0754663	0.345337	0.131602	0.0180348	0.506485	0.0453459	0.0255672	0.0661277	0.0285396	0.0221401	0.14132	0.0488901	0.0729405	0.224151	0.0977028	0.112098	0.0596321	0.221791	0.230121	0.106806	0.112375	0.126535	0.0457141	0.0202323	0.0163848	0.0853284	0.0183215	0.0431049	0.99865	0.999655	1.00034	1.00135	5.327828
16660	-1365.156	-1351.778	-13.37827	132727.6	14.70134	0.030265	0.0232214	0.142883	0.00227509	0.101095	0.0587719	0.0206756	0.0518021	0.259002	0.00649777	0.016423	0.0558462	0.0285624	0.0283412	0.0327493	0.0545828	0.0348875	0.0155227	0.0408191	0.0292675	0.129636	0.0623057	0.107753	0.0298912	0.0960553	0.0781517	0.0192773	0.0372129	0.0148071	0.138374	0.0968672	0.064736	0.146898	0.0542753	0.3893	0.0900817	0.0835153	0.299664	0.0890604	0.0148774	0.0401833	0.0630022	0.0355876	0.0587609	0.0499243	0.0671406	0.188088	0.12706	0.0647305	0.0417313	0.175716	0.145695	0.111008	0.157402	0.0946278	0.0497238	0.0126797	0.00937149	0.122651	0.0322088	0.0297406	0.996513	0.999107	1.00089	1.00349	4.753263
16670	-1363.976	-1343.367	-20.60955	773074.5	8.821267	0.0312624	0.0183005	0.0883895	0.00279136	0.0563971	0.0502439	0.0290423	0.0517345	0.252121	0.0155711	0.0270942	0.172776	0.0210241	0.0481642	0.0460832	0.0949907	0.0506368	0.0118645	0.0758663	0.0459431	0.238365	0.0620457	0.0665137	0.0277349	0.0794262	0.146103	0.0250874	0.100961	0.0262709	0.090244	0.0631619	0.0118523	0.0994316	0.0414301	0.434813	0.179749	0.066118	0.415473	0.0153805	0.0433691	0.0322233	0.0329291	0.0459351	0.0646898	0.0275267	0.208489	0.170069	0.142823	0.0459184	0.0716494	0.209222	0.128285	0.17159	0.161065	0.117874	0.0637507	0.0271935	0.0112208	0.138591	0.022028	0.0258081	0.998555	0.99963	1.00037	1.00145	5.342709
16680	-1353.196	-1338.753	-14.44364	606529.4	11.3037	0.0310969	0.0183284	0.0724095	0.00468637	0.0477026	0.0587403	0.0228391	0.0950573	0.247401	0.0073859	0.015255	0.0648779	0.0210996	0.0458937	0.050949	0.0903424	0.0610604	0.0159548	0.0316806	0.0205664	0.16353	0.0998502	0.0566046	0.0058272	0.0872348	0.0544462	0.0227133	0.0334331	0.00774981	0.1504	0.135265	0.0372938	0.160808	0.0874386	0.315392	0.112761	0.0540462	0.449879	0.0247006	0.0200074	0.0420792	0.0426476	0.0939711	0.0256553	0.019379	0.147974	0.0915726	0.114794	0.0436185	0.0765156	0.0903706	0.127112	0.151917	0.190489	0.145746	0.0696384	0.0406071	0.0411131	0.122676	0.0799346	0.0575972	0.998368	0.999583	1.00042	1.00163	4.918115
16690	-1348.453	-1337.221	-11.23122	847446.1	12.9428	0.0120766	0.0255634	0.0989475	0.00620865	0.0652019	0.0365066	0.0148344	0.0742558	0.204518	0.0198939	0.0207493	0.0730159	0.0201441	0.0497145	0.0807716	0.122294	0.0749537	0.02926	0.042856	0.0614542	0.106128	0.0517989	0.0754173	0.00234044	0.0550408	0.0173214	0.0166285	0.0209025	0.00918566	0.132788	0.0780466	0.024517	0.0958239	0.0490988	0.399421	0.0835054	0.0928801	0.335954	0.0358127	0.0286109	0.0197522	0.0382098	0.0867565	0.00740786	0.0090947	0.124447	0.211101	0.0750062	0.0605414	0.040963	0.120587	0.0936608	0.103251	0.166239	0.209113	0.102401	0.0236668	0.041312	0.159472	0.0522767	0.0702377	0.99862	0.999647	1.00035	1.00138	4.659938
16700	-1357.501	-1337.56	-19.94153	689154.3	10.52188	0.00999411	0.0183239	0.117505	0.00292922	0.0511413	0.095542	0.00997606	0.0307764	0.4101	0.0134381	0.0161198	0.11874	0.0137304	0.0583003	0.0734038	0.0888652	0.0430801	0.0309807	0.0262378	0.149324	0.0683163	0.120147	0.020386	0.00682818	0.164018	0.00315217	0.072863	0.0257665	0.00919332	0.0968035	0.0750668	0.0674697	0.258193	0.0377791	0.3187	0.0676844	0.052977	0.624223	0.113913	0.0118784	0.0113983	0.051176	0.034041	0.00361392	0.0287634	0.128024	0.155053	0.028762	0.115609	0.0694861	0.121198	0.115588	0.170591	0.160393	0.187876	0.0491256	0.031272	0.0759525	0.134174	0.0520328	0.0874173	0.998469	0.999609	1.00039	1.00153	5.405411
