Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
8710	-227.8862	-217.4872	-10.399	160909.6	9.049908	0.015974	0.209721	0.0898544	0.0796701	0.00779938	0.0330426	0.0117356	0.0045794	0.00668918	0.186548	0.00258398	0.042485	0.0518085	0.200376	0.0040031	0.00482606	0.00559019	0.000254577	0.134353	0.00153063	0.112028	0.171725	0.0987067	0.0317413	0.0838244	0.218373	0.438269	0.0502946	0.0759635	0.00334549	0.35092	0.0691708	0.461166	0.996833	0.999189	1.00081	1.00317	3.258952
8720	-224.837	-218.5927	-6.244322	409699.2	12.91781	0.0595581	0.224297	0.0605682	0.0787677	0.0124944	0.0195902	0.00585432	0.00482936	0.0167583	0.12314	0.00220707	0.0959828	0.0437854	0.150681	0.00450992	0.0171705	0.00327746	0.000218292	0.158542	0.00497388	0.0491194	0.132937	0.0308173	0.0201378	0.0310827	0.16868	0.50965	0.0593405	0.0559076	0.00684185	0.0958578	0.0837569	0.479366	0.998015	0.999492	1.00051	1.00199	2.8107
8730	-224.4856	-219.6586	-4.827078	139500.4	10.24209	0.125963	0.241767	0.0287645	0.0124499	0.0124581	0.0204453	0.0109745	0.00653786	0.0193362	0.0575447	0.00352176	0.081137	0.0307439	0.159824	0.0209831	0.00826177	0.0204249	0.000129304	0.13187	0.00988745	0.0147381	0.0615773	0.0449657	0.0317686	0.0251258	0.358432	0.384848	0.0337032	0.0959129	0.00778626	0.131168	0.127343	0.39064	0.996599	0.999129	1.00087	1.00341	2.711033
8740	-223.812	-222.7118	-1.100123	450334.7	13.77585	0.0709187	0.181141	0.0509145	0.00659629	0.00693022	0.0278297	0.024877	0.0580988	0.0862032	0.138736	0.0207031	0.101365	0.0297562	0.112823	0.00503682	0.0221833	0.0108514	7.24174e-05	0.344945	0.017489	0.0341004	0.132927	0.00556324	0.0539556	0.0193942	0.3237	0.0251092	0.0505231	0.0423925	0.00114659	0.194731	0.0512118	0.151582	0.998106	0.999516	1.00048	1.00189	2.403809
8750	-227.8785	-228.2368	0.3582592	842374.4	13.82839	0.0628924	0.192922	0.0531672	0.0108793	0.0049434	0.0371835	0.0145634	0.0437291	0.0238185	0.0415713	0.0254775	0.0788432	0.0220582	0.0615622	0.00339312	0.0143847	0.00973138	9.63694e-05	0.398496	0.0428516	0.0388838	0.0754871	0.0104029	0.117857	0.0299767	0.12196	0.0144679	0.112338	0.0123573	0.00112053	0.342286	0.0491866	0.228649	0.998615	0.999646	1.00035	1.00139	2.297537
8760	-241.1935	-230.6796	-10.51389	705298.9	7.501472	0.210636	0.115845	0.196749	0.00366168	0.0263472	0.0159524	0.0128785	0.0428133	0.0289976	0.0733959	0.0615606	0.0761272	0.129497	0.0451838	0.0240661	0.0151786	0.016578	6.85671e-05	0.278953	0.0470219	0.042196	0.198771	0.00970711	0.100865	0.00970658	0.0306426	0.0107065	0.171175	0.0167602	0.0111137	0.505477	0.0847066	0.549397	0.998487	0.999613	1.00039	1.00151	3.162735
8770	-228.1606	-221.4008	-6.759734	998066.9	10.53529	0.110895	0.138473	0.145085	0.00453924	0.0230811	0.0112634	0.00325699	0.0334633	0.0496684	0.0485512	0.0229896	0.0327808	0.0292071	0.0257637	0.0755507	0.0259557	0.00933573	7.23834e-05	0.49672	0.0655628	0.0837121	0.0725272	0.00586577	0.0872521	0.02977	0.0263563	0.0162654	0.48127	0.0221669	0.00995299	0.283989	0.137174	0.293357	0.998728	0.999675	1.00032	1.00127	2.901874
8780	-229.0421	-219.983	-9.059126	856767.7	10.51816	0.0300327	0.16608	0.060377	0.010033	0.139553	0.00566259	0.00313361	0.0236992	0.0596581	0.0473957	0.0201233	0.0815998	0.0151696	0.0378344	0.0213028	0.0264615	0.00246101	1.68395e-05	0.52763	0.0748199	0.0482688	0.128677	0.063006	0.0783847	0.0697184	0.0420313	0.0199949	0.556487	0.0192146	0.0411855	0.283989	0.067874	0.348556	0.998627	0.999649	1.00035	1.00137	3.120431
8790	-231.7187	-213.2355	-18.48323	909717.8	7.364397	0.061866	0.192067	0.0354132	0.00382186	0.0344741	0.00417614	0.00164378	0.0559292	0.0313043	0.160556	0.0117678	0.0773302	0.0776888	0.0368748	0.0766026	0.0397751	0.00410926	1.67966e-05	0.65713	0.0204523	0.0202851	0.124704	0.0912401	0.0866586	0.0186589	0.138201	0.0181565	0.696031	0.0691546	0.0189946	0.557444	0.0938699	0.708432	0.998668	0.999659	1.00034	1.00133	4.22483
8800	-236.6414	-218.5688	-18.07261	917936.3	10.72285	0.0473965	0.278595	0.0313982	0.00525335	0.0965995	0.00289181	0.00356581	0.0608772	0.0485881	0.154711	0.0163049	0.0735079	0.0318724	0.0523306	0.0342923	0.0843485	0.0050373	1.82385e-05	0.158694	0.00736675	0.0707262	0.247969	0.0564844	0.131617	0.00712283	0.21795	0.0208397	0.547493	0.0452155	0.0130369	0.573516	0.163004	0.668325	0.998674	0.999661	1.00034	1.00133	3.956949
8810	-222.5419	-213.0461	-9.495847	515014.5	11.7353	0.0845145	0.230737	0.0285305	0.00919856	0.0248592	0.00659434	0.00937118	0.0155467	0.0703405	0.172529	0.0115339	0.0734086	0.0248096	0.0607355	0.0476055	0.0514668	0.00249623	0.000113143	0.179684	0.00372779	0.118542	0.124342	0.00677345	0.0334879	0.00654631	0.195461	0.0579534	0.457065	0.0399695	0.0132708	0.467294	0.0317696	0.460897	0.998229	0.999547	1.00045	1.00177	3.121175
8820	-223.453	-214.3645	-9.088506	501624.6	10.89635	0.134482	0.0954471	0.0195843	0.00718468	0.0653627	0.00474544	0.0285563	0.0148016	0.01774	0.0838828	0.0019181	0.0551056	0.00729154	0.087265	0.0321439	0.0193029	0.00314734	0.000134944	0.11899	0.00281344	0.143338	0.104735	0.00486692	0.0731514	0.0171872	0.271964	0.0359684	0.489257	0.0109824	0.0208337	0.364543	0.0357082	0.742429	0.998206	0.999541	1.00046	1.0018	3.114864
8830	-224.9132	-218.544	-6.369201	391211	14.58894	0.031707	0.114103	0.0880589	0.00726742	0.0510567	0.00232667	0.0268733	0.0240139	0.0288247	0.0712861	0.00521268	0.0688777	0.00347289	0.0880455	0.00653737	0.0183856	0.00385577	6.69835e-05	0.0776844	0.00202557	0.0999671	0.170806	0.0106595	0.124782	0.016972	0.293715	0.0112255	0.560554	0.0315958	0.00941112	0.256498	0.0186419	0.425068	0.997968	0.99948	1.00052	1.00203	2.749577
8840	-226.0889	-221.0365	-5.052417	302132.3	14.52855	0.0470347	0.0447992	0.0992434	0.0124246	0.0210045	0.00467079	0.0272029	0.0252458	0.0235395	0.0587106	0.0177419	0.235776	0.0062749	0.0999201	0.0235146	0.00783883	0.00201628	9.7004e-05	0.0267821	0.00154557	0.190321	0.149019	0.0174333	0.0312323	0.0235556	0.323042	0.00896036	0.479272	0.0154471	0.0356038	0.262709	0.0318986	0.307904	0.997688	0.999408	1.00059	1.00231	2.661781
8850	-224.3726	-217.4938	-6.878789	77980.25	10.81502	0.10467	0.0670314	0.108328	0.00892322	0.0223838	0.0108784	0.0354749	0.0233532	0.0453199	0.147462	0.0219864	0.106355	0.0179934	0.082788	0.0223533	0.0189949	0.00259126	0.000209906	0.0253954	0.0192046	0.154207	0.0905824	0.023054	0.0785798	0.0364662	0.376599	0.00825488	0.199577	0.00663465	0.0378325	0.386915	0.0422211	0.579992	0.995452	0.998834	1.00116	1.00456	2.912613
8860	-222.2914	-224.4831	2.191739	507580.5	14.11453	0.138913	0.0606514	0.0761813	0.0209787	0.0222438	0.0102984	0.0248437	0.00797974	0.0473869	0.132861	0.0230923	0.107982	0.00603635	0.105536	0.0552729	0.0174714	0.0175879	0.000505329	0.0146831	0.0195859	0.0949503	0.0658896	0.0194918	0.0628461	0.0345202	0.390872	0.00498952	0.144281	0.00959649	0.0364491	0.109406	0.035857	0.245649	0.998216	0.999544	1.00046	1.00178	2.16489
8870	-221.3104	-213.7925	-7.517851	597820	9.899819	0.14698	0.0915732	0.0270607	0.00680984	0.0495448	0.00846117	0.00559941	0.0145535	0.017802	0.150578	0.0145265	0.0600158	0.00594386	0.0423117	0.0552729	0.0163193	0.0321569	0.00352647	0.0437558	0.0181231	0.0608175	0.0959563	0.0265646	0.114186	0.0301735	0.506976	0.0139306	0.307678	0.0580345	0.0529129	0.154384	0.114224	0.623425	0.998356	0.99958	1.00042	1.00164	2.970178
8880	-222.0954	-212.3203	-9.775083	216601.5	10.78337	0.0816677	0.0300261	0.0201004	0.0103235	0.0650167	0.00457831	0.00678756	0.0230489	0.00778815	0.214746	0.023332	0.0122609	0.0157043	0.0246472	0.0513991	0.00953995	0.0431198	0.00538563	0.0524387	0.0225324	0.0430356	0.140643	0.0618233	0.0865857	0.0565596	0.38065	0.00979294	0.670328	0.0563439	0.0327626	0.356319	0.214531	0.347549	0.99727	0.999301	1.0007	1.00273	3.181368
8890	-222.1348	-218.3289	-3.805919	350797.5	9.243542	0.111585	0.0653754	0.013391	0.0208145	0.0350799	0.00522643	0.0128412	0.0237713	0.0115467	0.265607	0.0218766	0.00907136	0.00731181	0.0294798	0.0566889	0.00628371	0.0329391	0.0177609	0.00990076	0.0117268	0.0723309	0.129918	0.044671	0.0102823	0.0461261	0.380608	0.0191837	0.231978	0.101422	0.034638	0.154003	0.210829	0.344542	0.997855	0.999451	1.00055	1.00215	2.54881
8900	-232.93	-219.2054	-13.72458	373365.9	10.07211	0.203451	0.192602	0.0117958	0.0124664	0.0700463	0.0049633	0.0227118	0.0657041	0.032529	0.36901	0.0276234	0.0101243	0.00553904	0.0195753	0.0558861	0.00535991	0.0259613	0.0836496	0.0100911	0.00627329	0.196396	0.21034	0.0419583	0.0174688	0.0575816	0.510332	0.00367078	0.248676	0.0780632	0.0234575	0.26318	0.467352	0.234869	0.997921	0.999468	1.00053	1.00208	3.588708
8910	-240.9555	-221.7216	-19.23389	463783.7	6.405169	0.773577	0.356625	0.0206138	0.052519	0.0456568	0.00165221	0.0614358	0.0193196	0.0277571	0.100458	0.0246869	0.0326977	0.00668465	0.113249	0.0954742	0.0142641	0.0458631	0.0940658	0.00698687	0.00184635	0.889496	0.214286	0.0351564	0.045475	0.0423091	0.242571	0.00132497	0.238925	0.0164401	0.0209339	0.0335967	0.478935	0.130817	0.998134	0.999523	1.00048	1.00187	4.285699
8920	-242.4504	-220.6658	-21.78459	734406	8.040403	0.227097	0.259804	0.00832314	0.0846452	0.0732724	0.00232219	0.107757	0.0226555	0.0644138	0.0754504	0.0156314	0.0635028	0.0155207	0.113463	0.146776	0.00257821	0.0958495	0.0449658	0.00748294	0.00117981	0.834578	0.157792	0.0195611	0.0597197	0.0109792	0.702217	0.00242273	0.701486	0.00206259	0.00380123	0.00933774	0.467659	0.219544	0.998517	0.999621	1.00038	1.00148	4.62385
8930	-230.6857	-221.763	-8.922663	400375.6	8.156444	0.225177	0.0831067	0.00864047	0.0499096	0.0592381	0.00495408	0.0846766	0.0952733	0.0209481	0.0612714	0.0865567	0.0542366	0.0214039	0.0691078	0.0554665	0.00235232	0.0302989	0.0428958	0.0154038	0.000958718	0.478903	0.057712	0.0384523	0.0520152	0.0129232	0.40687	0.00105937	0.122011	0.0156803	0.00763932	0.0127134	0.562762	0.195675	0.997992	0.999486	1.00051	1.00201	3.036292
8940	-233.472	-223.7648	-9.707183	434203.1	7.475799	0.22879	0.0882818	0.0382378	0.048218	0.0511739	0.00706824	0.139871	0.0526811	0.0146965	0.0358474	0.0353462	0.0298189	0.0213224	0.0324961	0.029924	0.00717302	0.0220059	0.0580064	0.0140767	0.0020785	0.443469	0.181729	0.104657	0.084054	0.0156498	0.496003	0.00129856	0.0278158	0.0103508	0.00760328	0.0281033	0.271015	0.422379	0.998072	0.999507	1.00049	1.00193	3.051241
8950	-238.9742	-219.8857	-19.08853	989708.4	5.494623	0.406269	0.166335	0.0965154	0.0200663	0.0375862	0.0121159	0.0247005	0.0595974	0.0047159	0.17557	0.0422362	0.0408896	0.129697	0.0432708	0.0216846	0.00586892	0.044756	0.0275614	0.0771291	0.00444816	0.563778	0.0659965	0.177895	0.0460092	0.0230681	0.692362	0.00224748	0.0434776	0.0211804	0.00597843	0.0430406	0.426249	0.529388	0.998723	0.999673	1.00033	1.00128	4.081684
8960	-245.7937	-221.8177	-23.97599	430459.5	5.391037	0.190467	0.266944	0.1058	0.0272953	0.0469852	0.0225123	0.0135708	0.0379783	0.00877888	0.171937	0.149683	0.120495	0.0730443	0.0310802	0.0100421	0.0320901	0.039861	0.105568	0.0676665	0.00337721	0.624344	0.225755	0.42189	0.0341079	0.0090183	0.838126	0.00622106	0.101614	0.018391	0.00838016	0.0185784	0.557389	0.565051	0.998063	0.999504	1.00049	1.00194	4.954042
8970	-232.5279	-221.5405	-10.9874	704203.8	12.00101	0.144386	0.337644	0.0806819	0.0586832	0.024722	0.0142364	0.00324489	0.0112496	0.0185538	0.0760328	0.046023	0.133223	0.0858376	0.0558184	0.00919394	0.0443619	0.0116449	0.0487215	0.183473	0.00441637	0.309075	0.280407	0.109579	0.0573449	0.00486965	0.3711	0.00188607	0.0668027	0.00907522	0.00299227	0.0339435	0.243373	0.350897	0.998486	0.999613	1.00039	1.00152	3.233493
8980	-240.1161	-226.5519	-13.56425	209942.2	8.33969	0.1639	0.346413	0.0386492	0.0397176	0.0136357	0.0435998	0.0758795	0.0107832	0.0174934	0.074482	0.046757	0.289856	0.0649092	0.0455279	0.00769172	0.0522754	0.0518056	0.0662553	0.25463	0.0065731	0.516728	0.136937	0.187329	0.0421965	0.00432726	0.291771	0.0219074	0.0181926	0.020532	0.00252724	0.0337919	0.372855	0.249734	0.997227	0.99929	1.00071	1.00278	3.609662
8990	-235.7912	-222.7893	-13.00193	514656.6	11.36334	0.187678	0.131503	0.0309291	0.0551126	0.0776253	0.0368317	0.0382211	0.0210297	0.0204094	0.158424	0.0302492	0.0766415	0.144183	0.0519776	0.02438	0.0578088	0.0516864	0.154795	0.404414	0.00305697	0.384426	0.21755	0.0539394	0.0492238	0.00577524	0.24279	0.0313479	0.00424289	0.00790572	0.00697333	0.0936316	0.170686	0.419447	0.998229	0.999547	1.00045	1.00177	3.444894
9000	-243.1614	-223.2991	-19.86234	618040.2	4.880728	0.379214	0.197953	0.013615	0.151384	0.0372797	0.0902888	0.0418475	0.0188463	0.0236728	0.103963	0.00848817	0.0585906	0.0291078	0.0814088	0.0579786	0.105595	0.0269039	0.0610932	0.563653	0.00479467	0.505882	0.120864	0.151299	0.0608072	0.00905159	0.4429	0.0203406	0.00560726	0.00864106	0.00477402	0.0379945	0.26675	0.287139	0.998384	0.999587	1.00041	1.00162	3.977728
9010	-229.4113	-217.8914	-11.51998	282553.1	9.171184	0.343622	0.107072	0.0121331	0.0721141	0.00819424	0.0268469	0.0252266	0.00442707	0.0154993	0.102854	0.0155699	0.0910693	0.0479407	0.125512	0.132623	0.0596378	0.0637745	0.0322207	0.311513	0.0160992	0.620071	0.140394	0.0556873	0.102097	0.0301885	0.113848	0.0694881	0.00575531	0.00627942	0.0137122	0.0408927	0.270869	0.300107	0.99761	0.999388	1.00061	1.00239	3.383339
9020	-247.3087	-226.7265	-20.58222	429305	5.418611	0.360446	0.182439	0.0187845	0.041686	0.0440218	0.0408922	0.179209	0.00293053	0.0066799	0.133958	0.00781891	0.0888245	0.0678149	0.116294	0.0965706	0.0846152	0.0761802	0.0206138	0.594807	0.0261585	0.754983	0.0962267	0.0483249	0.0563013	0.0332794	0.124061	0.301803	0.0352566	0.00632671	0.0312647	0.0264918	0.480455	0.147049	0.998061	0.999504	1.00049	1.00194	4.332568
9030	-246.0489	-222.5196	-23.52927	475395.1	8.581006	0.407392	0.170981	0.0217167	0.0671907	0.0335245	0.100383	0.0899801	0.0102244	0.00594885	0.0450987	0.0257768	0.103539	0.0381891	0.0707229	0.0333214	0.0975631	0.0743115	0.10498	0.355249	0.0115464	0.887076	0.27779	0.044757	0.0855137	0.0389343	0.0732723	0.821238	0.0378104	0.0118688	0.033982	0.0634145	0.494997	0.0352212	0.998157	0.999529	1.00047	1.00184	4.773514
9040	-248.3124	-225.4148	-22.89762	662868.8	8.371268	0.183379	0.334406	0.0308943	0.013074	0.0542341	0.0716795	0.0755126	0.0126751	0.01517	0.186134	0.0488059	0.193366	0.14321	0.0828112	0.0186854	0.0639374	0.0984397	0.0775229	0.285738	0.0487708	0.785217	0.102835	0.0393856	0.0680843	0.0200244	0.01898	1.10831	0.0253405	0.0067377	0.0458738	0.135787	0.289139	0.0409626	0.998439	0.999601	1.0004	1.00156	4.725119
9050	-237.0394	-221.5939	-15.44551	282693	8.530777	0.319825	0.160724	0.0170161	0.0319201	0.0180737	0.0865619	0.0402159	0.0050654	0.0120159	0.138945	0.0638343	0.0764874	0.0751232	0.206577	0.0187937	0.067508	0.0520361	0.130095	0.227227	0.168217	0.0848327	0.136473	0.0225739	0.0349361	0.0200609	0.0144537	0.755565	0.0654097	0.0117403	0.0995518	0.424594	0.219214	0.0268221	0.99761	0.999388	1.00061	1.00239	3.832488
9060	-226.1421	-213.8445	-12.29766	848905.4	8.923849	0.163871	0.105718	0.0308555	0.0276038	0.0327902	0.0287355	0.030361	0.00761746	0.0233447	0.146544	0.0615692	0.0767762	0.0660009	0.0803862	0.0128943	0.0784432	0.0454223	0.0692681	0.374287	0.0862531	0.196175	0.110077	0.0101178	0.0298723	0.017501	0.0249387	0.497937	0.0127489	0.00305139	0.112467	0.383743	0.501798	0.0195359	0.998621	0.999647	1.00035	1.00138	3.468704
9070	-240.3332	-223.0053	-17.32786	889919.9	6.243235	0.629689	0.162494	0.0273059	0.0120179	0.0240638	0.0496863	0.0334109	0.00298593	0.0238689	0.144474	0.0815225	0.0319304	0.10804	0.11624	0.0235193	0.0897607	0.0285777	0.0413092	0.380515	0.103326	0.0919359	0.13355	0.00887258	0.0147713	0.0453193	0.134778	0.535925	0.00725867	0.0175066	0.164778	0.102777	0.574892	0.0143004	0.998653	0.999656	1.00034	1.00135	3.9614
9080	-245.0808	-225.1956	-19.88522	752547.5	6.45207	0.770739	0.32769	0.0251508	0.0406442	0.0215367	0.00227359	0.00983604	0.00410718	0.0352417	0.188043	0.103967	0.0499773	0.0879603	0.0474769	0.0686965	0.180192	0.0480796	0.0195784	0.807385	0.157433	0.200385	0.0431914	0.00333954	0.0404143	0.0111134	0.104316	0.059436	0.00953982	0.0461197	0.210063	0.209275	0.451822	0.0063325	0.998535	0.999625	1.00037	1.00147	4.391355
9090	-254.5422	-227.562	-26.98017	653076.4	7.788436	1.42737	0.192825	0.0140823	0.0528681	0.0347838	0.0060492	0.0107784	0.00433756	0.0293672	0.278562	0.142724	0.0799363	0.0702417	0.160486	0.0881849	0.138356	0.122363	0.0563061	0.576091	0.136184	0.106285	0.0767549	0.00374703	0.0161269	0.0034297	0.0427516	0.0507939	0.0117491	0.118134	0.278186	0.432725	0.545398	0.00411128	0.998428	0.999598	1.0004	1.00157	5.312094
9100	-258.0877	-225.1858	-32.90191	357734	5.003872	0.883076	0.130848	0.0193473	0.0675833	0.040435	0.0149697	0.0449841	0.00607595	0.0416612	0.266362	0.151112	0.0559676	0.131899	0.116043	0.0874132	0.0596024	0.202244	0.0654554	0.338314	0.215308	0.0484798	0.462926	0.00925485	0.00569154	0.00236341	0.0211586	0.13715	0.0407933	0.26619	0.789133	1.50213	0.415746	0.00541937	0.997876	0.999456	1.00054	1.00213	6.64514
9110	-244.2116	-224.2132	-19.99831	279007.5	5.909314	0.546491	0.0830065	0.0201187	0.0520161	0.0483407	0.0129511	0.0443704	0.0246601	0.0237151	0.108734	0.106311	0.116672	0.1087	0.0462238	0.126008	0.0370389	0.195689	0.0832841	0.111551	0.215237	0.0391576	0.509666	0.0143424	0.00388486	0.0025052	0.0199847	0.201404	0.0396683	0.14315	0.367895	0.648553	0.234415	0.00574579	0.997595	0.999384	1.00061	1.00241	4.34149
9120	-252.0005	-225.7846	-26.21592	211487.7	7.223717	0.234293	0.170725	0.0428445	0.0376565	0.0663863	0.0435227	0.0353847	0.0225013	0.0362111	0.0424808	0.240391	0.063543	0.121484	0.0392305	0.144252	0.0537633	0.138327	0.11674	0.565521	0.604513	0.0232632	0.548112	0.0394297	0.00962609	0.00211804	0.012505	0.137441	0.154906	0.194722	0.195745	0.641687	0.509686	0.00433898	0.997237	0.999293	1.0007	1.00277	5.29335
9130	-260.2163	-229.7235	-30.49276	94999.9	3.806438	0.113079	0.182832	0.0401401	0.0373153	0.0979534	0.0171413	0.0554216	0.039011	0.0651958	0.0085949	0.0838439	0.0866255	0.201136	0.00644001	0.373628	0.0536381	0.129582	0.11807	0.102982	1.24651	0.0148023	0.146962	0.0447725	0.0134373	0.00488941	0.0205932	0.104048	0.211499	0.228438	0.478788	0.816945	0.644126	0.00586094	0.995879	0.998944	1.00105	1.00413	5.794307
9140	-253.6659	-235.1053	-18.56058	148481.5	6.713191	0.105539	0.230094	0.105269	0.139427	0.0861504	0.00557153	0.0515051	0.0326809	0.0472687	0.0143523	0.0814657	0.116734	0.097333	0.00609166	0.352931	0.0556516	0.100651	0.153914	0.153543	0.300861	0.02982	0.0597381	0.0228542	0.0203481	0.00460764	0.0113591	0.0999338	0.203932	0.142932	0.48433	0.383576	0.50191	0.00809555	0.996703	0.999156	1.00084	1.0033	4.210471
9150	-246.7553	-224.7691	-21.98626	684848.7	5.528409	0.047143	0.264965	0.129968	0.167952	0.0481116	0.0151049	0.0275776	0.0111957	0.0328751	0.00496989	0.085893	0.0567676	0.0380773	0.00225255	0.116638	0.110573	0.1114	0.0470888	0.102549	0.652153	0.00957306	0.0773937	0.0126551	0.0355874	0.0024387	0.00725253	0.169498	0.0979044	0.297641	0.386158	0.688096	0.738702	0.0201043	0.998464	0.999607	1.00039	1.00154	4.616261
9160	-236.8814	-220.0458	-16.83556	931561.5	8.317943	0.131397	0.368997	0.0269129	0.199674	0.0209343	0.0156762	0.0207923	0.01403	0.0315908	0.0136974	0.061206	0.100356	0.0159684	0.0039008	0.0521935	0.203981	0.0847369	0.056465	0.124279	0.671166	0.0176245	0.0902572	0.00584891	0.104055	0.0154533	0.00652723	0.200792	0.191882	0.0780217	0.217756	0.407929	0.426465	0.0219807	0.998683	0.999663	1.00034	1.00132	4.002547
9170	-231.4969	-221.7383	-9.7586	551786.2	9.435966	0.0968535	0.0326155	0.0262494	0.0400831	0.0114667	0.0356856	0.063455	0.0239974	0.0513156	0.124149	0.109639	0.0869329	0.0104089	0.00443786	0.0250042	0.209219	0.0377308	0.0782173	0.0900732	0.384035	0.0424576	0.0244496	0.00809788	0.200931	0.0100075	0.00313463	0.20178	0.0798973	0.110454	0.174606	0.254619	0.524539	0.0191191	0.998289	0.999562	1.00044	1.00171	3.195661
9180	-243.6004	-222.2341	-21.36625	964690.4	10.32356	0.162961	0.0487821	0.033077	0.0506915	0.0585467	0.0305773	0.072614	0.0123056	0.017351	0.332187	0.10024	0.12111	0.0212948	0.00959458	0.026271	0.0736938	0.00631776	0.0663503	0.209502	0.745962	0.0190149	0.0174221	0.0500844	0.298133	0.0151539	0.00386557	0.12089	0.186763	0.113379	0.127476	0.550404	0.584818	0.028631	0.998706	0.999669	1.00033	1.00129	4.315466
9190	-234.4863	-221.6343	-12.85201	799250.3	7.905738	0.162961	0.164373	0.0583833	0.0629386	0.0345783	0.10997	0.0676175	0.0124534	0.00904646	0.210687	0.0668185	0.137817	0.0114606	0.00529039	0.0385209	0.0593287	0.00613608	0.0476569	0.0807533	0.618921	0.013453	0.0450721	0.031867	0.320065	0.0283517	0.00821141	0.0861695	0.156396	0.122295	0.0549754	0.344358	0.305424	0.0232792	0.998579	0.999636	1.00036	1.00142	3.50563
9200	-247.596	-229.5697	-18.02634	368710.1	7.497259	0.104117	0.250645	0.054173	0.108522	0.0113199	0.0746694	0.0624912	0.00646113	0.00842501	0.21633	0.158461	0.242471	0.00545328	0.0356822	0.0181895	0.0550374	0.011052	0.0209133	0.0347756	0.490896	0.00347414	0.0288261	0.0246439	0.41063	0.0515316	0.00456164	0.093737	0.0725264	0.0932342	0.0417489	0.296727	1.02353	0.0489256	0.997907	0.999465	1.00053	1.00209	4.164177
9210	-234.2292	-220.9513	-13.27792	843743.1	8.986474	0.0714413	0.0494608	0.0289796	0.0307339	0.00972589	0.0195235	0.0335091	0.0316625	0.00438195	0.0966971	0.0610555	0.215151	0.00443975	0.121938	0.0139348	0.155136	0.0884633	0.0154188	0.0403575	0.373455	0.00216704	0.0226494	0.0211568	0.577374	0.0452352	0.0267846	0.183158	0.0794152	0.0805998	0.0146597	0.464621	0.588657	0.00595695	0.998617	0.999646	1.00035	1.00138	3.577899
9220	-228.6375	-218.7468	-9.890718	626096.3	8.848767	0.0963808	0.0889092	0.0662856	0.041946	0.00569825	0.0249811	0.0160491	0.0109558	0.00193495	0.0848047	0.09316	0.11518	0.00663655	0.0873298	0.00699263	0.291366	0.118441	0.0186255	0.0370182	0.296815	0.00117684	0.014469	0.0291903	0.405069	0.0219935	0.0275617	0.134159	0.108071	0.0286077	0.00602341	0.431161	0.468121	0.0111998	0.998394	0.999589	1.00041	1.00161	3.196314
9230	-235.7926	-225.8436	-9.948999	983853.4	12.66916	0.112758	0.0402809	0.0351366	0.0370217	0.00945684	0.013101	0.027222	0.00509345	0.00432373	0.0837515	0.0165059	0.0836055	0.0192749	0.143399	0.00612167	0.110875	0.259416	0.0261418	0.0368438	0.452737	0.00161468	0.0160651	0.031875	0.132245	0.0126613	0.0366325	0.0734362	0.553688	0.0181218	0.0237415	0.168425	0.486931	0.0330756	0.998719	0.999672	1.00033	1.00128	3.111579
9240	-230.5583	-225.5982	-4.960075	400744.2	11.95532	0.180527	0.0574607	0.0291327	0.0463287	0.0294826	0.0108642	0.0357155	0.00264798	0.000713193	0.137353	0.0357964	0.0720063	0.00404673	0.106503	0.00485698	0.0696894	0.143013	0.0162203	0.0315412	0.331506	0.00208404	0.0184407	0.139302	0.236989	0.00863577	0.0444235	0.0500069	0.225488	0.023418	0.014936	0.290319	0.308944	0.0235394	0.997993	0.999486	1.00051	1.00201	2.731932
9250	-231.9835	-221.0341	-10.94937	390853.4	8.963049	0.215056	0.0365595	0.0308094	0.0168521	0.0521922	0.0276826	0.0283436	0.00157825	0.00224144	0.140836	0.103362	0.107401	0.00225567	0.289092	0.00552591	0.0657382	0.0832897	0.0128184	0.029774	0.265669	0.00493158	0.0149572	0.0175277	0.467151	0.00967362	0.0477223	0.0535187	0.448279	0.0335997	0.0539647	0.323715	0.296806	0.029445	0.997968	0.99948	1.00052	1.00203	3.318369
9260	-232.3758	-221.3829	-10.99288	144125.3	10.92333	0.425126	0.0335569	0.0264568	0.0469015	0.0295557	0.0187562	0.0343392	0.00129129	0.0104278	0.111168	0.116801	0.203293	0.00394749	0.0704932	0.0115404	0.0548701	0.0838691	0.0177509	0.0191757	0.419882	0.00463405	0.0077137	0.0358467	0.408998	0.00547434	0.0227356	0.0531199	0.320197	0.0678478	0.0512059	0.248768	0.296916	0.0258277	0.996654	0.999143	1.00085	1.00335	3.288488
