Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
440	-240.8949	-234.5945	-6.300446	661137.2	9.224442	0.0372902	0.0359563	0.0341805	0.0091863	0.0273113	0.0811093	0.0639505	0.0359803	0.0564956	0.0298255	0.0355096	0.0369481	0.0250768	0.0865755	0.0297114	0.11775	0.0246189	0.0406787	0.17351	0.00489052	0.150002	0.179312	0.101081	0.192851	0.0522308	0.142601	0.428989	0.0124549	0.309661	0.0834297	0.103539	0.0558987	0.018923	0.998437	0.9996	1.0004	1.00156	2.817528
450	-238.009	-228.9592	-9.049815	564613.8	13.98782	0.0483603	0.019123	0.0232144	0.00927997	0.108744	0.0812456	0.0659706	0.00850477	0.0946466	0.0248314	0.0256469	0.021832	0.0203045	0.10203	0.0444306	0.0431629	0.0179689	0.0169007	0.255352	0.00267824	0.259545	0.171805	0.146755	0.293652	0.108677	0.151572	0.18808	0.0116097	0.22223	0.227123	0.0366923	0.0789352	0.0378014	0.998309	0.999567	1.00043	1.00169	2.968705
460	-232.4422	-222.9598	-9.482383	873399.8	9.943656	0.0995061	0.0240698	0.0250263	0.0255779	0.0707495	0.0162391	0.0703214	0.00331937	0.0777069	0.0386882	0.0813734	0.0200864	0.00862722	0.093826	0.0994278	0.0297436	0.123807	0.031102	0.431018	0.0154221	0.349388	0.244282	0.0599904	0.0881958	0.0443272	0.0584491	0.174958	0.017011	0.271633	0.199884	0.0804357	0.173777	0.0204615	0.99864	0.999652	1.00035	1.00136	3.168431
470	-249.315	-232.8889	-16.42609	593339.1	11.99965	0.16339	0.0567993	0.0253895	0.117216	0.0502657	0.0126739	0.0966348	0.00305978	0.108186	0.0219667	0.107275	0.0898719	0.0288209	0.116834	0.107682	0.0610752	0.0935311	0.0442847	0.392309	0.0592828	0.405164	0.194628	0.0667205	0.0112015	0.0349868	0.100442	0.1668	0.111635	0.32706	0.198026	0.0260826	0.28009	0.00742293	0.99835	0.999578	1.00042	1.00165	3.686808
480	-240.6489	-222.4373	-18.21159	988518.5	8.926635	0.0403889	0.048182	0.018615	0.0314752	0.0852094	0.0162456	0.038095	0.0247024	0.0790892	0.0207017	0.0839406	0.0799975	0.0601541	0.086542	0.0632882	0.0655416	0.171173	0.0728968	0.226115	0.071754	0.639482	0.263337	0.100447	0.0295109	0.0200035	0.304842	0.38798	0.0718792	0.070525	0.696212	0.0425897	0.104228	0.0160733	0.998722	0.999673	1.00033	1.00128	4.131217
490	-246.5945	-230.3187	-16.27588	204344.4	6.977563	0.324084	0.18964	0.0998828	0.0192272	0.0808991	0.0166623	0.0195059	0.00858562	0.0750744	0.0797966	0.161951	0.0221842	0.0414786	0.0624706	0.0586543	0.180433	0.173795	0.0610266	0.50077	0.0429423	0.453958	0.0928757	0.0968409	0.0616103	0.0206099	0.1048	0.262327	0.0583149	0.101522	0.301486	0.0447688	0.0684134	0.0120132	0.997189	0.99928	1.00072	1.00281	3.898603
500	-240.686	-226.4217	-14.26424	413168.1	8.695629	0.22269	0.172727	0.0252277	0.0118832	0.0388543	0.0162221	0.0156076	0.0107929	0.0968197	0.134401	0.18895	0.0395189	0.0159455	0.152156	0.0147344	0.0870493	0.217277	0.0324799	0.369864	0.0469478	0.325926	0.169282	0.029265	0.171933	0.0358674	0.127367	0.160254	0.0634681	0.0657716	0.505347	0.0358213	0.0768465	0.0155356	0.998023	0.999494	1.0005	1.00198	3.692831
510	-234.2584	-221.5967	-12.66171	909209.7	9.055426	0.157512	0.268919	0.061811	0.050308	0.0213513	0.00395047	0.015574	0.0702662	0.0226105	0.0639746	0.0656985	0.0264625	0.0170569	0.0670173	0.0111359	0.167518	0.0966616	0.0353521	0.511019	0.0689189	0.262927	0.200507	0.0317424	0.0350898	0.0538602	0.180253	0.178767	0.0259347	0.0387084	0.542327	0.0473477	0.0942911	0.014065	0.998667	0.999659	1.00034	1.00133	3.508939
520	-245.1699	-225.3358	-19.83408	437876.2	6.861734	0.300695	0.184312	0.0193011	0.0738184	0.0319297	0.0175669	0.0174065	0.0395669	0.0196989	0.0894048	0.08344	0.0298392	0.0250414	0.0701531	0.0105675	0.204672	0.0368347	0.105127	0.104706	0.171377	0.522702	0.16361	0.0663551	0.145489	0.0591316	0.26356	0.373331	0.0534504	0.414442	0.397672	0.14101	0.0875859	0.0820448	0.99808	0.999509	1.00049	1.00192	4.405842
530	-253.5203	-225.6641	-27.85622	978523.4	4.562153	0.124325	0.448929	0.0405395	0.0351282	0.0286754	0.0232364	0.0261263	0.0318805	0.0348371	0.0697291	0.0324226	0.0287914	0.0219201	0.0936264	0.0213631	0.235393	0.0300812	0.0811961	0.305035	0.273969	1.22705	0.0948903	0.0799217	0.114014	0.0849511	0.391293	0.403691	0.200104	0.353262	0.337229	0.0832973	0.108884	0.0676247	0.998715	0.999671	1.00033	1.00129	5.533421
540	-250.109	-224.5026	-25.60645	791473.3	5.299938	0.113912	0.367977	0.0230619	0.0478019	0.00478282	0.0335357	0.0228234	0.0228032	0.0519193	0.162444	0.0271604	0.0720595	0.0419346	0.0629727	0.0264147	0.124656	0.0378108	0.0885241	0.0991691	0.391265	0.654496	0.14723	0.0943167	0.134274	0.0647472	1.02207	0.250913	0.0685292	0.355264	0.411817	0.120959	0.0377168	0.058798	0.998572	0.999635	1.00036	1.00143	5.244156
